company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2008.0,FY,2007-09-03,2008-08-31,2010-10-15 18:40:36+00:00,2.95,2.95,0.61,2.89,0.0,716000000.0,1295000000.0,1295000000.0,1283000000.0,12000000.0,63503000000.0,72483000000.0,57000000.0,6954000000.0,63503000000.0,8980000000.0,103000000.0,145000000.0,7011000000.0,1969000000.0,42000000.0,2011000000.0,72483000000.0,434900000.0,434442000.0,444240000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,Q4,2009-05-11,2009-08-30,,1.41,0.86,0.18,0.84,2000000.0,206000000.0,378000000.0,378000000.0,374000000.0,4000000.0,19512000000.0,22378000000.0,12000000.0,2254000000.0,19512000000.0,2866000000.0,33000000.0,19000000.0,2268000000.0,598000000.0,-14000000.0,584000000.0,22378000000.0,434400000.0,433988000.0,440454000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,FY,2008-09-01,2009-08-30,2011-10-14 17:04:24+00:00,2.5,2.5,0.68,2.47,17000000.0,628000000.0,1099000000.0,1099000000.0,1086000000.0,13000000.0,62335000000.0,71422000000.0,41000000.0,7252000000.0,62335000000.0,9087000000.0,108000000.0,58000000.0,7310000000.0,1777000000.0,-50000000.0,1727000000.0,71422000000.0,434400000.0,433988000.0,440454000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,Q3YTD,2008-09-01,2009-05-10,,1.09,1.64,0.5,1.63,15000000.0,422000000.0,721000000.0,721000000.0,712000000.0,9000000.0,42823000000.0,49044000000.0,29000000.0,4998000000.0,42823000000.0,6221000000.0,75000000.0,39000000.0,5042000000.0,1179000000.0,-36000000.0,1143000000.0,49044000000.0,437500000.0,434354000.0,439997000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,Q3,2009-02-08,2009-05-10,2010-06-10 14:48:48+00:00,0.48,0.48,0.18,0.48,7000000.0,128000000.0,212000000.0,212000000.0,210000000.0,2000000.0,13776000000.0,15806000000.0,9000000.0,1655000000.0,13776000000.0,2030000000.0,25000000.0,6000000.0,1671000000.0,359000000.0,-19000000.0,340000000.0,15806000000.0,437500000.0,434354000.0,439997000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,Q2YTD,2008-09-01,2009-02-15,,0.61,1.16,0.32,1.15,8000000.0,294000000.0,509000000.0,509000000.0,502000000.0,7000000.0,29047000000.0,33238000000.0,20000000.0,3343000000.0,29047000000.0,4191000000.0,50000000.0,33000000.0,3371000000.0,820000000.0,-17000000.0,803000000.0,33238000000.0,,433476000.0,439688000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,Q2,2008-11-24,2009-02-15,2010-03-17 13:53:28+00:00,,0.55,0.16,0.55,1000000.0,142000000.0,243000000.0,243000000.0,239000000.0,4000000.0,14771000000.0,16843000000.0,7000000.0,1666000000.0,14771000000.0,2072000000.0,25000000.0,12000000.0,1674000000.0,398000000.0,-13000000.0,385000000.0,16843000000.0,,433476000.0,439688000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2009.0,Q1,2008-09-01,2008-11-23,2009-12-18 12:50:27+00:00,0.61,0.61,0.16,0.6,7000000.0,152000000.0,266000000.0,266000000.0,263000000.0,3000000.0,14276000000.0,16395000000.0,13000000.0,1677000000.0,14276000000.0,2119000000.0,25000000.0,21000000.0,1697000000.0,422000000.0,-4000000.0,418000000.0,16395000000.0,431100000.0,432451000.0,440533000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2010.0,Q4,2010-05-10,2010-08-29,,0.99,0.99,0.21,0.97,-5000000.0,247000000.0,437000000.0,437000000.0,432000000.0,5000000.0,21024000000.0,24125000000.0,9000000.0,2409000000.0,21024000000.0,3101000000.0,34000000.0,30000000.0,2413000000.0,688000000.0,-4000000.0,684000000.0,24125000000.0,438700000.0,438611000.0,445970000.0
Costco Wholesale Corp,COST,29DX7H14B9S6O3FD6V18,909832,2010.0,FY,2009-08-31,2010-08-29,2012-10-19 17:26:26+00:00,2.97,2.97,0.77,2.92,,731000000.0,1323000000.0,1323000000.0,1303000000.0,20000000.0,67995000000.0,77946000000.0,26000000.0,7848000000.0,67995000000.0,9951000000.0,111000000.0,88000000.0,7874000000.0,2077000000.0,-23000000.0,2054000000.0,77946000000.0,438700000.0,438611000.0,445970000.0
