company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depositsinterestexpense,dilutedeps,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,provisionforcreditlosses,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.24,4.24,758000000.0,4.2,736000000.0,,1787000000.0,6314000000.0,692000000.0,196000000.0,2577000000.0,2204000000.0,373000000.0,2206000000.0,-2000000.0,7029000000.0,1028000000.0,148000000.0,378000000.0,641000000.0,2175000000.0,3455000000.0,373000000.0,2060000000.0,2874000000.0,,1450000000.0,8479000000.0,6273000000.0,4244000000.0,2940000000.0,11273000000.0,,527400000.0,523000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.05,2.05,-649000000.0,2.03,394000000.0,,-258000000.0,-445000000.0,-311000000.0,22000000.0,1281000000.0,949000000.0,332000000.0,1254000000.0,-35000000.0,292000000.0,-27000000.0,175000000.0,35000000.0,-120000000.0,-310000000.0,-416000000.0,62000000.0,-821000000.0,-276000000.0,,-960000000.0,-668000000.0,-591000000.0,-361000000.0,1343000000.0,-69000000.0,,527400000.0,523000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 15:29:09+00:00,1.49,1.49,244000000.0,1.47,306000000.0,,572000000.0,2158000000.0,194000000.0,65000000.0,803000000.0,781000000.0,22000000.0,786000000.0,-9000000.0,2435000000.0,340000000.0,53000000.0,143000000.0,261000000.0,638000000.0,1163000000.0,26000000.0,823000000.0,959000000.0,,438000000.0,2873000000.0,2002000000.0,1477000000.0,1087000000.0,3912000000.0,,527500000.0,524000000.0,527000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.16,2.16,525000000.0,2.13,557000000.0,,1195000000.0,4318000000.0,439000000.0,115000000.0,1474000000.0,1429000000.0,45000000.0,1109000000.0,-4000000.0,4814000000.0,699000000.0,27000000.0,265000000.0,529000000.0,1386000000.0,2305000000.0,369000000.0,1574000000.0,1915000000.0,,964000000.0,5778000000.0,4115000000.0,2861000000.0,1986000000.0,7675000000.0,,527500000.0,524000000.0,527000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.98,0.98,-495000000.0,0.96,400000000.0,,-166000000.0,-350000000.0,-287000000.0,-1000000.0,737000000.0,714000000.0,23000000.0,584000000.0,-17000000.0,301000000.0,-14000000.0,93000000.0,35000000.0,20000000.0,-353000000.0,-228000000.0,170000000.0,-393000000.0,-167000000.0,,-782000000.0,-481000000.0,-535000000.0,-115000000.0,1114000000.0,186000000.0,,527500000.0,524000000.0,527000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 08:14:55+00:00,0.67,0.67,281000000.0,0.66,251000000.0,,623000000.0,2160000000.0,245000000.0,50000000.0,671000000.0,648000000.0,23000000.0,323000000.0,5000000.0,2379000000.0,359000000.0,-26000000.0,122000000.0,268000000.0,748000000.0,1142000000.0,343000000.0,751000000.0,956000000.0,,526000000.0,2905000000.0,2113000000.0,1384000000.0,899000000.0,3763000000.0,,482100000.0,498000000.0,500000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2010.0,Q1TTM,2009-04-01,2010-03-31,,-0.37,-0.37,-265000000.0,-0.37,123000000.0,,-66000000.0,-305000000.0,-148000000.0,-7000000.0,141000000.0,128000000.0,13000000.0,-137000000.0,1000000.0,59000000.0,2000000.0,67000000.0,17000000.0,23000000.0,,-72000000.0,277000000.0,-129000000.0,-40000000.0,,-413000000.0,-354000000.0,-45000000.0,18000000.0,251000000.0,77000000.0,,482100000.0,498000000.0,500000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q4,2011-10-01,2011-12-31,,0.85,0.85,139000000.0,0.85,147000000.0,1088000000.0,523000000.0,1902000000.0,196000000.0,74000000.0,493000000.0,493000000.0,,451000000.0,17000000.0,2199000000.0,375000000.0,-90000000.0,109000000.0,1087000000.0,1218000000.0,-1978000000.0,25000000.0,190000000.0,1052000000.0,1243000000.0,335000000.0,2534000000.0,2719000000.0,1350000000.0,640000000.0,3549000000.0,,526000000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 17:45:46+00:00,5.7,5.7,668000000.0,5.64,998000000.0,1088000000.0,2161000000.0,7595000000.0,826000000.0,249000000.0,3071000000.0,3071000000.0,,2998000000.0,15000000.0,8700000000.0,1399000000.0,97000000.0,438000000.0,1611000000.0,3491000000.0,1587000000.0,58000000.0,1152000000.0,3966000000.0,1243000000.0,1494000000.0,10194000000.0,9105000000.0,5626000000.0,4069000000.0,14326000000.0,,526000000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 14:52:39+00:00,1.57,1.57,167000000.0,1.55,309000000.0,,511000000.0,1904000000.0,188000000.0,72000000.0,834000000.0,834000000.0,,826000000.0,4000000.0,2175000000.0,330000000.0,68000000.0,115000000.0,152000000.0,789000000.0,1149000000.0,4000000.0,261000000.0,949000000.0,,355000000.0,2530000000.0,2140000000.0,1369000000.0,1143000000.0,3544000000.0,,526100000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.85,4.85,529000000.0,4.79,851000000.0,,1638000000.0,5693000000.0,630000000.0,175000000.0,2578000000.0,2578000000.0,,2547000000.0,-2000000.0,6501000000.0,1024000000.0,187000000.0,329000000.0,524000000.0,2273000000.0,3565000000.0,33000000.0,962000000.0,2914000000.0,,1159000000.0,7660000000.0,6386000000.0,4276000000.0,3429000000.0,10777000000.0,,526100000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.41,6.41,734000000.0,6.33,1152000000.0,,2240000000.0,7655000000.0,895000000.0,245000000.0,3398000000.0,3398000000.0,,3352000000.0,-15000000.0,8702000000.0,1394000000.0,300000000.0,436000000.0,965000000.0,3141000000.0,4713000000.0,61000000.0,1404000000.0,3946000000.0,,1629000000.0,10331000000.0,8726000000.0,5978000000.0,4550000000.0,14680000000.0,,526100000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 12:39:02+00:00,1.69,1.69,180000000.0,1.67,234000000.0,,549000000.0,1905000000.0,217000000.0,63000000.0,912000000.0,912000000.0,,888000000.0,-1000000.0,2150000000.0,334000000.0,82000000.0,93000000.0,189000000.0,803000000.0,1181000000.0,25000000.0,280000000.0,976000000.0,,397000000.0,2547000000.0,2176000000.0,1452000000.0,1146000000.0,3602000000.0,,525400000.0,524000000.0,527000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q2YTD,2011-01-01,2011-06-30,,3.28,3.28,362000000.0,3.24,542000000.0,,1127000000.0,3789000000.0,442000000.0,103000000.0,1744000000.0,1744000000.0,,1721000000.0,-6000000.0,4326000000.0,694000000.0,119000000.0,214000000.0,372000000.0,1484000000.0,2416000000.0,29000000.0,701000000.0,1965000000.0,,804000000.0,5130000000.0,4246000000.0,2907000000.0,2286000000.0,7233000000.0,,525400000.0,524000000.0,527000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q2TTM,2010-07-01,2011-06-30,,6.92,6.92,800000000.0,6.85,1022000000.0,,2321000000.0,7747000000.0,960000000.0,254000000.0,3667000000.0,3339000000.0,328000000.0,3623000000.0,-17000000.0,8742000000.0,1393000000.0,353000000.0,434000000.0,925000000.0,3141000000.0,4714000000.0,61000000.0,1629000000.0,3956000000.0,,1760000000.0,10502000000.0,8744000000.0,5992000000.0,4361000000.0,14734000000.0,,525400000.0,524000000.0,527000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 17:15:18+00:00,1.59,1.59,182000000.0,1.57,308000000.0,,578000000.0,1884000000.0,225000000.0,40000000.0,832000000.0,832000000.0,,833000000.0,-5000000.0,2176000000.0,360000000.0,37000000.0,121000000.0,183000000.0,681000000.0,1235000000.0,4000000.0,421000000.0,989000000.0,,407000000.0,2583000000.0,2070000000.0,1455000000.0,1140000000.0,3631000000.0,,523900000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2011.0,Q1TTM,2010-04-01,2011-03-31,,6.72,6.72,864000000.0,6.65,1094000000.0,,2344000000.0,8000000000.0,937000000.0,256000000.0,3558000000.0,3208000000.0,350000000.0,3521000000.0,-25000000.0,9027000000.0,1399000000.0,324000000.0,484000000.0,997000000.0,2976000000.0,4696000000.0,62000000.0,2172000000.0,3939000000.0,,1801000000.0,10828000000.0,8570000000.0,6017000000.0,4302000000.0,15044000000.0,,523900000.0,524000000.0,526000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q4,2012-10-01,2012-12-31,,1.22,1.22,97000000.0,1.22,306000000.0,1169000000.0,478000000.0,2094000000.0,150000000.0,70000000.0,712000000.0,712000000.0,,652000000.0,6000000.0,2424000000.0,420000000.0,-66000000.0,99000000.0,445000000.0,1027000000.0,-197000000.0,54000000.0,318000000.0,1216000000.0,294000000.0,247000000.0,2671000000.0,2733000000.0,1645000000.0,1018000000.0,4069000000.0,,529100000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 17:51:38+00:00,5.33,5.33,386000000.0,5.28,1045000000.0,1169000000.0,2035000000.0,8284000000.0,708000000.0,279000000.0,2994000000.0,2994000000.0,,2820000000.0,-7000000.0,9640000000.0,1562000000.0,93000000.0,415000000.0,1450000000.0,4028000000.0,2024000000.0,181000000.0,987000000.0,4617000000.0,1136000000.0,1094000000.0,10734000000.0,10486000000.0,5872000000.0,4039000000.0,15512000000.0,,529100000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q3,2012-07-01,2012-09-30,2013-11-06 16:59:52+00:00,1.66,1.66,103000000.0,1.64,285000000.0,,504000000.0,2076000000.0,168000000.0,74000000.0,925000000.0,925000000.0,,876000000.0,-14000000.0,2399000000.0,397000000.0,40000000.0,90000000.0,498000000.0,1008000000.0,863000000.0,63000000.0,228000000.0,1171000000.0,288000000.0,271000000.0,2670000000.0,2650000000.0,1689000000.0,1210000000.0,4088000000.0,,527700000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q3YTD,2012-01-01,2012-09-30,,4.11,4.11,289000000.0,4.06,739000000.0,,1557000000.0,6190000000.0,558000000.0,209000000.0,2282000000.0,2282000000.0,,2168000000.0,-13000000.0,7216000000.0,1142000000.0,159000000.0,316000000.0,1005000000.0,3001000000.0,2221000000.0,127000000.0,669000000.0,3401000000.0,842000000.0,847000000.0,8063000000.0,7753000000.0,4227000000.0,3021000000.0,11443000000.0,,527700000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q3TTM,2011-10-01,2012-09-30,,4.96,4.96,428000000.0,4.91,886000000.0,1088000000.0,2080000000.0,8092000000.0,754000000.0,283000000.0,2775000000.0,2775000000.0,,2619000000.0,4000000.0,9415000000.0,1517000000.0,69000000.0,425000000.0,2092000000.0,4219000000.0,243000000.0,152000000.0,859000000.0,4453000000.0,2085000000.0,1182000000.0,10597000000.0,10472000000.0,5577000000.0,3661000000.0,14992000000.0,,527700000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 11:30:46+00:00,1.0,1.0,83000000.0,0.98,173000000.0,,527000000.0,2163000000.0,187000000.0,67000000.0,546000000.0,546000000.0,,526000000.0,-5000000.0,2526000000.0,380000000.0,62000000.0,106000000.0,83000000.0,1082000000.0,662000000.0,25000000.0,256000000.0,1119000000.0,290000000.0,270000000.0,2796000000.0,2648000000.0,1097000000.0,719000000.0,3623000000.0,,526000000.0,527000000.0,530000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.45,2.45,186000000.0,2.42,454000000.0,,1053000000.0,4114000000.0,390000000.0,135000000.0,1357000000.0,1357000000.0,,1292000000.0,1000000.0,4817000000.0,745000000.0,119000000.0,226000000.0,507000000.0,1993000000.0,1358000000.0,64000000.0,441000000.0,2230000000.0,554000000.0,576000000.0,5393000000.0,5103000000.0,2538000000.0,1811000000.0,7355000000.0,,526000000.0,527000000.0,530000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q2TTM,2011-07-01,2012-06-30,,4.87,4.87,492000000.0,4.82,910000000.0,1088000000.0,2087000000.0,7920000000.0,774000000.0,281000000.0,2684000000.0,2684000000.0,,2569000000.0,22000000.0,9191000000.0,1450000000.0,97000000.0,450000000.0,1746000000.0,4000000000.0,529000000.0,93000000.0,892000000.0,4231000000.0,1797000000.0,1266000000.0,10457000000.0,9962000000.0,5257000000.0,3594000000.0,14448000000.0,,526000000.0,527000000.0,530000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 14:48:30+00:00,1.45,1.45,103000000.0,1.44,281000000.0,,526000000.0,1951000000.0,203000000.0,68000000.0,811000000.0,811000000.0,,766000000.0,6000000.0,2291000000.0,365000000.0,57000000.0,120000000.0,424000000.0,911000000.0,696000000.0,39000000.0,185000000.0,1111000000.0,264000000.0,306000000.0,2597000000.0,2455000000.0,1441000000.0,1092000000.0,3732000000.0,,528300000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q1TTM,2011-04-01,2012-03-31,,5.56,5.56,589000000.0,5.51,971000000.0,1088000000.0,2109000000.0,7662000000.0,804000000.0,277000000.0,3050000000.0,3050000000.0,,2931000000.0,26000000.0,8815000000.0,1404000000.0,117000000.0,437000000.0,1852000000.0,3721000000.0,1048000000.0,93000000.0,916000000.0,4088000000.0,1507000000.0,1393000000.0,10208000000.0,9490000000.0,5612000000.0,4021000000.0,14427000000.0,,528300000.0,526000000.0,529000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 18:10:56+00:00,7.45,7.45,344000000.0,7.36,1476000000.0,1342000000.0,1749000000.0,7866000000.0,516000000.0,246000000.0,4212000000.0,4212000000.0,,3952000000.0,11000000.0,9147000000.0,1596000000.0,99000000.0,392000000.0,2081000000.0,3096000000.0,2090000000.0,249000000.0,643000000.0,4743000000.0,1253000000.0,860000000.0,10007000000.0,9681000000.0,6865000000.0,5688000000.0,16012000000.0,,530500000.0,528000000.0,532000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q4,2013-10-01,2013-12-31,,1.89,1.89,81000000.0,1.87,372000000.0,364000000.0,434000000.0,1949000000.0,132000000.0,66000000.0,1074000000.0,1074000000.0,,1011000000.0,13000000.0,2266000000.0,408000000.0,5000000.0,96000000.0,584000000.0,833000000.0,525000000.0,50000000.0,113000000.0,1207000000.0,327000000.0,213000000.0,2479000000.0,2514000000.0,1807000000.0,1446000000.0,4073000000.0,,530500000.0,528000000.0,532000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q3YTD,2013-01-01,2013-09-30,,5.56,5.56,263000000.0,5.49,1104000000.0,978000000.0,1315000000.0,5917000000.0,384000000.0,180000000.0,3138000000.0,3138000000.0,,2941000000.0,-2000000.0,6881000000.0,1188000000.0,94000000.0,296000000.0,1497000000.0,2263000000.0,1565000000.0,199000000.0,530000000.0,3536000000.0,926000000.0,647000000.0,7528000000.0,7167000000.0,5058000000.0,4242000000.0,11939000000.0,,530600000.0,529000000.0,534000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q3TTM,2012-10-01,2013-09-30,,6.78,6.78,360000000.0,6.71,1410000000.0,2147000000.0,1793000000.0,8011000000.0,534000000.0,250000000.0,3850000000.0,3850000000.0,,3593000000.0,4000000.0,9305000000.0,1608000000.0,28000000.0,395000000.0,1942000000.0,3290000000.0,1368000000.0,253000000.0,848000000.0,4752000000.0,1220000000.0,894000000.0,10199000000.0,9900000000.0,6703000000.0,5260000000.0,16008000000.0,,530600000.0,529000000.0,534000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 15:06:34+00:00,1.8,1.8,84000000.0,1.77,361000000.0,330000000.0,423000000.0,1933000000.0,130000000.0,68000000.0,1028000000.0,1028000000.0,,955000000.0,2000000.0,2234000000.0,399000000.0,19000000.0,92000000.0,503000000.0,746000000.0,516000000.0,71000000.0,137000000.0,1181000000.0,316000000.0,214000000.0,2448000000.0,2394000000.0,1686000000.0,1389000000.0,3920000000.0,,530600000.0,529000000.0,534000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 15:45:13+00:00,2.0,2.0,86000000.0,1.98,387000000.0,340000000.0,422000000.0,1955000000.0,125000000.0,67000000.0,1115000000.0,1115000000.0,,1058000000.0,4000000.0,2258000000.0,395000000.0,61000000.0,92000000.0,493000000.0,757000000.0,602000000.0,53000000.0,157000000.0,1186000000.0,314000000.0,211000000.0,2469000000.0,2405000000.0,1806000000.0,1502000000.0,4064000000.0,,529000000.0,528000000.0,531000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q2YTD,2013-01-01,2013-06-30,,3.76,3.76,179000000.0,3.72,743000000.0,648000000.0,892000000.0,3984000000.0,254000000.0,112000000.0,2110000000.0,2110000000.0,,1986000000.0,-4000000.0,4647000000.0,789000000.0,75000000.0,204000000.0,994000000.0,1517000000.0,1049000000.0,128000000.0,393000000.0,2355000000.0,610000000.0,433000000.0,5080000000.0,4773000000.0,3372000000.0,2853000000.0,8019000000.0,,529000000.0,528000000.0,531000000.0
