company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,longtermdebt,mortgageservicingrights,netpremisesandequipment,otherassets,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2008.0,FY,,2008-12-31,2010-02-26 15:22:50+00:00,605600000.0,-958200000.0,49900000.0,1769500000.0,,2583200000.0,2472400000.0,34581500000.0,200500000.0,2259400000.0,1274800000.0,409400000.0,9965800000.0,2079100000.0,1675600000.0,5527100000.0,,,190500000.0,49417400000.0,6397900000.0,6397900000.0,6397900000.0,43019500000.0,49417400000.0,32654200000.0,-754200000.0,463900000.0,1784800000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2009.0,FY,,2009-12-31,2011-02-25 14:00:07+00:00,642500000.0,341000000.0,71600000.0,1736900000.0,,2623800000.0,2482500000.0,37740800000.0,201600000.0,2549600000.0,1404000000.0,443500000.0,9351000000.0,1835300000.0,1662300000.0,6289500000.0,,,0.0,54477000000.0,8500100000.0,8500100000.0,8500100000.0,45976900000.0,54477000000.0,38147900000.0,-754200000.0,452000000.0,1732400000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2009.0,Q3,,2009-09-30,2009-11-04 10:02:27+00:00,656000000.0,264900000.0,220600000.0,1722000000.0,,2614800000.0,2466500000.0,37840800000.0,201500000.0,2580200000.0,1375100000.0,429700000.0,9508000000.0,1950100000.0,1623500000.0,6117500000.0,11000000.0,11000000.0,0.0,54475200000.0,8243000000.0,8243000000.0,8243000000.0,46232200000.0,54475200000.0,37848300000.0,-754200000.0,504600000.0,1758500000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2009.0,Q2,,2009-06-30,2009-08-05 16:06:34+00:00,621200000.0,-291900000.0,48700000.0,1724500000.0,0.0,2600900000.0,2488300000.0,35895000000.0,201800000.0,2250600000.0,1300600000.0,423900000.0,9269200000.0,1728400000.0,1653300000.0,5923600000.0,9600000.0,9600000.0,45000000.0,51339800000.0,7478400000.0,7478400000.0,7478400000.0,43861400000.0,51339800000.0,35188400000.0,-754200000.0,555000000.0,1788100000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2010.0,FY,,2010-12-31,2012-02-24 09:18:54+00:00,669800000.0,341900000.0,53600000.0,1565000000.0,0.0,2651900000.0,2521100000.0,39715000000.0,201200000.0,2631300000.0,1516800000.0,476800000.0,9637700000.0,2120500000.0,1669700000.0,7060800000.0,,,225100000.0,57307700000.0,8944400000.0,8944400000.0,8944400000.0,48363300000.0,57307700000.0,40564900000.0,-1110200000.0,436700000.0,1665800000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2010.0,Q3,,2010-09-30,2010-11-03 10:16:22+00:00,685900000.0,493800000.0,78600000.0,1578600000.0,,2647600000.0,2491100000.0,41248200000.0,201300000.0,2661300000.0,1464200000.0,467800000.0,9656500000.0,2264900000.0,1651900000.0,6864400000.0,,,225100000.0,59054700000.0,8924100000.0,8924100000.0,8924100000.0,50130600000.0,59054700000.0,42280700000.0,-1081700000.0,500600000.0,1728600000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2010.0,Q2,,2010-06-30,2010-08-04 10:31:15+00:00,744800000.0,437900000.0,81300000.0,1576200000.0,,2644000000.0,2484500000.0,39559500000.0,200800000.0,2266800000.0,1421600000.0,454100000.0,9359100000.0,2119800000.0,1651000000.0,6673800000.0,,,225100000.0,56792200000.0,8871700000.0,8871700000.0,8871700000.0,47920500000.0,56792200000.0,40161400000.0,-884000000.0,522100000.0,1884600000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2010.0,Q1,,2010-03-31,2010-05-05 11:14:10+00:00,704900000.0,402900000.0,51700000.0,1584300000.0,,2639900000.0,2486800000.0,38054100000.0,200900000.0,2291200000.0,1384300000.0,447100000.0,9023100000.0,1932600000.0,1649900000.0,6491600000.0,,,225100000.0,54997200000.0,8780200000.0,8780200000.0,8780200000.0,46217000000.0,54997200000.0,38971500000.0,-754200000.0,479800000.0,1726900000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2011.0,FY,,2011-12-31,2013-02-22 11:14:51+00:00,681800000.0,461800000.0,116600000.0,1494000000.0,0.0,2627000000.0,1677100000.0,43051900000.0,201200000.0,2570200000.0,1612300000.0,493300000.0,9974800000.0,1898000000.0,1625900000.0,6611000000.0,,,312300000.0,59555200000.0,8169700000.0,8169700000.0,8169700000.0,51385500000.0,59555200000.0,43125900000.0,-1530100000.0,433200000.0,1672200000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2011.0,Q3,,2011-09-30,2011-11-02 10:18:51+00:00,695500000.0,886200000.0,52200000.0,1517500000.0,0.0,2616700000.0,2572400000.0,41633400000.0,201200000.0,2586500000.0,1606900000.0,492100000.0,9694400000.0,2404000000.0,1603500000.0,7487300000.0,,,342400000.0,60040900000.0,9460100000.0,9460100000.0,9460100000.0,50580800000.0,60040900000.0,43045800000.0,-1530100000.0,493500000.0,1680400000.0
Unum Group,UNM,549300E32YFDO6TZ8R31,5513,2011.0,Q2,,2011-06-30,2011-08-03 11:02:32+00:00,766500000.0,436000000.0,71200000.0,1527400000.0,0.0,2613000000.0,2557600000.0,40325900000.0,201600000.0,2589100000.0,1576300000.0,487200000.0,9322700000.0,2177900000.0,1639200000.0,7313700000.0,,,140400000.0,58015800000.0,9082800000.0,9082800000.0,9082800000.0,48933000000.0,58015800000.0,41342300000.0,-1279900000.0,533100000.0,1690400000.0
