company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2010.0,Q3,2009-12-01,2010-02-28,,,,-374500000.0,-32800000.0,-231000000.0,-12900000.0,-21600000.0,138900000.0,-169100000.0,33200000.0,390700000.0,-347200000.0,33200000.0,390700000.0,-347200000.0,55100000.0,-211500000.0,-211500000.0,-43600000.0,-5100000.0,-23200000.0,45700000.0,,426800000.0,161700000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2010.0,Q2,2009-09-01,2009-11-30,,,,103500000.0,-6800000.0,138900000.0,12900000.0,34900000.0,-98200000.0,90800000.0,-5700000.0,-154600000.0,174800000.0,-5700000.0,-154600000.0,174800000.0,49400000.0,109000000.0,109000000.0,25100000.0,2500000.0,23100000.0,-23400000.0,,-190600000.0,-75600000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2010.0,Q2YTD,2009-06-01,2009-11-30,2011-01-06 15:25:10+00:00,0.0,,374500000.0,32800000.0,231000000.0,12900000.0,21600000.0,-138900000.0,169100000.0,-33200000.0,-390700000.0,347200000.0,-33200000.0,-390700000.0,347200000.0,-55100000.0,211500000.0,211500000.0,43600000.0,5100000.0,23200000.0,-45700000.0,,-426800000.0,-161700000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2010.0,Q1,2009-06-01,2009-08-31,2010-10-29 12:23:56+00:00,0.0,,271000000.0,39600000.0,92100000.0,,-13300000.0,-40700000.0,78300000.0,-27500000.0,-236100000.0,172400000.0,-27500000.0,-236100000.0,172400000.0,-104500000.0,102500000.0,102500000.0,18500000.0,2600000.0,100000.0,-22300000.0,,-236200000.0,-86100000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2011.0,Q4,2011-03-01,2011-05-31,,-385300000.0,,,,447400000.0,1086400000.0,113800000.0,67000000.0,351600000.0,-585000000.0,-572100000.0,2426700000.0,-585000000.0,-572100000.0,2426700000.0,1383400000.0,2513500000.0,2513500000.0,-601200000.0,20300000.0,-10000000.0,-89300000.0,,-1263200000.0,-867600000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2011.0,FY,2010-06-01,2011-05-31,2014-02-18 17:03:46+00:00,-385300000.0,,,,447400000.0,1086400000.0,113800000.0,67000000.0,351600000.0,-585000000.0,-572100000.0,2426700000.0,-585000000.0,-572100000.0,2426700000.0,1383400000.0,2513500000.0,2513500000.0,-601200000.0,20300000.0,-10000000.0,-89300000.0,,-1263200000.0,-867600000.0,0.0,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2011.0,Q2TTM,2009-12-01,2010-11-30,,,,-374500000.0,-32800000.0,-231000000.0,-12900000.0,-21600000.0,138900000.0,-169100000.0,33200000.0,390700000.0,-347200000.0,33200000.0,390700000.0,-347200000.0,55100000.0,-211500000.0,-211500000.0,-43600000.0,-5100000.0,-23200000.0,45700000.0,,426800000.0,161700000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2011.0,Q1TTM,2009-09-01,2010-08-31,,,,-271000000.0,-39600000.0,-92100000.0,,13300000.0,40700000.0,-78300000.0,27500000.0,236100000.0,-172400000.0,27500000.0,236100000.0,-172400000.0,104500000.0,-102500000.0,-102500000.0,-18500000.0,-2600000.0,-100000.0,22300000.0,,236200000.0,86100000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q4,2012-03-01,2012-05-31,,,,-455400000.0,-12000000.0,139700000.0,,-82600000.0,550900000.0,20000000.0,-92000000.0,-445600000.0,1229300000.0,-92000000.0,-445600000.0,1229300000.0,609100000.0,506900000.0,506900000.0,31800000.0,16000000.0,3400000.0,-53400000.0,,-449000000.0,-74600000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,FY,2011-06-01,2012-05-31,2015-02-17 16:58:50+00:00,0.0,0.0,,,508100000.0,0.0,-112700000.0,183300000.0,915900000.0,-1061100000.0,-1627400000.0,2705800000.0,-1061100000.0,-1627400000.0,2705800000.0,-95400000.0,1930800000.0,1930800000.0,83600000.0,18500000.0,11900000.0,-119500000.0,,-1639300000.0,-713500000.0,-1162500000.0,,
