company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,FY,2011-06-01,2012-05-31,2015-02-17 16:58:50+00:00,4.44,4.44,0.275,4.42,0.0,711400000.0,1930800000.0,1917500000.0,1930200000.0,600000.0,8022800000.0,11107800000.0,13300000.0,-900000.0,,0.0,473900000.0,8022800000.0,3085000000.0,0.0,18700000.0,473900000.0,2611100000.0,17800000.0,2628900000.0,11107800000.0,434700000.0,435200000.0,436500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q3YTD,2011-06-01,2012-02-29,,2.05,2.05,,2.04,,317700000.0,897500000.0,892400000.0,896900000.0,600000.0,3801000000.0,5204000000.0,5100000.0,-8800000.0,,,192300000.0,3801000000.0,1403000000.0,-8200000.0,,192300000.0,1210700000.0,-600000.0,1210100000.0,5204000000.0,427000000.0,425400000.0,426700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q3TTM,2011-03-01,2012-02-29,,7.69,7.69,0.2,7.66,,1070500000.0,3411000000.0,3410900000.0,3411500000.0,-500000.0,10617000000.0,15141800000.0,100000.0,-82200000.0,,,649900000.0,10617000000.0,4524800000.0,-8200000.0,680500000.0,649900000.0,3874900000.0,606500000.0,4481400000.0,15141800000.0,427000000.0,425400000.0,426700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q3,2011-12-01,2012-02-29,2013-03-28 12:10:20+00:00,0.64,0.64,,0.64,,87000000.0,271900000.0,267700000.0,273300000.0,-1400000.0,1667700000.0,2189500000.0,4200000.0,-63100000.0,,,108100000.0,1667700000.0,521800000.0,-4100000.0,,108100000.0,413700000.0,-59000000.0,354700000.0,2189500000.0,427000000.0,425400000.0,426700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q2YTD,2011-06-01,2011-11-30,,1.41,1.41,,1.4,,230700000.0,625600000.0,624700000.0,623600000.0,2000000.0,2133300000.0,3014500000.0,900000.0,54300000.0,,,84200000.0,2133300000.0,881200000.0,-4100000.0,,84200000.0,797000000.0,58400000.0,855400000.0,3014500000.0,442300000.0,443400000.0,444700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q2TTM,2010-12-01,2011-11-30,,7.05,7.05,0.2,7.02,,983500000.0,3139100000.0,3143200000.0,3138200000.0,900000.0,8949300000.0,12952300000.0,-4100000.0,-19100000.0,,,541800000.0,8949300000.0,4003000000.0,-4100000.0,680500000.0,541800000.0,3461200000.0,665500000.0,4126700000.0,12952300000.0,442300000.0,443400000.0,444700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q2,2011-09-01,2011-11-30,2013-01-04 12:04:52+00:00,1.41,1.41,,1.4,,230700000.0,625600000.0,624700000.0,623600000.0,2000000.0,2133300000.0,3014500000.0,900000.0,54300000.0,,,84200000.0,2133300000.0,881200000.0,-4100000.0,,84200000.0,797000000.0,58400000.0,855400000.0,3014500000.0,442300000.0,443400000.0,444700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,Q1TTM,2010-09-01,2011-08-31,,5.64,5.64,0.2,5.62,,752800000.0,2513500000.0,2518500000.0,2514600000.0,-1100000.0,6816000000.0,9937800000.0,-5000000.0,-73400000.0,,,457600000.0,6816000000.0,3121800000.0,,680500000.0,457600000.0,2664200000.0,607100000.0,3271300000.0,9937800000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,FY,2012-06-01,2013-05-31,2016-02-19 15:01:12+00:00,4.44,4.44,1.0,4.42,0.0,341000000.0,1891800000.0,1873500000.0,1888700000.0,3100000.0,7213900000.0,9974100000.0,18300000.0,-13900000.0,,0.0,550600000.0,7213900000.0,2760200000.0,0.0,18800000.0,550600000.0,2209600000.0,4900000.0,2214500000.0,9974100000.0,425400000.0,425700000.0,426900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q4,2013-03-01,2013-05-31,,2.15,2.15,1.0,2.14,,310200000.0,916100000.0,902200000.0,915300000.0,800000.0,3681400000.0,5197300000.0,13900000.0,-29300000.0,,,285000000.0,3681400000.0,1515900000.0,8000000.0,18800000.0,285000000.0,1230900000.0,-18500000.0,1212400000.0,5197300000.0,425400000.0,425700000.0,426900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q3YTD,2012-06-01,2013-02-28,,2.29,2.29,,2.28,,30800000.0,975700000.0,971300000.0,973400000.0,2300000.0,3532500000.0,4776800000.0,4400000.0,15400000.0,,,265600000.0,3532500000.0,1244300000.0,-8000000.0,,265600000.0,978700000.0,23400000.0,1002100000.0,4776800000.0,425400000.0,425700000.0,427100000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q3TTM,2012-03-01,2013-02-28,,4.68,4.68,0.28,4.66,,424500000.0,2009000000.0,1996400000.0,2006700000.0,2300000.0,7754300000.0,10680600000.0,12600000.0,23300000.0,,,547200000.0,7754300000.0,2926300000.0,200000.0,18700000.0,547200000.0,2379100000.0,41800000.0,2420900000.0,10680600000.0,425400000.0,425700000.0,427100000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q3,2012-12-01,2013-02-28,2013-03-28 12:10:20+00:00,0.81,0.81,,0.81,,108900000.0,345400000.0,345700000.0,344600000.0,800000.0,1672200000.0,2240600000.0,-300000.0,31900000.0,,,149300000.0,1672200000.0,568400000.0,-3600000.0,,149300000.0,419100000.0,35500000.0,454600000.0,2240600000.0,425400000.0,425700000.0,427100000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q2YTD,2012-06-01,2012-11-30,,1.48,1.48,,1.47,,-78100000.0,630300000.0,625600000.0,628800000.0,1500000.0,1860300000.0,2536200000.0,4700000.0,-16500000.0,,,116300000.0,1860300000.0,675900000.0,-4400000.0,,116300000.0,559600000.0,-12100000.0,547500000.0,2536200000.0,424900000.0,425700000.0,427000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q2TTM,2011-12-01,2012-11-30,,4.51,4.51,0.28,4.49,,402600000.0,1935500000.0,1918400000.0,1935400000.0,100000.0,7749800000.0,10629500000.0,17100000.0,-71700000.0,,,506000000.0,7749800000.0,2879700000.0,-300000.0,18700000.0,506000000.0,2373700000.0,-52700000.0,2321000000.0,10629500000.0,424900000.0,425700000.0,427000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q2,2012-09-01,2012-11-30,2013-01-04 12:04:52+00:00,1.48,1.48,,1.47,,-78100000.0,630300000.0,625600000.0,628800000.0,1500000.0,1860300000.0,2536200000.0,4700000.0,-16500000.0,,,116300000.0,1860300000.0,675900000.0,-4400000.0,,116300000.0,559600000.0,-12100000.0,547500000.0,2536200000.0,424900000.0,425700000.0,427000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q1TTM,2011-09-01,2012-08-31,,4.44,4.44,0.28,4.42,,711400000.0,1930800000.0,1917500000.0,1930200000.0,600000.0,8022800000.0,11107800000.0,13300000.0,-900000.0,,,473900000.0,8022800000.0,3085000000.0,,18700000.0,473900000.0,2611100000.0,17800000.0,2628900000.0,11107800000.0,,,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,FY,2014-01-01,2014-12-31,2017-02-15 16:46:30+00:00,2.69,2.69,1.0,2.68,-16400000.0,184700000.0,1030400000.0,1032600000.0,1028600000.0,1800000.0,7129200000.0,9055800000.0,-2200000.0,73300000.0,,125400000.0,505800000.0,7129200000.0,1926600000.0,60200000.0,-107600000.0,614800000.0,1311800000.0,-94500000.0,1217300000.0,9055800000.0,382400000.0,374100000.0,375600000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q4,2014-10-01,2014-12-31,,0.96,0.96,1.0,0.96,15300000.0,27000000.0,361600000.0,354200000.0,360800000.0,800000.0,1799500000.0,2378700000.0,7400000.0,42300000.0,,58400000.0,140800000.0,1799500000.0,579200000.0,-81800000.0,-107600000.0,214500000.0,364700000.0,16500000.0,381200000.0,2378700000.0,382400000.0,374100000.0,375600000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.73,1.73,,1.72,-31700000.0,157700000.0,668800000.0,678400000.0,667800000.0,1000000.0,5329700000.0,6677100000.0,-9600000.0,31000000.0,,67000000.0,365000000.0,5329700000.0,1347400000.0,142000000.0,,400300000.0,947100000.0,-111000000.0,836100000.0,6677100000.0,373900000.0,374000000.0,375900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q3TTM,2013-03-01,2014-09-30,,3.88,3.88,1.0,3.86,-31700000.0,467900000.0,1584900000.0,1580600000.0,1583100000.0,1800000.0,9011100000.0,11874400000.0,4300000.0,1700000.0,,67000000.0,650000000.0,9011100000.0,2863300000.0,150000000.0,18800000.0,685300000.0,2178000000.0,-129500000.0,2048500000.0,11874400000.0,373900000.0,374000000.0,375900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 12:20:07+00:00,0.54,0.54,,0.54,-31700000.0,77600000.0,202900000.0,207000000.0,201900000.0,1000000.0,1836000000.0,2250700000.0,-4100000.0,32500000.0,,67000000.0,102100000.0,1836000000.0,414700000.0,25200000.0,,137400000.0,277300000.0,7300000.0,284600000.0,2250700000.0,373900000.0,374000000.0,375900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.19,1.19,,1.18,,80100000.0,465900000.0,471400000.0,465900000.0,,3493700000.0,4426400000.0,-5500000.0,-1500000.0,,,262900000.0,3493700000.0,932700000.0,116800000.0,,262900000.0,669800000.0,-118300000.0,551500000.0,4426400000.0,382200000.0,374200000.0,376200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q2TTM,2012-12-01,2014-06-30,,4.15,4.15,1.0,4.13,,499200000.0,1727400000.0,1719300000.0,1725800000.0,1600000.0,8847300000.0,11864300000.0,8100000.0,1100000.0,,,697200000.0,8847300000.0,3017000000.0,121200000.0,18800000.0,697200000.0,2319800000.0,-101300000.0,2218500000.0,11864300000.0,382200000.0,374200000.0,376200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 12:24:56+00:00,0.65,0.65,,0.64,,82700000.0,248200000.0,250400000.0,248400000.0,-200000.0,1919100000.0,2440200000.0,-2200000.0,-40000000.0,,,117900000.0,1919100000.0,521100000.0,30100000.0,,117900000.0,403200000.0,-70100000.0,333100000.0,2440200000.0,382200000.0,374200000.0,376200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q1TTM,2012-09-01,2014-03-31,,4.98,4.98,1.0,4.96,,338400000.0,2109500000.0,2094500000.0,2106200000.0,3300000.0,8788500000.0,11960300000.0,15000000.0,24600000.0,,,695600000.0,8788500000.0,3171800000.0,86700000.0,18800000.0,695600000.0,2476200000.0,-43300000.0,2432900000.0,11960300000.0,402800000.0,378200000.0,379600000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q1,2014-01-01,2014-03-31,2015-04-30 13:00:49+00:00,0.54,0.54,,0.54,,-2600000.0,217700000.0,221000000.0,217500000.0,200000.0,1574600000.0,1986200000.0,-3300000.0,38500000.0,,,145000000.0,1574600000.0,411600000.0,86700000.0,,145000000.0,266600000.0,-48200000.0,218400000.0,1986200000.0,402800000.0,378200000.0,379600000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,FY,2015-01-01,2015-12-31,2018-02-20 18:09:22+00:00,2.79,2.79,1.075,2.78,,99100000.0,1001800000.0,1004200000.0,1000400000.0,1400000.0,7177400000.0,8895300000.0,-2400000.0,-77700000.0,,,439100000.0,7177400000.0,1717900000.0,,-97800000.0,439100000.0,1278800000.0,-175500000.0,1103300000.0,8895300000.0,358600000.0,358500000.0,360300000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q4,2015-10-01,2015-12-31,,0.45,0.45,1.08,0.45,,-14300000.0,155500000.0,156100000.0,155000000.0,500000.0,1807700000.0,2163200000.0,-600000.0,-43700000.0,-21600000.0,,172800000.0,1807700000.0,355500000.0,-79000000.0,-97800000.0,151200000.0,204300000.0,-62500000.0,141800000.0,2163200000.0,358600000.0,358500000.0,360300000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q3,2015-07-01,2015-09-30,2016-11-01 14:57:28+00:00,0.45,0.45,,0.45,,10100000.0,160700000.0,162000000.0,160000000.0,700000.0,1770200000.0,2105500000.0,-1300000.0,-49700000.0,12700000.0,,76600000.0,1770200000.0,335300000.0,24200000.0,,89300000.0,246000000.0,-73900000.0,172100000.0,2105500000.0,355600000.0,354300000.0,356000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q3YTD,2015-01-01,2015-09-30,,2.34,2.34,,2.33,,113400000.0,846300000.0,848100000.0,845400000.0,900000.0,5369700000.0,6732100000.0,-1800000.0,-34000000.0,21600000.0,,266300000.0,5369700000.0,1362400000.0,79000000.0,,287900000.0,1074500000.0,-113000000.0,961500000.0,6732100000.0,355600000.0,354300000.0,356000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q3TTM,2014-10-01,2015-09-30,,3.3,3.3,1.0,3.29,15300000.0,140400000.0,1207900000.0,1202300000.0,1206200000.0,1700000.0,7169200000.0,9110800000.0,5600000.0,8300000.0,21600000.0,58400000.0,407100000.0,7169200000.0,1941600000.0,-2800000.0,-107600000.0,502400000.0,1439200000.0,-96500000.0,1342700000.0,9110800000.0,355600000.0,354300000.0,356000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q2,2015-04-01,2015-06-30,2016-08-02 12:30:25+00:00,1.08,1.08,,1.08,,72600000.0,391000000.0,390100000.0,390600000.0,400000.0,1879600000.0,2487500000.0,900000.0,-23800000.0,8600000.0,,89300000.0,1879600000.0,607900000.0,23500000.0,,97900000.0,510000000.0,-47300000.0,462700000.0,2487500000.0,361700000.0,361300000.0,363300000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.89,1.89,,1.88,,103300000.0,685600000.0,686100000.0,685400000.0,200000.0,3599500000.0,4626600000.0,-500000.0,15700000.0,8900000.0,,189700000.0,3599500000.0,1027100000.0,54800000.0,,198600000.0,828500000.0,-39100000.0,789400000.0,4626600000.0,361700000.0,361300000.0,363300000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q2TTM,2014-07-01,2015-06-30,,3.39,3.39,1.0,3.38,-16400000.0,207900000.0,1250100000.0,1247300000.0,1248100000.0,2000000.0,7235000000.0,9256000000.0,2800000.0,90500000.0,8900000.0,125400000.0,432600000.0,7235000000.0,2021000000.0,-1800000.0,-107600000.0,550500000.0,1470500000.0,-15300000.0,1455200000.0,9256000000.0,361700000.0,361300000.0,363300000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 12:47:20+00:00,0.81,0.81,,0.8,,30700000.0,294600000.0,296000000.0,294800000.0,-200000.0,1719900000.0,2139100000.0,-1400000.0,39500000.0,300000.0,,100400000.0,1719900000.0,419200000.0,31300000.0,,100700000.0,318500000.0,8200000.0,326700000.0,2139100000.0,364000000.0,366000000.0,367900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.96,2.96,1.0,2.94,-16400000.0,218000000.0,1107300000.0,1107600000.0,1105900000.0,1400000.0,7274500000.0,9208700000.0,-300000.0,74300000.0,300000.0,125400000.0,461200000.0,7274500000.0,1934200000.0,4800000.0,-107600000.0,570500000.0,1363700000.0,-38100000.0,1325600000.0,9208700000.0,364000000.0,366000000.0,367900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,FY,2016-01-01,2016-12-31,2019-03-12 20:24:45+00:00,0.85,0.85,1.1,0.85,,-74200000.0,301200000.0,316600000.0,297800000.0,3400000.0,-810000000.0,,-15400000.0,35800000.0,186800000.0,,304200000.0,-810000000.0,810000000.0,112400000.0,,491000000.0,319000000.0,-76600000.0,242400000.0,,350400000.0,350400000.0,351700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q4,2016-10-01,2016-12-31,,0.04,0.04,1.1,0.04,,-5600000.0,14700000.0,17200000.0,12000000.0,2700000.0,-5506800000.0,-5300800000.0,-2500000.0,-34700000.0,57800000.0,,74600000.0,-5506800000.0,206000000.0,27300000.0,,132400000.0,73600000.0,-62000000.0,11600000.0,-5300800000.0,350400000.0,350400000.0,351700000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q3,2016-07-01,2016-09-30,2017-11-03 12:40:40+00:00,0.11,0.11,,0.11,,-30100000.0,40700000.0,42400000.0,39200000.0,1500000.0,1738900000.0,1952200000.0,-1700000.0,-31900000.0,76700000.0,,66900000.0,1738900000.0,213300000.0,25500000.0,,143600000.0,69700000.0,-57400000.0,12300000.0,1952200000.0,356400000.0,350100000.0,351500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.81,0.81,,0.81,,-68600000.0,286500000.0,299400000.0,285800000.0,700000.0,4696800000.0,5300800000.0,-12900000.0,70500000.0,129000000.0,,229600000.0,4696800000.0,604000000.0,85100000.0,,358600000.0,245400000.0,-14600000.0,230800000.0,5300800000.0,356400000.0,350100000.0,351500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.26,1.26,1.08,1.26,,-82900000.0,442000000.0,455500000.0,440800000.0,1200000.0,6504500000.0,7464000000.0,-13500000.0,26800000.0,107400000.0,,402400000.0,6504500000.0,959500000.0,6100000.0,-97800000.0,509800000.0,449700000.0,-77100000.0,372600000.0,7464000000.0,356400000.0,350100000.0,351500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q2,2016-04-01,2016-06-30,2017-08-01 17:02:47+00:00,-0.03,-0.03,,-0.03,,-9800000.0,-11100000.0,2600000.0,-10200000.0,-900000.0,1520600000.0,1674600000.0,-13700000.0,14000000.0,68800000.0,,72900000.0,1520600000.0,154000000.0,33500000.0,,141700000.0,12300000.0,-19500000.0,-7200000.0,1674600000.0,340000000.0,349800000.0,349800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.7,0.7,,0.7,,-38500000.0,245800000.0,257000000.0,246600000.0,-800000.0,2957900000.0,3348600000.0,-11200000.0,102400000.0,52300000.0,,162700000.0,2957900000.0,390700000.0,59600000.0,,215000000.0,175700000.0,42800000.0,218500000.0,3348600000.0,340000000.0,349800000.0,349800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.6,1.6,1.08,1.6,,-42700000.0,562000000.0,575100000.0,561600000.0,400000.0,6535800000.0,7617300000.0,-13100000.0,9000000.0,43400000.0,,412100000.0,6535800000.0,1081500000.0,4800000.0,-97800000.0,455500000.0,626000000.0,-93600000.0,532400000.0,7617300000.0,340000000.0,349800000.0,349800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 17:34:24+00:00,0.73,0.73,,0.73,,-28700000.0,256900000.0,254400000.0,256800000.0,100000.0,1437300000.0,1674000000.0,2500000.0,88400000.0,-16500000.0,,89800000.0,1437300000.0,236700000.0,26100000.0,,73300000.0,163400000.0,62300000.0,225700000.0,1674000000.0,351800000.0,351300000.0,353200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2016.0,Q1TTM,2015-04-01,2016-03-31,,2.71,2.71,1.08,2.71,,39700000.0,964100000.0,962600000.0,962400000.0,1700000.0,6894800000.0,8430200000.0,1500000.0,-28800000.0,-16800000.0,,428500000.0,6894800000.0,1535400000.0,-5200000.0,-97800000.0,411700000.0,1123700000.0,-121400000.0,1002300000.0,8430200000.0,351800000.0,351300000.0,353200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,FY,2017-01-01,2017-12-31,2020-02-20 17:22:17+00:00,-0.31,-0.31,0.35,-0.31,,494900000.0,-104200000.0,-120900000.0,-107200000.0,3000000.0,6566600000.0,7409400000.0,16700000.0,46400000.0,75800000.0,0.0,301300000.0,6566600000.0,842800000.0,138100000.0,,377100000.0,465700000.0,-91700000.0,374000000.0,7409400000.0,345800000.0,350900000.0,350900000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q4,2017-10-01,2017-12-31,,-1.24,-1.24,0.35,-1.24,,490200000.0,-429800000.0,-431000000.0,-431100000.0,1300000.0,1811800000.0,2091900000.0,1200000.0,-28200000.0,69900000.0,,83100000.0,1811800000.0,280100000.0,39700000.0,,153000000.0,127100000.0,-67900000.0,59200000.0,2091900000.0,345800000.0,350900000.0,350900000.0
