company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2011.0,Q2,,2010-11-30,2011-01-06 15:25:10+00:00,539300000.0,671600000.0,663600000.0,496700000.0,3659400000.0,2560500000.0,111800000.0,46300000.0,1794200000.0,788400000.0,442000000.0,816900000.0,5969000000.0,29600000.0,289800000.0,501100000.0,210200000.0,,54400000.0,180100000.0,869100000.0,7184000000.0,520800000.0,14199400000.0,10241200000.0,5524300000.0,1770000000.0,10241200000.0,10270800000.0,3928600000.0,14199400000.0,2706100000.0,2158600000.0,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2011.0,Q1,,2010-08-31,2010-10-29 12:23:56+00:00,559100000.0,572100000.0,681000000.0,309100000.0,2362700000.0,2540900000.0,128700000.0,50500000.0,1758500000.0,1244100000.0,442800000.0,1045300000.0,5658100000.0,28000000.0,293300000.0,481300000.0,253500000.0,,392500000.0,164400000.0,908700000.0,6180700000.0,88500000.0,13071900000.0,9030700000.0,4754800000.0,1379100000.0,9030700000.0,9058700000.0,4013200000.0,13071900000.0,2659000000.0,2634100000.0,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2012.0,FY,,2012-05-31,2014-02-18 17:03:46+00:00,912400000.0,751600000.0,899900000.0,378000000.0,3811000000.0,1459500000.0,237800000.0,62400000.0,1844400000.0,1010000000.0,454200000.0,1237600000.0,7545900000.0,16300000.0,50600000.0,787900000.0,543100000.0,0.0,,214200000.0,975400000.0,10141300000.0,43000000.0,16690400000.0,11978800000.0,6581100000.0,1917700000.0,11983100000.0,11999400000.0,4691000000.0,16690400000.0,2563400000.0,2773300000.0,0.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,FY,,2013-05-31,2014-02-18 17:03:46+00:00,763100000.0,1015700000.0,845100000.0,326400000.0,3697100000.0,1491300000.0,75700000.0,87100000.0,1844600000.0,1009600000.0,431500000.0,1557300000.0,8486800000.0,17500000.0,212700000.0,961400000.0,534700000.0,0.0,,229900000.0,907200000.0,11603400000.0,69600000.0,18086000000.0,13421100000.0,6880500000.0,1764900000.0,13425400000.0,13442900000.0,4643100000.0,18086000000.0,2718700000.0,2878200000.0,0.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q3,,2013-02-28,2013-03-28 12:10:20+00:00,740900000.0,873600000.0,670400000.0,410400000.0,3322700000.0,1485800000.0,138400000.0,63100000.0,1852600000.0,1010400000.0,452300000.0,1569400000.0,8272000000.0,19000000.0,180700000.0,803000000.0,437900000.0,,,222500000.0,828500000.0,11224100000.0,62200000.0,17322100000.0,13120300000.0,6342000000.0,1536600000.0,13124600000.0,13143600000.0,4178500000.0,17322100000.0,2708100000.0,2641900000.0,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2013.0,Q2,,2012-11-30,2013-01-04 12:04:52+00:00,913700000.0,797500000.0,645800000.0,611100000.0,3420700000.0,1480800000.0,237800000.0,66000000.0,1889400000.0,1010600000.0,441400000.0,1518500000.0,8246100000.0,18400000.0,115300000.0,827600000.0,558600000.0,,,215400000.0,854300000.0,10986200000.0,21900000.0,17440700000.0,13078100000.0,6533100000.0,1647400000.0,13082400000.0,13100800000.0,4339900000.0,17440700000.0,2661500000.0,2692500000.0,
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,FY,,2014-12-31,2016-02-19 15:01:12+00:00,559600000.0,754400000.0,726100000.0,-473700000.0,2374600000.0,4200000.0,,18800000.0,1806500000.0,3778000000.0,849800000.0,1718300000.0,9313900000.0,17500000.0,543100000.0,987700000.0,368200000.0,,,554200000.0,1200000000.0,11168900000.0,292200000.0,18283000000.0,10699400000.0,5215500000.0,1596700000.0,10703100000.0,10720600000.0,7562400000.0,18283000000.0,3753600000.0,5965700000.0,0.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q3,,2014-09-30,2014-10-30 12:22:41+00:00,762200000.0,573900000.0,712000000.0,-212800000.0,2970600000.0,500000.0,171800000.0,34000000.0,1741300000.0,3774200000.0,840000000.0,1471500000.0,9413700000.0,17900000.0,187500000.0,963900000.0,470700000.0,0.0,,614500000.0,1205300000.0,11153200000.0,41400000.0,18455500000.0,10940900000.0,5658500000.0,1549600000.0,10944600000.0,10962500000.0,7493000000.0,18455500000.0,3383300000.0,5943400000.0,0.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q2,,2014-06-30,2014-07-31 15:25:38+00:00,750200000.0,604200000.0,832200000.0,130600000.0,2367000000.0,42300000.0,161000000.0,20100000.0,1792900000.0,3012900000.0,720800000.0,1579600000.0,9694500000.0,18700000.0,192300000.0,1009000000.0,476600000.0,306500000.0,,704600000.0,1084700000.0,11069200000.0,13300000.0,18293500000.0,11242100000.0,5188400000.0,1922300000.0,11245900000.0,11264600000.0,7028900000.0,18293500000.0,3410600000.0,5106600000.0,0.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2014.0,Q1,,2014-03-31,2014-05-06 17:03:59+00:00,592800000.0,597400000.0,753200000.0,-120700000.0,2490700000.0,32400000.0,156500000.0,19800000.0,1764700000.0,3009100000.0,579600000.0,1606600000.0,9551900000.0,18800000.0,189200000.0,993200000.0,504200000.0,755800000.0,,671500000.0,1095600000.0,10916700000.0,41700000.0,18112300000.0,10828400000.0,5355400000.0,2163300000.0,10832300000.0,10851100000.0,7261200000.0,18112300000.0,3205000000.0,5097900000.0,0.0
