company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Iqvia Holdings Inc,IQV,,1478242,2012.0,FY,,2012-12-31,2014-02-13 11:01:39+00:00,84712000.0,745373000.0,658119000.0,7695000.0,567728000.0,0.0,4554000.0,456587000.0,86635000.0,9639000.0,302429000.0,272813000.0,2366268000.0,55099000.0,193999000.0,479000.0,37313000.0,11616000.0,74082000.0,44230000.0,127506000.0,171316000.0,33354000.0,2822000.0,-1371772000.0,55710000.0,,2499153000.0,-1359523000.0,1509994000.0,1308997000.0,-1359523000.0,-1359044000.0,3858197000.0,2499153000.0,795160000.0,2549200000.0,
Iqvia Holdings Inc,IQV,,1478242,2013.0,FY,,2013-12-31,2015-02-12 10:51:32+00:00,100616000.0,924205000.0,761189000.0,-376000.0,778143000.0,0.0,478144000.0,538585000.0,108286000.0,35778000.0,409626000.0,298054000.0,2035586000.0,63276000.0,199578000.0,-72000.0,32864000.0,37541000.0,89541000.0,35646000.0,117711000.0,178908000.0,42801000.0,2712000.0,-1145181000.0,10433000.0,,3066797000.0,-667413000.0,1945688000.0,1482247000.0,-667413000.0,-667485000.0,3734282000.0,3066797000.0,921531000.0,2252035000.0,
Iqvia Holdings Inc,IQV,,1478242,2013.0,Q3,,2013-09-30,2013-10-31 12:12:09+00:00,758641000.0,895345000.0,,-3892000.0,609710000.0,0.0,510102000.0,510997000.0,85925000.0,25854000.0,412459000.0,310191000.0,2042029000.0,61431000.0,197393000.0,-5000.0,32434000.0,16606000.0,80773000.0,34800000.0,110927000.0,160975000.0,42116000.0,3317000.0,-1218177000.0,4091000.0,,2842021000.0,-711967000.0,1717186000.0,1334383000.0,-711967000.0,-711972000.0,3553993000.0,2842021000.0,927442000.0,2219610000.0,
Iqvia Holdings Inc,IQV,,1478242,2013.0,Q2,,2013-06-30,2013-08-01 09:40:08+00:00,708583000.0,867211000.0,,-18186000.0,585722000.0,0.0,505074000.0,459569000.0,91920000.0,27604000.0,295260000.0,271733000.0,2045142000.0,58122000.0,196749000.0,170000.0,41141000.0,8362000.0,78087000.0,42830000.0,111302000.0,153824000.0,48599000.0,2321000.0,-1284946000.0,141000.0,,2648167000.0,-798058000.0,1673860000.0,1238727000.0,-798058000.0,-797888000.0,3446055000.0,2648167000.0,777558000.0,2207328000.0,
Iqvia Holdings Inc,IQV,,1478242,2013.0,Q1,,2013-03-31,2013-05-13 19:49:59+00:00,671448000.0,779342000.0,,-8387000.0,454293000.0,0.0,9227000.0,454108000.0,87867000.0,17057000.0,297569000.0,274003000.0,2354763000.0,57582000.0,190166000.0,328000.0,32399000.0,16000000.0,72809000.0,44634000.0,135489000.0,156249000.0,41306000.0,3880000.0,-1323463000.0,34741000.0,,2426705000.0,-1322623000.0,1439497000.0,1221988000.0,-1322623000.0,-1322295000.0,3749000000.0,2426705000.0,797042000.0,2527012000.0,
Iqvia Holdings Inc,IQV,,1478242,2014.0,FY,,2014-12-31,2016-02-11 09:44:13+00:00,108743000.0,975255000.0,733644000.0,-59091000.0,867358000.0,0.0,143828000.0,543305000.0,163872000.0,55694000.0,464434000.0,280243000.0,2282612000.0,66011000.0,190297000.0,49000.0,35972000.0,61797000.0,92088000.0,29688000.0,112913000.0,183656000.0,44628000.0,2882000.0,-788798000.0,826000.0,,3295953000.0,-704061000.0,2146083000.0,1471900000.0,-704061000.0,-704012000.0,3999965000.0,3295953000.0,959573000.0,2528065000.0,
Iqvia Holdings Inc,IQV,,1478242,2014.0,Q3,,2014-09-30,2014-10-30 09:18:25+00:00,830388000.0,1032553000.0,,-27045000.0,645034000.0,0.0,368010000.0,526000000.0,111569000.0,19219000.0,468620000.0,288266000.0,2022595000.0,68460000.0,190863000.0,27000.0,31278000.0,25578000.0,94394000.0,30492000.0,120625000.0,167994000.0,51534000.0,3519000.0,-877224000.0,20681000.0,,3106715000.0,-536259000.0,1938603000.0,1426780000.0,-536259000.0,-536232000.0,3642947000.0,3106715000.0,977249000.0,2216167000.0,
Iqvia Holdings Inc,IQV,,1478242,2014.0,Q2,,2014-06-30,2014-07-31 10:13:01+00:00,751649000.0,964346000.0,,2244000.0,636468000.0,0.0,346085000.0,516076000.0,109727000.0,32812000.0,410333000.0,282499000.0,2026909000.0,67423000.0,196382000.0,-61000.0,33687000.0,33899000.0,94033000.0,31808000.0,123606000.0,186379000.0,56837000.0,3296000.0,-969878000.0,20715000.0,,2978637000.0,-621549000.0,1864707000.0,1353060000.0,-621549000.0,-621610000.0,3600247000.0,2978637000.0,917548000.0,2247187000.0,
Iqvia Holdings Inc,IQV,,1478242,2014.0,Q1,,2014-03-31,2014-05-01 09:27:57+00:00,768868000.0,948453000.0,,-393000.0,741381000.0,0.0,495917000.0,511441000.0,109300000.0,46697000.0,409519000.0,289094000.0,2031247000.0,66700000.0,195852000.0,-51000.0,33430000.0,35565000.0,92420000.0,33898000.0,119477000.0,178129000.0,52893000.0,3373000.0,-1054998000.0,15572000.0,,3061892000.0,-559474000.0,1947820000.0,1376476000.0,-559474000.0,-559525000.0,3621417000.0,3061892000.0,918220000.0,2244941000.0,
Iqvia Holdings Inc,IQV,,1478242,2015.0,FY,,2015-12-31,2017-02-16 16:17:46+00:00,145000000.0,1166000000.0,761000000.0,-111000000.0,977000000.0,0.0,9000000.0,585000000.0,135000000.0,35000000.0,720000000.0,368000000.0,2419000000.0,85000000.0,188000000.0,228000000.0,43000000.0,66000000.0,83000000.0,19000000.0,110000000.0,183000000.0,51000000.0,,-462000000.0,49000000.0,,3926000000.0,-564000000.0,2412000000.0,1594000000.0,-564000000.0,-336000000.0,4262000000.0,3926000000.0,1326000000.0,2668000000.0,
