company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2007.0,FY,2007-01-01,2007-12-31,2010-10-12 17:03:54+00:00,-299560000.0,57281000.0,253678000.0,227964000.0,,186438000.0,20730000.0,794916000.0,72961000.0,-1151784000.0,1029660000.0,,72961000.0,-1151784000.0,1029660000.0,-49163000.0,498120000.0,498120000.0,,117138000.0,,0.0,,-333079000.0,-3668000.0,-883703000.0,-19393000.0,-390213000.0,31125000.0,4022000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 16:32:52+00:00,,82965000.0,237577000.0,243927000.0,,-373578000.0,163464000.0,2086625000.0,1469577000.0,-1454301000.0,475677000.0,,1469577000.0,-1454301000.0,475677000.0,490953000.0,600467000.0,600467000.0,,4861000.0,,36991000.0,,-364443000.0,-20786000.0,-1473136000.0,-416040000.0,-29000.0,,2630000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,Q4,2008-10-01,2008-12-31,,,82965000.0,237577000.0,64498000.0,-2450000.0,-153773000.0,9246000.0,967011000.0,878152000.0,-438317000.0,-2721000.0,,878152000.0,-438317000.0,-2721000.0,437114000.0,121321000.0,121321000.0,,-34767000.0,,27199000.0,,-94284000.0,-20786000.0,-440073000.0,-3821000.0,,-3063000.0,856000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,Q3,2008-06-30,2008-09-30,,,,,60249000.0,,-313960000.0,1463000.0,520721000.0,425466000.0,-394859000.0,-56407000.0,,425466000.0,-394859000.0,-56407000.0,-25800000.0,153387000.0,153387000.0,,43917000.0,,,,-93288000.0,,-393015000.0,-3430000.0,,-3417000.0,1573000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 14:59:22+00:00,,,,179429000.0,2450000.0,-219805000.0,154218000.0,1119614000.0,591425000.0,-1015984000.0,478398000.0,,591425000.0,-1015984000.0,478398000.0,53839000.0,479146000.0,479146000.0,,39628000.0,,9792000.0,,-270159000.0,,-1033063000.0,-412219000.0,-29000.0,3063000.0,1774000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-06 13:54:37+00:00,,,,119180000.0,2450000.0,94155000.0,152755000.0,598893000.0,165959000.0,-621125000.0,534805000.0,,165959000.0,-621125000.0,534805000.0,79639000.0,325759000.0,325759000.0,,-4289000.0,,9792000.0,,-176871000.0,,-640048000.0,-408789000.0,-29000.0,6480000.0,201000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q4,2009-10-01,2009-12-31,,,30560000.0,314509000.0,73298000.0,,32683000.0,10577000.0,,-38303000.0,-166235000.0,181757000.0,,-38303000.0,-166235000.0,181757000.0,-22781000.0,143997000.0,143997000.0,,-68221000.0,,-24261000.0,,-103279000.0,-391000.0,-176488000.0,54401000.0,-2000.0,34430000.0,475000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 16:08:31+00:00,,30560000.0,314509000.0,288991000.0,,678370000.0,258959000.0,498325000.0,-1145559000.0,-787794000.0,1452694000.0,,-1145559000.0,-787794000.0,1452694000.0,-480659000.0,491204000.0,491204000.0,,-5871000.0,,4500000.0,,-395484000.0,-46461000.0,-791245000.0,-1507105000.0,-254000.0,34430000.0,10982000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 15:34:56+00:00,,,,215693000.0,,645687000.0,248382000.0,498325000.0,-1107256000.0,-621559000.0,1270937000.0,,-1107256000.0,-621559000.0,1270937000.0,-457878000.0,347207000.0,347207000.0,,62350000.0,,28761000.0,,-292205000.0,-46070000.0,-614757000.0,-1561506000.0,-252000.0,,10507000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q3TTM,2008-10-01,2009-09-30,,,82965000.0,237577000.0,280191000.0,-2450000.0,491914000.0,257628000.0,1465336000.0,-229104000.0,-1059876000.0,1268216000.0,,-229104000.0,-1059876000.0,1268216000.0,-20764000.0,468528000.0,468528000.0,,27583000.0,,55960000.0,,-386489000.0,-66856000.0,-1054830000.0,-1565327000.0,-252000.0,-3063000.0,11363000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q3,2009-07-01,2009-09-30,,,,,72318000.0,,-37160000.0,23582000.0,,51438000.0,-241381000.0,195085000.0,,51438000.0,-241381000.0,195085000.0,5142000.0,102308000.0,102308000.0,,57619000.0,,28761000.0,,-102696000.0,-46070000.0,-207157000.0,130554000.0,-2000.0,-17393000.0,478000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q2TTM,2008-07-01,2009-06-30,,,82965000.0,237577000.0,268122000.0,-2450000.0,215114000.0,235509000.0,1986057000.0,144924000.0,-1213354000.0,1016724000.0,,144924000.0,-1213354000.0,1016724000.0,-51706000.0,519607000.0,519607000.0,,13881000.0,,27199000.0,,-377081000.0,-20786000.0,-1240688000.0,-1699311000.0,-250000.0,10913000.0,12458000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q2,2009-04-01,2009-06-30,,,,,71249000.0,,41075000.0,222291000.0,,-173113000.0,-141596000.0,284994000.0,,-173113000.0,-141596000.0,284994000.0,-29715000.0,81350000.0,81350000.0,,91320000.0,,,,-94678000.0,,-164573000.0,-300723000.0,-3000.0,14031000.0,8946000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 13:18:11+00:00,,,,143375000.0,,682847000.0,224800000.0,498325000.0,-1158694000.0,-380178000.0,1075852000.0,,-1158694000.0,-380178000.0,1075852000.0,-463020000.0,244899000.0,244899000.0,,4731000.0,,,,-189509000.0,,-407600000.0,-1692060000.0,-250000.0,17393000.0,10029000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 12:23:18+00:00,,,,72126000.0,,641772000.0,2509000.0,498325000.0,-985581000.0,-238582000.0,790858000.0,,-985581000.0,-238582000.0,790858000.0,-433305000.0,163549000.0,163549000.0,,-86589000.0,,,,-94831000.0,,-243027000.0,-1391337000.0,-247000.0,3362000.0,1083000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2010.0,Q4,2010-10-01,2010-12-31,,,16841000.0,298354000.0,76717000.0,,-315029000.0,11555000.0,,120344000.0,-213804000.0,74011000.0,,120344000.0,-213804000.0,74011000.0,-19449000.0,147935000.0,147935000.0,,164388000.0,,-9342000.0,,-118612000.0,-18000.0,-226459000.0,227403000.0,-2000.0,17847000.0,4168000.0
