company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2007.0,FY,2007-01-01,2007-12-31,2010-10-12 17:03:54+00:00,2.84,2.84,1.4,227964000.0,2.79,,184597000.0,498120000.0,498120000.0,,304921000.0,193199000.0,11667306000.0,13477414000.0,,14053000.0,675575000.0,-1909000.0,,85935000.0,11667306000.0,1810108000.0,256325000.0,102446000.0,987565000.0,822543000.0,-139826000.0,682717000.0,13477414000.0,107400000.0,107346000.0,109298000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 16:32:52+00:00,2.99,2.99,1.56,243927000.0,2.95,,194071000.0,600467000.0,600467000.0,,311909000.0,288558000.0,14221906000.0,16157433000.0,,-10637000.0,694597000.0,-2316000.0,,82315000.0,14221906000.0,1935527000.0,264167000.0,152338000.0,1018523000.0,917004000.0,-122466000.0,794538000.0,16157433000.0,104300000.0,104369000.0,105760000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,Q3,2008-06-30,2008-09-30,2009-11-05 14:59:22+00:00,0.56,0.56,0.4,60249000.0,0.55,,24031000.0,153387000.0,153387000.0,,58033000.0,95354000.0,3784220000.0,4239246000.0,,1391000.0,179840000.0,-1310000.0,,24068000.0,3784220000.0,455026000.0,61180000.0,45028000.0,262847000.0,192179000.0,-14761000.0,177418000.0,4239246000.0,103600000.0,104446000.0,105636000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 13:54:37+00:00,0.4,0.4,0.38,59701000.0,0.39,,30574000.0,112962000.0,112962000.0,,41865000.0,71097000.0,3752038000.0,4172866000.0,,297000.0,171431000.0,4000.0,,16680000.0,3752038000.0,420828000.0,59059000.0,29286000.0,247816000.0,173012000.0,-29476000.0,143536000.0,4172866000.0,104700000.0,104340000.0,106072000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q4,2009-10-01,2009-12-31,,0.89,0.89,0.98,73230000.0,0.89,,59231000.0,143997000.0,136450000.0,7547000.0,93445000.0,50552000.0,2861303000.0,3423563000.0,,-7195000.0,203715000.0,-1560000.0,,25586000.0,2861303000.0,562260000.0,76778000.0,18365000.0,300971000.0,261289000.0,-65608000.0,195681000.0,3423563000.0,105300000.0,105362000.0,106320000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 16:08:31+00:00,2.9,2.9,1.64,288923000.0,2.87,,203008000.0,491204000.0,483657000.0,7547000.0,305451000.0,185753000.0,8807802000.0,10805753000.0,,5021000.0,729986000.0,-4806000.0,,100974000.0,8807802000.0,1997951000.0,300820000.0,99590000.0,1115077000.0,882874000.0,-196209000.0,686665000.0,10805753000.0,105300000.0,105362000.0,106320000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.01,2.01,2.77,215693000.0,2.01,,143777000.0,347207000.0,347207000.0,,212006000.0,135201000.0,5946499000.0,7382190000.0,,12216000.0,526271000.0,-3246000.0,,75388000.0,5946499000.0,1435691000.0,224042000.0,81225000.0,814106000.0,621585000.0,-130601000.0,490984000.0,7382190000.0,104400000.0,105420000.0,106488000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 15:34:56+00:00,0.46,0.46,0.42,72318000.0,0.45,,34080000.0,102308000.0,102308000.0,,48042000.0,54266000.0,1912882000.0,2364736000.0,,7955000.0,179678000.0,1180000.0,,24900000.0,1912882000.0,451854000.0,72689000.0,27344000.0,278076000.0,173778000.0,-37390000.0,136388000.0,2364736000.0,104400000.0,105420000.0,106488000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.56,1.56,1.8,143375000.0,1.56,,109697000.0,244899000.0,244899000.0,,163964000.0,80935000.0,4033617000.0,5017454000.0,,4261000.0,346593000.0,-4426000.0,,50488000.0,4033617000.0,983837000.0,151353000.0,53881000.0,536030000.0,447807000.0,-93211000.0,354596000.0,5017454000.0,104200000.0,105335000.0,105950000.0
ONEOK Inc,OKE,2T3D6M0JSY48PSZI1Q41,1039684,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 13:18:11+00:00,0.4,0.4,0.4,71249000.0,0.39,,30258000.0,81350000.0,81350000.0,,41679000.0,39671000.0,1795201000.0,2227627000.0,,6540000.0,184874000.0,-3762000.0,,25261000.0,1795201000.0,432426000.0,73392000.0,23656000.0,277622000.0,154804000.0,-43196000.0,111608000.0,2227627000.0,104200000.0,105335000.0,105950000.0
