company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
F5 Networks Inc,FFIV,,1048695,2009.0,FY,,2009-09-30,2010-11-23 11:33:44+00:00,18891000.0,106973000.0,53232000.0,-2337000.0,110837000.0,,462786000.0,150891000.0,8010000.0,,231883000.0,,257294000.0,13819000.0,39371000.0,32238000.0,49018000.0,,22252000.0,20168000.0,14373000.0,2729000.0,,338571000.0,,206291000.0,1068645000.0,799020000.0,468182000.0,223014000.0,799020000.0,799020000.0,269625000.0,1068645000.0,561092000.0,46611000.0,0.0
F5 Networks Inc,FFIV,,1048695,2010.0,FY,,2010-09-30,2011-11-21 20:23:12+00:00,21180000.0,112132000.0,61768000.0,-3241000.0,168754000.0,0.0,517215000.0,204137000.0,8767000.0,,234700000.0,,433570000.0,18815000.0,34157000.0,55256000.0,37864000.0,,37745000.0,15946000.0,16153000.0,,,489724000.0,,259742000.0,1362192000.0,1003698000.0,605955000.0,287085000.0,1003698000.0,1003698000.0,358494000.0,1362192000.0,722080000.0,71409000.0,0.0
F5 Networks Inc,FFIV,,1048695,2010.0,Q3,,2010-06-30,2010-08-06 12:44:18+00:00,22657000.0,102829000.0,47990000.0,-4595000.0,143813000.0,,504708000.0,188661000.0,7868000.0,,233526000.0,,382295000.0,17747000.0,35991000.0,50977000.0,37762000.0,,30886000.0,17277000.0,15386000.0,336000.0,2400000.0,441489000.0,,254543000.0,1267273000.0,941602000.0,560086000.0,259308000.0,941602000.0,941602000.0,325671000.0,1267273000.0,671196000.0,66363000.0,0.0
F5 Networks Inc,FFIV,,1048695,2011.0,FY,,2011-09-30,2012-11-21 12:00:43+00:00,33525000.0,165676000.0,67902000.0,-6422000.0,216784000.0,0.0,380737000.0,270880000.0,8391000.0,,234691000.0,,470203000.0,17149000.0,47998000.0,72418000.0,34762000.0,,29907000.0,17222000.0,18388000.0,,,731121000.0,,325766000.0,1568549000.0,1105436000.0,763673000.0,372307000.0,1105436000.0,1105436000.0,463113000.0,1568549000.0,756878000.0,90806000.0,0.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q3,,2011-06-30,2011-08-05 12:58:16+00:00,34070000.0,154741000.0,59721000.0,-3460000.0,299804000.0,0.0,505117000.0,255226000.0,9197000.0,,234700000.0,,471567000.0,17941000.0,42323000.0,66649000.0,38169000.0,,30015000.0,13147000.0,16300000.0,,,663511000.0,,285530000.0,1597134000.0,1165168000.0,797228000.0,349017000.0,1165168000.0,1165168000.0,431966000.0,1597134000.0,757583000.0,82949000.0,0.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q2,,2011-03-31,2011-05-06 12:11:35+00:00,30827000.0,142903000.0,63101000.0,-4632000.0,206215000.0,,515973000.0,248157000.0,8759000.0,,234700000.0,,521920000.0,18154000.0,37533000.0,65183000.0,39608000.0,,45767000.0,13923000.0,18952000.0,,,600962000.0,,269041000.0,1538523000.0,1112303000.0,690839000.0,342085000.0,1112303000.0,1112303000.0,426220000.0,1538523000.0,810151000.0,84135000.0,0.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q1,,2010-12-31,2011-02-07 14:45:44+00:00,31254000.0,141986000.0,64096000.0,-4482000.0,168133000.0,,534194000.0,232516000.0,8657000.0,,234700000.0,,466702000.0,18184000.0,35520000.0,55271000.0,39327000.0,,30140000.0,15049000.0,17601000.0,,,545387000.0,,317439000.0,1475837000.0,1075099000.0,684539000.0,327866000.0,1075099000.0,1075099000.0,400738000.0,1475837000.0,755778000.0,72872000.0,0.0
F5 Networks Inc,FFIV,,1048695,2012.0,FY,,2012-09-30,2013-11-22 16:05:46+00:00,27026000.0,185172000.0,86409000.0,-3829000.0,211181000.0,0.0,326922000.0,352594000.0,10362000.0,,348239000.0,,662803000.0,17410000.0,59604000.0,94694000.0,35478000.0,0.0,30986000.0,28996000.0,21078000.0,,,1006307000.0,,320970000.0,1911201000.0,1329400000.0,776081000.0,466029000.0,1329400000.0,1329400000.0,581801000.0,1911201000.0,1075516000.0,115772000.0,0.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q3,,2012-06-30,2012-08-07 15:43:19+00:00,32007000.0,193705000.0,69708000.0,-5833000.0,195607000.0,0.0,349411000.0,344925000.0,8702000.0,,347901000.0,,587342000.0,17038000.0,54257000.0,88944000.0,34942000.0,,43785000.0,30737000.0,20314000.0,,,938590000.0,,324050000.0,1838066000.0,1282168000.0,782887000.0,446640000.0,1282168000.0,1282168000.0,555898000.0,1838066000.0,1000922000.0,109258000.0,0.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q2,,2012-03-31,2012-05-07 14:11:12+00:00,29904000.0,184043000.0,78618000.0,-6062000.0,209459000.0,0.0,357026000.0,325364000.0,8612000.0,,347901000.0,,543932000.0,17023000.0,52279000.0,87484000.0,35872000.0,,47229000.0,31769000.0,19683000.0,,,866254000.0,,280152000.0,1758271000.0,1217218000.0,746518000.0,433886000.0,1217218000.0,1217218000.0,541053000.0,1758271000.0,959474000.0,107167000.0,0.0
