company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
F5 Networks Inc,FFIV,,1048695,2010.0,Q2YTD,2009-10-01,2010-03-31,2011-05-06 12:11:35+00:00,,,,12088000.0,44610000.0,19149000.0,,-6151000.0,-107677000.0,151912000.0,-6151000.0,-107677000.0,151912000.0,38084000.0,62423000.0,62423000.0,32791000.0,9700000.0,-22000.0,-331410000.0,-6840000.0,,-35000000.0,230595000.0,
F5 Networks Inc,FFIV,,1048695,2010.0,Q1,2009-10-01,2009-12-31,2011-02-07 14:45:44+00:00,,,,5994000.0,23003000.0,13727000.0,,3412000.0,-40998000.0,73992000.0,3412000.0,-40998000.0,73992000.0,36406000.0,29279000.0,29279000.0,15716000.0,4685000.0,-1000.0,-119672000.0,-3648000.0,,-15000000.0,82323000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q4,2011-07-01,2011-09-30,,-5635000.0,84753000.0,,5172000.0,26009000.0,108000.0,,-146490000.0,-55643000.0,121494000.0,-146490000.0,-55643000.0,121494000.0,-80639000.0,67610000.0,67610000.0,22703000.0,3402000.0,425000.0,-286785000.0,-9901000.0,,-150000000.0,246253000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,FY,2010-10-01,2011-09-30,2013-11-22 16:05:46+00:00,-5715000.0,84753000.0,,20887000.0,64088000.0,21239000.0,,-226664000.0,-139719000.0,416938000.0,-226664000.0,-139719000.0,416938000.0,50555000.0,241397000.0,241397000.0,90566000.0,23623000.0,19000.0,-979597000.0,-30445000.0,,-271526000.0,876019000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q3TTM,2010-07-01,2011-06-30,,-80000.0,67120000.0,,21625000.0,50139000.0,23463000.0,,-87729000.0,-138784000.0,381835000.0,-87729000.0,-138784000.0,381835000.0,155322000.0,222022000.0,222022000.0,88049000.0,30334000.0,2150000.0,-998743000.0,-23050000.0,,-141526000.0,880939000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q3,2011-04-01,2011-06-30,,,,,5179000.0,9995000.0,11913000.0,,-34152000.0,26623000.0,101076000.0,-34152000.0,26623000.0,101076000.0,93547000.0,62549000.0,62549000.0,23353000.0,3935000.0,-444000.0,-251652000.0,-8840000.0,,-50000000.0,287559000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q3YTD,2010-10-01,2011-06-30,2012-08-07 15:43:19+00:00,-80000.0,,,15715000.0,38079000.0,21131000.0,,-80174000.0,-84076000.0,295444000.0,-80174000.0,-84076000.0,295444000.0,131194000.0,173787000.0,173787000.0,67863000.0,20221000.0,-406000.0,-692812000.0,-20544000.0,,-121526000.0,629766000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q2TTM,2010-04-01,2011-03-31,,-80000.0,67120000.0,,22281000.0,50246000.0,21739000.0,,-56669000.0,-241245000.0,356068000.0,-56669000.0,-241245000.0,356068000.0,58154000.0,199968000.0,199968000.0,83573000.0,33118000.0,2590000.0,-986753000.0,-17489000.0,,-111526000.0,760487000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q2,2011-01-01,2011-03-31,,-80000.0,,,5286000.0,8814000.0,376000.0,,-39996000.0,-13520000.0,91229000.0,-39996000.0,-13520000.0,91229000.0,37713000.0,55575000.0,55575000.0,21554000.0,6156000.0,77000.0,-189661000.0,-6213000.0,,-46528000.0,182357000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q2YTD,2010-10-01,2011-03-31,2012-05-07 14:11:12+00:00,-80000.0,,,10536000.0,28084000.0,9218000.0,,-46022000.0,-110699000.0,194368000.0,-46022000.0,-110699000.0,194368000.0,37647000.0,111238000.0,111238000.0,44510000.0,16286000.0,38000.0,-441160000.0,-11704000.0,,-71526000.0,342207000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q1TTM,2010-01-01,2010-12-31,,,67120000.0,,23089000.0,63039000.0,26785000.0,,-26236000.0,-294404000.0,342759000.0,-26236000.0,-294404000.0,342759000.0,22119000.0,177537000.0,177537000.0,79094000.0,31977000.0,2492000.0,-1008830000.0,-14468000.0,,-84998000.0,726402000.0,
F5 Networks Inc,FFIV,,1048695,2011.0,Q1,2010-10-01,2010-12-31,2012-02-03 13:41:43+00:00,,,,5250000.0,19270000.0,8842000.0,,-6026000.0,-97179000.0,103139000.0,-6026000.0,-97179000.0,103139000.0,-66000.0,55663000.0,55663000.0,22956000.0,10130000.0,-39000.0,-251499000.0,-5491000.0,,-24998000.0,159850000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q4,2012-07-01,2012-09-30,,,145874000.0,,10152000.0,43838000.0,232000.0,,-48823000.0,-85156000.0,148555000.0,-48823000.0,-85156000.0,148555000.0,14576000.0,67717000.0,67717000.0,26848000.0,945000.0,11000.0,-279360000.0,-11323000.0,,-50000000.0,205516000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,FY,2011-10-01,2012-09-30,2014-11-25 17:43:37+00:00,-128585000.0,145874000.0,,35139000.0,87646000.0,25174000.0,,-149231000.0,-352279000.0,495437000.0,-149231000.0,-352279000.0,495437000.0,-6073000.0,275186000.0,275186000.0,97466000.0,10371000.0,-19000.0,-1059853000.0,-29867000.0,,-184776000.0,866045000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q3TTM,2011-07-01,2012-06-30,,-134220000.0,84753000.0,,30159000.0,69817000.0,25050000.0,,-246898000.0,-322766000.0,468376000.0,-246898000.0,-322766000.0,468376000.0,-101288000.0,275079000.0,275079000.0,93321000.0,12828000.0,395000.0,-1067278000.0,-28445000.0,,-284776000.0,906782000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q3,2012-04-01,2012-06-30,,,,,10052000.0,6951000.0,14849000.0,,-31181000.0,-95482000.0,113399000.0,-31181000.0,-95482000.0,113399000.0,-13264000.0,72336000.0,72336000.0,24060000.0,3970000.0,-5000.0,-298090000.0,-5726000.0,,-50000000.0,208339000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q3YTD,2011-10-01,2012-06-30,2013-08-08 13:28:48+00:00,-128585000.0,,,24987000.0,43808000.0,24942000.0,,-100408000.0,-267123000.0,346882000.0,-100408000.0,-267123000.0,346882000.0,-20649000.0,207469000.0,207469000.0,70618000.0,9426000.0,-30000.0,-780493000.0,-18544000.0,,-134776000.0,660529000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q2TTM,2011-04-01,2012-03-31,,-134220000.0,84753000.0,,25286000.0,72861000.0,22114000.0,,-249869000.0,-200661000.0,456053000.0,-249869000.0,-200661000.0,456053000.0,5523000.0,265292000.0,265292000.0,92614000.0,12793000.0,-44000.0,-1020840000.0,-31559000.0,,-284776000.0,986002000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q2,2012-01-01,2012-03-31,,-128585000.0,,,9113000.0,409000.0,516000.0,,-45730000.0,-104270000.0,101604000.0,-45730000.0,-104270000.0,101604000.0,-48396000.0,68641000.0,68641000.0,23441000.0,4057000.0,-22000.0,-219904000.0,-6961000.0,,-50303000.0,251202000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q2YTD,2011-10-01,2012-03-31,2013-05-09 13:24:27+00:00,-128585000.0,,,14935000.0,36857000.0,10093000.0,,-69227000.0,-171641000.0,233483000.0,-69227000.0,-171641000.0,233483000.0,-7385000.0,135133000.0,135133000.0,46558000.0,5456000.0,-25000.0,-482403000.0,-12818000.0,,-84776000.0,452190000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q1TTM,2011-01-01,2011-12-31,,-5715000.0,84753000.0,,21459000.0,81266000.0,21974000.0,,-244135000.0,-109911000.0,445678000.0,-244135000.0,-109911000.0,445678000.0,91632000.0,252226000.0,252226000.0,90727000.0,14892000.0,55000.0,-990597000.0,-30811000.0,,-281001000.0,917157000.0,
F5 Networks Inc,FFIV,,1048695,2012.0,Q1,2011-10-01,2011-12-31,2013-02-07 13:36:38+00:00,,,,5822000.0,36448000.0,9577000.0,,-23497000.0,-67371000.0,131879000.0,-23497000.0,-67371000.0,131879000.0,41011000.0,66492000.0,66492000.0,23117000.0,1399000.0,-3000.0,-262499000.0,-5857000.0,,-34473000.0,200988000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q4,2013-07-01,2013-09-30,,-87724000.0,156833000.0,,10300000.0,38989000.0,186000.0,,-49379000.0,-108400000.0,147995000.0,-49379000.0,-108400000.0,147995000.0,-9784000.0,76231000.0,76231000.0,22475000.0,435000.0,101000.0,-194014000.0,-5149000.0,,-50000000.0,178386000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,FY,2012-10-01,2013-09-30,2014-11-25 17:43:37+00:00,-212642000.0,156833000.0,,40005000.0,77324000.0,29591000.0,,-166318000.0,-352470000.0,499693000.0,-166318000.0,-352470000.0,499693000.0,-19095000.0,277314000.0,277314000.0,105050000.0,4091000.0,-612000.0,-938571000.0,-26583000.0,,-200000000.0,825938000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q3TTM,2012-07-01,2013-06-30,,-124918000.0,145874000.0,,39857000.0,82173000.0,29637000.0,,-165762000.0,-329226000.0,500253000.0,-165762000.0,-329226000.0,500253000.0,5265000.0,268800000.0,268800000.0,109423000.0,4601000.0,-702000.0,-1023917000.0,-32757000.0,,-200000000.0,853068000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q3,2013-04-01,2013-06-30,,,,,9792000.0,20366000.0,17365000.0,,-31374000.0,-123988000.0,126230000.0,-31374000.0,-123988000.0,126230000.0,-29132000.0,68178000.0,68178000.0,27894000.0,1261000.0,16000.0,-297579000.0,-6665000.0,,-50000000.0,180240000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q3YTD,2012-10-01,2013-06-30,2014-08-07 14:00:51+00:00,-124918000.0,,,29705000.0,38335000.0,29405000.0,,-116939000.0,-244070000.0,351698000.0,-116939000.0,-244070000.0,351698000.0,-9311000.0,201083000.0,201083000.0,82575000.0,3656000.0,-713000.0,-744557000.0,-21434000.0,,-150000000.0,647552000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q2TTM,2012-04-01,2013-03-31,,-124918000.0,145874000.0,,40117000.0,68758000.0,27121000.0,,-165569000.0,-300720000.0,487422000.0,-165569000.0,-300720000.0,487422000.0,21133000.0,272958000.0,272958000.0,105589000.0,7310000.0,-723000.0,-1024428000.0,-31818000.0,,-200000000.0,881167000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q2,2013-01-01,2013-03-31,,-124918000.0,,,9979000.0,-20325000.0,457000.0,,-47651000.0,13335000.0,80662000.0,-47651000.0,13335000.0,80662000.0,46346000.0,63412000.0,63412000.0,27596000.0,1892000.0,-1000.0,-133864000.0,-6981000.0,,-50000000.0,279099000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q2YTD,2012-10-01,2013-03-31,2014-05-08 15:16:44+00:00,-124918000.0,,,19913000.0,17969000.0,12040000.0,,-85565000.0,-120082000.0,225468000.0,-85565000.0,-120082000.0,225468000.0,19821000.0,132905000.0,132905000.0,54681000.0,2395000.0,-729000.0,-446978000.0,-14769000.0,,-100000000.0,467312000.0,
F5 Networks Inc,FFIV,,1048695,2013.0,Q1TTM,2012-01-01,2012-12-31,,-128585000.0,145874000.0,,39251000.0,89492000.0,27180000.0,,-163648000.0,-418325000.0,508364000.0,-163648000.0,-418325000.0,508364000.0,-73609000.0,278187000.0,278187000.0,101434000.0,9475000.0,-744000.0,-1110468000.0,-31798000.0,,-200303000.0,853270000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,FY,2013-10-01,2014-09-30,2016-11-04 11:58:28+00:00,-49439000.0,169424000.0,,46121000.0,61857000.0,35299000.0,,-604960000.0,150641000.0,548992000.0,-604960000.0,150641000.0,548992000.0,94673000.0,311183000.0,311183000.0,129831000.0,10283000.0,59000.0,-515737000.0,-22718000.0,,-650542000.0,738476000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q4,2014-07-01,2014-09-30,,,169424000.0,,12066000.0,37874000.0,52000.0,,-147820000.0,20316000.0,169865000.0,-147820000.0,20316000.0,169865000.0,42361000.0,94021000.0,94021000.0,25904000.0,2128000.0,54000.0,-128590000.0,-7082000.0,,-150000000.0,155934000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q3TTM,2013-07-01,2014-06-30,,-137163000.0,156833000.0,,44355000.0,62972000.0,35433000.0,,-506519000.0,21925000.0,527122000.0,-506519000.0,21925000.0,527122000.0,42528000.0,293393000.0,293393000.0,126402000.0,8590000.0,106000.0,-581161000.0,-20785000.0,,-550542000.0,760928000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q3,2014-04-01,2014-06-30,,-49439000.0,,,11377000.0,15111000.0,21330000.0,,-125865000.0,-10480000.0,138234000.0,-125865000.0,-10480000.0,138234000.0,1889000.0,79473000.0,79473000.0,32273000.0,3347000.0,-21000.0,-97626000.0,-5517000.0,,-150542000.0,142123000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q3YTD,2013-10-01,2014-06-30,2015-07-29 14:15:40+00:00,-49439000.0,,,34055000.0,23983000.0,35247000.0,,-457140000.0,130325000.0,379127000.0,-457140000.0,130325000.0,379127000.0,52312000.0,217162000.0,217162000.0,103927000.0,8155000.0,5000.0,-387147000.0,-15636000.0,,-500542000.0,582542000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q2TTM,2013-04-01,2014-03-31,,-87724000.0,156833000.0,,42770000.0,68227000.0,31468000.0,,-412028000.0,-91583000.0,515118000.0,-412028000.0,-91583000.0,515118000.0,11507000.0,282098000.0,282098000.0,122023000.0,6504000.0,143000.0,-781114000.0,-21933000.0,,-450000000.0,799045000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q2,2014-01-01,2014-03-31,,,,,11241000.0,-34932000.0,729000.0,,-144645000.0,70639000.0,81967000.0,-144645000.0,70639000.0,81967000.0,7961000.0,69641000.0,69641000.0,36017000.0,4626000.0,32000.0,-141987000.0,-5139000.0,,-150000000.0,217733000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q2YTD,2013-10-01,2014-03-31,2015-05-07 14:38:14+00:00,0.0,,,22678000.0,8872000.0,13917000.0,,-331275000.0,140805000.0,240893000.0,-331275000.0,140805000.0,240893000.0,50423000.0,137689000.0,137689000.0,71654000.0,4808000.0,26000.0,-289521000.0,-10119000.0,,-350000000.0,440419000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q1TTM,2013-01-01,2013-12-31,,-212642000.0,156833000.0,,41508000.0,82834000.0,31196000.0,,-315034000.0,-148887000.0,513813000.0,-315034000.0,-148887000.0,513813000.0,49892000.0,275869000.0,275869000.0,113602000.0,3770000.0,110000.0,-772991000.0,-23775000.0,,-350000000.0,860411000.0,
F5 Networks Inc,FFIV,,1048695,2014.0,Q1,2013-10-01,2013-12-31,2015-02-05 14:18:23+00:00,0.0,,,11437000.0,43804000.0,13188000.0,,-186630000.0,70166000.0,158926000.0,-186630000.0,70166000.0,158926000.0,42462000.0,68048000.0,68048000.0,35637000.0,182000.0,-6000.0,-147534000.0,-4980000.0,,-200000000.0,222686000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,FY,2014-10-01,2015-09-30,2017-11-03 13:30:37+00:00,-6779000.0,189235000.0,,52583000.0,119621000.0,40439000.0,,-556902000.0,-10699000.0,684541000.0,-556902000.0,-10699000.0,684541000.0,116940000.0,365014000.0,365014000.0,147323000.0,9517000.0,-357000.0,-609875000.0,-60307000.0,,-606858000.0,666619000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q4,2015-07-01,2015-09-30,,-555000.0,189235000.0,,13358000.0,30743000.0,13000.0,,-147076000.0,-204977000.0,183343000.0,-147076000.0,-204977000.0,183343000.0,-168710000.0,97037000.0,97037000.0,42205000.0,2906000.0,44000.0,-262192000.0,-18592000.0,,-149995000.0,76318000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q3YTD,2014-10-01,2015-06-30,2016-07-27 13:16:08+00:00,-6224000.0,,,39225000.0,88878000.0,40426000.0,,-409826000.0,194278000.0,501198000.0,-409826000.0,194278000.0,501198000.0,285650000.0,267977000.0,267977000.0,105118000.0,6611000.0,-401000.0,-347683000.0,-41715000.0,,-456863000.0,590301000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q3TTM,2014-07-01,2015-06-30,,-6224000.0,169424000.0,,51291000.0,126752000.0,40478000.0,,-557646000.0,214594000.0,671063000.0,-557646000.0,214594000.0,671063000.0,328011000.0,361998000.0,361998000.0,131022000.0,8739000.0,-347000.0,-476273000.0,-48797000.0,,-606863000.0,746235000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q3,2015-04-01,2015-06-30,,,,,12971000.0,29936000.0,23771000.0,,-123804000.0,145183000.0,172507000.0,-123804000.0,145183000.0,172507000.0,193886000.0,93172000.0,93172000.0,36428000.0,2425000.0,-57000.0,-92864000.0,-21213000.0,,-150000000.0,259317000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q2YTD,2014-10-01,2015-03-31,2016-04-27 14:02:53+00:00,-6224000.0,,,26254000.0,58942000.0,16655000.0,,-286022000.0,49095000.0,328691000.0,-286022000.0,49095000.0,328691000.0,91764000.0,174805000.0,174805000.0,68690000.0,4186000.0,-344000.0,-254819000.0,-20502000.0,,-306863000.0,330984000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q2TTM,2014-04-01,2015-03-31,,-55663000.0,169424000.0,,49697000.0,111927000.0,38037000.0,,-559707000.0,58931000.0,636790000.0,-559707000.0,58931000.0,636790000.0,136014000.0,348299000.0,348299000.0,126867000.0,9661000.0,-311000.0,-481035000.0,-33101000.0,,-607405000.0,629041000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q2,2015-01-01,2015-03-31,,-5219000.0,,,13212000.0,5642000.0,82000.0,,-155253000.0,114637000.0,142296000.0,-155253000.0,114637000.0,142296000.0,101680000.0,85729000.0,85729000.0,37713000.0,1548000.0,-387000.0,-76883000.0,-10183000.0,,-156883000.0,207309000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q1,2014-10-01,2014-12-31,2016-01-27 13:17:51+00:00,-1005000.0,,,13042000.0,53300000.0,16573000.0,,-130769000.0,-65542000.0,186395000.0,-130769000.0,-65542000.0,186395000.0,-9916000.0,89076000.0,89076000.0,30977000.0,2638000.0,43000.0,-177936000.0,-10319000.0,,-149980000.0,123675000.0,
F5 Networks Inc,FFIV,,1048695,2015.0,Q1TTM,2014-01-01,2014-12-31,,-50444000.0,169424000.0,,47726000.0,71353000.0,38684000.0,,-549099000.0,14933000.0,576461000.0,-549099000.0,14933000.0,576461000.0,42295000.0,332211000.0,332211000.0,125171000.0,12739000.0,108000.0,-546139000.0,-28057000.0,,-600522000.0,639465000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,FY,2015-10-01,2016-09-30,2018-11-21 13:40:52+00:00,-4750000.0,164362000.0,,56776000.0,129925000.0,44869000.0,,-652647000.0,62720000.0,711535000.0,-652647000.0,62720000.0,711535000.0,121608000.0,365855000.0,365855000.0,158979000.0,2608000.0,-3000.0,-354708000.0,-63488000.0,,-700124000.0,485669000.0,0.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q4,2016-07-01,2016-09-30,,-1500000.0,164362000.0,,14492000.0,41005000.0,21000.0,,-148990000.0,29335000.0,204070000.0,-148990000.0,29335000.0,204070000.0,84415000.0,108935000.0,108935000.0,39638000.0,1012000.0,-32000.0,-129482000.0,-17579000.0,,-150023000.0,177928000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q3YTD,2015-10-01,2016-06-30,2017-08-02 13:23:09+00:00,-3250000.0,,,42284000.0,88920000.0,44848000.0,,-503657000.0,33385000.0,507465000.0,-503657000.0,33385000.0,507465000.0,37193000.0,256920000.0,256920000.0,119341000.0,1596000.0,29000.0,-225226000.0,-45909000.0,,-550101000.0,307741000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q3TTM,2015-07-01,2016-06-30,,-3805000.0,189235000.0,,55642000.0,119663000.0,44861000.0,,-650733000.0,-171592000.0,690808000.0,-650733000.0,-171592000.0,690808000.0,-131517000.0,353957000.0,353957000.0,161546000.0,4502000.0,73000.0,-487418000.0,-64501000.0,,-700096000.0,384059000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q3,2016-04-01,2016-06-30,,,,,14437000.0,25468000.0,26254000.0,,-123552000.0,-15562000.0,170476000.0,-123552000.0,-15562000.0,170476000.0,31362000.0,91789000.0,91789000.0,38782000.0,218000.0,21000.0,-86301000.0,-16116000.0,,-150024000.0,86834000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q2YTD,2015-10-01,2016-03-31,2017-05-10 14:38:57+00:00,-3250000.0,,,27847000.0,63452000.0,18594000.0,,-380105000.0,48947000.0,336989000.0,-380105000.0,48947000.0,336989000.0,5831000.0,165131000.0,165131000.0,80559000.0,1378000.0,8000.0,-138925000.0,-29793000.0,,-400077000.0,220907000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q2TTM,2015-04-01,2016-03-31,,-3805000.0,189235000.0,,54176000.0,124131000.0,42378000.0,,-650985000.0,-10847000.0,692839000.0,-650985000.0,-10847000.0,692839000.0,31007000.0,355340000.0,355340000.0,159192000.0,6709000.0,-5000.0,-493981000.0,-69598000.0,,-700072000.0,556542000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q1,2015-10-01,2015-12-31,2017-02-01 16:25:18+00:00,-3250000.0,,,13763000.0,62633000.0,18474000.0,,-180367000.0,19485000.0,204615000.0,-180367000.0,19485000.0,203871000.0,42989000.0,89716000.0,89716000.0,38503000.0,1194000.0,39000.0,-107340000.0,-13292000.0,,-200035000.0,143328000.0,
F5 Networks Inc,FFIV,,1048695,2016.0,Q1TTM,2015-01-01,2015-12-31,,-9024000.0,189235000.0,,53304000.0,128954000.0,42340000.0,,-606500000.0,74328000.0,702761000.0,-606500000.0,74328000.0,702017000.0,169845000.0,365654000.0,365654000.0,154849000.0,8073000.0,-361000.0,-539279000.0,-63280000.0,,-656913000.0,686272000.0,
F5 Networks Inc,FFIV,,1048695,2017.0,FY,2016-10-01,2017-09-30,2019-11-15 16:46:00+00:00,-4000000.0,162944000.0,,61148000.0,83119000.0,47039000.0,,-546032000.0,-32212000.0,740281000.0,-546032000.0,-32212000.0,740281000.0,162037000.0,420761000.0,420761000.0,175253000.0,7019000.0,,-446838000.0,-38681000.0,,-600090000.0,457307000.0,0.0
F5 Networks Inc,FFIV,,1048695,2017.0,Q4,2017-07-01,2017-09-30,,,162944000.0,,15545000.0,20186000.0,80000.0,,-149397000.0,-79299000.0,213065000.0,-149397000.0,-79299000.0,213065000.0,-15631000.0,135743000.0,135743000.0,41591000.0,548000.0,87000.0,-191452000.0,-7506000.0,,-150025000.0,119572000.0,
