company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
F5 Networks Inc,FFIV,,1048695,2011.0,Q4,2011-07-01,2011-09-30,,0.84,0.84,0.83,35808000.0,100945000.0,67610000.0,67610000.0,67610000.0,55920000.0,314615000.0,4087000.0,,36552000.0,,21867000.0,55920000.0,258695000.0,159364000.0,99331000.0,4087000.0,103418000.0,314615000.0,80700000.0,80658000.0,81482000.0
F5 Networks Inc,FFIV,,1048695,2011.0,FY,2010-10-01,2011-09-30,2013-11-22 16:05:46+00:00,2.99,2.99,2.96,119354000.0,370735000.0,241397000.0,241397000.0,241397000.0,208004000.0,1151834000.0,10089000.0,0.0,138910000.0,,83523000.0,208004000.0,943830000.0,593168000.0,350662000.0,10089000.0,360751000.0,1151834000.0,80700000.0,80658000.0,81482000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q3YTD,2010-10-01,2011-06-30,,2.15,2.15,2.13,83546000.0,269790000.0,173787000.0,173787000.0,173787000.0,152084000.0,837219000.0,6002000.0,,102358000.0,,61656000.0,152084000.0,685135000.0,433804000.0,251331000.0,6002000.0,257333000.0,837219000.0,81200000.0,80866000.0,81497000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q3TTM,2010-07-01,2011-06-30,,3.12,2.75,2.72,111682000.0,350486000.0,222022000.0,222022000.0,222022000.0,198912000.0,1091493000.0,6070000.0,,133929000.0,,80532000.0,198912000.0,892581000.0,564947000.0,327634000.0,6070000.0,333704000.0,1091493000.0,81200000.0,80866000.0,81497000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q3,2011-04-01,2011-06-30,2012-08-07 15:43:19+00:00,0.77,0.77,0.77,27601000.0,93633000.0,62549000.0,62549000.0,62549000.0,52448000.0,290713000.0,1889000.0,,35245000.0,,21126000.0,52448000.0,238265000.0,150004000.0,88261000.0,1889000.0,90150000.0,290713000.0,81200000.0,80866000.0,81497000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q2YTD,2010-10-01,2011-03-31,,1.38,1.38,1.36,55945000.0,176157000.0,111238000.0,111238000.0,111238000.0,99636000.0,546506000.0,4113000.0,,67113000.0,,40530000.0,99636000.0,446870000.0,283800000.0,163070000.0,4113000.0,167183000.0,546506000.0,80500000.0,80809000.0,81622000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q2TTM,2010-04-01,2011-03-31,,2.86,2.49,2.45,107276000.0,334072000.0,199968000.0,199968000.0,199968000.0,191043000.0,1031254000.0,7742000.0,,129573000.0,,77064000.0,191043000.0,840211000.0,540709000.0,299502000.0,7742000.0,307244000.0,1031254000.0,80500000.0,80809000.0,81622000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q2,2011-01-01,2011-03-31,2012-05-07 14:11:12+00:00,0.69,0.69,0.68,29207000.0,89332000.0,55575000.0,55575000.0,55575000.0,50673000.0,277572000.0,1568000.0,,34507000.0,,19846000.0,50673000.0,226899000.0,143685000.0,83214000.0,1568000.0,84782000.0,277572000.0,80500000.0,80809000.0,81622000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q1TTM,2010-01-01,2010-12-31,,2.59,2.22,2.18,97074000.0,314384000.0,177537000.0,177537000.0,177537000.0,181786000.0,959750000.0,8465000.0,,124200000.0,,73234000.0,181786000.0,777964000.0,511818000.0,266146000.0,8465000.0,274611000.0,959750000.0,80700000.0,80644000.0,81648000.0
F5 Networks Inc,FFIV,,1048695,2011.0,Q1,2010-10-01,2010-12-31,2012-02-03 13:41:43+00:00,0.69,0.69,0.68,26738000.0,86825000.0,55663000.0,55663000.0,55663000.0,48963000.0,268934000.0,2545000.0,,32606000.0,,20684000.0,48963000.0,219971000.0,140115000.0,79856000.0,2545000.0,82401000.0,268934000.0,80700000.0,80644000.0,81648000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q4,2012-07-01,2012-09-30,,0.86,0.86,0.85,45026000.0,116298000.0,67717000.0,67717000.0,67717000.0,62681000.0,362559000.0,909000.0,,47731000.0,,24015000.0,62681000.0,299878000.0,188044000.0,111834000.0,909000.0,112743000.0,362559000.0,79100000.0,79135000.0,79780000.0
F5 Networks Inc,FFIV,,1048695,2012.0,FY,2011-10-01,2012-09-30,2014-11-25 17:43:37+00:00,3.48,3.48,3.45,157028000.0,445595000.0,275186000.0,275186000.0,275186000.0,236168000.0,1377247000.0,5911000.0,0.0,177406000.0,,91775000.0,236168000.0,1141079000.0,714776000.0,426303000.0,5911000.0,432214000.0,1377247000.0,79100000.0,79135000.0,79780000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q3YTD,2011-10-01,2012-06-30,,2.62,2.62,2.6,112002000.0,329297000.0,207469000.0,207469000.0,207469000.0,173487000.0,1014688000.0,5002000.0,,129675000.0,,67760000.0,173487000.0,841201000.0,526732000.0,314469000.0,5002000.0,319471000.0,1014688000.0,79500000.0,79135000.0,79655000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q3TTM,2011-07-01,2012-06-30,,3.46,3.46,3.43,147810000.0,430242000.0,275079000.0,275079000.0,275079000.0,229407000.0,1329303000.0,9089000.0,,166227000.0,,89627000.0,229407000.0,1099896000.0,686096000.0,413800000.0,9089000.0,422889000.0,1329303000.0,79500000.0,79135000.0,79655000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q3,2012-04-01,2012-06-30,2013-08-08 13:28:48+00:00,0.91,0.91,0.91,39377000.0,112064000.0,72336000.0,72336000.0,72336000.0,60287000.0,352634000.0,1713000.0,,46985000.0,,23298000.0,60287000.0,292347000.0,182347000.0,110000000.0,1713000.0,111713000.0,352634000.0,79500000.0,79135000.0,79655000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q2YTD,2011-10-01,2012-03-31,,1.71,1.71,1.69,72625000.0,217233000.0,135133000.0,135133000.0,135133000.0,113200000.0,662054000.0,3289000.0,,82690000.0,,44462000.0,113200000.0,548854000.0,344385000.0,204469000.0,3289000.0,207758000.0,662054000.0,78900000.0,79156000.0,79775000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q2TTM,2011-04-01,2012-03-31,,3.32,3.32,3.29,136034000.0,411811000.0,265292000.0,265292000.0,265292000.0,221568000.0,1267382000.0,9265000.0,,154487000.0,,87455000.0,221568000.0,1045814000.0,653753000.0,392061000.0,9265000.0,401326000.0,1267382000.0,78900000.0,79156000.0,79775000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q2,2012-01-01,2012-03-31,2013-05-09 13:24:27+00:00,0.87,0.87,0.86,37467000.0,110995000.0,68641000.0,68641000.0,68641000.0,57594000.0,339622000.0,1428000.0,,43568000.0,,22785000.0,57594000.0,282028000.0,177348000.0,104680000.0,1428000.0,106108000.0,339622000.0,78900000.0,79156000.0,79775000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q1TTM,2011-01-01,2011-12-31,,3.14,3.14,3.11,127774000.0,390148000.0,252226000.0,252226000.0,252226000.0,214647000.0,1205332000.0,9405000.0,,145426000.0,,84516000.0,214647000.0,990685000.0,620090000.0,370595000.0,9405000.0,380000000.0,1205332000.0,79200000.0,79272000.0,79822000.0
F5 Networks Inc,FFIV,,1048695,2012.0,Q1,2011-10-01,2011-12-31,2013-02-07 13:36:38+00:00,0.84,0.84,0.83,35158000.0,106238000.0,66492000.0,66492000.0,66492000.0,55606000.0,322432000.0,1861000.0,,39122000.0,,21677000.0,55606000.0,266826000.0,167037000.0,99789000.0,1861000.0,101650000.0,322432000.0,79200000.0,79272000.0,79822000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q4,2013-07-01,2013-09-30,,0.97,0.97,0.96,49682000.0,119836000.0,76231000.0,76231000.0,76231000.0,66943000.0,395329000.0,732000.0,2393000.0,54464000.0,,26512000.0,66943000.0,328386000.0,203205000.0,125181000.0,732000.0,125913000.0,395329000.0,78600000.0,78565000.0,79136000.0
F5 Networks Inc,FFIV,,1048695,2013.0,FY,2012-10-01,2013-09-30,2014-11-25 17:43:37+00:00,3.53,3.53,3.5,160778000.0,483041000.0,277314000.0,277314000.0,277314000.0,253047000.0,1481314000.0,7274000.0,2393000.0,209614000.0,,102401000.0,253047000.0,1228267000.0,797449000.0,430818000.0,7274000.0,438092000.0,1481314000.0,78600000.0,78565000.0,79136000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q3YTD,2012-10-01,2013-06-30,,2.56,2.56,2.54,111096000.0,363205000.0,201083000.0,201083000.0,201083000.0,186104000.0,1085985000.0,6542000.0,,155150000.0,,75889000.0,186104000.0,899881000.0,594244000.0,305637000.0,6542000.0,312179000.0,1085985000.0,78400000.0,78516000.0,78864000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q3TTM,2012-07-01,2013-06-30,,3.42,3.42,3.39,156122000.0,479503000.0,268800000.0,268800000.0,268800000.0,248785000.0,1448544000.0,7451000.0,,202881000.0,,99904000.0,248785000.0,1199759000.0,782288000.0,417471000.0,7451000.0,424922000.0,1448544000.0,78400000.0,78516000.0,78864000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q3,2013-04-01,2013-06-30,2014-08-07 14:00:51+00:00,0.87,0.87,0.86,38773000.0,121906000.0,68178000.0,68178000.0,68178000.0,64917000.0,370302000.0,2874000.0,,54075000.0,,25327000.0,64917000.0,305385000.0,201308000.0,104077000.0,2874000.0,106951000.0,370302000.0,78400000.0,78516000.0,78864000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q2YTD,2012-10-01,2013-03-31,,1.69,1.69,1.68,72323000.0,241299000.0,132905000.0,132905000.0,132905000.0,121187000.0,715683000.0,3668000.0,,101075000.0,,50562000.0,121187000.0,594496000.0,392936000.0,201560000.0,3668000.0,205228000.0,715683000.0,78300000.0,78601000.0,79114000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q2TTM,2012-04-01,2013-03-31,,3.46,3.46,3.44,156726000.0,469661000.0,272958000.0,272958000.0,272958000.0,244155000.0,1430876000.0,6290000.0,,195791000.0,,97875000.0,244155000.0,1186721000.0,763327000.0,423394000.0,6290000.0,429684000.0,1430876000.0,78300000.0,78601000.0,79114000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q2,2013-01-01,2013-03-31,2014-05-08 15:16:44+00:00,0.81,0.81,0.8,31182000.0,119031000.0,63412000.0,63412000.0,63412000.0,60302000.0,350232000.0,2118000.0,,52534000.0,,25889000.0,60302000.0,289930000.0,197454000.0,92476000.0,2118000.0,94594000.0,350232000.0,78300000.0,78601000.0,79114000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q1TTM,2012-01-01,2012-12-31,,3.52,3.52,3.5,163011000.0,461625000.0,278187000.0,278187000.0,278187000.0,241447000.0,1420266000.0,5600000.0,,186825000.0,,94771000.0,241447000.0,1178819000.0,743221000.0,435598000.0,5600000.0,441198000.0,1420266000.0,79000000.0,78789000.0,79278000.0
F5 Networks Inc,FFIV,,1048695,2013.0,Q1,2012-10-01,2012-12-31,2014-02-06 13:42:27+00:00,0.88,0.88,0.88,41141000.0,122268000.0,69493000.0,69493000.0,69493000.0,60885000.0,365451000.0,1550000.0,,48541000.0,,24673000.0,60885000.0,304566000.0,195482000.0,109084000.0,1550000.0,110634000.0,365451000.0,79000000.0,78789000.0,79278000.0
F5 Networks Inc,FFIV,,1048695,2014.0,FY,2013-10-01,2014-09-30,2016-11-04 11:58:28+00:00,4.13,4.13,4.09,186159000.0,558284000.0,311183000.0,311183000.0,311183000.0,309959000.0,1732046000.0,3785000.0,0.0,263792000.0,,106454000.0,309959000.0,1422087000.0,928530000.0,493557000.0,3785000.0,497342000.0,1732046000.0,75300000.0,75395000.0,76092000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q4,2014-07-01,2014-09-30,,1.27,1.27,1.26,55783000.0,143284000.0,94021000.0,94021000.0,94021000.0,81952000.0,465266000.0,2323000.0,,65401000.0,,27148000.0,81952000.0,383314000.0,235833000.0,147481000.0,2323000.0,149804000.0,465266000.0,75300000.0,75395000.0,76092000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q3YTD,2013-10-01,2014-06-30,,2.86,2.86,2.83,130376000.0,415000000.0,217162000.0,217162000.0,217162000.0,228007000.0,1266780000.0,1462000.0,,198391000.0,,79306000.0,228007000.0,1038773000.0,692697000.0,346076000.0,1462000.0,347538000.0,1266780000.0,75000000.0,74812000.0,75369000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q3TTM,2013-07-01,2014-06-30,,3.83,3.83,3.79,180058000.0,534836000.0,293393000.0,293393000.0,293393000.0,294950000.0,1662109000.0,2194000.0,2393000.0,252855000.0,,105818000.0,294950000.0,1367159000.0,895902000.0,471257000.0,2194000.0,473451000.0,1662109000.0,75000000.0,74812000.0,75369000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q3,2014-04-01,2014-06-30,2015-07-29 14:15:40+00:00,1.06,1.06,1.05,47799000.0,139945000.0,79473000.0,79473000.0,79473000.0,79462000.0,440285000.0,1193000.0,,67026000.0,,27773000.0,79462000.0,360823000.0,234744000.0,126079000.0,1193000.0,127272000.0,440285000.0,75000000.0,74812000.0,75369000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q2YTD,2013-10-01,2014-03-31,,1.8,1.8,1.78,82577000.0,275055000.0,137689000.0,137689000.0,137689000.0,148545000.0,826495000.0,269000.0,,131365000.0,,51533000.0,148545000.0,677950000.0,457953000.0,219997000.0,269000.0,220266000.0,826495000.0,75700000.0,75508000.0,76244000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q2TTM,2013-04-01,2014-03-31,,3.64,3.64,3.6,171032000.0,516797000.0,282098000.0,282098000.0,282098000.0,280405000.0,1592126000.0,3875000.0,2393000.0,239904000.0,,103372000.0,280405000.0,1311721000.0,862466000.0,449255000.0,3875000.0,453130000.0,1592126000.0,75700000.0,75508000.0,76244000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q2,2014-01-01,2014-03-31,2015-05-07 14:38:14+00:00,0.92,0.92,0.91,41246000.0,140252000.0,69641000.0,69641000.0,69641000.0,75662000.0,420043000.0,23000.0,,67232000.0,,26033000.0,75662000.0,344381000.0,233517000.0,110864000.0,23000.0,110887000.0,420043000.0,75700000.0,75508000.0,76244000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q1TTM,2013-01-01,2013-12-31,,3.53,3.53,3.49,160968000.0,495576000.0,275869000.0,275869000.0,275869000.0,265045000.0,1522315000.0,5970000.0,2393000.0,225206000.0,,103228000.0,265045000.0,1257270000.0,826403000.0,430867000.0,5970000.0,436837000.0,1522315000.0,77300000.0,77438000.0,77822000.0
F5 Networks Inc,FFIV,,1048695,2014.0,Q1,2013-10-01,2013-12-31,2015-02-05 14:18:23+00:00,0.88,0.88,0.87,41331000.0,134803000.0,68048000.0,68048000.0,68048000.0,72883000.0,406452000.0,246000.0,,64133000.0,,25500000.0,72883000.0,333569000.0,224436000.0,109133000.0,246000.0,109379000.0,406452000.0,77300000.0,77438000.0,77822000.0
F5 Networks Inc,FFIV,,1048695,2015.0,FY,2014-10-01,2015-09-30,2017-11-03 13:30:37+00:00,5.07,5.07,5.03,196330000.0,602540000.0,365014000.0,365014000.0,365014000.0,332261000.0,1919823000.0,8445000.0,0.0,296583000.0,0.0,135540000.0,332261000.0,1587562000.0,1034663000.0,552899000.0,8445000.0,561344000.0,1919823000.0,72000000.0,71944000.0,72547000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q4,2015-07-01,2015-09-30,,1.37,1.37,1.35,52427000.0,151653000.0,97037000.0,97037000.0,97037000.0,84658000.0,501301000.0,1865000.0,,77665000.0,,39726000.0,84658000.0,416643000.0,269044000.0,147599000.0,1865000.0,149464000.0,501301000.0,72000000.0,71944000.0,72547000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q3,2015-04-01,2015-06-30,2016-07-27 13:16:08+00:00,1.3,1.3,1.29,47678000.0,150833000.0,93172000.0,93172000.0,93172000.0,85659000.0,483586000.0,720000.0,0.0,74337000.0,,32627000.0,85659000.0,397927000.0,257797000.0,140130000.0,720000.0,140850000.0,483586000.0,71700000.0,71509000.0,71957000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q3YTD,2014-10-01,2015-06-30,,3.7,3.7,3.68,143903000.0,450887000.0,267977000.0,267977000.0,267977000.0,247603000.0,1418522000.0,6580000.0,,218918000.0,,95814000.0,247603000.0,1170919000.0,765619000.0,405300000.0,6580000.0,411880000.0,1418522000.0,71700000.0,71509000.0,71957000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q3TTM,2014-07-01,2015-06-30,,4.97,4.97,4.94,199686000.0,594171000.0,361998000.0,361998000.0,361998000.0,329555000.0,1883788000.0,8903000.0,,284319000.0,,122962000.0,329555000.0,1554233000.0,1001452000.0,552781000.0,8903000.0,561684000.0,1883788000.0,71700000.0,71509000.0,71957000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q2,2015-01-01,2015-03-31,2016-04-27 14:02:53+00:00,1.19,1.19,1.18,50392000.0,151238000.0,85729000.0,85729000.0,85729000.0,82596000.0,472143000.0,3266000.0,0.0,74521000.0,,30933000.0,82596000.0,389547000.0,256692000.0,132855000.0,3266000.0,136121000.0,472143000.0,72000000.0,72240000.0,72711000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q2YTD,2014-10-01,2015-03-31,,2.4,2.4,2.39,96225000.0,300054000.0,174805000.0,174805000.0,174805000.0,161944000.0,934936000.0,5860000.0,,144581000.0,,63187000.0,161944000.0,772992000.0,507822000.0,265170000.0,5860000.0,271030000.0,934936000.0,72000000.0,72240000.0,72711000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q2TTM,2014-04-01,2015-03-31,,4.73,4.73,4.7,199807000.0,583283000.0,348299000.0,348299000.0,348299000.0,323358000.0,1840487000.0,9376000.0,,277008000.0,,118108000.0,323358000.0,1517129000.0,978399000.0,538730000.0,9376000.0,548106000.0,1840487000.0,72000000.0,72240000.0,72711000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q1,2014-10-01,2014-12-31,2016-01-27 13:17:51+00:00,1.21,1.21,1.21,45833000.0,148816000.0,89076000.0,89076000.0,89076000.0,79348000.0,462793000.0,2594000.0,,70060000.0,,32254000.0,79348000.0,383445000.0,251130000.0,132315000.0,2594000.0,134909000.0,462793000.0,73600000.0,73350000.0,73857000.0
F5 Networks Inc,FFIV,,1048695,2015.0,Q1TTM,2014-01-01,2014-12-31,,4.46,4.46,4.43,190661000.0,572297000.0,332211000.0,332211000.0,332211000.0,316424000.0,1788387000.0,6133000.0,,269719000.0,,113208000.0,316424000.0,1471963000.0,955224000.0,516739000.0,6133000.0,522872000.0,1788387000.0,73600000.0,73350000.0,73857000.0
F5 Networks Inc,FFIV,,1048695,2016.0,FY,2015-10-01,2016-09-30,2018-11-21 13:40:52+00:00,5.43,5.43,5.38,184036000.0,628743000.0,365855000.0,365855000.0,365855000.0,337205000.0,1995034000.0,2514000.0,9051000.0,334227000.0,0.0,138431000.0,337205000.0,1657829000.0,1110452000.0,547377000.0,2514000.0,549891000.0,1995034000.0,67400000.0,67433000.0,67984000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q4,2016-07-01,2016-09-30,,1.65,1.65,1.62,53966000.0,158198000.0,108935000.0,108935000.0,108935000.0,84949000.0,525349000.0,268000.0,630000.0,83746000.0,,35193000.0,84949000.0,440400000.0,277767000.0,162633000.0,268000.0,162901000.0,525349000.0,67400000.0,67433000.0,67984000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q3,2016-04-01,2016-06-30,2017-08-02 13:23:09+00:00,1.37,1.37,1.37,48051000.0,156620000.0,91789000.0,91789000.0,91789000.0,84343000.0,496522000.0,978000.0,-527000.0,83042000.0,,34182000.0,84343000.0,412179000.0,273317000.0,138862000.0,978000.0,139840000.0,496522000.0,67000000.0,66851000.0,67235000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q3YTD,2015-10-01,2016-06-30,,3.78,3.78,3.76,130070000.0,470545000.0,256920000.0,256920000.0,256920000.0,252256000.0,1469685000.0,2246000.0,8421000.0,250481000.0,,103238000.0,252256000.0,1217429000.0,832685000.0,384744000.0,2246000.0,386990000.0,1469685000.0,67000000.0,66851000.0,67235000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q3TTM,2015-07-01,2016-06-30,,5.15,5.15,5.11,182497000.0,622198000.0,353957000.0,353957000.0,353957000.0,336914000.0,1970986000.0,4111000.0,8421000.0,328146000.0,,142964000.0,336914000.0,1634072000.0,1101729000.0,532343000.0,4111000.0,536454000.0,1970986000.0,67000000.0,66851000.0,67235000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q2,2016-01-01,2016-03-31,2017-05-10 14:38:57+00:00,1.12,1.12,1.11,39651000.0,156469000.0,75415000.0,75415000.0,75415000.0,82230000.0,483677000.0,133000.0,8948000.0,86294000.0,,34803000.0,82230000.0,401447000.0,286514000.0,114933000.0,133000.0,115066000.0,483677000.0,67300000.0,67549000.0,67804000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q2YTD,2015-10-01,2016-03-31,,2.41,2.41,2.39,82019000.0,313925000.0,165131000.0,165131000.0,165131000.0,167913000.0,973163000.0,1268000.0,8948000.0,167439000.0,,69056000.0,167913000.0,805250000.0,559368000.0,245882000.0,1268000.0,247150000.0,973163000.0,67300000.0,67549000.0,67804000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q2TTM,2015-04-01,2016-03-31,,5.08,5.08,5.03,182124000.0,616411000.0,355340000.0,355340000.0,355340000.0,338230000.0,1958050000.0,3853000.0,8948000.0,319441000.0,,141409000.0,338230000.0,1619820000.0,1086209000.0,533611000.0,3853000.0,537464000.0,1958050000.0,67300000.0,67549000.0,67804000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q1,2015-10-01,2015-12-31,2017-02-01 16:25:18+00:00,1.29,1.29,1.28,42368000.0,157456000.0,89716000.0,89716000.0,89716000.0,85683000.0,489486000.0,1135000.0,,81145000.0,,34253000.0,85683000.0,403803000.0,272854000.0,130949000.0,1135000.0,132084000.0,489486000.0,69500000.0,69554000.0,69878000.0
F5 Networks Inc,FFIV,,1048695,2016.0,Q1TTM,2015-01-01,2015-12-31,,5.15,5.15,5.1,192865000.0,611180000.0,365654000.0,365654000.0,365654000.0,338596000.0,1946516000.0,6986000.0,,307668000.0,,137539000.0,338596000.0,1607920000.0,1056387000.0,551533000.0,6986000.0,558519000.0,1946516000.0,69500000.0,69554000.0,69878000.0
F5 Networks Inc,FFIV,,1048695,2017.0,FY,2016-10-01,2017-09-30,2019-11-15 16:46:00+00:00,6.56,6.56,6.5,154756000.0,652239000.0,420761000.0,420761000.0,420761000.0,353485000.0,2090041000.0,11561000.0,391000.0,350365000.0,12718000.0,156887000.0,353485000.0,1736556000.0,1172600000.0,563956000.0,11561000.0,575517000.0,2090041000.0,64100000.0,64173000.0,64775000.0
