company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2008.0,FY,,2008-12-28,2010-03-01 16:50:02+00:00,7503000000.0,9719000000.0,7768000000.0,,-4955000000.0,10768000000.0,,3120000000.0,3430000000.0,417000000.0,1432000000.0,13719000000.0,,13976000000.0,8120000000.0,,5052000000.0,14365000000.0,,5841000000.0,1432000000.0,7791000000.0,,2634000000.0,4206000000.0,3367000000.0,63379000000.0,3732000000.0,2041000000.0,84912000000.0,42511000000.0,34377000000.0,20852000000.0,42511000000.0,42511000000.0,42401000000.0,84912000000.0,36170000000.0,21549000000.0,0.0,-19033000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2009.0,FY,,2010-01-03,2011-02-24 21:48:40+00:00,5541000000.0,9646000000.0,6653000000.0,,-3058000000.0,15810000000.0,,3120000000.0,2793000000.0,442000000.0,2777000000.0,14862000000.0,,16323000000.0,8223000000.0,,5180000000.0,14759000000.0,,5507000000.0,1424000000.0,6769000000.0,,3690000000.0,5947000000.0,2497000000.0,70306000000.0,6318000000.0,3615000000.0,94682000000.0,50588000000.0,39541000000.0,21731000000.0,50588000000.0,50588000000.0,44094000000.0,94682000000.0,40382000000.0,22363000000.0,0.0,-19780000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2009.0,Q3,,2009-09-27,2009-11-04 16:36:51+00:00,6419000000.0,10279000000.0,6985000000.0,14637000000.0,-2661000000.0,11856000000.0,,3120000000.0,2650000000.0,1029000000.0,1471000000.0,15017000000.0,29452000000.0,16636000000.0,8259000000.0,19000000.0,5568000000.0,14815000000.0,,5888000000.0,1505000000.0,7111000000.0,,3581000000.0,5054000000.0,2768000000.0,69471000000.0,3341000000.0,2481000000.0,91558000000.0,50384000000.0,35602000000.0,19245000000.0,50384000000.0,50384000000.0,41174000000.0,91558000000.0,41141000000.0,21929000000.0,,-19546000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2009.0,Q2,,2009-06-28,2009-08-04 17:11:43+00:00,5832000000.0,10133000000.0,6918000000.0,13909000000.0,-4481000000.0,11686000000.0,,3120000000.0,2454000000.0,510000000.0,1191000000.0,14152000000.0,28411000000.0,14720000000.0,8179000000.0,18000000.0,5472000000.0,14502000000.0,,5870000000.0,1481000000.0,7370000000.0,,2682000000.0,4275000000.0,2719000000.0,67408000000.0,5435000000.0,3030000000.0,87438000000.0,46247000000.0,35494000000.0,19886000000.0,46247000000.0,46247000000.0,41191000000.0,87438000000.0,37442000000.0,21305000000.0,,-19800000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2010.0,FY,,2011-01-02,2012-02-23 17:11:21+00:00,5623000000.0,9774000000.0,6612000000.0,,-3531000000.0,19355000000.0,,3120000000.0,2224000000.0,578000000.0,2642000000.0,15294000000.0,,16716000000.0,9156000000.0,,5378000000.0,14553000000.0,,5096000000.0,1447000000.0,6087000000.0,,3942000000.0,6567000000.0,2273000000.0,77773000000.0,7617000000.0,8303000000.0,102908000000.0,56579000000.0,47307000000.0,23072000000.0,56579000000.0,56579000000.0,46329000000.0,102908000000.0,41048000000.0,23257000000.0,0.0,-20783000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2010.0,Q3,,2010-10-03,2010-11-10 14:29:23+00:00,5477000000.0,10290000000.0,6999000000.0,15567000000.0,-2924000000.0,14338000000.0,,3120000000.0,2418000000.0,781000000.0,1314000000.0,15375000000.0,29927000000.0,17068000000.0,9182000000.0,,5409000000.0,14360000000.0,,5175000000.0,1725000000.0,6409000000.0,,3552000000.0,6226000000.0,2474000000.0,77272000000.0,2843000000.0,7788000000.0,98247000000.0,57291000000.0,42717000000.0,17414000000.0,57291000000.0,57291000000.0,40956000000.0,98247000000.0,41170000000.0,23542000000.0,,-20177000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2010.0,Q2,,2010-07-04,2010-08-11 14:22:58+00:00,4871000000.0,9629000000.0,6590000000.0,14618000000.0,-5705000000.0,12713000000.0,,3120000000.0,2250000000.0,791000000.0,1197000000.0,14628000000.0,28499000000.0,16459000000.0,7937000000.0,,5071000000.0,13881000000.0,,5109000000.0,1669000000.0,6320000000.0,,3200000000.0,6359000000.0,3172000000.0,75252000000.0,3715000000.0,6188000000.0,92300000000.0,52851000000.0,39023000000.0,17164000000.0,52851000000.0,52851000000.0,39449000000.0,92300000000.0,39396000000.0,22285000000.0,,-19816000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2010.0,Q1,,2010-04-04,2010-05-10 17:04:51+00:00,5126000000.0,10018000000.0,6902000000.0,14686000000.0,-3837000000.0,13743000000.0,,3120000000.0,2232000000.0,1373000000.0,1054000000.0,14977000000.0,28963000000.0,16799000000.0,8059000000.0,,5308000000.0,14277000000.0,,4905000000.0,1672000000.0,6254000000.0,,3622000000.0,6043000000.0,3293000000.0,73184000000.0,4044000000.0,4267000000.0,93441000000.0,52914000000.0,38861000000.0,18499000000.0,52914000000.0,52914000000.0,40527000000.0,93441000000.0,40303000000.0,22028000000.0,,-19553000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2011.0,FY,,2012-01-01,2013-02-21 18:44:12+00:00,5725000000.0,10581000000.0,7245000000.0,,-5632000000.0,24542000000.0,,3120000000.0,2556000000.0,854000000.0,2329000000.0,16138000000.0,,18138000000.0,12969000000.0,,6285000000.0,14739000000.0,,6540000000.0,1800000000.0,8353000000.0,,3773000000.0,10631000000.0,2633000000.0,81251000000.0,6658000000.0,7719000000.0,113644000000.0,57080000000.0,54316000000.0,22811000000.0,57080000000.0,57080000000.0,56564000000.0,113644000000.0,44589000000.0,33753000000.0,0.0,-21659000000.0
Johnson & Johnson,JNJ,549300G0CFPGEF6X2043,200406,2011.0,Q3,,2011-10-02,2011-11-08 16:03:17+00:00,5730000000.0,10552000000.0,7031000000.0,17101000000.0,-3068000000.0,15617000000.0,,3120000000.0,2480000000.0,1336000000.0,2263000000.0,16049000000.0,31736000000.0,18225000000.0,13031000000.0,,6428000000.0,14635000000.0,,5564000000.0,1889000000.0,6215000000.0,,3905000000.0,7473000000.0,3056000000.0,82634000000.0,5326000000.0,15310000000.0,111821000000.0,61527000000.0,53443000000.0,21686000000.0,61527000000.0,61527000000.0,50294000000.0,111821000000.0,43743000000.0,28608000000.0,,-21159000000.0
