company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2007.0,FY,2007-02-03,2008-02-01,2010-03-31 17:03:22+00:00,,1464000000.0,0.0,-76000000.0,80000000.0,2337000000.0,-307000000.0,-4123000000.0,4347000000.0,-307000000.0,-4123000000.0,4347000000.0,-83000000.0,2809000000.0,2809000000.0,150000000.0,75000000.0,-7000000.0,,-428000000.0,-2508000000.0,-4010000000.0,-96000000.0,-2275000000.0,2345000000.0,57000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2008.0,Q4,2008-11-01,2009-01-30,,,435000000.0,7000000.0,-890000000.0,135000000.0,2000000.0,638000000.0,-486000000.0,-236000000.0,638000000.0,-486000000.0,-236000000.0,-77000000.0,162000000.0,162000000.0,57000000.0,-94000000.0,-3000000.0,,-125000000.0,-82000000.0,-727000000.0,720000000.0,,323000000.0,3000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2008.0,FY,2008-02-02,2009-01-30,2011-03-29 08:26:52+00:00,,1667000000.0,7000000.0,68000000.0,174000000.0,15000000.0,-939000000.0,-3226000000.0,4122000000.0,-939000000.0,-3226000000.0,4122000000.0,-36000000.0,2195000000.0,2195000000.0,192000000.0,1000000.0,-56000000.0,,-491000000.0,-1358000000.0,-3266000000.0,-630000000.0,-8000000.0,1425000000.0,29000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2008.0,Q3YTD,2008-02-02,2008-10-31,2009-12-01 16:40:03+00:00,,1232000000.0,0.0,958000000.0,39000000.0,13000000.0,-1577000000.0,-2740000000.0,4358000000.0,-1577000000.0,-2740000000.0,4358000000.0,41000000.0,2033000000.0,2033000000.0,135000000.0,95000000.0,-53000000.0,,-366000000.0,-1276000000.0,-2539000000.0,-1350000000.0,-8000000.0,1102000000.0,26000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2008.0,Q3,2008-08-02,2008-10-31,,,416000000.0,,-457000000.0,,2000000.0,33000000.0,-678000000.0,490000000.0,33000000.0,-678000000.0,490000000.0,-155000000.0,488000000.0,488000000.0,43000000.0,83000000.0,-16000000.0,,-124000000.0,-115000000.0,-919000000.0,78000000.0,-6000000.0,366000000.0,6000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2008.0,Q2YTD,2008-02-02,2008-08-01,2009-09-01 17:09:07+00:00,,816000000.0,0.0,1415000000.0,39000000.0,11000000.0,-1610000000.0,-2062000000.0,3868000000.0,-1610000000.0,-2062000000.0,3868000000.0,196000000.0,1545000000.0,1545000000.0,92000000.0,12000000.0,-37000000.0,,-242000000.0,-1161000000.0,-1620000000.0,-1428000000.0,-2000000.0,736000000.0,20000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,Q4,2009-10-31,2010-01-29,,,-1303000000.0,-17000000.0,-1268000000.0,-59000000.0,-3000000.0,1362000000.0,2126000000.0,-4367000000.0,1362000000.0,2126000000.0,-4367000000.0,-896000000.0,-1578000000.0,-1578000000.0,-218000000.0,,19000000.0,,391000000.0,1487000000.0,1414000000.0,1029000000.0,4000000.0,-777000000.0,-17000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,Q3YTD,2009-01-31,2009-10-30,2010-12-01 14:02:12+00:00,,1303000000.0,17000000.0,1268000000.0,59000000.0,3000000.0,-1362000000.0,-2126000000.0,4367000000.0,-1362000000.0,-2126000000.0,4367000000.0,896000000.0,1578000000.0,1578000000.0,218000000.0,0.0,-19000000.0,,-391000000.0,-1487000000.0,-1414000000.0,-1029000000.0,-4000000.0,777000000.0,17000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,Q3TTM,2008-11-01,2009-10-30,,,1738000000.0,24000000.0,378000000.0,194000000.0,5000000.0,-724000000.0,-2612000000.0,4131000000.0,-724000000.0,-2612000000.0,4131000000.0,819000000.0,1740000000.0,1740000000.0,275000000.0,-94000000.0,-22000000.0,,-516000000.0,-1569000000.0,-2141000000.0,-309000000.0,-4000000.0,1100000000.0,20000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,Q3,2009-08-01,2009-10-30,,,433000000.0,5000000.0,-220000000.0,22000000.0,3000000.0,-144000000.0,-458000000.0,651000000.0,-144000000.0,-458000000.0,651000000.0,54000000.0,343000000.0,343000000.0,95000000.0,-7000000.0,-19000000.0,,-132000000.0,-379000000.0,-392000000.0,-26000000.0,-4000000.0,328000000.0,4000000.0
