company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2008.0,FY,,2009-01-30,2010-03-31 17:03:22+00:00,4109000000.0,-6000000.0,245000000.0,,1012000000.0,674000000.0,105000000.0,434000000.0,,,5039000000.0,253000000.0,8209000000.0,22722000000.0,,,,599000000.0,215000000.0,1322000000.0,460000000.0,1372000000.0,17049000000.0,1021000000.0,416000000.0,32625000000.0,18055000000.0,9190000000.0,7560000000.0,18055000000.0,18055000000.0,14570000000.0,32625000000.0,713000000.0,7010000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,FY,,2010-01-29,2011-03-29 08:26:52+00:00,4287000000.0,27000000.0,632000000.0,,735000000.0,683000000.0,208000000.0,577000000.0,,,4528000000.0,277000000.0,8249000000.0,22499000000.0,,549000000.0,,598000000.0,218000000.0,1256000000.0,497000000.0,906000000.0,18307000000.0,552000000.0,425000000.0,33005000000.0,19069000000.0,9732000000.0,7355000000.0,19069000000.0,19069000000.0,13936000000.0,33005000000.0,774000000.0,6581000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,Q3,,2009-10-30,2010-12-01 14:02:12+00:00,5046000000.0,46000000.0,1141000000.0,,1137000000.0,719000000.0,144000000.0,558000000.0,,,4524000000.0,864000000.0,8424000000.0,22557000000.0,,,,495000000.0,213000000.0,1613000000.0,496000000.0,1421000000.0,18236000000.0,553000000.0,509000000.0,34348000000.0,19419000000.0,10431000000.0,8489000000.0,19419000000.0,19419000000.0,14929000000.0,34348000000.0,1360000000.0,6440000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2009.0,Q2,,2009-07-31,2010-08-31 16:33:17+00:00,4970000000.0,46000000.0,1087000000.0,,1105000000.0,716000000.0,117000000.0,540000000.0,,,4515000000.0,900000000.0,8189000000.0,22727000000.0,,,,504000000.0,216000000.0,1672000000.0,462000000.0,1468000000.0,18025000000.0,561000000.0,424000000.0,34122000000.0,19176000000.0,10033000000.0,8459000000.0,19176000000.0,19176000000.0,14946000000.0,34122000000.0,1362000000.0,6487000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q3,,2010-10-29,2011-12-01 17:05:18+00:00,4959000000.0,45000000.0,1078000000.0,,703000000.0,802000000.0,202000000.0,678000000.0,,,5539000000.0,865000000.0,8543000000.0,22180000000.0,,621000000.0,,456000000.0,219000000.0,1533000000.0,595000000.0,825000000.0,18144000000.0,36000000.0,659000000.0,34341000000.0,18892000000.0,10701000000.0,8008000000.0,18892000000.0,18892000000.0,15449000000.0,34341000000.0,1460000000.0,7441000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q2,,2010-07-30,2011-08-30 16:09:15+00:00,4888000000.0,39000000.0,1191000000.0,,720000000.0,770000000.0,205000000.0,537000000.0,,,5533000000.0,730000000.0,8653000000.0,22274000000.0,,605000000.0,,459000000.0,256000000.0,1761000000.0,508000000.0,830000000.0,18454000000.0,37000000.0,816000000.0,34633000000.0,19213000000.0,11121000000.0,7993000000.0,19213000000.0,19213000000.0,15420000000.0,34633000000.0,1238000000.0,7427000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q1,,2010-04-30,2011-05-31 17:19:35+00:00,7062000000.0,45000000.0,2677000000.0,,728000000.0,901000000.0,202000000.0,594000000.0,,,5531000000.0,832000000.0,9899000000.0,22379000000.0,,576000000.0,,521000000.0,242000000.0,1788000000.0,508000000.0,886000000.0,18246000000.0,536000000.0,675000000.0,37414000000.0,19019000000.0,13695000000.0,10881000000.0,19019000000.0,19019000000.0,18395000000.0,37414000000.0,1340000000.0,7514000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,FY,,2012-02-03,2013-04-01 18:19:20+00:00,4352000000.0,46000000.0,1014000000.0,0.0,635000000.0,801000000.0,183000000.0,613000000.0,,,7035000000.0,504000000.0,8355000000.0,21970000000.0,,704000000.0,,531000000.0,234000000.0,1533000000.0,1013000000.0,865000000.0,15852000000.0,592000000.0,286000000.0,33559000000.0,16533000000.0,10072000000.0,7891000000.0,16533000000.0,16533000000.0,17026000000.0,33559000000.0,1517000000.0,9135000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q3,,2011-10-28,2012-12-04 16:23:50+00:00,5242000000.0,46000000.0,675000000.0,,654000000.0,789000000.0,237000000.0,622000000.0,,,6025000000.0,705000000.0,8990000000.0,21888000000.0,,687000000.0,,322000000.0,227000000.0,1913000000.0,850000000.0,867000000.0,16109000000.0,590000000.0,294000000.0,33866000000.0,16809000000.0,10423000000.0,9156000000.0,16809000000.0,16809000000.0,17057000000.0,33866000000.0,1555000000.0,7901000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q2,,2011-07-29,2012-09-04 15:22:13+00:00,5378000000.0,82000000.0,568000000.0,,637000000.0,831000000.0,222000000.0,495000000.0,,,6581000000.0,857000000.0,8825000000.0,22195000000.0,,673000000.0,,479000000.0,213000000.0,1934000000.0,825000000.0,856000000.0,16060000000.0,39000000.0,340000000.0,34045000000.0,16779000000.0,10168000000.0,8677000000.0,16779000000.0,16779000000.0,17266000000.0,34045000000.0,1682000000.0,8589000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q1,,2011-04-29,2012-06-05 19:09:23+00:00,6694000000.0,85000000.0,1496000000.0,,659000000.0,970000000.0,232000000.0,557000000.0,,,6538000000.0,1209000000.0,9661000000.0,22060000000.0,,650000000.0,,498000000.0,239000000.0,1662000000.0,642000000.0,818000000.0,16715000000.0,38000000.0,345000000.0,35884000000.0,17459000000.0,11973000000.0,9921000000.0,17459000000.0,17459000000.0,18425000000.0,35884000000.0,1851000000.0,8504000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,FY,,2013-02-01,2014-03-31 17:21:20+00:00,4657000000.0,52000000.0,541000000.0,0.0,581000000.0,824000000.0,217000000.0,670000000.0,,,9030000000.0,271000000.0,8600000000.0,21477000000.0,,715000000.0,,455000000.0,301000000.0,1510000000.0,1134000000.0,901000000.0,13224000000.0,47000000.0,125000000.0,32666000000.0,13857000000.0,9784000000.0,7708000000.0,13857000000.0,13857000000.0,18809000000.0,32666000000.0,1405000000.0,11101000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q3,,2012-11-02,2013-12-03 16:56:36+00:00,5416000000.0,53000000.0,1091000000.0,,570000000.0,788000000.0,235000000.0,581000000.0,,,9004000000.0,350000000.0,8995000000.0,21591000000.0,,720000000.0,,486000000.0,300000000.0,1784000000.0,1182000000.0,904000000.0,13602000000.0,45000000.0,209000000.0,33953000000.0,14225000000.0,10830000000.0,8614000000.0,14225000000.0,14225000000.0,19728000000.0,33953000000.0,1532000000.0,11114000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q2,,2012-08-03,2013-09-03 16:28:41+00:00,5084000000.0,47000000.0,1710000000.0,,578000000.0,847000000.0,279000000.0,561000000.0,,,9008000000.0,485000000.0,8699000000.0,21734000000.0,,726000000.0,,580000000.0,325000000.0,1936000000.0,1214000000.0,872000000.0,14199000000.0,594000000.0,586000000.0,35032000000.0,14824000000.0,11599000000.0,9022000000.0,14824000000.0,14824000000.0,20208000000.0,35032000000.0,1699000000.0,11186000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q1,,2012-05-04,2013-06-04 16:50:53+00:00,6977000000.0,52000000.0,3072000000.0,,594000000.0,881000000.0,279000000.0,492000000.0,,,9018000000.0,710000000.0,9786000000.0,21821000000.0,,716000000.0,,412000000.0,330000000.0,2053000000.0,1049000000.0,863000000.0,14557000000.0,593000000.0,161000000.0,37208000000.0,15203000000.0,13628000000.0,10996000000.0,15203000000.0,15203000000.0,22005000000.0,37208000000.0,1759000000.0,11009000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,FY,,2014-01-31,2015-03-31 15:10:12+00:00,5008000000.0,-17000000.0,391000000.0,0.0,515000000.0,892000000.0,252000000.0,785000000.0,,,10086000000.0,279000000.0,9127000000.0,20834000000.0,,730000000.0,,291000000.0,341000000.0,1756000000.0,1323000000.0,896000000.0,11355000000.0,435000000.0,185000000.0,32732000000.0,11853000000.0,10296000000.0,8876000000.0,11853000000.0,11853000000.0,20879000000.0,32732000000.0,1602000000.0,12003000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q3,,2013-11-01,2014-12-02 16:53:05+00:00,5776000000.0,23000000.0,1101000000.0,,525000000.0,944000000.0,220000000.0,705000000.0,,,10090000000.0,439000000.0,9593000000.0,20973000000.0,,730000000.0,,322000000.0,336000000.0,1927000000.0,1300000000.0,881000000.0,12103000000.0,51000000.0,115000000.0,34077000000.0,12651000000.0,11365000000.0,9403000000.0,12651000000.0,12651000000.0,21426000000.0,34077000000.0,1739000000.0,12023000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q2,,2013-08-02,2014-09-02 16:52:04+00:00,5664000000.0,26000000.0,1085000000.0,,532000000.0,985000000.0,224000000.0,651000000.0,,,9015000000.0,306000000.0,9106000000.0,20969000000.0,,733000000.0,,390000000.0,309000000.0,1993000000.0,1220000000.0,868000000.0,12504000000.0,47000000.0,189000000.0,33408000000.0,13062000000.0,10913000000.0,9340000000.0,13062000000.0,13062000000.0,20346000000.0,33408000000.0,1526000000.0,11006000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q1,,2013-05-03,2014-06-03 17:16:40+00:00,7041000000.0,52000000.0,1081000000.0,,582000000.0,1008000000.0,228000000.0,467000000.0,,,9026000000.0,272000000.0,10274000000.0,21257000000.0,,717000000.0,,440000000.0,313000000.0,1876000000.0,1188000000.0,857000000.0,12618000000.0,47000000.0,118000000.0,34731000000.0,13252000000.0,12014000000.0,10439000000.0,13252000000.0,13252000000.0,21479000000.0,34731000000.0,1460000000.0,11040000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,FY,,2015-01-30,2016-03-28 19:07:36+00:00,5124000000.0,-103000000.0,466000000.0,0.0,480000000.0,979000000.0,,773000000.0,,,10806000000.0,354000000.0,8911000000.0,20034000000.0,,730000000.0,133000000.0,,349000000.0,1920000000.0,1349000000.0,869000000.0,9591000000.0,552000000.0,125000000.0,31721000000.0,9968000000.0,9851000000.0,9348000000.0,9968000000.0,9968000000.0,21753000000.0,31721000000.0,1836000000.0,12405000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q3,,2014-10-31,2015-12-02 16:08:50+00:00,6459000000.0,-28000000.0,1562000000.0,,487000000.0,1029000000.0,261000000.0,676000000.0,,,10806000000.0,395000000.0,9762000000.0,20180000000.0,,736000000.0,,92000000.0,334000000.0,2089000000.0,1327000000.0,864000000.0,10271000000.0,551000000.0,211000000.0,34032000000.0,10730000000.0,12130000000.0,10804000000.0,10730000000.0,10730000000.0,23302000000.0,34032000000.0,1722000000.0,12498000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q2,,2014-08-01,2015-09-01 16:55:26+00:00,6191000000.0,-5000000.0,1039000000.0,,496000000.0,1039000000.0,276000000.0,635000000.0,,,10063000000.0,382000000.0,9315000000.0,20368000000.0,,743000000.0,,187000000.0,355000000.0,2094000000.0,1312000000.0,891000000.0,10749000000.0,54000000.0,90000000.0,33137000000.0,11240000000.0,11075000000.0,10013000000.0,11240000000.0,11240000000.0,21897000000.0,33137000000.0,1694000000.0,11884000000.0,0.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q1,,2014-05-02,2015-06-02 16:29:19+00:00,7051000000.0,-9000000.0,658000000.0,,506000000.0,1055000000.0,283000000.0,501000000.0,,,10080000000.0,360000000.0,10515000000.0,20617000000.0,,730000000.0,,261000000.0,386000000.0,2160000000.0,1300000000.0,862000000.0,10985000000.0,47000000.0,110000000.0,34229000000.0,11482000000.0,11952000000.0,10814000000.0,11482000000.0,11482000000.0,22747000000.0,34229000000.0,1660000000.0,11933000000.0,0.0
