company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,FY,2010-01-30,2011-01-28,2013-04-01 18:19:20+00:00,1.42,1.42,0.42,1586000000.0,1.42,1218000000.0,2010000000.0,2010000000.0,2010000000.0,31663000000.0,48815000000.0,,12006000000.0,31663000000.0,17152000000.0,332000000.0,13592000000.0,3560000000.0,-332000000.0,3228000000.0,48815000000.0,1401000000.0,1401000000.0,1401000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q3,2010-07-31,2010-10-29,2011-12-01 17:05:18+00:00,0.29,0.29,0.11,399000000.0,0.29,247000000.0,404000000.0,404000000.0,404000000.0,7526000000.0,11587000000.0,,2931000000.0,7526000000.0,4061000000.0,80000000.0,3330000000.0,731000000.0,-80000000.0,651000000.0,11587000000.0,1393100000.0,1390000000.0,1392000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q3YTD,2010-01-30,2010-10-29,,1.21,1.21,0.31,1194000000.0,1.21,1047000000.0,1725000000.0,1725000000.0,1725000000.0,24911000000.0,38336000000.0,,9213000000.0,24911000000.0,13425000000.0,246000000.0,10407000000.0,3018000000.0,-246000000.0,2772000000.0,38336000000.0,1393100000.0,1390000000.0,1392000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q3TTM,2009-10-31,2010-10-29,,-0.4,-0.4,-0.09,-414000000.0,-0.4,-344000000.0,-614000000.0,-614000000.0,-614000000.0,-8476000000.0,-12831000000.0,,-2912000000.0,-8476000000.0,-4355000000.0,-71000000.0,-3326000000.0,-1029000000.0,71000000.0,-958000000.0,-12831000000.0,,,
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q2,2010-05-01,2010-07-30,2011-08-30 16:09:15+00:00,0.58,0.58,0.11,398000000.0,0.58,503000000.0,832000000.0,832000000.0,832000000.0,9355000000.0,14361000000.0,,3189000000.0,9355000000.0,5006000000.0,84000000.0,3587000000.0,1419000000.0,-84000000.0,1335000000.0,14361000000.0,1434500000.0,1417000000.0,1419000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q2YTD,2010-01-30,2010-07-30,,0.92,0.92,0.2,795000000.0,0.92,800000000.0,1321000000.0,1321000000.0,1321000000.0,17385000000.0,26749000000.0,,6282000000.0,17385000000.0,9364000000.0,166000000.0,7077000000.0,2287000000.0,-166000000.0,2121000000.0,26749000000.0,1434500000.0,1417000000.0,1419000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q2TTM,2009-08-01,2010-07-30,,-0.17,-0.17,,-11000000.0,-0.17,-160000000.0,-270000000.0,-270000000.0,-270000000.0,-991000000.0,-1456000000.0,,-30000000.0,-991000000.0,-465000000.0,6000000.0,-41000000.0,-424000000.0,-6000000.0,-430000000.0,-1456000000.0,,,
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q1,2010-01-30,2010-04-30,2011-05-31 17:19:35+00:00,0.34,0.34,0.09,397000000.0,0.34,297000000.0,489000000.0,489000000.0,489000000.0,8030000000.0,12388000000.0,,3093000000.0,8030000000.0,4358000000.0,82000000.0,3490000000.0,868000000.0,-82000000.0,786000000.0,12388000000.0,1438200000.0,1438000000.0,1441000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2010.0,Q1TTM,2009-05-02,2010-04-30,,0.34,0.34,0.09,397000000.0,0.34,297000000.0,489000000.0,489000000.0,489000000.0,8030000000.0,12388000000.0,,3093000000.0,8030000000.0,4358000000.0,82000000.0,3490000000.0,868000000.0,-82000000.0,786000000.0,12388000000.0,1438200000.0,1438000000.0,1441000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q4,2011-10-29,2012-02-03,,0.25,0.25,0.14,383000000.0,0.27,162000000.0,323000000.0,323000000.0,323000000.0,7650000000.0,11628000000.0,,3008000000.0,7650000000.0,3978000000.0,102000000.0,3391000000.0,587000000.0,-102000000.0,485000000.0,11628000000.0,1271000000.0,1271000000.0,1271000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,FY,2011-01-29,2012-02-03,2014-03-31 17:21:20+00:00,1.43,1.43,0.53,1480000000.0,1.43,1067000000.0,1839000000.0,1839000000.0,1839000000.0,32858000000.0,50208000000.0,,12593000000.0,32858000000.0,17350000000.0,371000000.0,14073000000.0,3277000000.0,-371000000.0,2906000000.0,50208000000.0,1271000000.0,1271000000.0,1271000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q3,2011-07-30,2011-10-28,2012-12-04 16:23:50+00:00,0.18,0.18,0.14,361000000.0,0.18,127000000.0,225000000.0,225000000.0,225000000.0,7815000000.0,11852000000.0,,3233000000.0,7815000000.0,4037000000.0,91000000.0,3594000000.0,443000000.0,-91000000.0,352000000.0,11852000000.0,1250000000.0,1250000000.0,1252000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q3YTD,2011-01-29,2011-10-28,,1.18,1.18,0.39,1097000000.0,1.16,905000000.0,1516000000.0,1516000000.0,1516000000.0,25208000000.0,38580000000.0,,9585000000.0,25208000000.0,13372000000.0,269000000.0,10682000000.0,2690000000.0,-269000000.0,2421000000.0,38580000000.0,1250000000.0,1250000000.0,1252000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q3TTM,2010-10-30,2011-10-28,,1.39,1.39,0.5,1489000000.0,1.37,1076000000.0,1801000000.0,1801000000.0,1801000000.0,31960000000.0,49059000000.0,,12378000000.0,31960000000.0,17099000000.0,355000000.0,13867000000.0,3232000000.0,-355000000.0,2877000000.0,49059000000.0,1250000000.0,1250000000.0,1252000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q2,2011-04-30,2011-07-29,2012-09-04 15:22:13+00:00,0.65,0.65,0.14,365000000.0,0.64,499000000.0,830000000.0,830000000.0,830000000.0,9527000000.0,14543000000.0,,3232000000.0,9527000000.0,5016000000.0,90000000.0,3597000000.0,1419000000.0,-90000000.0,1329000000.0,14543000000.0,1276900000.0,1275000000.0,1278000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q2YTD,2011-01-29,2011-07-29,,1.0,1.0,0.25,736000000.0,0.98,778000000.0,1291000000.0,1291000000.0,1291000000.0,17393000000.0,26728000000.0,,6352000000.0,17393000000.0,9335000000.0,178000000.0,7088000000.0,2247000000.0,-178000000.0,2069000000.0,26728000000.0,1276900000.0,1275000000.0,1278000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q2TTM,2010-07-31,2011-07-29,,1.5,1.5,0.47,1527000000.0,1.48,1196000000.0,1980000000.0,1980000000.0,1980000000.0,31671000000.0,48794000000.0,,12076000000.0,31671000000.0,17123000000.0,344000000.0,13603000000.0,3520000000.0,-344000000.0,3176000000.0,48794000000.0,1276900000.0,1275000000.0,1278000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q1,2011-01-29,2011-04-29,2012-06-05 19:09:23+00:00,0.35,0.35,0.11,371000000.0,0.34,279000000.0,461000000.0,461000000.0,461000000.0,7866000000.0,12185000000.0,,3120000000.0,7866000000.0,4319000000.0,88000000.0,3491000000.0,828000000.0,-88000000.0,740000000.0,12185000000.0,1317100000.0,1324000000.0,1328000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2011.0,Q1TTM,2010-05-01,2011-04-29,,1.43,1.43,0.44,1560000000.0,1.42,1200000000.0,1982000000.0,1982000000.0,1982000000.0,31499000000.0,48612000000.0,,12033000000.0,31499000000.0,17113000000.0,338000000.0,13593000000.0,3520000000.0,-338000000.0,3182000000.0,48612000000.0,1317100000.0,1324000000.0,1328000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,FY,2012-02-04,2013-02-01,2015-03-31 15:10:12+00:00,1.69,1.69,0.62,1523000000.0,1.69,1178000000.0,1959000000.0,1959000000.0,1959000000.0,33194000000.0,50521000000.0,,12244000000.0,33194000000.0,17327000000.0,423000000.0,13767000000.0,3560000000.0,-423000000.0,3137000000.0,50521000000.0,1150000000.0,1150000000.0,1150000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q4,2012-11-03,2013-02-01,,0.27,0.27,0.16,413000000.0,0.27,166000000.0,289000000.0,289000000.0,289000000.0,7260000000.0,11046000000.0,,2808000000.0,7260000000.0,3786000000.0,110000000.0,3221000000.0,565000000.0,-110000000.0,455000000.0,11046000000.0,1150000000.0,1150000000.0,1150000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q3,2012-08-04,2012-11-02,2013-12-03 16:56:36+00:00,0.35,0.35,0.16,371000000.0,0.35,239000000.0,396000000.0,396000000.0,396000000.0,7930000000.0,12073000000.0,,3023000000.0,7930000000.0,4143000000.0,114000000.0,3394000000.0,749000000.0,-114000000.0,635000000.0,12073000000.0,1131400000.0,1126000000.0,1128000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q3YTD,2012-02-04,2012-11-02,,1.42,1.42,0.46,1110000000.0,1.42,1012000000.0,1670000000.0,1670000000.0,1670000000.0,25934000000.0,39475000000.0,,9436000000.0,25934000000.0,13541000000.0,313000000.0,10546000000.0,2995000000.0,-313000000.0,2682000000.0,39475000000.0,1131400000.0,1126000000.0,1128000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q3TTM,2011-10-29,2012-11-02,,1.67,1.67,0.6,1493000000.0,1.69,1174000000.0,1993000000.0,1993000000.0,1993000000.0,33584000000.0,51103000000.0,,12444000000.0,33584000000.0,17519000000.0,415000000.0,13937000000.0,3582000000.0,-415000000.0,3167000000.0,51103000000.0,1131400000.0,1126000000.0,1128000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q2,2012-05-05,2012-08-03,2013-09-03 16:28:41+00:00,0.64,0.64,0.16,369000000.0,0.64,450000000.0,747000000.0,747000000.0,747000000.0,9415000000.0,14249000000.0,,3172000000.0,9415000000.0,4834000000.0,96000000.0,3541000000.0,1293000000.0,-96000000.0,1197000000.0,14249000000.0,1167200000.0,1157000000.0,1159000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q2YTD,2012-02-04,2012-08-03,,1.07,1.07,0.3,739000000.0,1.07,773000000.0,1274000000.0,1274000000.0,1274000000.0,18004000000.0,27402000000.0,,6413000000.0,18004000000.0,9398000000.0,199000000.0,7152000000.0,2246000000.0,-199000000.0,2047000000.0,27402000000.0,1167200000.0,1157000000.0,1159000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q2TTM,2011-07-30,2012-08-03,,1.5,1.5,0.58,1483000000.0,1.52,1062000000.0,1822000000.0,1822000000.0,1822000000.0,33469000000.0,50882000000.0,,12654000000.0,33469000000.0,17413000000.0,392000000.0,14137000000.0,3276000000.0,-392000000.0,2884000000.0,50882000000.0,1167200000.0,1157000000.0,1159000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q1,2012-02-04,2012-05-04,2013-06-04 16:50:53+00:00,0.43,0.43,0.14,370000000.0,0.43,323000000.0,527000000.0,527000000.0,527000000.0,8589000000.0,13153000000.0,,3241000000.0,8589000000.0,4564000000.0,103000000.0,3611000000.0,953000000.0,-103000000.0,850000000.0,13153000000.0,1225600000.0,1206000000.0,1208000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2012.0,Q1TTM,2011-04-30,2012-05-04,,1.51,1.51,0.56,1479000000.0,1.52,1111000000.0,1905000000.0,1905000000.0,1905000000.0,33581000000.0,51176000000.0,,12714000000.0,33581000000.0,17595000000.0,386000000.0,14193000000.0,3402000000.0,-386000000.0,3016000000.0,51176000000.0,1225600000.0,1206000000.0,1208000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,FY,2013-02-02,2014-01-31,2016-03-28 19:07:36+00:00,2.14,2.14,0.7,1462000000.0,2.14,1387000000.0,2286000000.0,2286000000.0,2286000000.0,34941000000.0,53417000000.0,,12865000000.0,34941000000.0,18476000000.0,476000000.0,14327000000.0,4149000000.0,-476000000.0,3673000000.0,53417000000.0,1059000000.0,1059000000.0,1059000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q4,2013-11-02,2014-01-31,,0.3,0.3,0.18,370000000.0,0.3,194000000.0,306000000.0,306000000.0,306000000.0,7618000000.0,11661000000.0,,3045000000.0,7618000000.0,4043000000.0,128000000.0,3415000000.0,628000000.0,-128000000.0,500000000.0,11661000000.0,1059000000.0,1059000000.0,1059000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q3YTD,2013-02-02,2013-11-01,,1.84,1.84,0.52,1092000000.0,1.84,1193000000.0,1980000000.0,1980000000.0,1980000000.0,27323000000.0,41756000000.0,,9820000000.0,27323000000.0,14433000000.0,348000000.0,10912000000.0,3521000000.0,-348000000.0,3173000000.0,41756000000.0,1061700000.0,1047000000.0,1049000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q3TTM,2012-11-03,2013-11-01,,2.11,2.11,0.68,1505000000.0,2.11,1359000000.0,2269000000.0,2269000000.0,2269000000.0,34583000000.0,52802000000.0,,12628000000.0,34583000000.0,18219000000.0,458000000.0,14133000000.0,4086000000.0,-458000000.0,3628000000.0,52802000000.0,1061700000.0,1047000000.0,1049000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q3,2013-08-03,2013-11-01,2014-12-02 16:53:05+00:00,0.47,0.47,0.18,373000000.0,0.47,300000000.0,499000000.0,499000000.0,499000000.0,8476000000.0,12957000000.0,,3184000000.0,8476000000.0,4481000000.0,125000000.0,3557000000.0,924000000.0,-125000000.0,799000000.0,12957000000.0,1061700000.0,1047000000.0,1049000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q2YTD,2013-02-02,2013-08-02,,1.37,1.37,0.34,719000000.0,1.37,893000000.0,1481000000.0,1481000000.0,1481000000.0,18847000000.0,28799000000.0,,6636000000.0,18847000000.0,9952000000.0,223000000.0,7355000000.0,2597000000.0,-223000000.0,2374000000.0,28799000000.0,1069300000.0,1067000000.0,1068000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q2TTM,2012-08-04,2013-08-02,,1.99,1.99,0.66,1503000000.0,1.99,1298000000.0,2166000000.0,2166000000.0,2166000000.0,34037000000.0,51918000000.0,,12467000000.0,34037000000.0,17881000000.0,447000000.0,13970000000.0,3911000000.0,-447000000.0,3464000000.0,51918000000.0,1069300000.0,1067000000.0,1068000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q2,2013-05-04,2013-08-02,2014-09-02 16:52:04+00:00,0.88,0.88,0.18,367000000.0,0.88,565000000.0,941000000.0,941000000.0,941000000.0,10314000000.0,15711000000.0,,3414000000.0,10314000000.0,5397000000.0,110000000.0,3781000000.0,1616000000.0,-110000000.0,1506000000.0,15711000000.0,1069300000.0,1067000000.0,1068000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q1TTM,2012-05-05,2013-05-03,,1.75,1.75,0.64,1505000000.0,1.75,1183000000.0,1972000000.0,1972000000.0,1972000000.0,33138000000.0,50456000000.0,,12225000000.0,33138000000.0,17318000000.0,433000000.0,13730000000.0,3588000000.0,-433000000.0,3155000000.0,50456000000.0,1102000000.0,1088000000.0,1090000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2013.0,Q1,2013-02-02,2013-05-03,2014-06-03 17:16:40+00:00,0.49,0.49,0.16,352000000.0,0.49,328000000.0,540000000.0,540000000.0,540000000.0,8533000000.0,13088000000.0,,3222000000.0,8533000000.0,4555000000.0,113000000.0,3574000000.0,981000000.0,-113000000.0,868000000.0,13088000000.0,1102000000.0,1088000000.0,1090000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,FY,2014-02-01,2015-01-30,2017-04-04 09:27:27+00:00,2.71,2.71,0.87,1494000000.0,2.71,1578000000.0,2698000000.0,2698000000.0,2698000000.0,36665000000.0,56223000000.0,,13272000000.0,36665000000.0,19558000000.0,516000000.0,14766000000.0,4792000000.0,-516000000.0,4276000000.0,56223000000.0,988000000.0,988000000.0,988000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q4,2014-11-01,2015-01-30,,0.47,0.47,0.23,371000000.0,0.47,237000000.0,450000000.0,450000000.0,450000000.0,8193000000.0,12540000000.0,,3157000000.0,8193000000.0,4347000000.0,132000000.0,3528000000.0,819000000.0,-132000000.0,687000000.0,12540000000.0,988000000.0,988000000.0,988000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q3,2014-08-02,2014-10-31,2015-12-02 16:08:50+00:00,0.59,0.59,0.23,375000000.0,0.59,369000000.0,585000000.0,585000000.0,585000000.0,8963000000.0,13681000000.0,,3255000000.0,8963000000.0,4718000000.0,134000000.0,3630000000.0,1088000000.0,-134000000.0,954000000.0,13681000000.0,991500000.0,978000000.0,980000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q3YTD,2014-02-01,2014-10-31,,2.24,2.24,0.64,1123000000.0,2.24,1341000000.0,2248000000.0,2248000000.0,2248000000.0,28472000000.0,43683000000.0,,10115000000.0,28472000000.0,15211000000.0,384000000.0,11238000000.0,3973000000.0,-384000000.0,3589000000.0,43683000000.0,991500000.0,978000000.0,980000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q3TTM,2013-11-02,2014-10-31,,2.54,2.54,0.82,1493000000.0,2.54,1535000000.0,2554000000.0,2554000000.0,2554000000.0,36090000000.0,55344000000.0,,13160000000.0,36090000000.0,19254000000.0,512000000.0,14653000000.0,4601000000.0,-512000000.0,4089000000.0,55344000000.0,991500000.0,978000000.0,980000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q2,2014-05-03,2014-08-01,2015-09-01 16:55:26+00:00,1.04,1.04,0.23,375000000.0,1.04,654000000.0,1039000000.0,1039000000.0,1039000000.0,10864000000.0,16599000000.0,,3541000000.0,10864000000.0,5735000000.0,126000000.0,3916000000.0,1819000000.0,-126000000.0,1693000000.0,16599000000.0,999000000.0,995000000.0,996000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q2YTD,2014-02-01,2014-08-01,,1.65,1.65,0.41,748000000.0,1.65,972000000.0,1663000000.0,1663000000.0,1663000000.0,19509000000.0,30002000000.0,,6860000000.0,19509000000.0,10493000000.0,250000000.0,7608000000.0,2885000000.0,-250000000.0,2635000000.0,30002000000.0,999000000.0,995000000.0,996000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q2TTM,2013-08-03,2014-08-01,,2.42,2.42,0.77,1491000000.0,2.42,1466000000.0,2468000000.0,2468000000.0,2468000000.0,35603000000.0,54620000000.0,,13089000000.0,35603000000.0,19017000000.0,503000000.0,14580000000.0,4437000000.0,-503000000.0,3934000000.0,54620000000.0,999000000.0,995000000.0,996000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q1,2014-02-01,2014-05-02,2015-06-02 16:29:19+00:00,0.61,0.61,0.18,373000000.0,0.61,318000000.0,624000000.0,624000000.0,624000000.0,8645000000.0,13403000000.0,,3319000000.0,8645000000.0,4758000000.0,124000000.0,3692000000.0,1066000000.0,-124000000.0,942000000.0,13403000000.0,1023000000.0,1015000000.0,1017000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2014.0,Q1TTM,2013-05-04,2014-05-02,,2.26,2.26,0.72,1483000000.0,2.26,1377000000.0,2370000000.0,2370000000.0,2370000000.0,35053000000.0,53732000000.0,,12962000000.0,35053000000.0,18679000000.0,487000000.0,14445000000.0,4234000000.0,-487000000.0,3747000000.0,53732000000.0,1023000000.0,1015000000.0,1017000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2015.0,FY,2015-01-31,2016-01-29,2018-04-02 16:36:28+00:00,2.73,2.73,1.07,1494000000.0,2.73,1873000000.0,2546000000.0,2546000000.0,2546000000.0,38504000000.0,59074000000.0,,14105000000.0,38504000000.0,20570000000.0,552000000.0,15599000000.0,4971000000.0,-552000000.0,4419000000.0,59074000000.0,927000000.0,927000000.0,927000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2015.0,Q4,2015-10-31,2016-01-29,,0.03,0.03,0.28,379000000.0,0.03,284000000.0,11000000.0,11000000.0,11000000.0,8650000000.0,13237000000.0,,3769000000.0,8650000000.0,4587000000.0,144000000.0,4148000000.0,439000000.0,-144000000.0,295000000.0,13237000000.0,927000000.0,927000000.0,927000000.0
Lowe's Companies Inc,LOW,WAFCR4OKGSC504WU3E95,60667,2015.0,Q3,2015-08-01,2015-10-30,2016-11-29 16:08:11+00:00,0.8,0.8,0.28,375000000.0,0.8,451000000.0,736000000.0,736000000.0,736000000.0,9370000000.0,14360000000.0,,3287000000.0,9370000000.0,4990000000.0,141000000.0,3662000000.0,1328000000.0,-141000000.0,1187000000.0,14360000000.0,920000000.0,918000000.0,921000000.0
