company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
AutoNation Inc,AN,,350698,2009.0,FY,,2009-12-31,2011-02-14 20:18:08+00:00,151700000.0,406400000.0,,,173500000.0,,482100000.0,1122800000.0,,174800000.0,1105000000.0,1392800000.0,1713600000.0,24600000.0,295700000.0,1704100000.0,127700000.0,111100000.0,2221000000.0,7600000.0,5407300000.0,2303200000.0,2268400000.0,1863400000.0,2303200000.0,2303200000.0,3104100000.0,5407300000.0,1425300000.0,1240700000.0,0.0,-399900000.0
AutoNation Inc,AN,,350698,2010.0,FY,,2010-12-31,2012-02-13 17:28:34+00:00,164000000.0,462000000.0,,,95100000.0,0.0,3600000.0,1142400000.0,,202000000.0,1340600000.0,1867000000.0,1838000000.0,25900000.0,204700000.0,2227300000.0,163000000.0,129400000.0,2365200000.0,8100000.0,5974200000.0,2078900000.0,2628800000.0,2399400000.0,2078900000.0,2078900000.0,3895300000.0,5974200000.0,1507400000.0,1495900000.0,0.0,-289900000.0
AutoNation Inc,AN,,350698,2010.0,Q3,,2010-09-30,2010-10-28 17:09:46+00:00,184200000.0,392100000.0,,,84500000.0,,485500000.0,1140400000.0,,202200000.0,1372600000.0,1739800000.0,1780700000.0,41100000.0,232100000.0,2001200000.0,158900000.0,118400000.0,2380300000.0,8000000.0,5730700000.0,2005200000.0,2448500000.0,2193400000.0,2005200000.0,2005200000.0,3725500000.0,5730700000.0,1501500000.0,1532100000.0,0.0,-860600000.0
AutoNation Inc,AN,,350698,2010.0,Q2,,2010-06-30,2010-08-09 17:08:45+00:00,178400000.0,393900000.0,-100000.0,,101600000.0,,482700000.0,1126800000.0,,184000000.0,1359400000.0,1580900000.0,1741900000.0,35900000.0,237600000.0,1847900000.0,151400000.0,118000000.0,2323400000.0,7900000.0,5518100000.0,1970600000.0,2314000000.0,2034200000.0,1970600000.0,1970600000.0,3547500000.0,5518100000.0,1462200000.0,1513300000.0,0.0,-835400000.0
AutoNation Inc,AN,,350698,2011.0,FY,,2011-12-31,2013-02-15 06:05:22+00:00,202400000.0,587400000.0,,,86600000.0,0.0,21200000.0,1172200000.0,,217800000.0,1634400000.0,1809200000.0,1950700000.0,62300000.0,193000000.0,2247600000.0,181900000.0,144900000.0,2646600000.0,12600000.0,6198800000.0,1894600000.0,2676200000.0,2462600000.0,1894600000.0,1894600000.0,4304200000.0,6198800000.0,1571900000.0,1841600000.0,0.0,-773200000.0
AutoNation Inc,AN,,350698,2011.0,Q3,,2011-09-30,2011-10-21 17:24:51+00:00,169000000.0,402100000.0,,,67300000.0,0.0,19600000.0,1172200000.0,,218000000.0,1394200000.0,1601700000.0,1919200000.0,43600000.0,224900000.0,1897600000.0,161400000.0,144300000.0,2577200000.0,93200000.0,5766800000.0,2024900000.0,2296000000.0,2159800000.0,2024900000.0,2024900000.0,3741900000.0,5766800000.0,1551600000.0,1582100000.0,0.0,-571900000.0
AutoNation Inc,AN,,350698,2011.0,Q2,,2011-06-30,2011-08-22 17:07:00+00:00,197700000.0,404600000.0,,,81800000.0,0.0,20300000.0,1172200000.0,,217800000.0,1433100000.0,1780000000.0,1884300000.0,32200000.0,222700000.0,2001900000.0,172500000.0,143000000.0,2506500000.0,11900000.0,5935900000.0,2116100000.0,2489100000.0,2211500000.0,2116100000.0,2116100000.0,3819800000.0,5935900000.0,1562500000.0,1608300000.0,0.0,-410700000.0
AutoNation Inc,AN,,350698,2011.0,Q1,,2011-03-31,2011-04-26 17:05:54+00:00,211900000.0,425500000.0,,,84300000.0,,12600000.0,1171600000.0,,216500000.0,1328700000.0,1731700000.0,1880400000.0,30500000.0,209300000.0,2030000000.0,170100000.0,141500000.0,2434600000.0,8200000.0,5889400000.0,2138600000.0,2450800000.0,2250100000.0,2138600000.0,2138600000.0,3750800000.0,5889400000.0,1558200000.0,1500700000.0,0.0,-308600000.0
AutoNation Inc,AN,,350698,2012.0,FY,,2012-12-31,2014-02-13 16:43:54+00:00,217200000.0,698400000.0,,,69700000.0,0.0,28200000.0,1237400000.0,,291300000.0,2066300000.0,2396900000.0,2095100000.0,89400000.0,196100000.0,2954700000.0,218100000.0,157100000.0,2963000000.0,29800000.0,7203000000.0,1688500000.0,3361100000.0,3201700000.0,1688500000.0,1688500000.0,5514500000.0,7203000000.0,1746800000.0,2312800000.0,0.0,-1302700000.0
AutoNation Inc,AN,,350698,2012.0,Q3,,2012-09-30,2012-10-25 17:05:08+00:00,218200000.0,514200000.0,,,98600000.0,0.0,26200000.0,1172200000.0,,213700000.0,1864100000.0,2142100000.0,2007700000.0,77800000.0,203400000.0,2587400000.0,211100000.0,148800000.0,2879800000.0,28200000.0,6563000000.0,1638500000.0,2958300000.0,2833800000.0,1638500000.0,1638500000.0,4924500000.0,6563000000.0,1597000000.0,2090700000.0,0.0,-1267500000.0
AutoNation Inc,AN,,350698,2012.0,Q2,,2012-06-30,2012-07-19 17:00:06+00:00,201600000.0,538900000.0,,,62100000.0,0.0,28600000.0,1172200000.0,,213000000.0,2000300000.0,2077700000.0,1987000000.0,70600000.0,205200000.0,2485500000.0,205300000.0,147000000.0,2798200000.0,28200000.0,6461400000.0,1528200000.0,2883900000.0,2715300000.0,1528200000.0,1528200000.0,4933200000.0,6461400000.0,1590500000.0,2217900000.0,0.0,-1298600000.0
AutoNation Inc,AN,,350698,2012.0,Q1,,2012-03-31,2012-04-25 17:23:22+00:00,217200000.0,518100000.0,,,76300000.0,0.0,22300000.0,1172200000.0,,217500000.0,1887200000.0,1984600000.0,1960900000.0,65500000.0,202800000.0,2412900000.0,200000000.0,149800000.0,2719600000.0,31700000.0,6332400000.0,1568100000.0,2781800000.0,2661800000.0,1568100000.0,1568100000.0,4764300000.0,6332400000.0,1589700000.0,2102500000.0,0.0,-1173800000.0
