company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
AutoNation Inc,AN,,350698,2008.0,FY,2008-01-01,2008-12-31,2011-02-14 20:18:08+00:00,-6.99,-6.99,84000000.0,-6.99,1737400000.0,-189200000.0,-1243100000.0,-1212300000.0,-30800000.0,-1243100000.0,11013700000.0,13238700000.0,-4700000.0,,9600000.0,1675100000.0,11013700000.0,2225000000.0,117900000.0,2200000.0,3506100000.0,-1281100000.0,-120400000.0,-1401500000.0,13238700000.0,177800000.0,177800000.0,177800000.0
AutoNation Inc,AN,,350698,2009.0,FY,2009-01-01,2009-12-31,2012-02-13 17:28:34+00:00,1.12,1.12,76700000.0,1.12,1500000.0,116100000.0,198000000.0,233100000.0,-35100000.0,198000000.0,8756200000.0,10666000000.0,5400000.0,,-23300000.0,1446900000.0,8756200000.0,1909800000.0,65300000.0,1100000.0,1501800000.0,408000000.0,-58800000.0,349200000.0,10666000000.0,176800000.0,176500000.0,177300000.0
AutoNation Inc,AN,,350698,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 17:09:46+00:00,0.36,0.36,19200000.0,0.36,0.0,38800000.0,65000000.0,64400000.0,600000.0,65000000.0,2381400000.0,2891000000.0,2200000.0,,-3100000.0,375500000.0,2381400000.0,509600000.0,17300000.0,300000.0,391600000.0,118000000.0,-14800000.0,103200000.0,2891000000.0,180600000.0,178100000.0,179200000.0
AutoNation Inc,AN,,350698,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 17:08:45+00:00,0.21,0.21,19000000.0,0.21,1500000.0,31500000.0,36700000.0,54000000.0,-17300000.0,36700000.0,2123700000.0,2597400000.0,3500000.0,,-9800000.0,362100000.0,2123700000.0,473700000.0,19200000.0,300000.0,372800000.0,100900000.0,-15400000.0,85500000.0,2597400000.0,174800000.0,177800000.0,178800000.0
AutoNation Inc,AN,,350698,2010.0,Q4,2010-10-01,2010-12-31,,0.44,0.44,19600000.0,0.44,,41100000.0,67300000.0,68000000.0,-700000.0,67300000.0,2701800000.0,3246200000.0,2600000.0,,-2500000.0,392700000.0,2701800000.0,544400000.0,28700000.0,600000.0,409800000.0,134600000.0,-25500000.0,109100000.0,3246200000.0,157400000.0,156900000.0,158600000.0
AutoNation Inc,AN,,350698,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 06:05:22+00:00,1.44,1.44,76800000.0,1.43,0.0,146000000.0,226600000.0,235300000.0,-8700000.0,226600000.0,10333500000.0,12461000000.0,1500000.0,,2000000.0,1552100000.0,10333500000.0,2127500000.0,118200000.0,1400000.0,1630900000.0,496600000.0,-115300000.0,381300000.0,12461000000.0,157400000.0,156900000.0,158600000.0
AutoNation Inc,AN,,350698,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.0,1.0,57200000.0,0.99,,104900000.0,159300000.0,167300000.0,-8000000.0,159300000.0,7631700000.0,9214800000.0,-1100000.0,,4500000.0,1159400000.0,7631700000.0,1583100000.0,89500000.0,800000.0,1221100000.0,362000000.0,-89800000.0,272200000.0,9214800000.0,145900000.0,147500000.0,149600000.0
AutoNation Inc,AN,,350698,2010.0,Q3,2010-07-01,2010-09-30,2011-10-21 17:24:51+00:00,0.39,0.39,18700000.0,0.38,,35100000.0,56900000.0,58500000.0,-1600000.0,56900000.0,2728500000.0,3273900000.0,-700000.0,,2900000.0,402900000.0,2728500000.0,545400000.0,26900000.0,300000.0,424500000.0,120900000.0,-27300000.0,93600000.0,3273900000.0,145900000.0,147500000.0,149600000.0
AutoNation Inc,AN,,350698,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.61,0.61,38500000.0,0.61,,69800000.0,102400000.0,108800000.0,-6400000.0,102400000.0,4903200000.0,5940900000.0,-400000.0,,1600000.0,756500000.0,4903200000.0,1037700000.0,62600000.0,500000.0,796600000.0,241100000.0,-62500000.0,178600000.0,5940900000.0,162800000.0,161900000.0,163200000.0
AutoNation Inc,AN,,350698,2010.0,Q2,2010-04-01,2010-06-30,2011-08-22 17:07:00+00:00,0.29,0.29,19600000.0,0.29,,32000000.0,47200000.0,50000000.0,-2800000.0,47200000.0,2575000000.0,3104300000.0,-300000.0,,600000.0,383100000.0,2575000000.0,529300000.0,44000000.0,300000.0,403300000.0,126000000.0,-44000000.0,82000000.0,3104300000.0,162800000.0,161900000.0,163200000.0
AutoNation Inc,AN,,350698,2010.0,Q1,2010-01-01,2010-03-31,2011-04-26 17:05:54+00:00,0.32,0.32,18900000.0,0.32,,37800000.0,55200000.0,58800000.0,-3600000.0,55200000.0,2328200000.0,2836600000.0,-100000.0,,1000000.0,373400000.0,2328200000.0,508400000.0,18600000.0,200000.0,393300000.0,115100000.0,-18500000.0,96600000.0,2836600000.0,172500000.0,170700000.0,171700000.0
AutoNation Inc,AN,,350698,2011.0,Q4,2011-10-01,2011-12-31,,0.49,0.49,21000000.0,0.49,,42900000.0,69400000.0,69900000.0,-500000.0,69400000.0,3099200000.0,3678400000.0,-300000.0,,2000000.0,412700000.0,3099200000.0,579200000.0,30500000.0,100000.0,435700000.0,143500000.0,-30700000.0,112800000.0,3678400000.0,145100000.0,144800000.0,147300000.0
AutoNation Inc,AN,,350698,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 16:43:54+00:00,1.94,1.94,83700000.0,1.91,0.0,177100000.0,281400000.0,284200000.0,-2800000.0,281400000.0,11528300000.0,13832300000.0,-500000.0,,-1100000.0,1649400000.0,11528300000.0,2304000000.0,110900000.0,700000.0,1732000000.0,572000000.0,-110700000.0,461300000.0,13832300000.0,145100000.0,144800000.0,147300000.0
AutoNation Inc,AN,,350698,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.89,1.89,82300000.0,1.86,,175300000.0,279300000.0,282300000.0,-3000000.0,279300000.0,11130900000.0,13400100000.0,2400000.0,,-5600000.0,1629400000.0,11130900000.0,2269200000.0,109100000.0,1200000.0,1706100000.0,563100000.0,-105500000.0,457600000.0,13400100000.0,144300000.0,144400000.0,147000000.0
AutoNation Inc,AN,,350698,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.45,1.45,62700000.0,1.42,,134200000.0,212000000.0,214300000.0,-2300000.0,212000000.0,8429100000.0,10153900000.0,-200000.0,,-3100000.0,1236700000.0,8429100000.0,1724800000.0,80400000.0,600000.0,1296300000.0,428500000.0,-80000000.0,348500000.0,10153900000.0,144300000.0,144400000.0,147000000.0
AutoNation Inc,AN,,350698,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 17:05:08+00:00,0.49,0.49,20900000.0,0.48,0.0,44900000.0,70700000.0,70700000.0,0.0,70700000.0,2931300000.0,3506500000.0,-2400000.0,,-1200000.0,411400000.0,2931300000.0,575200000.0,26100000.0,0.0,431100000.0,144100000.0,-28500000.0,115600000.0,3506500000.0,144300000.0,144400000.0,147000000.0
AutoNation Inc,AN,,350698,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.79,1.79,80100000.0,1.76,,165500000.0,265500000.0,270100000.0,-4600000.0,265500000.0,10928100000.0,13167500000.0,4100000.0,,-1500000.0,1620900000.0,10928100000.0,2239400000.0,109900000.0,1500000.0,1699500000.0,539900000.0,-104300000.0,435600000.0,13167500000.0,146700000.0,147400000.0,150000000.0
AutoNation Inc,AN,,350698,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.96,0.96,41800000.0,0.94,,89300000.0,141300000.0,143600000.0,-2300000.0,141300000.0,5497800000.0,6647400000.0,2200000.0,,-1900000.0,825300000.0,5497800000.0,1149600000.0,54300000.0,600000.0,865200000.0,284400000.0,-51500000.0,232900000.0,6647400000.0,146700000.0,147400000.0,150000000.0
AutoNation Inc,AN,,350698,2011.0,Q2,2011-04-01,2011-06-30,2012-07-19 17:00:06+00:00,0.49,0.49,21100000.0,0.48,0.0,45100000.0,71900000.0,73300000.0,-1400000.0,71900000.0,2752900000.0,3336300000.0,500000.0,,300000.0,417600000.0,2752900000.0,583400000.0,26800000.0,300000.0,439000000.0,144400000.0,-26000000.0,118400000.0,3336300000.0,146700000.0,147400000.0,150000000.0
AutoNation Inc,AN,,350698,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.59,1.59,78600000.0,1.57,,152400000.0,240800000.0,246800000.0,-6000000.0,240800000.0,10750200000.0,12935500000.0,3300000.0,,-1200000.0,1586400000.0,10750200000.0,2185300000.0,127100000.0,1500000.0,1663800000.0,521500000.0,-122300000.0,399200000.0,12935500000.0,147700000.0,149100000.0,151800000.0
AutoNation Inc,AN,,350698,2011.0,Q1,2011-01-01,2011-03-31,2012-04-25 17:23:22+00:00,0.47,0.47,20700000.0,0.46,,44200000.0,69400000.0,70300000.0,-900000.0,69400000.0,2744900000.0,3311100000.0,1700000.0,,-2200000.0,407700000.0,2744900000.0,566200000.0,27500000.0,300000.0,426200000.0,140000000.0,-25500000.0,114500000.0,3311100000.0,147700000.0,149100000.0,151800000.0
AutoNation Inc,AN,,350698,2012.0,Q4,2012-10-01,2012-12-31,,0.68,0.68,22400000.0,0.67,,52100000.0,83200000.0,82900000.0,300000.0,83200000.0,3539600000.0,4172200000.0,500000.0,100000.0,-600000.0,442000000.0,3539600000.0,632600000.0,34300000.0,100000.0,463900000.0,168700000.0,-33700000.0,135000000.0,4172200000.0,123600000.0,123800000.0,125800000.0
AutoNation Inc,AN,,350698,2012.0,FY,2012-01-01,2012-12-31,2015-02-11 17:22:30+00:00,2.56,2.56,87300000.0,2.52,4200000.0,199500000.0,316400000.0,317300000.0,-900000.0,316400000.0,13181300000.0,15667500000.0,3600000.0,100000.0,,1749300000.0,13181300000.0,2486200000.0,132400000.0,300000.0,1840900000.0,645300000.0,-128500000.0,516800000.0,15667500000.0,123600000.0,123800000.0,125800000.0
AutoNation Inc,AN,,350698,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.37,2.37,85900000.0,2.34,4200000.0,190300000.0,302600000.0,304300000.0,-1700000.0,302600000.0,12740900000.0,15173700000.0,2800000.0,,2600000.0,1720000000.0,12740900000.0,2432800000.0,128600000.0,300000.0,1812700000.0,620100000.0,-125500000.0,494600000.0,15173700000.0,121800000.0,121200000.0,123400000.0
AutoNation Inc,AN,,350698,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.88,1.88,64900000.0,1.85,4200000.0,147400000.0,233200000.0,234400000.0,-1200000.0,233200000.0,9641700000.0,11495300000.0,3100000.0,,600000.0,1307300000.0,9641700000.0,1853600000.0,98100000.0,200000.0,1377000000.0,476600000.0,-94800000.0,381800000.0,11495300000.0,121800000.0,121200000.0,123400000.0
AutoNation Inc,AN,,350698,2012.0,Q3,2012-07-01,2012-09-30,2013-10-24 17:04:35+00:00,0.67,0.67,22900000.0,0.66,0.0,50700000.0,81600000.0,81900000.0,-300000.0,81600000.0,3311200000.0,3933800000.0,2500000.0,,200000.0,435800000.0,3311200000.0,622600000.0,33600000.0,0.0,458900000.0,163700000.0,-31100000.0,132600000.0,3933800000.0,121800000.0,121200000.0,123400000.0
AutoNation Inc,AN,,350698,2012.0,Q2TTM,2011-07-01,2012-06-30,,2.19,2.19,83900000.0,2.16,4200000.0,184500000.0,291700000.0,293100000.0,-1400000.0,291700000.0,12361000000.0,14746400000.0,-2100000.0,,1200000.0,1695600000.0,12361000000.0,2385400000.0,121100000.0,300000.0,1784900000.0,600500000.0,-122900000.0,477600000.0,14746400000.0,120900000.0,121700000.0,123700000.0
AutoNation Inc,AN,,350698,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.21,1.21,42000000.0,1.19,4200000.0,96700000.0,151600000.0,152500000.0,-900000.0,151600000.0,6330500000.0,7561500000.0,600000.0,,400000.0,871500000.0,6330500000.0,1231000000.0,64500000.0,200000.0,918100000.0,312900000.0,-63700000.0,249200000.0,7561500000.0,120900000.0,121700000.0,123700000.0
AutoNation Inc,AN,,350698,2012.0,Q2,2012-04-01,2012-06-30,2013-07-18 16:59:22+00:00,0.65,0.65,20800000.0,0.64,4200000.0,50600000.0,78600000.0,79000000.0,-400000.0,78600000.0,3276500000.0,3904500000.0,-1400000.0,,200000.0,438600000.0,3276500000.0,628000000.0,33300000.0,100000.0,463800000.0,164200000.0,-34600000.0,129600000.0,3904500000.0,120900000.0,121700000.0,123700000.0
AutoNation Inc,AN,,350698,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.03,2.03,84200000.0,2.0,,179000000.0,285000000.0,287400000.0,-2400000.0,285000000.0,11837400000.0,14178200000.0,-200000.0,,1300000.0,1674600000.0,11837400000.0,2340800000.0,114600000.0,500000.0,1760100000.0,580700000.0,-114300000.0,466400000.0,14178200000.0,130400000.0,130300000.0,132300000.0
