company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
AT&T Inc,T,549300Z40J86GGSTL398,732717,2008.0,FY,,2008-12-31,2010-02-25 17:19:20+00:00,20032000000.0,16047000000.0,,-17057000000.0,,1792000000.0,98223000000.0,3849000000.0,1014000000.0,1874000000.0,2416000000.0,71829000000.0,,63712000000.0,60872000000.0,2332000000.0,99088000000.0,403000000.0,19196000000.0,31930000000.0,2165000000.0,,5728000000.0,14207000000.0,1538000000.0,36591000000.0,14119000000.0,265245000000.0,96347000000.0,22556000000.0,42290000000.0,96347000000.0,96750000000.0,168495000000.0,265245000000.0,143601000000.0,126205000000.0,,-21410000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,FY,,2009-12-31,2011-02-28 17:53:20+00:00,21260000000.0,14845000000.0,,2678000000.0,,3741000000.0,98202000000.0,4170000000.0,1247000000.0,1681000000.0,2479000000.0,72782000000.0,,61628000000.0,64720000000.0,2921000000.0,99519000000.0,425000000.0,23579000000.0,27847000000.0,3792000000.0,,6275000000.0,13226000000.0,1562000000.0,21944000000.0,7361000000.0,268312000000.0,101564000000.0,25187000000.0,36951000000.0,101564000000.0,101989000000.0,166323000000.0,268312000000.0,143606000000.0,129372000000.0,,-21260000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q3,,2009-09-30,2009-11-05 12:09:20+00:00,18093000000.0,14796000000.0,127348000000.0,-16161000000.0,,6167000000.0,98173000000.0,4036000000.0,991000000.0,1965000000.0,2419000000.0,71727000000.0,225669000000.0,61416000000.0,65909000000.0,2813000000.0,98321000000.0,428000000.0,22279000000.0,31750000000.0,2176000000.0,,6370000000.0,13361000000.0,1791000000.0,38841000000.0,6755000000.0,266568000000.0,99573000000.0,25921000000.0,33268000000.0,99573000000.0,100001000000.0,166567000000.0,266568000000.0,142326000000.0,133299000000.0,,-21280000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q2,,2009-06-30,2009-08-05 16:39:31+00:00,18046000000.0,14846000000.0,124697000000.0,-16308000000.0,,7348000000.0,98132000000.0,3932000000.0,964000000.0,1667000000.0,2419000000.0,71691000000.0,222926000000.0,62129000000.0,66565000000.0,2749000000.0,98229000000.0,403000000.0,20354000000.0,31985000000.0,1996000000.0,,6180000000.0,13783000000.0,1786000000.0,38069000000.0,10155000000.0,267918000000.0,98609000000.0,26940000000.0,36219000000.0,98609000000.0,99012000000.0,168906000000.0,267918000000.0,142749000000.0,132687000000.0,,-21284000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2010.0,FY,,2010-12-31,2012-02-24 14:34:06+00:00,20055000000.0,13610000000.0,140637000000.0,2712000000.0,,1437000000.0,98226000000.0,4086000000.0,1170000000.0,975000000.0,2542000000.0,73601000000.0,243833000000.0,60520000000.0,58971000000.0,4515000000.0,103196000000.0,303000000.0,22070000000.0,28803000000.0,3179000000.0,,6705000000.0,12743000000.0,1458000000.0,31792000000.0,7196000000.0,269391000000.0,111647000000.0,20854000000.0,34854000000.0,111647000000.0,111950000000.0,157441000000.0,269391000000.0,145341000000.0,122587000000.0,,-21083000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2010.0,Q3,,2010-09-30,2010-11-04 20:57:08+00:00,18417000000.0,13606000000.0,138991000000.0,-14888000000.0,,3246000000.0,98243000000.0,3933000000.0,1059000000.0,1416000000.0,2482000000.0,73447000000.0,240466000000.0,61007000000.0,62540000000.0,4544000000.0,101475000000.0,299000000.0,20651000000.0,27071000000.0,2380000000.0,,6802000000.0,13023000000.0,1686000000.0,50751000000.0,6426000000.0,269252000000.0,112994000000.0,21977000000.0,32674000000.0,112994000000.0,113293000000.0,155959000000.0,269252000000.0,145800000000.0,123285000000.0,,-21112000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2010.0,Q2,,2010-06-30,2010-08-06 14:53:47+00:00,18157000000.0,13780000000.0,135885000000.0,-14852000000.0,,1377000000.0,98123000000.0,3943000000.0,1225000000.0,1879000000.0,2482000000.0,73484000000.0,236187000000.0,61543000000.0,60277000000.0,4346000000.0,100302000000.0,437000000.0,25615000000.0,27421000000.0,3344000000.0,,6489000000.0,14578000000.0,1666000000.0,40909000000.0,9721000000.0,267556000000.0,103046000000.0,21392000000.0,36182000000.0,103046000000.0,103483000000.0,164073000000.0,267556000000.0,145862000000.0,127891000000.0,,-21134000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2010.0,Q1,,2010-03-31,2010-05-06 17:14:53+00:00,18087000000.0,14167000000.0,133106000000.0,-14265000000.0,,2617000000.0,98052000000.0,4061000000.0,1293000000.0,2639000000.0,2482000000.0,73052000000.0,232466000000.0,61332000000.0,60024000000.0,3278000000.0,99360000000.0,443000000.0,25520000000.0,27709000000.0,2465000000.0,,6317000000.0,13276000000.0,1820000000.0,39373000000.0,9437000000.0,265701000000.0,102023000000.0,22362000000.0,36706000000.0,102023000000.0,102466000000.0,163235000000.0,265701000000.0,143979000000.0,126529000000.0,,-21137000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2011.0,FY,,2011-12-31,2013-02-22 16:27:46+00:00,19956000000.0,13231000000.0,,3180000000.0,,3045000000.0,97651000000.0,3872000000.0,1470000000.0,1003000000.0,2608000000.0,70842000000.0,,59343000000.0,61300000000.0,3718000000.0,107087000000.0,263000000.0,25748000000.0,34011000000.0,4137000000.0,,6467000000.0,12694000000.0,1102000000.0,25453000000.0,3453000000.0,270442000000.0,105534000000.0,22985000000.0,30892000000.0,105534000000.0,105797000000.0,164645000000.0,270442000000.0,140370000000.0,133753000000.0,,-20750000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2011.0,Q3,,2011-09-30,2011-11-03 17:15:29+00:00,17860000000.0,13377000000.0,150840000000.0,1677000000.0,,10762000000.0,97950000000.0,3794000000.0,1101000000.0,929000000.0,2548000000.0,73590000000.0,256626000000.0,58975000000.0,62326000000.0,4483000000.0,105786000000.0,267000000.0,26446000000.0,28190000000.0,1858000000.0,,6214000000.0,12778000000.0,1507000000.0,34758000000.0,8900000000.0,277653000000.0,113615000000.0,28605000000.0,34031000000.0,113615000000.0,113882000000.0,163771000000.0,277653000000.0,143262000000.0,129740000000.0,,-20770000000.0
