company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
AT&T Inc,T,549300Z40J86GGSTL398,732717,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:19:20+00:00,-2873000000.0,,,,21577000000.0,,-209000000.0,1986000000.0,11367000000.0,,-16014000000.0,-18676000000.0,34242000000.0,-16014000000.0,-18676000000.0,34242000000.0,-448000000.0,12147000000.0,12147000000.0,,727000000.0,173000000.0,-135000000.0,-8743000000.0,,-17717000000.0,-10407000000.0,-10390000000.0,455000000.0,1594000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2008.0,Q4,2008-10-01,2008-12-31,,-886000000.0,,-5217000000.0,-3068000000.0,4834000000.0,,-6512000000.0,2000000.0,-1528000000.0,,-4660000000.0,-5979000000.0,10837000000.0,-4660000000.0,-5979000000.0,10837000000.0,198000000.0,-13015000000.0,-13013000000.0,-2000000.0,25528000000.0,-15000000.0,-192000000.0,-2357000000.0,103000000.0,-5243000000.0,-762000000.0,,68000000.0,171000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 17:53:20+00:00,-10972000000.0,,,,19673000000.0,,-10509000000.0,319000000.0,14584000000.0,,-4690000000.0,-29098000000.0,33610000000.0,-4690000000.0,-29098000000.0,33610000000.0,-178000000.0,-2364000000.0,-2362000000.0,-2000000.0,26808000000.0,,-614000000.0,-9507000000.0,,-19631000000.0,-4009000000.0,-6077000000.0,504000000.0,1615000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2008.0,Q3,2008-07-01,2008-09-30,,1000000.0,,487000000.0,1205000000.0,4978000000.0,,567000000.0,7000000.0,-1402000000.0,,-5259000000.0,-4046000000.0,9268000000.0,-5259000000.0,-4046000000.0,9268000000.0,-37000000.0,3289000000.0,3289000000.0,,434000000.0,1000000.0,-206000000.0,-2348000000.0,-30000000.0,-5068000000.0,-1517000000.0,,436000000.0,821000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 12:09:20+00:00,-10086000000.0,,5217000000.0,3068000000.0,14839000000.0,,-3997000000.0,317000000.0,16112000000.0,,-30000000.0,-23119000000.0,22773000000.0,-30000000.0,-23119000000.0,22773000000.0,-376000000.0,10651000000.0,10651000000.0,,1280000000.0,15000000.0,-422000000.0,-7150000000.0,-103000000.0,-14388000000.0,-3247000000.0,-6077000000.0,436000000.0,1444000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 16:39:31+00:00,-10087000000.0,,4730000000.0,1863000000.0,9861000000.0,,-4564000000.0,310000000.0,17514000000.0,,5229000000.0,-19073000000.0,13505000000.0,5229000000.0,-19073000000.0,13505000000.0,-339000000.0,7362000000.0,7362000000.0,,846000000.0,14000000.0,-216000000.0,-4802000000.0,-73000000.0,-9320000000.0,-1730000000.0,-6077000000.0,,623000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q4,2009-10-01,2009-12-31,,-799000000.0,,-2535000000.0,-3307000000.0,4901000000.0,,1181000000.0,20000000.0,,,-4971000000.0,-6347000000.0,8961000000.0,-4971000000.0,-6347000000.0,8961000000.0,-2357000000.0,2695000000.0,2721000000.0,-26000000.0,158000000.0,,-154000000.0,-2418000000.0,,-5520000000.0,-2573000000.0,,44000000.0,82000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q3TTM,2008-10-01,2009-09-30,,-1070000000.0,,-2682000000.0,239000000.0,19448000000.0,,-6479000000.0,10000000.0,6633000000.0,,-14197000000.0,-17515000000.0,36281000000.0,-14197000000.0,-17515000000.0,36281000000.0,4569000000.0,-3263000000.0,-3267000000.0,4000000.0,26579000000.0,-15000000.0,-726000000.0,-9609000000.0,103000000.0,-16277000000.0,-11216000000.0,,79000000.0,376000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q3,2009-07-01,2009-09-30,,-129000000.0,,240000000.0,1088000000.0,4881000000.0,,1199000000.0,4000000.0,,,-6536000000.0,-4313000000.0,9672000000.0,-6536000000.0,-4313000000.0,9672000000.0,-1177000000.0,3275000000.0,3269000000.0,6000000.0,323000000.0,,-180000000.0,-2418000000.0,,-4017000000.0,-4122000000.0,,7000000.0,6000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 20:57:08+00:00,-184000000.0,,2535000000.0,3307000000.0,14614000000.0,,33000000.0,8000000.0,8161000000.0,,-9537000000.0,-11536000000.0,25444000000.0,-9537000000.0,-11536000000.0,25444000000.0,4371000000.0,9752000000.0,9746000000.0,6000000.0,1051000000.0,,-534000000.0,-7252000000.0,,-11034000000.0,-10454000000.0,,11000000.0,205000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q2TTM,2008-07-01,2009-06-30,,-940000000.0,,-2435000000.0,356000000.0,19545000000.0,,-7111000000.0,13000000.0,5231000000.0,,-12920000000.0,-17248000000.0,35877000000.0,-12920000000.0,-17248000000.0,35877000000.0,5709000000.0,-3249000000.0,-3247000000.0,-2000000.0,26690000000.0,-14000000.0,-752000000.0,-9539000000.0,73000000.0,-17328000000.0,-8611000000.0,,508000000.0,1191000000.0
AT&T Inc,T,549300Z40J86GGSTL398,732717,2009.0,Q2,2009-04-01,2009-06-30,,-55000000.0,,2325000000.0,943000000.0,4847000000.0,,-527000000.0,3000000.0,2711000000.0,,-263000000.0,-4066000000.0,7857000000.0,-263000000.0,-4066000000.0,7857000000.0,3528000000.0,3276000000.0,3276000000.0,,261000000.0,,-174000000.0,-2418000000.0,,-3844000000.0,-559000000.0,,-11000000.0,18000000.0
