company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Macy's Inc,M,,794367,2008.0,FY,,2009-01-31,2010-03-31 12:06:20+00:00,3910000000.0,360000000.0,,-486000000.0,,1385000000.0,5668000000.0,,250000000.0,3743000000.0,,719000000.0,8733000000.0,4769000000.0,10442000000.0,,1119000000.0,,501000000.0,2521000000.0,226000000.0,2008000000.0,966000000.0,22145000000.0,4646000000.0,6740000000.0,5126000000.0,4646000000.0,4646000000.0,17499000000.0,22145000000.0,4963000000.0,12373000000.0,-2544000000.0
Macy's Inc,M,,794367,2008.0,Q3,,2008-11-01,2009-12-07 13:44:51+00:00,5687000000.0,367000000.0,,,,300000000.0,9690000000.0,43000000.0,246000000.0,9123000000.0,,747000000.0,8748000000.0,6915000000.0,10616000000.0,,1466000000.0,,547000000.0,1981000000.0,246000000.0,,1086000000.0,28904000000.0,9690000000.0,7871000000.0,7019000000.0,9690000000.0,9690000000.0,19214000000.0,28904000000.0,10417000000.0,12195000000.0,
Macy's Inc,M,,794367,2008.0,Q2,,2008-08-02,2009-09-08 15:23:57+00:00,4094000000.0,341000000.0,,,,1293000000.0,9836000000.0,27000000.0,234000000.0,9132000000.0,,757000000.0,8761000000.0,5008000000.0,10655000000.0,,1450000000.0,,537000000.0,2002000000.0,243000000.0,,1616000000.0,27993000000.0,9836000000.0,6912000000.0,5944000000.0,9836000000.0,9836000000.0,18157000000.0,27993000000.0,10426000000.0,12213000000.0,
Macy's Inc,M,,794367,2009.0,FY,,2010-01-30,2011-03-30 15:30:26+00:00,3938000000.0,358000000.0,,-753000000.0,,1686000000.0,5694000000.0,,282000000.0,3743000000.0,,678000000.0,8456000000.0,4615000000.0,9507000000.0,,1132000000.0,,490000000.0,2597000000.0,223000000.0,2227000000.0,242000000.0,21300000000.0,4653000000.0,6882000000.0,4462000000.0,4653000000.0,4653000000.0,16647000000.0,21300000000.0,4911000000.0,12185000000.0,-2515000000.0
Macy's Inc,M,,794367,2009.0,Q3,,2009-10-31,2009-12-07 13:44:51+00:00,5468000000.0,374000000.0,,,,489000000.0,4494000000.0,28000000.0,250000000.0,3743000000.0,,688000000.0,8618000000.0,6406000000.0,9862000000.0,,1007000000.0,,507000000.0,2384000000.0,216000000.0,,92000000.0,22313000000.0,4494000000.0,7513000000.0,5810000000.0,4494000000.0,4494000000.0,17819000000.0,22313000000.0,4938000000.0,12009000000.0,
Macy's Inc,M,,794367,2009.0,Q2,,2009-08-01,2009-09-08 15:23:57+00:00,3754000000.0,401000000.0,,,,515000000.0,4549000000.0,23000000.0,226000000.0,3743000000.0,,697000000.0,8632000000.0,4634000000.0,10046000000.0,,1082000000.0,,494000000.0,2449000000.0,231000000.0,,92000000.0,20784000000.0,4549000000.0,5804000000.0,4072000000.0,4549000000.0,4549000000.0,16235000000.0,20784000000.0,4934000000.0,12163000000.0,
Macy's Inc,M,,794367,2009.0,Q1,,2009-05-02,2010-06-07 12:18:20+00:00,4032000000.0,254000000.0,,,,420000000.0,4555000000.0,206000000.0,230000000.0,3743000000.0,,707000000.0,8719000000.0,5026000000.0,10226000000.0,,1156000000.0,,496000000.0,2504000000.0,253000000.0,,135000000.0,21331000000.0,4555000000.0,6159000000.0,4397000000.0,4555000000.0,4555000000.0,16776000000.0,21331000000.0,4946000000.0,12379000000.0,
Macy's Inc,M,,794367,2010.0,FY,,2011-01-29,2012-03-28 11:37:07+00:00,3946000000.0,338000000.0,,-730000000.0,,1464000000.0,5701000000.0,,591000000.0,3743000000.0,,637000000.0,6971000000.0,4758000000.0,8813000000.0,,1200000000.0,,539000000.0,1939000000.0,339000000.0,2990000000.0,454000000.0,20631000000.0,5530000000.0,6899000000.0,4991000000.0,5530000000.0,5530000000.0,15101000000.0,20631000000.0,4919000000.0,10110000000.0,-2431000000.0
Macy's Inc,M,,794367,2010.0,Q3,,2010-10-30,2010-12-06 11:09:45+00:00,5543000000.0,303000000.0,,,,715000000.0,4891000000.0,0.0,334000000.0,3743000000.0,,647000000.0,6982000000.0,6530000000.0,8915000000.0,,1065000000.0,,540000000.0,2262000000.0,289000000.0,,605000000.0,21682000000.0,4891000000.0,7837000000.0,6482000000.0,4891000000.0,4891000000.0,16791000000.0,21682000000.0,4930000000.0,10309000000.0,
Macy's Inc,M,,794367,2010.0,Q2,,2010-07-31,2010-09-07 13:30:45+00:00,3808000000.0,355000000.0,,,,1208000000.0,,0.0,343000000.0,3743000000.0,,658000000.0,7493000000.0,4633000000.0,9070000000.0,4887000000.0,1040000000.0,,534000000.0,2258000000.0,237000000.0,,609000000.0,20438000000.0,,6433000000.0,4760000000.0,,4887000000.0,15551000000.0,20438000000.0,4935000000.0,10791000000.0,
Macy's Inc,M,,794367,2010.0,Q1,,2010-05-01,2010-06-07 12:18:20+00:00,4137000000.0,273000000.0,,,,981000000.0,4739000000.0,0.0,272000000.0,3743000000.0,,668000000.0,7503000000.0,4921000000.0,9294000000.0,,1045000000.0,,490000000.0,2255000000.0,266000000.0,,685000000.0,20636000000.0,4739000000.0,6441000000.0,5094000000.0,4739000000.0,4739000000.0,15897000000.0,20636000000.0,4901000000.0,10803000000.0,
Macy's Inc,M,,794367,2011.0,FY,,2012-01-28,2013-04-03 14:20:19+00:00,4381000000.0,368000000.0,,-1061000000.0,,2827000000.0,5413000000.0,,779000000.0,3743000000.0,,598000000.0,6655000000.0,5117000000.0,8420000000.0,,1141000000.0,,557000000.0,2103000000.0,465000000.0,4015000000.0,1103000000.0,22095000000.0,5933000000.0,8777000000.0,6263000000.0,5933000000.0,5933000000.0,16162000000.0,22095000000.0,4898000000.0,9899000000.0,-2434000000.0
Macy's Inc,M,,794367,2011.0,Q3,,2011-10-29,2011-12-05 09:49:47+00:00,6059000000.0,379000000.0,,,,1097000000.0,5852000000.0,,410000000.0,3743000000.0,,608000000.0,6151000000.0,7158000000.0,8423000000.0,,1446000000.0,,538000000.0,1540000000.0,317000000.0,,805000000.0,22263000000.0,5852000000.0,8951000000.0,7274000000.0,5852000000.0,5852000000.0,16411000000.0,22263000000.0,4889000000.0,9137000000.0,
Macy's Inc,M,,794367,2011.0,Q2,,2011-07-30,2011-09-06 11:55:29+00:00,4069000000.0,369000000.0,,,,1495000000.0,5963000000.0,,455000000.0,3743000000.0,,618000000.0,6162000000.0,4948000000.0,8506000000.0,,1381000000.0,,519000000.0,1564000000.0,310000000.0,,914000000.0,20508000000.0,5963000000.0,7122000000.0,5438000000.0,5963000000.0,5963000000.0,14545000000.0,20508000000.0,4880000000.0,9107000000.0,
Macy's Inc,M,,794367,2011.0,Q1,,2011-04-30,2011-06-06 11:58:15+00:00,4317000000.0,290000000.0,,,,1152000000.0,5688000000.0,,421000000.0,3743000000.0,,628000000.0,6343000000.0,5159000000.0,8636000000.0,,1328000000.0,,496000000.0,1579000000.0,313000000.0,,741000000.0,20417000000.0,5688000000.0,6914000000.0,5479000000.0,5688000000.0,5688000000.0,14729000000.0,20417000000.0,4867000000.0,9250000000.0,
Macy's Inc,M,,794367,2012.0,FY,,2013-02-02,2014-04-02 11:25:01+00:00,4189000000.0,371000000.0,,-931000000.0,,1836000000.0,3876000000.0,,762000000.0,3743000000.0,,561000000.0,6806000000.0,5308000000.0,8196000000.0,,1238000000.0,,615000000.0,1821000000.0,361000000.0,5108000000.0,124000000.0,20991000000.0,6051000000.0,7876000000.0,5075000000.0,6051000000.0,6051000000.0,14940000000.0,20991000000.0,4919000000.0,9865000000.0,-2002000000.0
Macy's Inc,M,,794367,2012.0,Q3,,2012-10-27,2012-12-03 13:46:41+00:00,6046000000.0,281000000.0,,,,1264000000.0,5563000000.0,,515000000.0,3743000000.0,,570000000.0,6817000000.0,7208000000.0,8212000000.0,,1182000000.0,,582000000.0,2024000000.0,410000000.0,,123000000.0,22270000000.0,5563000000.0,9163000000.0,6684000000.0,5563000000.0,5563000000.0,16707000000.0,22270000000.0,4895000000.0,10023000000.0,
Macy's Inc,M,,794367,2012.0,Q2,,2012-07-28,2012-09-04 12:09:14+00:00,3973000000.0,359000000.0,,,,1604000000.0,5903000000.0,,568000000.0,3743000000.0,,580000000.0,6637000000.0,5036000000.0,8291000000.0,,1134000000.0,,565000000.0,2037000000.0,387000000.0,,313000000.0,20565000000.0,5903000000.0,7386000000.0,4854000000.0,5903000000.0,5903000000.0,14662000000.0,20565000000.0,4888000000.0,9808000000.0,
Macy's Inc,M,,794367,2012.0,Q1,,2012-04-28,2012-06-04 10:14:34+00:00,4571000000.0,277000000.0,,,,1891000000.0,6033000000.0,,515000000.0,3743000000.0,,589000000.0,6644000000.0,5465000000.0,8359000000.0,,1128000000.0,,553000000.0,2073000000.0,400000000.0,,313000000.0,21277000000.0,6033000000.0,8033000000.0,5399000000.0,6033000000.0,6033000000.0,15244000000.0,21277000000.0,4885000000.0,9845000000.0,
Macy's Inc,M,,794367,2013.0,FY,,2014-02-01,2015-04-01 08:55:15+00:00,4501000000.0,438000000.0,,-665000000.0,,2273000000.0,2526000000.0,,762000000.0,3743000000.0,,527000000.0,6714000000.0,5557000000.0,7930000000.0,,1273000000.0,,732000000.0,1658000000.0,420000000.0,6235000000.0,463000000.0,21620000000.0,6249000000.0,8688000000.0,5726000000.0,6249000000.0,6249000000.0,15371000000.0,21620000000.0,5002000000.0,9645000000.0,-1847000000.0
