company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,provisionforcreditlosses,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 16:56:47+00:00,0.76,0.76,,18579000.0,0.75,335904000.0,,27837000.0,,179800000.0,176630000.0,845000.0,179651000.0,149000.0,-27837000.0,,529637000.0,2325000.0,,,,30513000.0,96822000.0,96944000.0,,,,,33059000.0,31737000.0,27837000.0,,148460000.0,688831000.0,512534000.0,660994000.0,,244521000.0,244521000.0,244521000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q1TTM,2010-04-01,2011-03-31,,7.22,7.22,0.25,74633000.0,7.11,-1304491000.0,,122295000.0,,1759359000.0,1710011000.0,49348000.0,1758435000.0,924000.0,-122295000.0,,341456000.0,,,,,67042000.0,536879000.0,783594000.0,,,,,90269000.0,37504000.0,122295000.0,,701781000.0,1229596000.0,405520000.0,1107301000.0,,265700000.0,265700000.0,265700000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:07:52+00:00,0.04,0.04,,17762000.0,0.04,67101000.0,,28977000.0,,1274000.0,2917000.0,79000.0,995000.0,279000.0,-28977000.0,,2303000.0,-1722000.0,,,,30776000.0,87276000.0,156318000.0,,,,,16236000.0,30872000.0,28977000.0,,121274000.0,220269000.0,70018000.0,191292000.0,,24900000.0,24900000.0,24900000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q4,2012-10-01,2012-12-31,,1.85,1.85,0.25,5665000.0,1.85,383030000.0,,11946000.0,,677444000.0,712757000.0,-35313000.0,667269000.0,10175000.0,-11946000.0,,7488163000.0,,,,,259887000.0,7358518000.0,776740000.0,-88649000.0,,,1903000.0,71206000.0,-68414000.0,11946000.0,,7346740000.0,8456376000.0,1095787000.0,8444430000.0,,244583000.0,244583000.0,244583000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:51:13+00:00,3.49,3.49,0.25,116388000.0,3.44,539464000.0,,92581000.0,,864641000.0,902565000.0,-37924000.0,854466000.0,10175000.0,-92581000.0,,8069832000.0,,,,,351851000.0,7674194000.0,982901000.0,-88649000.0,,,1903000.0,166138000.0,,92581000.0,,7868071000.0,9404584000.0,1442029000.0,9312003000.0,,244583000.0,244583000.0,244583000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.64,1.64,,110723000.0,1.59,156434000.0,,80635000.0,,187197000.0,189808000.0,-2611000.0,187197000.0,,-80635000.0,,581669000.0,,,,,91964000.0,315676000.0,206161000.0,,,,,94932000.0,68414000.0,80635000.0,,521331000.0,948208000.0,346242000.0,867573000.0,,46200000.0,46200000.0,47300000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.13,2.13,0.25,110143000.0,2.09,106939000.0,,108023000.0,,280526000.0,270251000.0,11120000.0,280526000.0,,-108023000.0,,923168000.0,-845000.0,,,,2064000.0,155015000.0,-30674000.0,,,,,114008000.0,-30179000.0,108023000.0,,379166000.0,864379000.0,377190000.0,756356000.0,,46200000.0,46200000.0,47300000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 15:03:58+00:00,0.44,0.44,,30372000.0,0.43,78890000.0,,21106000.0,,114334000.0,116945000.0,-2611000.0,106674000.0,7660000.0,-21106000.0,,2063410000.0,,,,,33720000.0,1958701000.0,119790000.0,-24274000.0,,,,35180000.0,,21106000.0,,1999979000.0,2216920000.0,195835000.0,2195814000.0,,244583000.0,244583000.0,244583000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.2,1.2,,80351000.0,1.16,131243000.0,,56541000.0,,166859000.0,166859000.0,,166859000.0,,-56541000.0,,427462000.0,,,,,61709000.0,236908000.0,178969000.0,,,,,64652000.0,68414000.0,56541000.0,,381911000.0,736554000.0,298102000.0,680013000.0,,356200000.0,356200000.0,356200000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.5,0.5,0.25,98439000.0,0.47,392595000.0,,111467000.0,,-31056000.0,-44715000.0,14504000.0,-31056000.0,,-111467000.0,,839634000.0,-845000.0,,,,420000.0,237303000.0,42924000.0,,,,,93694000.0,5805000.0,111467000.0,,429436000.0,888783000.0,347880000.0,777316000.0,,356200000.0,356200000.0,356200000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 09:27:49+00:00,-0.81,-0.81,,35917000.0,-0.81,-87508000.0,,21343000.0,,-187768000.0,-186656000.0,-1112000.0,-197251000.0,9483000.0,-21343000.0,,1916142000.0,,,,,-358357000.0,1953369000.0,188256000.0,-13536000.0,,,,23112000.0,,21343000.0,,1998862000.0,1746041000.0,-274164000.0,1724698000.0,,244583000.0,244583000.0,244583000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.07,2.07,0.25,76163000.0,2.03,468234000.0,,114647000.0,,440721000.0,427062000.0,13659000.0,440721000.0,,-114647000.0,,1431355000.0,,,,,1293000.0,282996000.0,38595000.0,,,,,108591000.0,6450000.0,114647000.0,,467750000.0,1477693000.0,895296000.0,1363046000.0,,226500000.0,226500000.0,231100000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 09:54:25+00:00,2.01,2.01,,34293000.0,1.97,-129114000.0,,28845000.0,,487235000.0,485506000.0,1729000.0,490877000.0,-3642000.0,-28845000.0,,2215491000.0,,,,,5770000.0,1913612000.0,164000000.0,,,,,52119000.0,,28845000.0,,2000024000.0,2385261000.0,356392000.0,2356416000.0,,244583000.0,244583000.0,244583000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,FY,2013-01-01,2013-12-31,2016-03-17 16:56:07+00:00,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q4,2013-10-01,2013-12-31,,-0.18,-0.18,0.19,46901000.0,-0.17,36721000.0,411482000.0,126921000.0,,-11015000.0,14400000.0,-25415000.0,3645000.0,-15676000.0,-126921000.0,,1856346000.0,,-34863000.0,,,522657000.0,2330330000.0,129541000.0,-64344000.0,1016000.0,,,581246000.0,,126921000.0,,2894133000.0,3107038000.0,85984000.0,2980117000.0,187012000.0,339673000.0,339673000.0,339673000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.25,1.25,0.06,120524000.0,1.23,99760000.0,586473000.0,446340000.0,,373208000.0,394704000.0,-21496000.0,365595000.0,5232000.0,-446340000.0,,5873943000.0,,34863000.0,,,790018000.0,6148793000.0,355951000.0,-54697000.0,2381000.0,,,771408000.0,,446340000.0,,6986028000.0,7891969000.0,459601000.0,7445629000.0,285584000.0,297100000.0,297100000.0,297100000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.1,3.1,0.31,136330000.0,3.08,776956000.0,586473000.0,467627000.0,,824048000.0,881474000.0,-57426000.0,819761000.0,1906000.0,-467627000.0,,7748732000.0,,34863000.0,,,1460736000.0,7997305000.0,866806000.0,-105536000.0,2381000.0,,1903000.0,827135000.0,,467627000.0,,8855234000.0,10948331000.0,1623567000.0,10480704000.0,285584000.0,297100000.0,297100000.0,297100000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 08:41:23+00:00,0.01,0.01,,47049000.0,0.01,26758000.0,309339000.0,194223000.0,,14383000.0,29974000.0,-15591000.0,2971000.0,10385000.0,-194223000.0,,1925735000.0,,,,,195217000.0,2113263000.0,140014000.0,-23889000.0,1027000.0,,,321663000.0,,194223000.0,,2458086000.0,2709041000.0,56732000.0,2514818000.0,138736000.0,297100000.0,297100000.0,297100000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 09:13:36+00:00,0.14,0.14,,45977000.0,0.14,23235000.0,277134000.0,230798000.0,,58536000.0,60574000.0,-2038000.0,57521000.0,,-230798000.0,,1929504000.0,,34863000.0,,,406386000.0,2150216000.0,125443000.0,,1015000.0,,,409378000.0,,230798000.0,,2605571000.0,2885315000.0,48946000.0,2654517000.0,146848000.0,410900000.0,410900000.0,410900000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.24,1.24,0.06,73475000.0,1.22,73002000.0,277134000.0,252117000.0,,358825000.0,364730000.0,-5905000.0,362624000.0,-5153000.0,-252117000.0,,3948208000.0,,34863000.0,,,594801000.0,4035530000.0,215937000.0,-30808000.0,1354000.0,,,449745000.0,,252117000.0,,4527942000.0,5182928000.0,402869000.0,4930811000.0,146848000.0,410900000.0,410900000.0,410900000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.53,3.53,0.31,119653000.0,3.5,829088000.0,277134000.0,294510000.0,,923999000.0,968445000.0,-44446000.0,923464000.0,-819000.0,-294510000.0,,7886407000.0,,34863000.0,,,1299239000.0,7842743000.0,846582000.0,-105921000.0,1354000.0,,1903000.0,540652000.0,,294510000.0,,8397127000.0,10456210000.0,1762670000.0,10161700000.0,146848000.0,410900000.0,410900000.0,410900000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q1TTM,2012-04-01,2013-03-31,,2.58,2.58,0.31,109593000.0,2.55,718345000.0,,85055000.0,,677695000.0,721215000.0,-43520000.0,668692000.0,8664000.0,-85055000.0,,7873045000.0,,,,,534496000.0,7645896000.0,909395000.0,-119457000.0,339000.0,,1903000.0,154386000.0,,85055000.0,,7790418000.0,9316936000.0,1439560000.0,9231881000.0,,275735000.0,275735000.0,275735000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 08:33:00+00:00,1.1,1.1,0.0625,27498000.0,1.08,49767000.0,,21319000.0,,300289000.0,304156000.0,-3867000.0,305103000.0,-5153000.0,-21319000.0,,2018704000.0,,,,,188415000.0,1885314000.0,90494000.0,-30808000.0,339000.0,,,40367000.0,,21319000.0,,1922371000.0,2297613000.0,353923000.0,2276294000.0,,275735000.0,275735000.0,275735000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 06:40:41+00:00,0.54,0.54,0.25,185993000.0,0.54,165971000.0,1526637000.0,848422000.0,,199025000.0,215251000.0,-16226000.0,204306000.0,-9343000.0,-848422000.0,,7854640000.0,,,,,1714364000.0,9216123000.0,570465000.0,-138527000.0,4062000.0,,,1841674000.0,,848422000.0,,11105263000.0,12334907000.0,381222000.0,11486485000.0,668801000.0,371889000.0,371889000.0,371889000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,Q4,2014-10-01,2014-12-31,,-0.02,-0.02,0.19,53399000.0,-0.02,6040000.0,315976000.0,384128000.0,,-265403000.0,-252475000.0,-12928000.0,-255903000.0,-10515000.0,-384128000.0,,1961313000.0,,-35345000.0,,,291435000.0,2412435000.0,135334000.0,-89574000.0,1015000.0,,,335035000.0,,384128000.0,,2711295000.0,2884333000.0,-211090000.0,2500205000.0,180275000.0,371889000.0,371889000.0,371889000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.56,0.56,0.06,132594000.0,0.56,159931000.0,1210661000.0,464294000.0,,464428000.0,467726000.0,-3298000.0,460209000.0,1172000.0,-464294000.0,,5893327000.0,,35345000.0,,,1422929000.0,6803688000.0,435131000.0,-48953000.0,3047000.0,,,1506639000.0,,464294000.0,,8393968000.0,9450574000.0,592312000.0,8986280000.0,488526000.0,373347000.0,373347000.0,373347000.0
