company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,provisionforcreditlosses,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:47:54+00:00,2.22,2.22,0.25,35238000.0,2.1,-537896000.0,,111537000.0,227582000.0,480272000.0,476653000.0,3619000.0,484294000.0,-4022000.0,-111537000.0,,492754000.0,,,,,219507000.0,753512000.0,80892000.0,,,,,88269000.0,361742000.0,111537000.0,,1104601000.0,1154895000.0,-61243000.0,1043358000.0,,218200000.0,218200000.0,230600000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 09:43:18+00:00,-11.0,-11.0,,48182000.0,-11.0,2211381000.0,,145348000.0,,-2536812000.0,-2582887000.0,46075000.0,-2535425000.0,-1387000.0,-145348000.0,,192286000.0,,,,,105842000.0,596678000.0,192412000.0,,,,,71838000.0,,145348000.0,,716698000.0,490540000.0,-371506000.0,345192000.0,,230494000.0,230494000.0,230494000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 15:48:25+00:00,0.38,0.38,,14763000.0,0.37,-198419000.0,,37016000.0,,89348000.0,89348000.0,0.0,89462000.0,-114000.0,-37016000.0,34229000.0,25480000.0,,,,,25390000.0,250777000.0,94068000.0,,,,,23902000.0,106678000.0,37016000.0,,323671000.0,251616000.0,-109071000.0,214600000.0,,235400000.0,235400000.0,241800000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 10:26:24+00:00,0.81,0.81,,13491000.0,0.76,-222476000.0,,36543000.0,,186826000.0,186826000.0,,186778000.0,48000.0,-36543000.0,30469000.0,117353000.0,,,,,28712000.0,270218000.0,82600000.0,,,,,22483000.0,108889000.0,36543000.0,,336661000.0,337554000.0,-35650000.0,301011000.0,,230600000.0,230600000.0,245800000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:20:14+00:00,2.28,2.28,,56795000.0,2.25,-773128000.0,,,,548595000.0,531974000.0,16621000.0,550280000.0,-1685000.0,,,203354000.0,,,,,103495000.0,679730000.0,257257000.0,,,,,79837000.0,11102000.0,,,816362000.0,575208000.0,-241154000.0,575208000.0,,241437000.0,241437000.0,241437000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,Q4,2009-10-01,2009-12-31,,-0.35,-0.35,,9746000.0,-0.33,87572000.0,,31511000.0,,-91836000.0,-84652000.0,-7184000.0,-91962000.0,126000.0,-31511000.0,-51992000.0,53677000.0,,,,,-27524000.0,-234374000.0,54006000.0,,,,,1930000.0,-320418000.0,31511000.0,,-274690000.0,-240259000.0,2920000.0,-271770000.0,,241437000.0,241437000.0,241437000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.63,2.63,,47049000.0,2.58,-860700000.0,,97243000.0,,640431000.0,616626000.0,23805000.0,640557000.0,-126000.0,-97243000.0,51992000.0,149677000.0,,,,,131019000.0,785350000.0,203251000.0,,,,,77907000.0,331520000.0,97243000.0,,962298000.0,815467000.0,-244074000.0,718224000.0,,243100000.0,243100000.0,246400000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 14:49:07+00:00,1.52,1.52,,14212000.0,1.5,-378176000.0,,31439000.0,,369580000.0,341174000.0,28406000.0,370199000.0,-619000.0,-31439000.0,,70857000.0,,,,,72574000.0,109003000.0,,,,,,25779000.0,,31439000.0,,148994000.0,143431000.0,-37002000.0,111992000.0,,243238000.0,243238000.0,243238000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.11,1.11,,30734000.0,1.08,-482863000.0,,65771000.0,,270851000.0,270851000.0,,270977000.0,-126000.0,-65771000.0,26256000.0,78820000.0,,,,,104066000.0,576212000.0,118793000.0,,,,,47705000.0,232987000.0,65771000.0,,680907000.0,534666000.0,-212012000.0,468895000.0,,241800000.0,241800000.0,246100000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 10:13:59+00:00,1.7,1.7,,15457000.0,1.67,-541513000.0,,32384000.0,,410984000.0,410984000.0,,411023000.0,-39000.0,-32384000.0,,53492000.0,,,,,81309000.0,340005000.0,35296000.0,,,,,27006000.0,114226000.0,32384000.0,,382468000.0,284323000.0,-130529000.0,251939000.0,,241095000.0,241095000.0,241095000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 16:22:37+00:00,-0.59,-0.59,,15277000.0,-0.59,58650000.0,,33387000.0,,-140133000.0,-140133000.0,,-140007000.0,-126000.0,-33387000.0,,25328000.0,,,,,78003000.0,262463000.0,28251000.0,,,,,20699000.0,118761000.0,33387000.0,,298439000.0,250343000.0,-81483000.0,216956000.0,,237300000.0,237300000.0,237300000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,FY,2010-01-01,2010-12-31,2013-02-25 15:02:40+00:00,7.97,7.97,0.25,53228000.0,7.85,-1517734000.0,,,,1904698000.0,1865136000.0,39562000.0,1903774000.0,924000.0,,,828840000.0,,,,,,447946000.0,114763000.0,,,,,95027000.0,,,,596201000.0,943603000.0,347402000.0,943603000.0,,243379000.0,243379000.0,243379000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q4,2010-10-01,2010-12-31,,6.97,6.97,0.25,17215000.0,6.87,-1377007000.0,,30475000.0,,1695039000.0,1681387000.0,23666000.0,1692981000.0,2058000.0,-30475000.0,,65684000.0,-10014000.0,,,,-84650000.0,74430000.0,543932000.0,,,,,43997000.0,-54469000.0,30475000.0,,135642000.0,470497000.0,304380000.0,440022000.0,,243379000.0,243379000.0,243379000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.0,1.0,,61460000.0,0.98,-143077000.0,,94334000.0,,245197000.0,207700000.0,27483000.0,246331000.0,-1134000.0,-94334000.0,,373651000.0,10014000.0,,,,199413000.0,574654000.0,105432000.0,,,,,54436000.0,171011000.0,94334000.0,,690550000.0,849507000.0,64623000.0,755173000.0,,243317000.0,243317000.0,243317000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.65,0.65,,71206000.0,0.65,-55505000.0,,125845000.0,,153361000.0,123048000.0,20299000.0,154369000.0,-1008000.0,-125845000.0,-51992000.0,427328000.0,10014000.0,,,,171889000.0,340280000.0,159438000.0,,,,,56366000.0,-149407000.0,125845000.0,,415860000.0,609248000.0,67543000.0,483403000.0,,243317000.0,243317000.0,243317000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 16:33:38+00:00,1.18,1.18,,19814000.0,1.17,-321172000.0,,31353000.0,,289970000.0,262487000.0,39882000.0,287755000.0,2215000.0,-31353000.0,,61176000.0,-12399000.0,,,,31069000.0,171702000.0,61773000.0,,,,,21681000.0,31847000.0,31353000.0,,213197000.0,185865000.0,-58685000.0,154512000.0,,243317000.0,243317000.0,243317000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 16:08:07+00:00,-0.97,-0.97,,19842000.0,-0.97,326587000.0,,31490000.0,,-236278000.0,-246292000.0,,-235144000.0,-1134000.0,-31490000.0,,148528000.0,10014000.0,,,,28074000.0,149218000.0,83344000.0,,,,,8355000.0,29254000.0,31490000.0,,177415000.0,289200000.0,80295000.0,257710000.0,,243312000.0,243312000.0,243312000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.18,-0.18,,41646000.0,-0.19,178095000.0,,62981000.0,,-44773000.0,-54787000.0,,-43639000.0,-1134000.0,-62981000.0,,312475000.0,10014000.0,,,,106571000.0,402952000.0,105432000.0,,,,,32755000.0,139164000.0,62981000.0,,477353000.0,663642000.0,123308000.0,600661000.0,,243312000.0,243312000.0,243312000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.99,0.99,,67707000.0,0.98,-112170000.0,,125964000.0,,232971000.0,206336000.0,16621000.0,233979000.0,-1008000.0,-125964000.0,-26256000.0,437009000.0,10014000.0,,,,106000000.0,377716000.0,243896000.0,,,,,64887000.0,-82721000.0,125964000.0,,484054000.0,704184000.0,94166000.0,578220000.0,,243312000.0,243312000.0,243312000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q1TTM,2009-04-01,2010-03-31,,3.66,3.66,,63322000.0,3.62,-980270000.0,,126858000.0,,880233000.0,863612000.0,16621000.0,880107000.0,126000.0,-126858000.0,,341973000.0,,,,,103989000.0,542247000.0,251094000.0,,,,,83538000.0,2251000.0,126858000.0,,689107000.0,699307000.0,-116658000.0,572449000.0,,242400000.0,242400000.0,245500000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 16:31:12+00:00,0.79,0.79,,19489000.0,0.78,-148492000.0,,31491000.0,,191505000.0,196332000.0,-4827000.0,191479000.0,26000.0,-31491000.0,,163947000.0,,,,,27066000.0,139877000.0,47497000.0,,,,,20598000.0,20785000.0,31491000.0,,179964000.0,259295000.0,47840000.0,227804000.0,,243291000.0,243291000.0,243291000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 14:45:14+00:00,0.1,0.1,0.25,36799000.0,0.1,62398000.0,,,,24956000.0,32925000.0,-7969000.0,25231000.0,-275000.0,,,641476000.0,,,,,-642842000.0,494619000.0,643997000.0,-62013000.0,,,,77903000.0,,,,547308000.0,642631000.0,95323000.0,642631000.0,,244425000.0,244425000.0,244425000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q4,2011-10-01,2011-12-31,,0.49,0.49,0.25,-580000.0,0.5,-49495000.0,,27388000.0,,93329000.0,80443000.0,13731000.0,93329000.0,,-27388000.0,,341499000.0,-845000.0,,,,-89900000.0,-160661000.0,-236835000.0,,,,,19076000.0,-98593000.0,27388000.0,,-142165000.0,-83829000.0,30948000.0,-111217000.0,,-40000000.0,-40000000.0,-40000000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q3YTD,2011-01-01,2011-09-30,,-0.39,-0.39,,55009000.0,-0.4,713852000.0,,84352000.0,,-97328000.0,-96300000.0,-1873000.0,-97328000.0,,-84352000.0,,730988000.0,845000.0,,,,89900000.0,457359000.0,354052000.0,,,,,59261000.0,98593000.0,84352000.0,,571629000.0,1273533000.0,617552000.0,1189181000.0,,244580000.0,244580000.0,244580000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q3TTM,2010-10-01,2011-09-30,,6.58,6.58,0.25,72224000.0,6.47,-663155000.0,,114827000.0,,1597711000.0,1585087000.0,21793000.0,1595653000.0,2058000.0,-114827000.0,,796672000.0,-9169000.0,,,,5250000.0,531789000.0,897984000.0,,,,,103258000.0,44124000.0,114827000.0,,707271000.0,1744030000.0,921932000.0,1629203000.0,,244580000.0,244580000.0,244580000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 16:37:50+00:00,-1.19,-1.19,,13450000.0,-1.19,310535000.0,,27512000.0,,-298851000.0,-301314000.0,2463000.0,-298521000.0,-330000.0,-27512000.0,,7275000.0,,,,,28611000.0,77323000.0,100467000.0,,,,,8847000.0,,27512000.0,,99620000.0,136353000.0,9221000.0,108841000.0,,244580000.0,244580000.0,244580000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.8,0.8,,36341000.0,0.79,403005000.0,,56814000.0,,193916000.0,195717000.0,-2646000.0,193916000.0,,-56814000.0,,660315000.0,845000.0,,,,61289000.0,296303000.0,253262000.0,,,,,49295000.0,62609000.0,56814000.0,,381939000.0,1037475000.0,598722000.0,980661000.0,,244521000.0,244521000.0,244521000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q2TTM,2010-07-01,2011-06-30,,8.95,8.95,0.25,73370000.0,8.83,-1295174000.0,,118642000.0,,2178925000.0,2139591000.0,48503000.0,2176867000.0,2058000.0,-118642000.0,,787175000.0,-9169000.0,,,,69481000.0,542435000.0,797194000.0,,,,,114973000.0,39987000.0,118642000.0,,730778000.0,1693837000.0,844417000.0,1575195000.0,,244521000.0,244521000.0,244521000.0
