company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q2,,2011-06-30,2011-08-03 16:08:07+00:00,,1314743000.0,539092000.0,0.0,1806543000.0,,,62665000.0,1471239000.0,604261000.0,4754000.0,3848247000.0,89091000.0,165793000.0,,,3679439000.0,660579000.0,9192181000.0,6800725000.0,6800725000.0,6805479000.0,2386702000.0,9192181000.0,4137916000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2011.0,Q1,,2011-03-31,2011-05-05 16:31:12+00:00,,1622305000.0,313932000.0,,1787239000.0,,,41098000.0,1506237000.0,570623000.0,5437000.0,4318063000.0,89687000.0,141179000.0,,,3493130000.0,579171000.0,9224385000.0,6902674000.0,6902674000.0,6908111000.0,2316274000.0,9224385000.0,3980669000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,FY,,2012-12-31,2014-02-28 14:45:14+00:00,,705129000.0,145960000.0,0.0,1822111000.0,,24195000.0,829831000.0,1358695000.0,857360000.0,367000.0,3057608000.0,830229000.0,,,,4240028000.0,392559000.0,9349118000.0,6767268000.0,6767268000.0,6767635000.0,2581483000.0,9349118000.0,4434164000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q3,,2012-09-30,2012-11-06 16:37:50+00:00,,518705000.0,772144000.0,0.0,1826229000.0,,,862376000.0,911832000.0,856213000.0,1166000.0,4412770000.0,96384000.0,463025000.0,236137000.0,,3847008000.0,839698000.0,8740184000.0,6191942000.0,6191942000.0,6193108000.0,2310939000.0,8740184000.0,1836681000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q2,,2012-06-30,2012-08-01 16:56:47+00:00,,541721000.0,186665000.0,0.0,1810228000.0,,,852435000.0,1370845000.0,1013283000.0,2856000.0,4814954000.0,96367000.0,383284000.0,246546000.0,,3740334000.0,411097000.0,8603278000.0,6092283000.0,6092283000.0,6095139000.0,2261593000.0,8603278000.0,1735941000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2012.0,Q1,,2012-03-31,2012-05-04 16:07:52+00:00,,671579000.0,205291000.0,0.0,1818515000.0,,,865864000.0,1425187000.0,1043313000.0,2517000.0,4987262000.0,96378000.0,359449000.0,232709000.0,,3937585000.0,442718000.0,8986637000.0,6427679000.0,6427679000.0,6430196000.0,2323732000.0,8986637000.0,1884907000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,FY,,2013-12-31,2015-02-27 16:51:13+00:00,,538050000.0,3907595000.0,0.0,5245572000.0,,,2768628000.0,10921698000.0,885859000.0,70591000.0,8004583000.0,7304165000.0,,366075000.0,3616602000.0,4318840000.0,19101790000.0,47866781000.0,10102462000.0,10102462000.0,10173053000.0,37327653000.0,47866781000.0,28683514000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q3,,2013-09-30,2013-11-07 15:03:58+00:00,,487152000.0,4410093000.0,,5280314000.0,1095422000.0,1747862000.0,1039216000.0,10156985000.0,936174000.0,26263000.0,7359315000.0,8110782000.0,,328620000.0,3457926000.0,4333887000.0,16817070000.0,45541073000.0,10101353000.0,10101353000.0,10127616000.0,35084837000.0,45541073000.0,25495065000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q2,,2013-06-30,2013-08-06 09:27:49+00:00,,440950000.0,3553645000.0,,5228413000.0,1188265000.0,1722548000.0,1059860000.0,10465963000.0,930486000.0,9460000.0,7872443000.0,8301300000.0,,338640000.0,3056141000.0,4354244000.0,17040306000.0,46179276000.0,10023607000.0,10023607000.0,10033067000.0,35807569000.0,46179276000.0,26795888000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2013.0,Q1,,2013-03-31,2013-05-09 09:54:25+00:00,,506870000.0,3140421000.0,,5210220000.0,1045251000.0,1738744000.0,1087700000.0,9656635000.0,933073000.0,356394000.0,7548120000.0,11192975000.0,,344762000.0,3728742000.0,4324471000.0,15756967000.0,47349294000.0,10041561000.0,10041561000.0,10397955000.0,36606577000.0,47349294000.0,28127243000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,FY,,2014-12-31,2016-03-17 16:56:07+00:00,22429000.0,447082000.0,81000.0,0.0,5427007000.0,,,,7588077000.0,,,18262720000.0,107939000.0,,125000000.0,,4428069000.0,129125000.0,18274728000.0,10302158000.0,10302158000.0,10302158000.0,7847570000.0,18274728000.0,11927000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,Q3,,2014-09-30,2014-11-07 08:41:23+00:00,,533263000.0,4247878000.0,0.0,5390210000.0,1660122000.0,1749372000.0,1004933000.0,11817048000.0,709326000.0,63911000.0,8097600000.0,9731573000.0,,356081000.0,3301185000.0,4461634000.0,20374081000.0,52727801000.0,10385107000.0,10385107000.0,10449018000.0,41922702000.0,52727801000.0,31957385000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,Q2,,2014-06-30,2014-08-07 09:13:36+00:00,,561305000.0,4186725000.0,0.0,5358638000.0,1805451000.0,1750870000.0,999240000.0,11939503000.0,936923000.0,13043000.0,7720038000.0,8298406000.0,,364794000.0,3288517000.0,4430738000.0,20441308000.0,51407735000.0,10350681000.0,10350681000.0,10363724000.0,40679217000.0,51407735000.0,30719971000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2014.0,Q1,,2014-03-31,2014-05-09 08:33:00+00:00,,558060000.0,3590527000.0,0.0,5240270000.0,1275955000.0,1750636000.0,1015911000.0,11683692000.0,922637000.0,3479000.0,7789971000.0,10830300000.0,,361753000.0,3801517000.0,4389453000.0,18063007000.0,51130014000.0,10187783000.0,10187783000.0,10191262000.0,40576999000.0,51130014000.0,30982860000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2015.0,FY,,2015-12-31,2017-02-27 06:40:41+00:00,,438793000.0,3638648000.0,0.0,5349436000.0,,,2648362000.0,11323623000.0,721875000.0,64679000.0,9240888000.0,7157063000.0,,,751084000.0,4612982000.0,17384608000.0,46331184000.0,10401211000.0,10401211000.0,10465890000.0,35865294000.0,46331184000.0,29330327000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2015.0,Q3,,2015-09-30,2015-11-05 09:27:54+00:00,,415855000.0,3559301000.0,0.0,5368790000.0,,,2667870000.0,12597356000.0,716906000.0,60576000.0,9902220000.0,9692271000.0,,,904009000.0,4580831000.0,17798059000.0,50513738000.0,10365476000.0,10365476000.0,10426052000.0,40087686000.0,50513738000.0,32763432000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2015.0,Q2,,2015-06-30,2015-08-05 08:58:10+00:00,,425064000.0,3491032000.0,0.0,5452251000.0,,,2684571000.0,13042115000.0,723310000.0,69470000.0,10187557000.0,9228177000.0,,298657000.0,2396114000.0,4777697000.0,19262525000.0,52555956000.0,10655012000.0,10655012000.0,10724482000.0,41532817000.0,52555956000.0,33073372000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2015.0,Q1,,2015-03-31,2015-05-08 08:33:37+00:00,,427118000.0,3524524000.0,0.0,5439754000.0,,,2702298000.0,12682672000.0,722149000.0,68533000.0,9925000000.0,7950322000.0,,293541000.0,3186319000.0,4784966000.0,20675786000.0,52322692000.0,10651838000.0,10651838000.0,10720371000.0,41308780000.0,52322692000.0,32262402000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2016.0,FY,,2016-12-31,2018-02-26 18:28:55+00:00,,310697000.0,3807558000.0,0.0,5172012000.0,,,2513678000.0,11226004000.0,709242000.0,175549000.0,10291156000.0,8850428000.0,,,857337000.0,4645391000.0,14691226000.0,45071307000.0,10128100000.0,10128100000.0,10303649000.0,34767658000.0,45071307000.0,26892336000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2016.0,Q3,,2016-09-30,2016-11-02 16:34:15+00:00,,360681000.0,3278975000.0,0.0,5167660000.0,,,2594329000.0,11069894000.0,715198000.0,177807000.0,10043809000.0,8124156000.0,,346079000.0,1026865000.0,4531329000.0,16328409000.0,46106015000.0,10059670000.0,10059670000.0,10237477000.0,35397459000.0,46106015000.0,28446839000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2016.0,Q2,,2016-06-30,2016-08-03 16:43:44+00:00,,413272000.0,3030936000.0,0.0,5272985000.0,,,2621633000.0,11217698000.0,702727000.0,178040000.0,10084530000.0,8029906000.0,,233787000.0,836871000.0,4400261000.0,15295978000.0,45041927000.0,10086518000.0,10086518000.0,10264558000.0,34418582000.0,45041927000.0,27765230000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2016.0,Q1,,2016-03-31,2016-05-04 16:53:39+00:00,,394004000.0,2604066000.0,0.0,5330776000.0,,,2622351000.0,11444641000.0,721060000.0,157875000.0,10089348000.0,7751700000.0,,,679812000.0,4366525000.0,13688844000.0,43134365000.0,10091305000.0,10091305000.0,10249180000.0,32885185000.0,43134365000.0,26417728000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2017.0,FY,,2017-12-31,2019-01-28 20:16:00+00:00,,372724000.0,5275480000.0,0.0,5032265000.0,,,2463180000.0,11759179000.0,,33022000.0,10641835000.0,8579965000.0,,426593000.0,578014000.0,4700968000.0,16264392000.0,47169108000.0,10105957000.0,10105957000.0,10138979000.0,36478536000.0,47169108000.0,28210599000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2017.0,Q3,,2017-09-30,2017-11-01 16:23:44+00:00,,363486000.0,5016932000.0,0.0,5088001000.0,,,2473292000.0,11748587000.0,727685000.0,189667000.0,11389762000.0,8892710000.0,,388572000.0,903744000.0,5000423000.0,15995498000.0,47666944000.0,10451910000.0,10451910000.0,10641577000.0,36511795000.0,47666944000.0,27155529000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2017.0,Q2,,2017-06-30,2017-08-02 16:27:09+00:00,,350442000.0,4661937000.0,0.0,5202611000.0,,,2488543000.0,12294782000.0,728409000.0,188858000.0,11747230000.0,9247566000.0,,307943000.0,919011000.0,4938254000.0,15845646000.0,48376102000.0,10491307000.0,10491307000.0,10680165000.0,37262994000.0,48376102000.0,27830972000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2017.0,Q1,,2017-03-31,2017-05-03 16:21:27+00:00,,315637000.0,4261427000.0,0.0,5179097000.0,,,2499103000.0,11558469000.0,718439000.0,193588000.0,11371843000.0,8888993000.0,,342574000.0,705313000.0,4903424000.0,14598215000.0,45979997000.0,10398158000.0,10398158000.0,10591746000.0,34920677000.0,45979997000.0,26423872000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2018.0,FY,,2018-11-30,2020-01-29 06:45:23+00:00,,288286000.0,5258809000.0,0.0,4162362000.0,,,1890131000.0,10990522000.0,,18391000.0,11077083000.0,9478946000.0,,144779000.0,707960000.0,5610218000.0,16437591000.0,47131095000.0,10060866000.0,10060866000.0,10079257000.0,36907059000.0,47131095000.0,28197112000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2018.0,Q3,,2018-09-30,2018-11-01 16:25:50+00:00,,287745000.0,4895788000.0,0.0,4661077000.0,,,1894898000.0,11749607000.0,346896000.0,25566000.0,10290999000.0,9604213000.0,,21385000.0,913456000.0,5672363000.0,16926713000.0,48948669000.0,10621185000.0,10621185000.0,10646751000.0,38155533000.0,48948669000.0,30606632000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2018.0,Q2,,2018-06-30,2018-08-01 16:41:07+00:00,,314973000.0,4741057000.0,0.0,4699942000.0,,,1901352000.0,11735242000.0,353553000.0,29249000.0,10713448000.0,10308242000.0,,14252000.0,709646000.0,5523277000.0,16776621000.0,49401798000.0,10538192000.0,10538192000.0,10567441000.0,38695105000.0,49401798000.0,30982742000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2018.0,Q1,,2018-03-31,2018-05-02 16:17:39+00:00,,357317000.0,5144625000.0,0.0,5068434000.0,,,2450957000.0,12127090000.0,754668000.0,29048000.0,11527042000.0,10117014000.0,,414815000.0,802693000.0,4833329000.0,16054447000.0,49001494000.0,10259080000.0,10259080000.0,10288128000.0,38173551000.0,49001494000.0,28321509000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2019.0,FY,,2019-11-30,2020-07-09 16:27:43+00:00,,-273039000.0,7678821000.0,0.0,3919355000.0,,,1922934000.0,12932812000.0,385029000.0,21979000.0,9847172000.0,10666960000.0,,26605000.0,796797000.0,5933389000.0,16232173000.0,49460234000.0,9579705000.0,9579705000.0,9601684000.0,39706945000.0,49460234000.0,28829481000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2019.0,Q3,,2019-08-31,2019-10-08 16:38:11+00:00,,-266452000.0,6011350000.0,0.0,4031580000.0,,,1921793000.0,12660239000.0,,27339000.0,11080670000.0,10421315000.0,,27064000.0,658335000.0,6255314000.0,16106809000.0,49263208000.0,10020442000.0,10020442000.0,10047781000.0,39063363000.0,49263208000.0,29591060000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2019.0,Q2,,2019-05-31,2019-07-09 16:50:23+00:00,,-242824000.0,5393737000.0,0.0,3849843000.0,,,1882930000.0,11988358000.0,,23490000.0,11784042000.0,10238390000.0,,18938000.0,543429000.0,6246852000.0,16400893000.0,48523940000.0,9853871000.0,9853871000.0,9877361000.0,38502641000.0,48523940000.0,28919802000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2019.0,Q1,,2019-02-28,2019-04-09 16:21:56+00:00,,338619000.0,5517121000.0,0.0,3979398000.0,,,1890948000.0,11448001000.0,,23181000.0,12111327000.0,10403412000.0,,20189000.0,763213000.0,5614935000.0,17131610000.0,48959345000.0,9932952000.0,9932952000.0,9956133000.0,38858023000.0,48959345000.0,28676736000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2020.0,Q2,,2020-05-31,2020-07-09 16:27:43+00:00,,-134528000.0,6883881000.0,0.0,3459004000.0,,,1910204000.0,12708497000.0,917686000.0,34559000.0,10609036000.0,10378489000.0,,22262000.0,668925000.0,6002078000.0,17812854000.0,50283215000.0,9326554000.0,9326554000.0,9361113000.0,40774840000.0,50283215000.0,29293483000.0
Leucadia National Corp,JEF,549300HOF34RGOJ5YL07,96223,2020.0,Q1,,2020-02-29,2020-04-08 16:29:12+00:00,,-258400000.0,6710659000.0,0.0,3606742000.0,,,1918068000.0,13264125000.0,928643000.0,36950000.0,11450815000.0,10501926000.0,,149759000.0,742134000.0,6000613000.0,18476408000.0,51778123000.0,9348955000.0,9348955000.0,9385905000.0,42242459000.0,51778123000.0,30027804000.0
