company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
aTyr Pharma Inc,LIFE,,1339970,2014.0,FY,,2014-12-31,2016-03-30 16:13:31+00:00,1433000.0,2932000.0,,13899000.0,0.0,19210000.0,295000.0,5142000.0,,1925000.0,,445000.0,,319000.0,-69000.0,2210000.0,335000.0,656000.0,95619000.0,-110151000.0,5134000.0,1954000.0,20644000.0,-91010000.0,16509000.0,10113000.0,-91010000.0,-91010000.0,16035000.0,20644000.0,2210000.0,5922000.0,0.0
aTyr Pharma Inc,LIFE,,1339970,2015.0,FY,,2015-12-31,2017-03-16 16:16:52+00:00,3872000.0,4595000.0,-171000.0,53025000.0,0.0,273345000.0,315000.0,1776000.0,29814000.0,1793000.0,,130000.0,,,,118000.0,571000.0,2415000.0,,-158124000.0,3366000.0,42510000.0,129675000.0,115050000.0,97950000.0,12148000.0,115050000.0,115050000.0,14625000.0,129675000.0,29932000.0,2477000.0,
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q3,,2015-09-30,2015-11-10 16:38:23+00:00,1590000.0,3569000.0,-68000.0,60053000.0,0.0,270856000.0,310000.0,2640000.0,28010000.0,1841000.0,,211000.0,,,,137000.0,585000.0,2578000.0,,-141631000.0,3307000.0,48750000.0,141369000.0,129157000.0,111381000.0,8776000.0,129157000.0,129157000.0,12212000.0,141369000.0,28147000.0,3436000.0,
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q2,,2015-06-30,2015-08-12 16:18:55+00:00,3002000.0,2817000.0,-106000.0,63066000.0,0.0,269749000.0,305000.0,3489000.0,44738000.0,2022000.0,,291000.0,,,,146000.0,588000.0,3218000.0,,-130302000.0,3248000.0,39891000.0,153081000.0,139341000.0,106175000.0,9372000.0,139341000.0,139341000.0,13740000.0,153081000.0,44884000.0,4368000.0,
aTyr Pharma Inc,LIFE,,1339970,2015.0,Q1,,2015-03-31,2015-06-18 16:22:19+00:00,3168000.0,2645000.0,,54512000.0,0.0,21216000.0,300000.0,4322000.0,,1839000.0,,369000.0,,242000.0,,2897000.0,380000.0,657000.0,141295000.0,-119222000.0,5190000.0,0.0,59905000.0,-98006000.0,55169000.0,11545000.0,-98006000.0,-98006000.0,16616000.0,59905000.0,2897000.0,5071000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,FY,,2016-12-31,2018-03-20 16:50:25+00:00,2606000.0,5450000.0,-76000.0,38388000.0,0.0,278856000.0,130000.0,9198000.0,4002000.0,1421000.0,,,,,,333000.0,,2621000.0,,-215979000.0,339000.0,33759000.0,80524000.0,62801000.0,74768000.0,8525000.0,62801000.0,62801000.0,17723000.0,80524000.0,4335000.0,9198000.0,
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q3,,2016-09-30,2016-11-14 15:41:47+00:00,3565000.0,5520000.0,7000.0,34332000.0,0.0,277395000.0,211000.0,,10329000.0,1596000.0,,,,,,353000.0,,3117000.0,0.0,-203413000.0,2640000.0,36198000.0,85925000.0,73989000.0,73647000.0,11936000.0,73989000.0,73989000.0,11936000.0,85925000.0,10682000.0,,0.0
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q2,,2016-06-30,2016-08-10 16:19:23+00:00,4723000.0,5414000.0,19000.0,43191000.0,0.0,276144000.0,291000.0,,12655000.0,1766000.0,,,,,,175000.0,,1964000.0,0.0,-189594000.0,3489000.0,40735000.0,100486000.0,86569000.0,85890000.0,13917000.0,86569000.0,86569000.0,13917000.0,100486000.0,12830000.0,,0.0
aTyr Pharma Inc,LIFE,,1339970,2016.0,Q1,,2016-03-31,2016-05-11 16:11:28+00:00,5876000.0,3568000.0,-19000.0,54099000.0,0.0,274662000.0,320000.0,896000.0,25557000.0,1845000.0,,49000.0,,,,100000.0,557000.0,1575000.0,0.0,-174211000.0,3427000.0,31949000.0,115125000.0,100432000.0,87623000.0,13191000.0,100432000.0,100432000.0,14693000.0,115125000.0,25657000.0,1502000.0,0.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,FY,,2017-12-31,2019-03-26 17:28:49+00:00,2276000.0,3103000.0,-120000.0,21091000.0,0.0,328549000.0,,14719000.0,,2280000.0,,,,,,90000.0,,1866000.0,,-264186000.0,5012000.0,64028000.0,89355000.0,64243000.0,86985000.0,10391000.0,64245000.0,64245000.0,25110000.0,89355000.0,90000.0,14719000.0,2000.0
