company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q3,,2017-09-30,2017-11-14 16:17:24+00:00,3592000.0,3861000.0,-63000.0,29765000.0,0.0,325061000.0,,12479000.0,,2191000.0,,,,,,90000.0,,1825000.0,,-252712000.0,2267000.0,60616000.0,94487000.0,72286000.0,92206000.0,9720000.0,72288000.0,72288000.0,22199000.0,94487000.0,90000.0,12479000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q2,,2017-06-30,2017-08-14 17:10:45+00:00,2669000.0,4194000.0,-57000.0,35915000.0,0.0,281610000.0,,11792000.0,,2003000.0,,,,,,371000.0,,1877000.0,,-241522000.0,2786000.0,21306000.0,61472000.0,40031000.0,59098000.0,9649000.0,40031000.0,40031000.0,21441000.0,61472000.0,371000.0,11792000.0,
aTyr Pharma Inc,LIFE,,1339970,2017.0,Q1,,2017-03-31,2017-05-11 16:16:35+00:00,1246000.0,4160000.0,-68000.0,28900000.0,0.0,280158000.0,49000.0,8480000.0,,1623000.0,,,,,,330000.0,,1848000.0,,-229384000.0,1094000.0,33034000.0,65735000.0,50706000.0,63782000.0,6549000.0,50706000.0,50706000.0,15029000.0,65735000.0,330000.0,8480000.0,
aTyr Pharma Inc,LIFE,,1339970,2018.0,FY,,2018-12-31,2020-03-26 16:16:54+00:00,1040000.0,2026000.0,-60000.0,22962000.0,0.0,332409000.0,,8263000.0,,1853000.0,0.0,,,0.0,,90000.0,0.0,1258000.0,,-298701000.0,7767000.0,26583000.0,52746000.0,33648000.0,50803000.0,10833000.0,33650000.0,33650000.0,19096000.0,52746000.0,90000.0,8263000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q3,,2018-09-30,2018-11-14 16:07:17+00:00,599000.0,2382000.0,-57000.0,31547000.0,0.0,331420000.0,,10065000.0,,2039000.0,,,,,,90000.0,,1684000.0,,-292379000.0,7742000.0,24414000.0,59774000.0,38984000.0,57645000.0,10723000.0,38986000.0,38986000.0,20788000.0,59774000.0,90000.0,10065000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q2,,2018-06-30,2018-08-14 16:17:11+00:00,832000.0,2535000.0,-85000.0,19272000.0,0.0,330724000.0,,11848000.0,,2221000.0,,,,,,90000.0,,1668000.0,,-285265000.0,7717000.0,45057000.0,68308000.0,45374000.0,65997000.0,11084000.0,45376000.0,45376000.0,22932000.0,68308000.0,90000.0,11848000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2018.0,Q1,,2018-03-31,2018-05-15 16:06:41+00:00,1462000.0,2533000.0,-136000.0,21936000.0,0.0,329485000.0,,12950000.0,,2374000.0,,,,,,90000.0,,1906000.0,,-274853000.0,7027000.0,52164000.0,78470000.0,54496000.0,76006000.0,11022000.0,54498000.0,54498000.0,23972000.0,78470000.0,90000.0,12950000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,FY,,2019-12-31,2020-05-12 17:06:31+00:00,847000.0,2376000.0,-40000.0,9210000.0,0.0,343528000.0,,,,1270000.0,-160000.0,,,963000.0,,2993000.0,2239000.0,781000.0,,-322304000.0,8737000.0,21934000.0,36188000.0,21184000.0,31925000.0,12923000.0,21186000.0,21026000.0,15162000.0,36188000.0,2993000.0,2239000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q3,,2019-09-30,2019-11-14 16:16:55+00:00,1324000.0,1579000.0,-33000.0,17341000.0,0.0,343098000.0,,2742000.0,,1386000.0,,,,1081000.0,,3215000.0,2439000.0,1080000.0,,-316331000.0,7844000.0,20723000.0,43745000.0,26734000.0,39144000.0,11828000.0,26736000.0,26736000.0,17009000.0,43745000.0,3215000.0,5181000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q2,,2019-06-30,2019-08-14 16:54:59+00:00,664000.0,1582000.0,-32000.0,14507000.0,0.0,340942000.0,,4600000.0,,1512000.0,,,,1241000.0,,3379000.0,2632000.0,1473000.0,,-310686000.0,7817000.0,27891000.0,48762000.0,30224000.0,43871000.0,11304000.0,30226000.0,30226000.0,18536000.0,48762000.0,3379000.0,7232000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2019.0,Q1,,2019-03-31,2019-05-14 16:06:27+00:00,834000.0,1239000.0,-40000.0,12965000.0,0.0,334361000.0,,6440000.0,,1692000.0,,,630000.0,1311000.0,,3479000.0,2815000.0,1095000.0,,-304838000.0,7791000.0,30054000.0,49915000.0,29483000.0,44744000.0,11175000.0,29485000.0,29485000.0,20430000.0,49915000.0,3479000.0,9255000.0,2000.0
aTyr Pharma Inc,LIFE,,1339970,2020.0,Q1,,2020-03-31,2020-05-12 17:06:31+00:00,748000.0,1908000.0,-53000.0,39453000.0,0.0,362732000.0,,,,1281000.0,-161000.0,,,923000.0,,2792000.0,2035000.0,545000.0,,-320551000.0,6866000.0,10376000.0,54447000.0,42128000.0,50374000.0,10445000.0,42128000.0,41967000.0,12480000.0,54447000.0,2792000.0,2035000.0,
