company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
HollyFrontier Corp,HFC,,48039,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:23:53+00:00,-290000.0,,21084000.0,14346000.0,63789000.0,176958000.0,,-36497000.0,,114000000.0,-151277000.0,-57777000.0,155490000.0,-151277000.0,-57777000.0,155490000.0,-53564000.0,126636000.0,126636000.0,1562000.0,23699000.0,7295000.0,-51162000.0,-769142000.0,-418059000.0,-85913000.0,-151901000.0,945461000.0,
HollyFrontier Corp,HFC,,48039,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 14:23:53+00:00,,,19344000.0,39995000.0,99633000.0,,,47987000.0,,239000000.0,406849000.0,-534603000.0,211964000.0,406849000.0,-534603000.0,211545000.0,83791000.0,53269000.0,53269000.0,11075000.0,474844000.0,-286441000.0,-63323000.0,-175892000.0,-302551000.0,-241842000.0,-1830000.0,230281000.0,
HollyFrontier Corp,HFC,,48039,2009.0,Q4,2009-10-01,2009-12-31,,183314000.0,,1125000.0,19440000.0,0.0,,,0.0,-58355000.0,-239925000.0,153833000.0,-159657000.0,31893000.0,153833000.0,-159657000.0,31893000.0,26069000.0,-22358000.0,-22358000.0,54251000.0,458994000.0,-286441000.0,-17395000.0,-10000000.0,-56530000.0,10514000.0,,10000000.0,
HollyFrontier Corp,HFC,,48039,2009.0,Q3,2009-07-01,2009-09-30,,,,6290000.0,7547000.0,24267000.0,,,-22098000.0,,98000000.0,14365000.0,-62628000.0,38102000.0,14365000.0,-62628000.0,38102000.0,-10161000.0,31078000.0,31078000.0,4855000.0,4790000.0,,-16377000.0,,-62628000.0,-72048000.0,,,
HollyFrontier Corp,HFC,,48039,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 12:10:33+00:00,-183314000.0,,18219000.0,20555000.0,70088000.0,,,15069000.0,58355000.0,478925000.0,253016000.0,-374946000.0,179652000.0,253016000.0,-374946000.0,179652000.0,57722000.0,75627000.0,75627000.0,18868000.0,15850000.0,,-45928000.0,-165892000.0,-246021000.0,-252356000.0,-1830000.0,220281000.0,
HollyFrontier Corp,HFC,,48039,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 13:05:18+00:00,-183314000.0,,11929000.0,13008000.0,45821000.0,,,37167000.0,58355000.0,380925000.0,238651000.0,-312318000.0,141550000.0,238651000.0,-312318000.0,141550000.0,67883000.0,44549000.0,44549000.0,14013000.0,11060000.0,,-29551000.0,-165892000.0,-183393000.0,-180308000.0,-1830000.0,220281000.0,
HollyFrontier Corp,HFC,,48039,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-05 12:10:33+00:00,,,45040000.0,49051000.0,85719000.0,,,26041000.0,,310000000.0,39295000.0,-127939000.0,235968000.0,39295000.0,-127939000.0,235968000.0,147324000.0,108802000.0,108802000.0,15406000.0,168613000.0,,-23889000.0,,-127939000.0,-414121000.0,-1308000.0,,
HollyFrontier Corp,HFC,,48039,2010.0,Q3TTM,2009-10-01,2010-09-30,,183314000.0,,46165000.0,68491000.0,115264000.0,,,58959000.0,-58355000.0,70075000.0,193128000.0,-287596000.0,268280000.0,193128000.0,-287596000.0,267861000.0,173393000.0,86444000.0,86444000.0,7613000.0,627607000.0,-286441000.0,-41284000.0,-10000000.0,-184469000.0,-403607000.0,-1308000.0,10000000.0,
HollyFrontier Corp,HFC,,48039,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 18:16:37+00:00,,,,-11879000.0,27757000.0,,,-98933000.0,1250000.0,490540000.0,89815000.0,-31098000.0,-90024000.0,89815000.0,-31098000.0,-90024000.0,-31307000.0,-23254000.0,-23254000.0,4406000.0,-984000.0,,-19889000.0,,-31098000.0,-378302000.0,-2800000.0,,
HollyFrontier Corp,HFC,,48039,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-08 15:31:54+00:00,,,225499000.0,50570000.0,106380000.0,872158000.0,,143448000.0,27500000.0,93000000.0,-148599000.0,413154000.0,1089203000.0,-148599000.0,413154000.0,1089203000.0,1353758000.0,823855000.0,823855000.0,15520000.0,2183000.0,,-167306000.0,-379167000.0,-274223000.0,-61739000.0,-42237000.0,194386000.0,
