company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
HollyFrontier Corp,HFC,,48039,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:23:53+00:00,2.4,2.4,,62995000.0,2.38,,64028000.0,,126636000.0,123718000.0,2918000.0,120558000.0,6078000.0,5280699000.0,5860357000.0,,,,,320983000.0,5280699000.0,579658000.0,23955000.0,16021000.0,383978000.0,195680000.0,-7934000.0,187746000.0,5860357000.0,50200000.0,50202000.0,50549000.0
HollyFrontier Corp,HFC,,48039,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 14:23:53+00:00,0.39,0.39,,98751000.0,0.39,,7460000.0,,53269000.0,51552000.0,25675000.0,19533000.0,33736000.0,4238008000.0,4834268000.0,-23958000.0,14002000.0,,,417198000.0,4238008000.0,596260000.0,40346000.0,5045000.0,515949000.0,80311000.0,-35301000.0,45010000.0,4834268000.0,50100000.0,50418000.0,50603000.0
HollyFrontier Corp,HFC,,48039,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 12:10:33+00:00,0.47,0.47,0.15,24026000.0,0.47,,13497000.0,,31078000.0,30177000.0,901000.0,23484000.0,7594000.0,1295438000.0,1488491000.0,,,-378000.0,,113445000.0,1295438000.0,193053000.0,12407000.0,877000.0,137471000.0,55582000.0,-11908000.0,43674000.0,1488491000.0,50000000.0,50244000.0,50327000.0
HollyFrontier Corp,HFC,,48039,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 13:05:18+00:00,0.29,0.29,0.15,25260000.0,0.29,,9322000.0,,21144000.0,19938000.0,1206000.0,14605000.0,6539000.0,879926000.0,1035778000.0,,,-1610000.0,,93141000.0,879926000.0,155852000.0,7203000.0,622000.0,118401000.0,37451000.0,-8191000.0,29260000.0,1035778000.0,50400000.0,50170000.0,50226000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q4,2010-10-01,2010-12-31,,0.14,0.14,0.54,31810000.0,0.14,,4836000.0,,24249000.0,24249000.0,,14719000.0,9530000.0,1988029000.0,2211791000.0,,,,-251094000.0,397086000.0,1988029000.0,223762000.0,18083000.0,1208000.0,177802000.0,45960000.0,-16875000.0,29085000.0,2211791000.0,106100000.0,106436000.0,107218000.0
HollyFrontier Corp,HFC,,48039,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 21:48:14+00:00,0.98,0.98,,117529000.0,0.97,,59312000.0,,133051000.0,133051000.0,,103964000.0,29087000.0,7367149000.0,8322929000.0,,,0.0,,575253000.0,7367149000.0,955780000.0,74196000.0,3561000.0,692782000.0,262998000.0,-70635000.0,192363000.0,8322929000.0,106100000.0,106436000.0,107218000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 15:31:54+00:00,0.48,0.48,0.08,29138000.0,0.48,,31494000.0,,59390000.0,59390000.0,,51177000.0,8213000.0,1807044000.0,2090988000.0,,,,130263000.0,16925000.0,1807044000.0,283944000.0,17368000.0,634000.0,176326000.0,107618000.0,-16734000.0,90884000.0,2090988000.0,106600000.0,106420000.0,107134000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.84,0.84,0.22,85719000.0,0.84,,54476000.0,,108802000.0,108802000.0,,89245000.0,19557000.0,5379120000.0,6111138000.0,,,,251094000.0,178167000.0,5379120000.0,732018000.0,56113000.0,2353000.0,514980000.0,217038000.0,-53760000.0,163278000.0,6111138000.0,106600000.0,106420000.0,107134000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 14:24:53+00:00,1.24,1.24,0.15,28824000.0,1.24,,39654000.0,,72666000.0,72666000.0,,66162000.0,6504000.0,1848212000.0,2145860000.0,,,,120831000.0,15829000.0,1848212000.0,297648000.0,21023000.0,1179000.0,165484000.0,132164000.0,-19844000.0,112320000.0,2145860000.0,53400000.0,53206000.0,53408000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.72,0.72,0.75,56581000.0,0.72,,22982000.0,,49412000.0,49412000.0,,38068000.0,11344000.0,3572076000.0,4020150000.0,,,,120831000.0,161242000.0,3572076000.0,448074000.0,38745000.0,1719000.0,338654000.0,109420000.0,-37026000.0,72394000.0,4020150000.0,53400000.0,53206000.0,53408000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 18:16:37+00:00,-0.53,-0.53,0.15,27757000.0,-0.53,,-16672000.0,,-23254000.0,-23254000.0,,-28094000.0,4840000.0,1723864000.0,1874290000.0,,,,,145413000.0,1723864000.0,150426000.0,17722000.0,540000.0,173170000.0,-22744000.0,-17182000.0,-39926000.0,1874290000.0,53000000.0,53094000.0,53094000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q4,2011-10-01,2011-12-31,,1.41,1.41,0.76,53327000.0,1.41,,116261000.0,,235849000.0,232151000.0,,223380000.0,12469000.0,4258439000.0,4972412000.0,3698000.0,,-3698000.0,,287583000.0,4258439000.0,713973000.0,21852000.0,899000.0,340910000.0,373063000.0,-24651000.0,348412000.0,4972412000.0,158400000.0,157948000.0,158756000.0
HollyFrontier Corp,HFC,,48039,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:38:12+00:00,6.46,6.46,,159707000.0,6.42,,581991000.0,,1059704000.0,1059704000.0,,1023397000.0,36307000.0,12680078000.0,15439528000.0,,,-15114000.0,,868195000.0,12680078000.0,2759450000.0,78323000.0,3584000.0,1027902000.0,1731548000.0,-89853000.0,1641695000.0,15439528000.0,158400000.0,157948000.0,158756000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q3,2011-07-01,2011-09-30,2011-11-08 15:31:54+00:00,2.5,2.5,1.09,43240000.0,2.48,,304758000.0,,531011000.0,531011000.0,,523088000.0,7923000.0,3989927000.0,5173398000.0,,,-9100000.0,,271024000.0,3989927000.0,1183471000.0,25074000.0,736000.0,314264000.0,869207000.0,-33438000.0,835769000.0,5173398000.0,209200000.0,209583000.0,210579000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.82,3.82,0.8,106380000.0,3.82,,465730000.0,,823855000.0,827553000.0,,800017000.0,23838000.0,8421639000.0,10467116000.0,-3698000.0,,-11416000.0,,580612000.0,8421639000.0,2045477000.0,56471000.0,2685000.0,686992000.0,1358485000.0,-65202000.0,1293283000.0,10467116000.0,209200000.0,209583000.0,210579000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.89,3.89,1.07,138190000.0,3.89,,470566000.0,,848104000.0,851802000.0,,814736000.0,33368000.0,10409668000.0,12678907000.0,-3698000.0,,-11416000.0,-251094000.0,977698000.0,10409668000.0,2269239000.0,74554000.0,3893000.0,864794000.0,1404445000.0,-82077000.0,1322368000.0,12678907000.0,209200000.0,209583000.0,210579000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q2,2011-04-01,2011-06-30,2011-08-08 14:24:53+00:00,3.6,3.6,0.15,31832000.0,3.58,,111961000.0,,201833000.0,201833000.0,,192235000.0,9598000.0,2447095000.0,2967133000.0,,,-2316000.0,,158027000.0,2447095000.0,520038000.0,15193000.0,1124000.0,189859000.0,330179000.0,-16385000.0,313794000.0,2967133000.0,53400000.0,53365000.0,53670000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q2YTD,2011-01-01,2011-06-30,,5.19,5.19,0.3,63140000.0,5.19,,160972000.0,,292844000.0,296542000.0,,276929000.0,15915000.0,4431712000.0,5293718000.0,-3698000.0,,-2316000.0,,309588000.0,4431712000.0,862006000.0,31397000.0,1949000.0,372728000.0,489278000.0,-31764000.0,457514000.0,5293718000.0,53400000.0,53365000.0,53670000.0
