company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
HollyFrontier Corp,HFC,,48039,2009.0,FY,,2009-12-31,2011-02-25 14:23:53+00:00,975155000.0,762455000.0,49957000.0,371885000.0,-25700000.0,124596000.0,196329000.0,38072000.0,,81602000.0,2001855000.0,97893000.0,707458000.0,,303513000.0,1629970000.0,588742000.0,124585000.0,50957000.0,,2195000.0,53463000.0,81003000.0,1134341000.0,,1223000.0,3145939000.0,619039000.0,1283011000.0,1025112000.0,619039000.0,1207781000.0,1938158000.0,3145939000.0,232958000.0,913046000.0,0.0,-685931000.0
HollyFrontier Corp,HFC,,48039,2010.0,FY,,2010-12-31,2012-02-28 18:45:08+00:00,1317446000.0,993116000.0,72409000.0,459137000.0,-26246000.0,229101000.0,195141000.0,51034000.0,0.0,82565000.0,2215828000.0,89251000.0,810561000.0,0.0,400367000.0,1756691000.0,590720000.0,131935000.0,28474000.0,,,69533000.0,80985000.0,1206328000.0,,1343000.0,3701475000.0,697419000.0,1703435000.0,1389855000.0,697419000.0,1288139000.0,2413336000.0,3701475000.0,241349000.0,1023481000.0,0.0,-677804000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q3,,2010-09-30,2010-11-05 12:10:33+00:00,1044277000.0,718471000.0,69072000.0,433297000.0,-26360000.0,271920000.0,191794000.0,26269000.0,,81602000.0,2130680000.0,92339000.0,650906000.0,,414015000.0,1697383000.0,578350000.0,129677000.0,43261000.0,,0.0,50948000.0,80970000.0,1199605000.0,157000000.0,1171000.0,3397379000.0,687127000.0,1475107000.0,1270349000.0,687127000.0,1265477000.0,2131902000.0,3397379000.0,224889000.0,861553000.0,0.0,-677912000.0
HollyFrontier Corp,HFC,,48039,2010.0,Q2,,2010-06-30,2010-08-06 13:05:18+00:00,1010097000.0,762769000.0,55398000.0,411913000.0,-25483000.0,140212000.0,190031000.0,0.0,,81602000.0,2081558000.0,94384000.0,805336000.0,,421146000.0,1669645000.0,577873000.0,107783000.0,59785000.0,,0.0,52820000.0,84209000.0,1156427000.0,,1216000.0,3283579000.0,642883000.0,1385128000.0,1065495000.0,642883000.0,1220756000.0,2062823000.0,3283579000.0,228806000.0,997328000.0,0.0,-678092000.0
HollyFrontier Corp,HFC,,48039,2011.0,FY,,2011-12-31,2013-02-27 21:48:14+00:00,1504694000.0,708857000.0,169940000.0,578882000.0,77873000.0,1578904000.0,3861930000.0,87277000.0,216049000.0,2336510000.0,3631787000.0,158955000.0,1214742000.0,50067000.0,1114619000.0,3052905000.0,631890000.0,463721000.0,219450000.0,,,57060000.0,171197000.0,1964656000.0,,211639000.0,9576243000.0,5204010000.0,3920746000.0,1890683000.0,5204010000.0,5835900000.0,3740343000.0,9576243000.0,2602592000.0,1849660000.0,0.0,-700449000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q3,,2011-09-30,2011-11-08 15:31:54+00:00,2102915000.0,1341683000.0,137839000.0,536781000.0,-12700000.0,1582859000.0,3898178000.0,,140086000.0,2317756000.0,3533309000.0,117999000.0,1224987000.0,43049000.0,1265519000.0,2996528000.0,605860000.0,511083000.0,55582000.0,,,62043000.0,138763000.0,1866873000.0,,133445000.0,9916463000.0,5054930000.0,4379088000.0,2380840000.0,5054930000.0,5660790000.0,4255673000.0,9916463000.0,2540847000.0,1874833000.0,,-697421000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q2,,2011-06-30,2011-08-08 14:24:53+00:00,1450640000.0,1003527000.0,83951000.0,503318000.0,-26091000.0,426689000.0,194174000.0,,23002000.0,81602000.0,2363081000.0,98783000.0,838866000.0,24804000.0,495300000.0,1859763000.0,598725000.0,128465000.0,33604000.0,,,75377000.0,81191000.0,1467233000.0,,65854000.0,4165303000.0,960463000.0,2024974000.0,1557593000.0,960463000.0,1559188000.0,2606115000.0,4165303000.0,280566000.0,1048522000.0,,-674853000.0
HollyFrontier Corp,HFC,,48039,2011.0,Q1,,2011-03-31,2011-05-06 18:16:37+00:00,1498508000.0,1152254000.0,76734000.0,481082000.0,-25866000.0,224114000.0,193884000.0,2042000.0,,81602000.0,2282634000.0,101893000.0,834213000.0,19550000.0,473456000.0,1801552000.0,594164000.0,131698000.0,14941000.0,,,69409000.0,80657000.0,1283021000.0,,48947000.0,3989760000.0,773786000.0,1915754000.0,1575242000.0,773786000.0,1367950000.0,2621810000.0,3989760000.0,272454000.0,1046568000.0,0.0,-677253000.0
HollyFrontier Corp,HFC,,48039,2012.0,FY,,2012-12-31,2014-02-25 17:38:12+00:00,1314151000.0,634230000.0,195077000.0,748414000.0,-8425000.0,1757699000.0,3913913000.0,74957000.0,145216000.0,2338302000.0,3943114000.0,168850000.0,1336238000.0,5116000.0,1319632000.0,3194700000.0,589704000.0,536670000.0,53161000.0,,,151764000.0,158987000.0,3054769000.0,,630586000.0,10328997000.0,6052954000.0,4470265000.0,1654444000.0,6052954000.0,6642658000.0,3686339000.0,10328997000.0,2664032000.0,2031895000.0,0.0,-907303000.0
HollyFrontier Corp,HFC,,48039,2012.0,Q3,,2012-09-30,2012-11-07 18:49:45+00:00,1530714000.0,736874000.0,219980000.0,703799000.0,-62521000.0,2057408000.0,3906939000.0,40548000.0,326466000.0,2338302000.0,3823731000.0,166677000.0,1346227000.0,5519000.0,1485450000.0,3119932000.0,595220000.0,399205000.0,31232000.0,,,83585000.0,163848000.0,2806117000.0,,280409000.0,10345936000.0,5764276000.0,4631921000.0,2077160000.0,5764276000.0,6359496000.0,3986440000.0,10345936000.0,2594083000.0,1909280000.0,0.0,-886259000.0
