company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q3,,2011-12-03,2012-01-11 19:32:56+00:00,2720000000.0,747000000.0,-379000000.0,,196000000.0,0.0,3090000000.0,,,1306000000.0,887000000.0,6203000000.0,2616000000.0,6226000000.0,,,,,226000000.0,643000000.0,,,581000000.0,2078000000.0,,,-1450000000.0,396000000.0,12785000000.0,745000000.0,3785000000.0,3759000000.0,745000000.0,745000000.0,12040000000.0,12785000000.0,2774000000.0,8281000000.0,-516000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q2,,2011-09-10,2011-10-19 18:43:56+00:00,2739000000.0,766000000.0,-393000000.0,,215000000.0,0.0,3089000000.0,,,1967000000.0,1145000000.0,6046000000.0,2376000000.0,6262000000.0,,,,,294000000.0,725000000.0,,,507000000.0,2111000000.0,,,-681000000.0,413000000.0,13532000000.0,1498000000.0,3651000000.0,3877000000.0,1498000000.0,1498000000.0,12034000000.0,13532000000.0,3619000000.0,8157000000.0,-517000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q1,,2011-06-18,2011-07-27 19:34:01+00:00,2686000000.0,731000000.0,-429000000.0,,172000000.0,0.0,3086000000.0,,,1984000000.0,1155000000.0,6260000000.0,2407000000.0,6464000000.0,,,,,146000000.0,645000000.0,,,580000000.0,2207000000.0,,,-723000000.0,426000000.0,13639000000.0,1415000000.0,3456000000.0,3757000000.0,1415000000.0,1415000000.0,12224000000.0,13639000000.0,3719000000.0,8467000000.0,-519000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,FY,,2013-02-23,2014-04-23 17:04:45+00:00,1089000000.0,466000000.0,-612000000.0,275000000.0,72000000.0,0.0,3048000000.0,,275000000.0,847000000.0,51000000.0,2540000000.0,854000000.0,1700000000.0,,345000000.0,308000000.0,962000000.0,84000000.0,211000000.0,1494000000.0,2701000000.0,144000000.0,223000000.0,4977000000.0,3791000000.0,-3377000000.0,74000000.0,11034000000.0,-1415000000.0,2970000000.0,4350000000.0,-1415000000.0,-1415000000.0,12449000000.0,11034000000.0,6364000000.0,8099000000.0,-474000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q3,,2012-12-01,2013-01-10 17:30:17+00:00,2423000000.0,713000000.0,-601000000.0,,155000000.0,0.0,3046000000.0,,,847000000.0,703000000.0,6180000000.0,2402000000.0,5980000000.0,,,,1027000000.0,195000000.0,592000000.0,,,862000000.0,1369000000.0,,,-1965000000.0,259000000.0,11857000000.0,7000000.0,3465000000.0,3274000000.0,7000000.0,7000000.0,11850000000.0,11857000000.0,2412000000.0,8576000000.0,-473000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q2,,2012-09-08,2012-10-18 21:37:23+00:00,2546000000.0,752000000.0,-617000000.0,,148000000.0,0.0,3041000000.0,,,847000000.0,713000000.0,6064000000.0,2190000000.0,6120000000.0,,,,1036000000.0,222000000.0,596000000.0,,,862000000.0,1389000000.0,,,-1981000000.0,250000000.0,11854000000.0,-27000000.0,3312000000.0,3392000000.0,-27000000.0,-27000000.0,11881000000.0,11854000000.0,2422000000.0,8489000000.0,-470000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q1,,2012-06-16,2012-07-20 19:25:49+00:00,2512000000.0,715000000.0,-636000000.0,,151000000.0,0.0,3038000000.0,,,847000000.0,794000000.0,6030000000.0,2190000000.0,6261000000.0,,,,1052000000.0,200000000.0,602000000.0,,,777000000.0,1417000000.0,,,-1870000000.0,258000000.0,11935000000.0,64000000.0,3256000000.0,3372000000.0,64000000.0,64000000.0,11871000000.0,11935000000.0,2418000000.0,8499000000.0,-468000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,FY,,2014-02-22,2015-04-28 15:54:40+00:00,1043000000.0,493000000.0,-307000000.0,246000000.0,83000000.0,0.0,2865000000.0,,190000000.0,847000000.0,43000000.0,2486000000.0,861000000.0,1497000000.0,8000000.0,287000000.0,140000000.0,536000000.0,106000000.0,213000000.0,,,157000000.0,205000000.0,,,-3195000000.0,45000000.0,4374000000.0,-738000000.0,1543000000.0,1491000000.0,-738000000.0,-730000000.0,5104000000.0,4374000000.0,1334000000.0,3613000000.0,-101000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q3,,2013-11-30,2014-01-09 16:54:30+00:00,1129000000.0,537000000.0,-520000000.0,,72000000.0,0.0,2875000000.0,,198000000.0,847000000.0,45000000.0,2957000000.0,1050000000.0,1513000000.0,,303000000.0,126000000.0,825000000.0,186000000.0,187000000.0,,,158000000.0,213000000.0,,,-3221000000.0,59000000.0,4711000000.0,-983000000.0,1845000000.0,1573000000.0,-983000000.0,-983000000.0,5694000000.0,4711000000.0,1353000000.0,4121000000.0,-117000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q2,,2013-09-07,2013-10-17 17:09:56+00:00,1374000000.0,578000000.0,-533000000.0,,81000000.0,0.0,2888000000.0,,,847000000.0,47000000.0,2921000000.0,949000000.0,1555000000.0,,319000000.0,124000000.0,856000000.0,197000000.0,213000000.0,2000000.0,,163000000.0,215000000.0,,,-3252000000.0,66000000.0,4738000000.0,-1031000000.0,1807000000.0,1653000000.0,-1031000000.0,-1031000000.0,5769000000.0,4738000000.0,1376000000.0,4116000000.0,-134000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q1,,2013-06-15,2013-07-23 18:35:38+00:00,1393000000.0,570000000.0,-546000000.0,,76000000.0,0.0,2937000000.0,,,847000000.0,49000000.0,2877000000.0,898000000.0,1618000000.0,,333000000.0,125000000.0,881000000.0,134000000.0,201000000.0,2000000.0,0.0,164000000.0,214000000.0,0.0,0.0,-3292000000.0,84000000.0,4691000000.0,-1084000000.0,1680000000.0,1678000000.0,-1084000000.0,-1084000000.0,5775000000.0,4691000000.0,1393000000.0,4097000000.0,-183000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,FY,,2015-02-28,2016-04-26 16:18:38+00:00,1121000000.0,482000000.0,-423000000.0,213000000.0,114000000.0,0.0,2813000000.0,,204000000.0,865000000.0,48000000.0,2445000000.0,984000000.0,1470000000.0,10000000.0,250000000.0,119000000.0,602000000.0,120000000.0,157000000.0,,,101000000.0,174000000.0,,,-3003000000.0,35000000.0,4434000000.0,-646000000.0,1700000000.0,1517000000.0,-646000000.0,-636000000.0,5070000000.0,4434000000.0,1264000000.0,3553000000.0,-33000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,Q3,,2014-11-29,2015-01-07 15:39:09+00:00,1201000000.0,526000000.0,-387000000.0,222000000.0,418000000.0,0.0,2818000000.0,,197000000.0,865000000.0,50000000.0,2617000000.0,1122000000.0,1469000000.0,9000000.0,309000000.0,144000000.0,601000000.0,175000000.0,182000000.0,,,144000000.0,177000000.0,,,-3042000000.0,384000000.0,5078000000.0,-656000000.0,2241000000.0,1964000000.0,-656000000.0,-647000000.0,5725000000.0,5078000000.0,1368000000.0,3761000000.0,-45000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,Q2,,2014-09-06,2014-10-16 13:26:30+00:00,1184000000.0,528000000.0,-289000000.0,227000000.0,88000000.0,0.0,2818000000.0,,203000000.0,862000000.0,48000000.0,2483000000.0,993000000.0,1455000000.0,9000000.0,255000000.0,141000000.0,454000000.0,114000000.0,208000000.0,,,143000000.0,184000000.0,,,-3121000000.0,36000000.0,4486000000.0,-643000000.0,1723000000.0,1631000000.0,-643000000.0,-634000000.0,5120000000.0,4486000000.0,1308000000.0,3489000000.0,-51000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,Q1,,2014-06-14,2014-07-24 14:15:04+00:00,1055000000.0,500000000.0,-296000000.0,233000000.0,90000000.0,0.0,2827000000.0,,193000000.0,847000000.0,41000000.0,2486000000.0,916000000.0,1447000000.0,6000000.0,260000000.0,142000000.0,483000000.0,107000000.0,216000000.0,,,146000000.0,185000000.0,,,-3152000000.0,43000000.0,4354000000.0,-688000000.0,1613000000.0,1507000000.0,-688000000.0,-682000000.0,5036000000.0,4354000000.0,1294000000.0,3529000000.0,-67000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2016.0,FY,,2016-02-27,2017-04-25 16:56:23+00:00,829000000.0,406000000.0,-422000000.0,194000000.0,42000000.0,0.0,2811000000.0,,148000000.0,725000000.0,47000000.0,2197000000.0,738000000.0,1021000000.0,8000000.0,238000000.0,75000000.0,578000000.0,73000000.0,126000000.0,376000000.0,346000000.0,91000000.0,145000000.0,613000000.0,42000000.0,-2825000000.0,123000000.0,4370000000.0,-441000000.0,1635000000.0,1572000000.0,-441000000.0,-433000000.0,4803000000.0,4370000000.0,1714000000.0,3231000000.0,-5000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2016.0,Q3,,2015-12-05,2016-01-13 16:45:03+00:00,1200000000.0,485000000.0,-375000000.0,209000000.0,134000000.0,0.0,2805000000.0,,187000000.0,867000000.0,57000000.0,2281000000.0,1170000000.0,1458000000.0,8000000.0,246000000.0,129000000.0,513000000.0,78000000.0,175000000.0,,,148000000.0,169000000.0,,,-2877000000.0,224000000.0,4643000000.0,-452000000.0,1867000000.0,1786000000.0,-452000000.0,-444000000.0,5087000000.0,4643000000.0,1318000000.0,3301000000.0,-5000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2016.0,Q2,,2015-09-12,2015-10-21 16:42:25+00:00,1175000000.0,491000000.0,-402000000.0,208000000.0,247000000.0,0.0,2798000000.0,,192000000.0,865000000.0,66000000.0,2197000000.0,1019000000.0,1430000000.0,8000000.0,266000000.0,112000000.0,547000000.0,87000000.0,211000000.0,,,141000000.0,173000000.0,,,-2911000000.0,308000000.0,4612000000.0,-519000000.0,1844000000.0,1886000000.0,-519000000.0,-511000000.0,5123000000.0,4612000000.0,1338000000.0,3237000000.0,-4000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2016.0,Q1,,2015-06-20,2015-07-28 16:34:45+00:00,1130000000.0,484000000.0,-410000000.0,207000000.0,137000000.0,0.0,2796000000.0,,182000000.0,865000000.0,68000000.0,2200000000.0,1011000000.0,1433000000.0,10000000.0,266000000.0,112000000.0,555000000.0,94000000.0,186000000.0,,,133000000.0,175000000.0,,,-2942000000.0,305000000.0,4491000000.0,-571000000.0,1726000000.0,1803000000.0,-571000000.0,-561000000.0,5052000000.0,4491000000.0,1332000000.0,3249000000.0,-15000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2017.0,FY,,2017-02-25,2018-04-24 17:29:33+00:00,822000000.0,376000000.0,-278000000.0,169000000.0,327000000.0,0.0,2831000000.0,,132000000.0,710000000.0,37000000.0,1263000000.0,645000000.0,876000000.0,7000000.0,163000000.0,63000000.0,322000000.0,55000000.0,162000000.0,138000000.0,89000000.0,119000000.0,134000000.0,134000000.0,17000000.0,-2175000000.0,24000000.0,3580000000.0,376000000.0,1541000000.0,1229000000.0,376000000.0,383000000.0,3197000000.0,3580000000.0,1163000000.0,1968000000.0,-2000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2017.0,Q3,,2016-12-03,2017-01-11 16:46:35+00:00,924000000.0,440000000.0,-307000000.0,193000000.0,47000000.0,0.0,2823000000.0,,152000000.0,710000000.0,41000000.0,1261000000.0,895000000.0,1014000000.0,5000000.0,169000000.0,73000000.0,430000000.0,74000000.0,125000000.0,394000000.0,305000000.0,99000000.0,128000000.0,591000000.0,45000000.0,-2774000000.0,1091000000.0,4474000000.0,-258000000.0,1850000000.0,2597000000.0,-258000000.0,-253000000.0,4727000000.0,4474000000.0,1610000000.0,2130000000.0,0.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2017.0,Q2,,2016-09-10,2016-10-19 17:03:18+00:00,1170000000.0,479000000.0,-411000000.0,197000000.0,57000000.0,0.0,2816000000.0,,181000000.0,868000000.0,50000000.0,2164000000.0,1071000000.0,1448000000.0,6000000.0,199000000.0,83000000.0,547000000.0,82000000.0,173000000.0,,,107000000.0,164000000.0,,,-2748000000.0,24000000.0,4361000000.0,-348000000.0,1689000000.0,1548000000.0,-348000000.0,-342000000.0,4703000000.0,4361000000.0,1224000000.0,3155000000.0,-5000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2017.0,Q1,,2016-06-18,2016-07-27 16:54:52+00:00,1136000000.0,466000000.0,-416000000.0,203000000.0,59000000.0,,2809000000.0,,182000000.0,868000000.0,52000000.0,2257000000.0,1078000000.0,1458000000.0,8000000.0,202000000.0,82000000.0,560000000.0,88000000.0,145000000.0,,,102000000.0,166000000.0,,,-2779000000.0,25000000.0,4373000000.0,-391000000.0,1691000000.0,1488000000.0,-391000000.0,-383000000.0,4756000000.0,4373000000.0,1224000000.0,3268000000.0,-5000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2018.0,FY,,2018-02-24,2018-10-15 06:32:52+00:00,1139000000.0,590000000.0,-210000000.0,149000000.0,41000000.0,0.0,2848000000.0,,187000000.0,780000000.0,131000000.0,1724000000.0,981000000.0,1342000000.0,2000000.0,63000000.0,44000000.0,265000000.0,119000000.0,106000000.0,130000000.0,82000000.0,126000000.0,133000000.0,84000000.0,17000000.0,-2130000000.0,34000000.0,4387000000.0,505000000.0,1861000000.0,1548000000.0,505000000.0,507000000.0,3880000000.0,4387000000.0,1184000000.0,2332000000.0,-3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2018.0,Q3,,2017-12-02,2018-01-10 17:06:35+00:00,1261000000.0,581000000.0,-278000000.0,172000000.0,46000000.0,0.0,2844000000.0,,222000000.0,739000000.0,83000000.0,1700000000.0,1265000000.0,1319000000.0,3000000.0,156000000.0,42000000.0,383000000.0,133000000.0,117000000.0,,,145000000.0,133000000.0,,,-2163000000.0,34000000.0,4467000000.0,400000000.0,2025000000.0,1634000000.0,400000000.0,403000000.0,4064000000.0,4467000000.0,1123000000.0,2430000000.0,-3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2018.0,Q2,,2017-09-09,2017-10-18 17:20:19+00:00,1252000000.0,598000000.0,-278000000.0,174000000.0,209000000.0,0.0,2840000000.0,,222000000.0,740000000.0,86000000.0,1601000000.0,1057000000.0,1246000000.0,3000000.0,157000000.0,64000000.0,396000000.0,140000000.0,149000000.0,,,162000000.0,130000000.0,,,-2189000000.0,34000000.0,4395000000.0,370000000.0,2004000000.0,1657000000.0,370000000.0,373000000.0,4022000000.0,4395000000.0,1145000000.0,2365000000.0,-3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2018.0,Q1,,2017-06-17,2017-07-25 17:06:43+00:00,940000000.0,411000000.0,-278000000.0,179000000.0,252000000.0,0.0,2835000000.0,,147000000.0,710000000.0,35000000.0,1282000000.0,825000000.0,1011000000.0,7000000.0,158000000.0,64000000.0,305000000.0,63000000.0,125000000.0,,,130000000.0,126000000.0,,,-2164000000.0,30000000.0,3595000000.0,390000000.0,1551000000.0,1242000000.0,390000000.0,397000000.0,3198000000.0,3595000000.0,1033000000.0,1956000000.0,-3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2019.0,Q2,,2018-09-08,2018-10-15 06:32:52+00:00,1158000000.0,638000000.0,-271000000.0,134000000.0,36000000.0,0.0,2855000000.0,,179000000.0,775000000.0,116000000.0,1423000000.0,1014000000.0,994000000.0,-1000000.0,95000000.0,53000000.0,239000000.0,134000000.0,132000000.0,63000000.0,62000000.0,128000000.0,197000000.0,63000000.0,14000000.0,-2147000000.0,30000000.0,4056000000.0,436000000.0,1885000000.0,1561000000.0,436000000.0,435000000.0,3621000000.0,4056000000.0,1177000000.0,2060000000.0,-1000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2019.0,Q1,,2018-06-16,2018-07-26 17:01:10+00:00,1133000000.0,632000000.0,-271000000.0,141000000.0,37000000.0,0.0,2852000000.0,,184000000.0,775000000.0,121000000.0,1432000000.0,1013000000.0,1048000000.0,0.0,61000000.0,51000000.0,249000000.0,135000000.0,111000000.0,84000000.0,78000000.0,131000000.0,195000000.0,65000000.0,15000000.0,-2090000000.0,25000000.0,4102000000.0,488000000.0,1901000000.0,1531000000.0,488000000.0,488000000.0,3614000000.0,4102000000.0,1153000000.0,2083000000.0,-3000000.0
