company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q3TTM,2008-11-30,2009-12-05,,,274000000.0,614000000.0,969000000.0,-337000000.0,,772000000.0,-876000000.0,-545000000.0,1248000000.0,,,,-876000000.0,-545000000.0,1248000000.0,-173000000.0,95000000.0,95000000.0,,521000000.0,11000000.0,42000000.0,-146000000.0,-804000000.0,-1513000000.0,,217000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q3,2009-09-13,2009-12-05,,,,,220000000.0,-374000000.0,,20000000.0,-7000000.0,12000000.0,-42000000.0,,,,-7000000.0,12000000.0,-42000000.0,-37000000.0,109000000.0,109000000.0,,3000000.0,,-3000000.0,-37000000.0,-156000000.0,10000000.0,,171000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q3YTD,2009-03-01,2009-12-05,2011-01-12 18:49:26+00:00,,,,735000000.0,-290000000.0,,963000000.0,-449000000.0,-357000000.0,798000000.0,,,,-449000000.0,-357000000.0,798000000.0,-8000000.0,296000000.0,296000000.0,,57000000.0,,2000000.0,-110000000.0,-552000000.0,-1302000000.0,,193000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q2TTM,2008-09-07,2009-09-12,,,274000000.0,614000000.0,1003000000.0,-206000000.0,,874000000.0,-835000000.0,-798000000.0,1629000000.0,,,,-835000000.0,-798000000.0,1629000000.0,-4000000.0,-2958000000.0,-2958000000.0,,3790000000.0,11000000.0,45000000.0,-145000000.0,-917000000.0,-1575000000.0,,74000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q2,2009-06-21,2009-09-12,,,,,218000000.0,45000000.0,,-5000000.0,-208000000.0,-146000000.0,348000000.0,,,,-208000000.0,-146000000.0,348000000.0,-6000000.0,74000000.0,74000000.0,,11000000.0,,,,-158000000.0,-203000000.0,,12000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q2YTD,2009-03-01,2009-09-12,2010-10-20 17:12:08+00:00,,,,515000000.0,84000000.0,,943000000.0,-442000000.0,-369000000.0,840000000.0,,,,-442000000.0,-369000000.0,840000000.0,29000000.0,187000000.0,187000000.0,,54000000.0,,5000000.0,-73000000.0,-396000000.0,-1312000000.0,,22000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q1TTM,2008-06-15,2009-06-20,,,274000000.0,614000000.0,1032000000.0,-293000000.0,,890000000.0,-744000000.0,-868000000.0,1628000000.0,,,,-744000000.0,-868000000.0,1628000000.0,16000000.0,-2904000000.0,-2904000000.0,,3793000000.0,11000000.0,75000000.0,-182000000.0,-1029000000.0,-1440000000.0,-23000000.0,86000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2010.0,Q1,2009-03-01,2009-06-20,2010-07-28 16:42:15+00:00,,,,297000000.0,39000000.0,,948000000.0,-234000000.0,-223000000.0,492000000.0,,,,-234000000.0,-223000000.0,492000000.0,35000000.0,113000000.0,113000000.0,,43000000.0,,5000000.0,-73000000.0,-238000000.0,-1109000000.0,,10000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q4,2010-12-05,2011-02-26,,,11000000.0,201000000.0,-360000000.0,375000000.0,,-145000000.0,288000000.0,-5000000.0,-358000000.0,-897000000.0,88000000.0,870000000.0,-609000000.0,83000000.0,512000000.0,-14000000.0,95000000.0,1405000000.0,-1310000000.0,-1778000000.0,2000000.0,-15000000.0,-18000000.0,131000000.0,452000000.0,-3000000.0,-121000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,FY,2010-02-28,2011-02-26,2013-04-24 17:21:47+00:00,,11000000.0,201000000.0,354000000.0,-26000000.0,,180000000.0,-78000000.0,-315000000.0,293000000.0,-897000000.0,88000000.0,870000000.0,-975000000.0,-227000000.0,1163000000.0,-39000000.0,-1510000000.0,-200000000.0,-1310000000.0,165000000.0,2000000.0,-8000000.0,-74000000.0,-323000000.0,-183000000.0,-3000000.0,16000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q3TTM,2009-12-06,2010-12-04,,,187000000.0,538000000.0,936000000.0,5000000.0,,305000000.0,-961000000.0,-412000000.0,1327000000.0,,,,-961000000.0,-412000000.0,1327000000.0,-46000000.0,-1508000000.0,-1508000000.0,,1894000000.0,,12000000.0,-93000000.0,-583000000.0,-1173000000.0,,159000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q3,2010-09-12,2010-12-04,,,,,212000000.0,-400000000.0,,259000000.0,185000000.0,-99000000.0,-103000000.0,,,,185000000.0,-99000000.0,-103000000.0,-17000000.0,-202000000.0,-202000000.0,,287000000.0,,-8000000.0,-19000000.0,-142000000.0,-55000000.0,,51000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q3YTD,2010-02-28,2010-12-04,2012-01-11 19:32:56+00:00,,,,714000000.0,-401000000.0,,325000000.0,-366000000.0,-310000000.0,651000000.0,,,,-366000000.0,-310000000.0,651000000.0,-25000000.0,-1605000000.0,-1605000000.0,,1943000000.0,,7000000.0,-56000000.0,-454000000.0,-635000000.0,,137000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q2TTM,2009-09-13,2010-09-11,,,187000000.0,538000000.0,944000000.0,31000000.0,,66000000.0,-1153000000.0,-301000000.0,1388000000.0,,,,-1153000000.0,-301000000.0,1388000000.0,-66000000.0,-1197000000.0,-1197000000.0,,1610000000.0,,17000000.0,-111000000.0,-597000000.0,-1108000000.0,,279000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q2,2010-06-20,2010-09-11,,,,,214000000.0,53000000.0,,51000000.0,-284000000.0,-128000000.0,417000000.0,,,,-284000000.0,-128000000.0,417000000.0,5000000.0,-1470000000.0,-1470000000.0,,1620000000.0,,4000000.0,,-139000000.0,-335000000.0,,7000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q2YTD,2010-02-28,2010-09-11,2011-10-19 18:43:56+00:00,,,,502000000.0,-1000000.0,,66000000.0,-551000000.0,-211000000.0,754000000.0,,,,-551000000.0,-211000000.0,754000000.0,-8000000.0,-1403000000.0,-1403000000.0,,1656000000.0,,15000000.0,-37000000.0,-312000000.0,-580000000.0,,86000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q1TTM,2009-06-21,2010-06-19,,,187000000.0,538000000.0,948000000.0,23000000.0,,10000000.0,-1077000000.0,-319000000.0,1319000000.0,,,,-1077000000.0,-319000000.0,1319000000.0,-77000000.0,347000000.0,347000000.0,,1000000.0,,13000000.0,-111000000.0,-616000000.0,-976000000.0,,284000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2011.0,Q1,2010-02-28,2010-06-19,2011-07-27 19:34:01+00:00,,,,288000000.0,-54000000.0,,15000000.0,-267000000.0,-83000000.0,337000000.0,,,,-267000000.0,-83000000.0,337000000.0,-13000000.0,67000000.0,67000000.0,,36000000.0,,11000000.0,-37000000.0,-173000000.0,-245000000.0,,79000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q4,2011-12-04,2012-02-25,,,73000000.0,227000000.0,-325000000.0,476000000.0,,,-284000000.0,-85000000.0,-190000000.0,-94000000.0,-114000000.0,728000000.0,-378000000.0,-199000000.0,538000000.0,-39000000.0,-424000000.0,506000000.0,-930000000.0,-847000000.0,,-1000000.0,-18000000.0,10000000.0,-266000000.0,,-94000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,FY,2011-02-27,2012-02-25,2014-04-23 17:04:45+00:00,,73000000.0,227000000.0,355000000.0,-63000000.0,,291000000.0,-493000000.0,-370000000.0,328000000.0,-94000000.0,-114000000.0,728000000.0,-587000000.0,-484000000.0,1056000000.0,-15000000.0,-1040000000.0,-110000000.0,-930000000.0,146000000.0,,3000000.0,-74000000.0,-402000000.0,-710000000.0,,29000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q3TTM,2010-12-05,2011-12-03,,,11000000.0,201000000.0,320000000.0,-164000000.0,,146000000.0,79000000.0,-290000000.0,160000000.0,-897000000.0,88000000.0,870000000.0,-818000000.0,-202000000.0,1030000000.0,10000000.0,-521000000.0,789000000.0,-1310000000.0,-785000000.0,2000000.0,-11000000.0,-74000000.0,-281000000.0,8000000.0,-3000000.0,2000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q3,2011-09-11,2011-12-03,,,,,202000000.0,-466000000.0,,,125000000.0,-82000000.0,-62000000.0,,,,125000000.0,-82000000.0,-62000000.0,-19000000.0,-750000000.0,-750000000.0,,952000000.0,,3000000.0,-19000000.0,-145000000.0,144000000.0,,60000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q3YTD,2011-02-27,2011-12-03,2013-01-10 17:30:17+00:00,,,,680000000.0,-539000000.0,,291000000.0,-209000000.0,-285000000.0,518000000.0,,,,-209000000.0,-285000000.0,518000000.0,24000000.0,-616000000.0,-616000000.0,,993000000.0,,4000000.0,-56000000.0,-412000000.0,-444000000.0,,123000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q2TTM,2010-09-12,2011-09-10,,,11000000.0,201000000.0,330000000.0,-98000000.0,,405000000.0,139000000.0,-307000000.0,119000000.0,-897000000.0,88000000.0,870000000.0,-758000000.0,-219000000.0,989000000.0,12000000.0,27000000.0,1337000000.0,-1310000000.0,-1450000000.0,2000000.0,-22000000.0,-74000000.0,-278000000.0,-191000000.0,-3000000.0,-7000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q2,2011-06-19,2011-09-10,,,,,201000000.0,58000000.0,,,-222000000.0,-70000000.0,335000000.0,,,,-222000000.0,-70000000.0,335000000.0,43000000.0,60000000.0,60000000.0,,16000000.0,,-2000000.0,,-109000000.0,-222000000.0,,41000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q2YTD,2011-02-27,2011-09-10,2012-10-18 21:37:23+00:00,,,,478000000.0,-73000000.0,,291000000.0,-334000000.0,-203000000.0,580000000.0,,,,-334000000.0,-203000000.0,580000000.0,43000000.0,134000000.0,134000000.0,,41000000.0,,1000000.0,-37000000.0,-267000000.0,-588000000.0,,63000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q1TTM,2010-06-20,2011-06-18,,,11000000.0,201000000.0,343000000.0,-103000000.0,,456000000.0,77000000.0,-365000000.0,201000000.0,-897000000.0,88000000.0,870000000.0,-820000000.0,-277000000.0,1071000000.0,-26000000.0,-1503000000.0,-193000000.0,-1310000000.0,154000000.0,2000000.0,-16000000.0,-74000000.0,-308000000.0,-304000000.0,-3000000.0,-41000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2012.0,Q1,2011-02-27,2011-06-18,2012-07-20 19:25:49+00:00,,,,277000000.0,-131000000.0,,291000000.0,-112000000.0,-133000000.0,245000000.0,,,,-112000000.0,-133000000.0,245000000.0,,74000000.0,74000000.0,,25000000.0,,3000000.0,-37000000.0,-158000000.0,-366000000.0,,22000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,FY,2012-02-26,2013-02-23,2015-04-28 15:54:40+00:00,0.0,31000000.0,232000000.0,365000000.0,-15000000.0,0.0,1713000000.0,-506000000.0,-189000000.0,427000000.0,-46000000.0,-175000000.0,481000000.0,-552000000.0,-364000000.0,908000000.0,-8000000.0,-1456000000.0,-253000000.0,-1203000000.0,330000000.0,,1000000.0,-47000000.0,-228000000.0,-2172000000.0,,38000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q4,2012-12-02,2013-02-23,,,22000000.0,24000000.0,82000000.0,303000000.0,,,-548000000.0,3000000.0,449000000.0,-10000000.0,-7000000.0,102000000.0,-558000000.0,-4000000.0,551000000.0,-11000000.0,-1402000000.0,-164000000.0,-1238000000.0,228000000.0,,-1000000.0,-10000000.0,-24000000.0,-538000000.0,,28000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q3TTM,2011-12-04,2012-12-01,,,82000000.0,435000000.0,-42000000.0,158000000.0,,1713000000.0,-242000000.0,-277000000.0,-212000000.0,-130000000.0,-282000000.0,1107000000.0,-372000000.0,-559000000.0,895000000.0,-36000000.0,-478000000.0,417000000.0,-895000000.0,-745000000.0,,1000000.0,-55000000.0,-194000000.0,-1900000000.0,,-84000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q3,2012-09-09,2012-12-01,,,2000000.0,88000000.0,85000000.0,-207000000.0,,115000000.0,130000000.0,-47000000.0,-69000000.0,-7000000.0,-6000000.0,11000000.0,123000000.0,-53000000.0,-58000000.0,12000000.0,16000000.0,-15000000.0,31000000.0,68000000.0,,,,-49000000.0,15000000.0,,2000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q3YTD,2012-02-26,2012-12-01,2014-01-09 16:54:30+00:00,,9000000.0,208000000.0,283000000.0,-318000000.0,,1713000000.0,42000000.0,-192000000.0,-22000000.0,-36000000.0,-168000000.0,379000000.0,6000000.0,-360000000.0,357000000.0,3000000.0,-54000000.0,-89000000.0,35000000.0,102000000.0,,2000000.0,-37000000.0,-204000000.0,-1634000000.0,,10000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q2TTM,2011-09-11,2012-09-08,,,80000000.0,347000000.0,75000000.0,-101000000.0,,1598000000.0,-247000000.0,-312000000.0,-205000000.0,-123000000.0,-276000000.0,1096000000.0,-370000000.0,-588000000.0,891000000.0,-67000000.0,-1244000000.0,-318000000.0,-926000000.0,139000000.0,,4000000.0,-74000000.0,-290000000.0,-1771000000.0,,-26000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q2,2012-06-01,2012-09-08,,,7000000.0,120000000.0,86000000.0,-28000000.0,,1257000000.0,-73000000.0,-51000000.0,58000000.0,-17000000.0,-50000000.0,130000000.0,-90000000.0,-101000000.0,188000000.0,-3000000.0,-111000000.0,-56000000.0,-55000000.0,56000000.0,,1000000.0,,-55000000.0,-1330000000.0,,3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q2YTD,2012-02-26,2012-09-08,2013-10-17 17:09:56+00:00,,7000000.0,120000000.0,198000000.0,-111000000.0,,1598000000.0,-88000000.0,-145000000.0,47000000.0,-29000000.0,-162000000.0,368000000.0,-117000000.0,-307000000.0,415000000.0,-9000000.0,-70000000.0,-74000000.0,4000000.0,34000000.0,,2000000.0,-37000000.0,-155000000.0,-1649000000.0,,8000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q1TTM,2011-06-19,2012-06-16,,,73000000.0,227000000.0,190000000.0,-15000000.0,,341000000.0,-396000000.0,-331000000.0,72000000.0,-106000000.0,-226000000.0,966000000.0,-502000000.0,-557000000.0,1038000000.0,-21000000.0,-1073000000.0,-202000000.0,-871000000.0,99000000.0,,1000000.0,-74000000.0,-344000000.0,-663000000.0,,12000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2013.0,Q1,2012-02-26,2012-06-16,2013-07-23 18:35:38+00:00,,,,112000000.0,-83000000.0,0.0,341000000.0,-15000000.0,-94000000.0,-11000000.0,-12000000.0,-112000000.0,238000000.0,-27000000.0,-206000000.0,227000000.0,-6000000.0,41000000.0,-18000000.0,59000000.0,-22000000.0,,1000000.0,-37000000.0,-100000000.0,-319000000.0,,5000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,FY,2013-02-24,2014-02-22,2016-04-26 16:18:38+00:00,0.0,118000000.0,227000000.0,302000000.0,-365000000.0,177000000.0,2098000000.0,-107000000.0,-86000000.0,129000000.0,-36000000.0,135000000.0,-101000000.0,-143000000.0,49000000.0,28000000.0,-66000000.0,189000000.0,13000000.0,176000000.0,179000000.0,,11000000.0,-9000000.0,-111000000.0,-2373000000.0,,14000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q4,2013-12-01,2014-02-22,,,1000000.0,46000000.0,67000000.0,160000000.0,1000000.0,,-245000000.0,-44000000.0,292000000.0,,8000000.0,,-245000000.0,-36000000.0,292000000.0,11000000.0,28000000.0,42000000.0,-14000000.0,23000000.0,,2000000.0,,-47000000.0,-246000000.0,,1000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q3TTM,2012-12-02,2013-11-30,,,139000000.0,205000000.0,317000000.0,-222000000.0,176000000.0,2098000000.0,-410000000.0,-39000000.0,286000000.0,-46000000.0,120000000.0,1000000.0,-456000000.0,81000000.0,287000000.0,-88000000.0,-1241000000.0,-193000000.0,-1048000000.0,384000000.0,,8000000.0,-19000000.0,-88000000.0,-2665000000.0,,41000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q3,2013-09-08,2013-11-30,,,13000000.0,55000000.0,67000000.0,-156000000.0,1000000.0,46000000.0,29000000.0,-13000000.0,-50000000.0,,15000000.0,10000000.0,29000000.0,2000000.0,-40000000.0,-9000000.0,32000000.0,33000000.0,-1000000.0,6000000.0,,7000000.0,-2000000.0,-27000000.0,-16000000.0,,7000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q3YTD,2013-02-24,2013-11-30,2015-01-07 15:39:09+00:00,0.0,117000000.0,181000000.0,235000000.0,-525000000.0,176000000.0,2098000000.0,138000000.0,-42000000.0,-163000000.0,-36000000.0,127000000.0,-101000000.0,102000000.0,85000000.0,-264000000.0,-77000000.0,161000000.0,-29000000.0,190000000.0,156000000.0,,9000000.0,-9000000.0,-64000000.0,-2127000000.0,,13000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q2TTM,2012-09-09,2013-09-07,,,128000000.0,238000000.0,335000000.0,-273000000.0,175000000.0,2167000000.0,-309000000.0,-73000000.0,267000000.0,-53000000.0,99000000.0,2000000.0,-362000000.0,26000000.0,269000000.0,-67000000.0,-1257000000.0,-241000000.0,-1016000000.0,446000000.0,,1000000.0,-17000000.0,-110000000.0,-2634000000.0,,36000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q2,2013-06-16,2013-09-07,,,85000000.0,33000000.0,70000000.0,-120000000.0,2000000.0,61000000.0,48000000.0,-15000000.0,-15000000.0,1000000.0,11000000.0,-25000000.0,49000000.0,-4000000.0,-40000000.0,5000000.0,41000000.0,40000000.0,1000000.0,-5000000.0,,1000000.0,-2000000.0,-19000000.0,-13000000.0,,3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q2YTD,2013-02-24,2013-09-07,2014-10-16 13:26:30+00:00,,104000000.0,126000000.0,168000000.0,-369000000.0,175000000.0,2052000000.0,109000000.0,-29000000.0,-113000000.0,-36000000.0,112000000.0,-111000000.0,73000000.0,83000000.0,-224000000.0,-68000000.0,129000000.0,-62000000.0,191000000.0,150000000.0,,2000000.0,-7000000.0,-37000000.0,-2111000000.0,,6000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q1TTM,2012-06-17,2013-06-15,,,50000000.0,325000000.0,351000000.0,-181000000.0,173000000.0,3363000000.0,-430000000.0,-109000000.0,340000000.0,-71000000.0,38000000.0,157000000.0,-501000000.0,-71000000.0,497000000.0,-75000000.0,-1409000000.0,-337000000.0,-1072000000.0,507000000.0,,1000000.0,-15000000.0,-146000000.0,-3951000000.0,,36000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2014.0,Q1,2013-02-24,2013-06-15,2014-07-24 14:15:04+00:00,,19000000.0,93000000.0,98000000.0,-249000000.0,173000000.0,1991000000.0,61000000.0,-14000000.0,-98000000.0,-37000000.0,101000000.0,-86000000.0,24000000.0,87000000.0,-184000000.0,-73000000.0,88000000.0,-102000000.0,190000000.0,155000000.0,,1000000.0,-5000000.0,-18000000.0,-2098000000.0,,3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,FY,2014-02-23,2015-02-28,2017-04-25 16:56:23+00:00,-37000000.0,-7000000.0,180000000.0,223000000.0,-50000000.0,7000000.0,350000000.0,-92000000.0,-194000000.0,211000000.0,0.0,-91000000.0,197000000.0,-92000000.0,-285000000.0,408000000.0,31000000.0,199000000.0,25000000.0,174000000.0,13000000.0,,1000000.0,-8000000.0,-162000000.0,-441000000.0,,4000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,Q4,2014-11-30,2015-02-28,,18000000.0,-62000000.0,44000000.0,4000000.0,155000000.0,2000000.0,-135000000.0,-530000000.0,15000000.0,107000000.0,,-91000000.0,195000000.0,-530000000.0,-76000000.0,302000000.0,-304000000.0,40000000.0,-66000000.0,106000000.0,14000000.0,,-2000000.0,,2000000.0,-397000000.0,,-3000000.0
Supervalu Inc,SVU,549300HSQOPPFG6OPF24,95521,2015.0,Q3TTM,2013-12-01,2014-11-29,,-55000000.0,56000000.0,182000000.0,286000000.0,-45000000.0,6000000.0,485000000.0,193000000.0,-253000000.0,396000000.0,,8000000.0,2000000.0,193000000.0,-245000000.0,398000000.0,346000000.0,187000000.0,133000000.0,54000000.0,22000000.0,,5000000.0,-8000000.0,-211000000.0,-290000000.0,,8000000.0
