company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Dollar General Corp,DG,,29534,2013.0,Q3,,2013-11-01,2013-12-05 08:50:35+00:00,1251394000.0,414881000.0,-10331000.0,165717000.0,0.0,3284797000.0,9786000.0,35829000.0,4338589000.0,1210077000.0,2873967000.0,2591552000.0,2287410000.0,643206000.0,,35596000.0,230798000.0,137247000.0,,2000488000.0,50945000.0,10775974000.0,5274954000.0,2904302000.0,1753049000.0,5274954000.0,5274954000.0,5501020000.0,10775974000.0,5584262000.0,3747971000.0,0.0
Dollar General Corp,DG,,29534,2013.0,Q2,,2013-08-02,2013-09-04 08:54:52+00:00,1254856000.0,412854000.0,-10497000.0,169220000.0,0.0,3281905000.0,7894000.0,46553000.0,4338589000.0,1212821000.0,2845138000.0,2533766000.0,2244651000.0,647780000.0,,38826000.0,235046000.0,153863000.0,,1960068000.0,25927000.0,10699630000.0,5231476000.0,2864743000.0,1740190000.0,5231476000.0,5231476000.0,5468154000.0,10699630000.0,5590236000.0,3727964000.0,0.0
Dollar General Corp,DG,,29534,2013.0,Q1,,2013-05-03,2013-06-04 09:00:53+00:00,1138395000.0,359038000.0,-11706000.0,155526000.0,0.0,3279445000.0,,102060000.0,4338589000.0,1215999000.0,2835303000.0,2414411000.0,2177264000.0,646462000.0,,37369000.0,232631000.0,154539000.0,,1911160000.0,909000.0,10493697000.0,5178899000.0,2724476000.0,1600402000.0,5178899000.0,5178899000.0,5314798000.0,10493697000.0,5591957000.0,3714396000.0,0.0
Dollar General Corp,DG,,29534,2014.0,FY,,2015-01-30,2016-03-22 08:40:41+00:00,1388154000.0,413760000.0,-7327000.0,579823000.0,0.0,3314320000.0,,59400000.0,4338589000.0,1201870000.0,2623965000.0,2782521000.0,2116075000.0,626858000.0,,19499000.0,285309000.0,170265000.0,,2403045000.0,101158000.0,11208642000.0,5710038000.0,3532609000.0,1962472000.0,5710038000.0,5710038000.0,5498604000.0,11208642000.0,5559958000.0,3536132000.0,0.0
Dollar General Corp,DG,,29534,2014.0,Q3,,2014-10-31,2014-12-04 08:44:02+00:00,1394873000.0,442859000.0,-8153000.0,216155000.0,0.0,3304116000.0,,72073000.0,4338589000.0,1202651000.0,2666022000.0,2788996000.0,2120572000.0,569055000.0,,36428000.0,287812000.0,173981000.0,,2047674000.0,101041000.0,10877372000.0,5343637000.0,3179132000.0,2010846000.0,5343637000.0,5343637000.0,5533735000.0,10877372000.0,5577668000.0,3522889000.0,0.0
Dollar General Corp,DG,,29534,2014.0,Q2,,2014-08-01,2014-08-28 08:40:40+00:00,1395780000.0,427269000.0,-8808000.0,172474000.0,0.0,3293443000.0,4237000.0,45356000.0,4338589000.0,1203904000.0,2881217000.0,2788872000.0,2106963000.0,582883000.0,,35707000.0,296283000.0,175048000.0,,1811358000.0,101013000.0,10825794000.0,5095993000.0,3140631000.0,1969418000.0,5095993000.0,5095993000.0,5729801000.0,10825794000.0,5578200000.0,3760383000.0,0.0
Dollar General Corp,DG,,29534,2014.0,Q1,,2014-05-02,2014-06-03 08:00:42+00:00,1222680000.0,394827000.0,-9512000.0,166330000.0,0.0,3281641000.0,,144822000.0,4338589000.0,1205598000.0,3006404000.0,2605356000.0,2079832000.0,600239000.0,,34519000.0,299696000.0,171660000.0,,1560098000.0,100989000.0,10601884000.0,4832227000.0,2943346000.0,1863318000.0,4832227000.0,4832227000.0,5769657000.0,10601884000.0,5578706000.0,3906339000.0,0.0
Dollar General Corp,DG,,29534,2015.0,FY,,2016-01-29,2017-03-24 16:28:06+00:00,1494225000.0,467122000.0,-5807000.0,157947000.0,0.0,3358138000.0,6843000.0,32870000.0,4338589000.0,1200994000.0,2969175000.0,3074153000.0,2264062000.0,639955000.0,,21830000.0,275283000.0,193467000.0,,2025545000.0,1379000.0,11257885000.0,5377876000.0,3432410000.0,1995596000.0,5377876000.0,5377876000.0,5880009000.0,11257885000.0,5561413000.0,3884413000.0,0.0
Dollar General Corp,DG,,29534,2015.0,Q3,,2015-10-30,2015-12-03 07:22:33+00:00,1470107000.0,473528000.0,-6013000.0,182514000.0,0.0,3350487000.0,11877000.0,46590000.0,4338589000.0,1201110000.0,3105332000.0,3101908000.0,2237068000.0,568238000.0,,22751000.0,279547000.0,192476000.0,,1999119000.0,1358000.0,11288293000.0,5343593000.0,3488775000.0,1991583000.0,5343593000.0,5343593000.0,5944700000.0,11288293000.0,5562450000.0,3953117000.0,0.0
Dollar General Corp,DG,,29534,2015.0,Q2,,2015-07-31,2015-08-27 08:12:08+00:00,1536610000.0,443164000.0,-6214000.0,180525000.0,0.0,3343605000.0,14646000.0,73654000.0,4338589000.0,1201241000.0,2761794000.0,3029731000.0,2195857000.0,578084000.0,,34661000.0,281620000.0,199945000.0,,2081543000.0,101335000.0,11195195000.0,5418934000.0,3424847000.0,2154763000.0,5418934000.0,5418934000.0,5776261000.0,11195195000.0,5574491000.0,3621498000.0,0.0
Dollar General Corp,DG,,29534,2015.0,Q1,,2015-05-01,2015-06-02 08:21:18+00:00,1435367000.0,393507000.0,-6569000.0,225116000.0,0.0,3330629000.0,,142756000.0,4338589000.0,1201428000.0,2614005000.0,2839198000.0,2135436000.0,598248000.0,,36197000.0,285500000.0,180586000.0,,2061798000.0,101309000.0,10956550000.0,5385858000.0,3244900000.0,2072939000.0,5385858000.0,5385858000.0,5570692000.0,10956550000.0,5576214000.0,3497753000.0,0.0
Dollar General Corp,DG,,29534,2016.0,FY,,2017-02-03,2018-03-23 17:09:36+00:00,1557596000.0,500866000.0,-4990000.0,187915000.0,0.0,3395417000.0,11050000.0,63393000.0,4338589000.0,1200659000.0,2710576000.0,3258785000.0,2434456000.0,652841000.0,,20823000.0,279782000.0,220021000.0,,2015867000.0,500950000.0,11672298000.0,5406294000.0,3677771000.0,2622805000.0,5406294000.0,5406294000.0,6266004000.0,11672298000.0,5560071000.0,3643199000.0,0.0
Dollar General Corp,DG,,29534,2016.0,Q3,,2016-10-28,2016-12-01 07:53:36+00:00,1948111000.0,504427000.0,-5206000.0,200236000.0,0.0,3389089000.0,54586000.0,5721000.0,4338589000.0,1200734000.0,2673210000.0,3488247000.0,2388463000.0,637135000.0,,20778000.0,285140000.0,225443000.0,,1977969000.0,501480000.0,11917076000.0,5361852000.0,3968512000.0,2959739000.0,5361852000.0,5361852000.0,6555224000.0,11917076000.0,5560101000.0,3595485000.0,0.0
Dollar General Corp,DG,,29534,2016.0,Q2,,2016-07-29,2016-08-25 07:49:56+00:00,1720772000.0,474426000.0,-5406000.0,185033000.0,0.0,3383666000.0,22985000.0,22660000.0,4338589000.0,1200816000.0,2556464000.0,3270685000.0,2349119000.0,647372000.0,,20795000.0,280767000.0,229348000.0,,2035101000.0,501548000.0,11617370000.0,5413361000.0,3708051000.0,2719406000.0,5413361000.0,5413361000.0,6204009000.0,11617370000.0,5560200000.0,3484603000.0,0.0
Dollar General Corp,DG,,29534,2016.0,Q1,,2016-04-29,2016-05-26 08:03:03+00:00,1447223000.0,440697000.0,-5607000.0,187687000.0,0.0,3373206000.0,6827000.0,122148000.0,4338589000.0,1200904000.0,2989663000.0,3072063000.0,2278081000.0,647626000.0,,21464000.0,279118000.0,210769000.0,,2020784000.0,1526000.0,11316384000.0,5388383000.0,3477346000.0,2011594000.0,5388383000.0,5388383000.0,5928001000.0,11316384000.0,5560957000.0,3916407000.0,0.0
Dollar General Corp,DG,,29534,2017.0,FY,,2018-02-02,2019-03-22 16:33:57+00:00,2009771000.0,549658000.0,-4181000.0,267441000.0,0.0,3431603000.0,108265000.0,4104000.0,4338589000.0,1200428000.0,2604613000.0,3609025000.0,2701282000.0,515702000.0,,28760000.0,305944000.0,263121000.0,,2698352000.0,401345000.0,12516911000.0,6125774000.0,4247852000.0,2964878000.0,6125774000.0,6125774000.0,6391137000.0,12516911000.0,5567777000.0,3426259000.0,0.0
Dollar General Corp,DG,,29534,2017.0,Q3,,2017-11-03,2017-12-07 07:31:03+00:00,1978032000.0,553596000.0,-4383000.0,226192000.0,0.0,3414004000.0,99678000.0,4646000.0,4338589000.0,1200481000.0,2719568000.0,3597195000.0,2654936000.0,690795000.0,,27416000.0,282432000.0,230269000.0,,2334534000.0,401532000.0,12374756000.0,5744155000.0,4153334000.0,2937806000.0,5744155000.0,5744155000.0,6630601000.0,12374756000.0,5566486000.0,3692795000.0,0.0
Dollar General Corp,DG,,29534,2017.0,Q2,,2017-08-04,2017-08-31 08:03:06+00:00,1880668000.0,521027000.0,-4584000.0,214173000.0,0.0,3405619000.0,44255000.0,3658000.0,4338589000.0,1200537000.0,2683105000.0,3463004000.0,2574816000.0,659844000.0,,26891000.0,284025000.0,258559000.0,,2286060000.0,401402000.0,12120824000.0,5687095000.0,3979991000.0,2806755000.0,5687095000.0,5687095000.0,6433729000.0,12120824000.0,5566017000.0,3626974000.0,0.0
Dollar General Corp,DG,,29534,2017.0,Q1,,2017-05-05,2017-06-01 07:51:50+00:00,1622776000.0,459105000.0,-4789000.0,205977000.0,0.0,3397269000.0,10492000.0,208972000.0,4338589000.0,1200597000.0,2632090000.0,3300082000.0,2487292000.0,662485000.0,,20928000.0,280858000.0,232398000.0,,2136401000.0,401188000.0,11796355000.0,5528881000.0,3748949000.0,2692041000.0,5528881000.0,5528881000.0,6267474000.0,11796355000.0,5560114000.0,3575433000.0,0.0
Dollar General Corp,DG,,29534,2018.0,FY,,2019-02-01,2020-03-19 06:47:17+00:00,2385469000.0,618405000.0,-3207000.0,235487000.0,0.0,3479493000.0,57804000.0,10033000.0,4338589000.0,1200217000.0,2862740000.0,4097004000.0,2970806000.0,609687000.0,,31406000.0,298361000.0,272725000.0,,2941107000.0,1950000.0,13204038000.0,6417393000.0,4663020000.0,3015857000.0,6417393000.0,6417393000.0,6786645000.0,13204038000.0,5570212000.0,3770788000.0,0.0
Dollar General Corp,DG,,29534,2018.0,Q3,,2018-11-02,2018-12-04 07:26:13+00:00,2336772000.0,638644000.0,-3451000.0,260688000.0,0.0,3469192000.0,114647000.0,4837000.0,4338589000.0,1200270000.0,2902439000.0,3979105000.0,2921943000.0,583066000.0,,29875000.0,297446000.0,275904000.0,,2890147000.0,1929000.0,13121021000.0,6355888000.0,4630344000.0,2982182000.0,6355888000.0,6355888000.0,6765133000.0,13121021000.0,5568734000.0,3782951000.0,0.0
Dollar General Corp,DG,,29534,2018.0,Q2,,2018-08-03,2018-08-30 08:11:08+00:00,2294996000.0,611389000.0,-3695000.0,265288000.0,0.0,3454573000.0,68353000.0,7250000.0,4338589000.0,1200322000.0,2776811000.0,3896432000.0,2857274000.0,569690000.0,,29938000.0,302962000.0,287753000.0,,2928064000.0,1909000.0,12943949000.0,6378942000.0,4517826000.0,2915544000.0,6378942000.0,6378942000.0,6565007000.0,12943949000.0,5568849000.0,3649463000.0,0.0
Dollar General Corp,DG,,29534,2018.0,Q1,,2018-05-04,2018-05-31 07:26:11+00:00,2018320000.0,495371000.0,-3938000.0,283970000.0,0.0,3444636000.0,28637000.0,9752000.0,4338589000.0,1200375000.0,2862497000.0,3594529000.0,2758369000.0,565150000.0,,29861000.0,303933000.0,258900000.0,,2795620000.0,1889000.0,12493230000.0,6236318000.0,4166036000.0,2525332000.0,6236318000.0,6236318000.0,6256912000.0,12493230000.0,5568825000.0,3731580000.0,0.0
Dollar General Corp,DG,,29534,2019.0,FY,,2020-01-31,2020-05-28 07:15:53+00:00,2860682000.0,709156000.0,-3135000.0,240320000.0,0.0,3542975000.0,76537000.0,8362000.0,4338589000.0,1200006000.0,2911438000.0,4676848000.0,3278359000.0,675227000.0,964805000.0,8830262000.0,7992359000.0,184163000.0,,3162660000.0,555000.0,22825084000.0,6702500000.0,5177868000.0,4543560000.0,6702500000.0,6702500000.0,16122584000.0,22825084000.0,14368857000.0,11579024000.0,0.0
Dollar General Corp,DG,,29534,2019.0,Q3,,2019-11-01,2019-12-05 07:56:23+00:00,2844171000.0,717467000.0,-3378000.0,276076000.0,0.0,3530935000.0,103188000.0,3341000.0,4338589000.0,1200059000.0,2762490000.0,4496377000.0,3131073000.0,634041000.0,940504000.0,8674527000.0,7861926000.0,192901000.0,,3120738000.0,555000.0,22412790000.0,6648295000.0,5068542000.0,4506038000.0,6648295000.0,6648295000.0,15764495000.0,22412790000.0,14213175000.0,11258457000.0,0.0
Dollar General Corp,DG,,29534,2019.0,Q2,,2019-08-02,2019-08-29 07:39:18+00:00,2727079000.0,666251000.0,-3621000.0,259568000.0,0.0,3517837000.0,61692000.0,3310000.0,4338589000.0,1200111000.0,2573483000.0,4419628000.0,3020406000.0,627765000.0,915075000.0,8439285000.0,7654851000.0,178250000.0,,3234944000.0,555000.0,21917529000.0,6749160000.0,4919138000.0,4312270000.0,6749160000.0,6749160000.0,15168369000.0,21917529000.0,13977985000.0,10856099000.0,0.0
Dollar General Corp,DG,,29534,2019.0,Q1,,2019-05-03,2019-05-30 07:45:47+00:00,2452898000.0,560007000.0,-3864000.0,271111000.0,0.0,3501949000.0,25164000.0,48787000.0,4338589000.0,1200164000.0,2732105000.0,4109759000.0,3008425000.0,629864000.0,894469000.0,8173337000.0,7412930000.0,177735000.0,,3074584000.0,555000.0,21304284000.0,6572669000.0,4583769000.0,3956716000.0,6572669000.0,6572669000.0,14731615000.0,21304284000.0,13712090000.0,10774899000.0,0.0
Dollar General Corp,DG,,29534,2020.0,Q1,,2020-05-01,2020-05-28 07:15:53+00:00,2954361000.0,791368000.0,-2892000.0,2673912000.0,0.0,3552542000.0,17191000.0,105865000.0,4338589000.0,1199961000.0,3967221000.0,4107331000.0,3320141000.0,700098000.0,991054000.0,8997139000.0,8128312000.0,194049000.0,,3659804000.0,580000.0,24848313000.0,7209454000.0,6992483000.0,4843228000.0,7209454000.0,7209454000.0,17638859000.0,24848313000.0,14535689000.0,12795631000.0,0.0
