company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dollar General Corp,DG,,29534,2009.0,FY,2009-01-31,2010-01-29,2012-03-22 09:58:39+00:00,1.05,1.05,0.7525,1.04,212674000.0,339442000.0,339442000.0,339442000.0,8106509000.0,11796380000.0,-55542000.0,2736613000.0,8106509000.0,3689871000.0,345744000.0,144000.0,2736613000.0,953258000.0,-401142000.0,552116000.0,11796380000.0,323300000.0,322778000.0,324836000.0
Dollar General Corp,DG,,29534,2010.0,Q4,2010-10-30,2011-01-28,,0.65,0.65,,0.65,120050000.0,222546000.0,222546000.0,222546000.0,2355951000.0,3486104000.0,-118000.0,721902000.0,2355951000.0,1130153000.0,65409000.0,-128000.0,721902000.0,408251000.0,-65655000.0,342596000.0,3486104000.0,341200000.0,341047000.0,344800000.0
Dollar General Corp,DG,,29534,2010.0,FY,2010-01-30,2011-01-28,2013-03-25 08:18:17+00:00,1.84,1.84,,1.82,357115000.0,627857000.0,627857000.0,627857000.0,8858444000.0,13035000000.0,-15101000.0,2902491000.0,8858444000.0,4176556000.0,273992000.0,,2902491000.0,1274065000.0,-289093000.0,984972000.0,13035000000.0,341200000.0,341047000.0,344800000.0
Dollar General Corp,DG,,29534,2010.0,Q3YTD,2010-01-30,2010-10-29,,1.19,1.19,,1.17,237065000.0,405311000.0,405311000.0,405311000.0,6502493000.0,9548896000.0,-14983000.0,2180589000.0,6502493000.0,3046403000.0,208583000.0,128000.0,2180589000.0,865814000.0,-223438000.0,642376000.0,9548896000.0,337200000.0,341062000.0,344739000.0
Dollar General Corp,DG,,29534,2010.0,Q3,2010-07-31,2010-10-29,2011-12-05 07:17:49+00:00,0.38,0.38,,0.37,70757000.0,128120000.0,128120000.0,128120000.0,2212759000.0,3223427000.0,-8312000.0,736334000.0,2212759000.0,1010668000.0,67235000.0,90000.0,736334000.0,274334000.0,-75457000.0,198877000.0,3223427000.0,337200000.0,341062000.0,344739000.0
Dollar General Corp,DG,,29534,2010.0,Q2YTD,2010-01-30,2010-07-30,,0.81,0.81,,0.8,166308000.0,277191000.0,277191000.0,277191000.0,4289734000.0,6325469000.0,-6671000.0,1444255000.0,4289734000.0,2035735000.0,141348000.0,38000.0,1444255000.0,591480000.0,-147981000.0,443499000.0,6325469000.0,344400000.0,341001000.0,344746000.0
Dollar General Corp,DG,,29534,2010.0,Q2,2010-05-01,2010-07-30,2011-08-30 08:35:59+00:00,0.41,0.41,,0.41,83738000.0,141195000.0,141195000.0,141195000.0,2178176000.0,3214155000.0,-6526000.0,735222000.0,2178176000.0,1035979000.0,69330000.0,32000.0,735222000.0,300757000.0,-75824000.0,224933000.0,3214155000.0,344400000.0,341001000.0,344746000.0
Dollar General Corp,DG,,29534,2010.0,Q1,2010-01-30,2010-04-30,2011-06-01 09:04:47+00:00,0.4,0.4,,0.39,82570000.0,135996000.0,135996000.0,135996000.0,2111558000.0,3111314000.0,-145000.0,709033000.0,2111558000.0,999756000.0,72018000.0,6000.0,709033000.0,290723000.0,-72157000.0,218566000.0,3111314000.0,340000000.0,340819000.0,344397000.0
Dollar General Corp,DG,,29534,2011.0,Q4,2011-10-29,2012-02-03,,0.86,0.86,,0.85,175610000.0,292510000.0,292510000.0,292510000.0,2838704000.0,4185073000.0,-51000.0,838129000.0,2838704000.0,1346369000.0,40069000.0,,838129000.0,508240000.0,-40120000.0,468120000.0,4185073000.0,340700000.0,341234000.0,345117000.0
Dollar General Corp,DG,,29534,2011.0,FY,2011-01-29,2012-02-03,2014-03-20 16:29:57+00:00,2.25,2.25,,2.22,458604000.0,766685000.0,766685000.0,766685000.0,10109278000.0,14807188000.0,-60615000.0,3207106000.0,10109278000.0,4697910000.0,204900000.0,,3207106000.0,1490804000.0,-265515000.0,1225289000.0,14807188000.0,340700000.0,341234000.0,345117000.0
Dollar General Corp,DG,,29534,2011.0,Q3YTD,2011-01-29,2011-10-28,,1.39,1.39,,1.37,282994000.0,474175000.0,474175000.0,474175000.0,7270574000.0,10622115000.0,-60564000.0,2368977000.0,7270574000.0,3351541000.0,164831000.0,,2368977000.0,982564000.0,-225395000.0,757169000.0,10622115000.0,342300000.0,341955000.0,345777000.0
Dollar General Corp,DG,,29534,2011.0,Q3TTM,2010-10-30,2011-10-28,,2.04,2.04,,2.02,403044000.0,696721000.0,696721000.0,696721000.0,9626525000.0,14108219000.0,-60682000.0,3090879000.0,9626525000.0,4481694000.0,230240000.0,-128000.0,3090879000.0,1390815000.0,-291050000.0,1099765000.0,14108219000.0,342300000.0,341955000.0,345777000.0
Dollar General Corp,DG,,29534,2011.0,Q3,2011-07-30,2011-10-28,2012-12-11 08:08:51+00:00,0.5,0.5,,0.5,101068000.0,171164000.0,171164000.0,171164000.0,2479422000.0,3595224000.0,-53000.0,804885000.0,2479422000.0,1115802000.0,38632000.0,,804885000.0,310917000.0,-38685000.0,272232000.0,3595224000.0,342300000.0,341955000.0,345777000.0
