company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Dollar General Corp,DG,,29534,2011.0,Q3TTM,2010-10-30,2011-10-28,,314123000.0,244752000.0,269959000.0,-30593000.0,-599000.0,649100000.0,-621771000.0,-522942000.0,1025387000.0,-621771000.0,-522942000.0,1025387000.0,-119326000.0,696721000.0,696721000.0,89300000.0,-2687000.0,,-524251000.0,-1273534000.0,5949000.0,1309000.0
Dollar General Corp,DG,,29534,2011.0,Q3,2011-07-30,2011-10-28,,,,68900000.0,-36471000.0,,277500000.0,-55810000.0,-144720000.0,206060000.0,-55810000.0,-144720000.0,206060000.0,5530000.0,171164000.0,171164000.0,2467000.0,2737000.0,,-144976000.0,-336047000.0,,256000.0
Dollar General Corp,DG,,29534,2011.0,Q3YTD,2011-01-29,2011-10-28,2012-12-11 08:08:51+00:00,,,204771000.0,-161274000.0,,649100000.0,-620995000.0,-362370000.0,604499000.0,-620995000.0,-362370000.0,604499000.0,-378866000.0,474175000.0,474175000.0,86827000.0,2913000.0,,-363099000.0,-1273008000.0,,729000.0
Dollar General Corp,DG,,29534,2011.0,Q2TTM,2010-07-31,2011-07-29,,314123000.0,244752000.0,264642000.0,-73206000.0,-401000.0,371600000.0,-638105000.0,-474083000.0,943817000.0,-638105000.0,-474083000.0,943817000.0,-168371000.0,653677000.0,653677000.0,98704000.0,-4398000.0,,-475460000.0,-1010004000.0,5098000.0,1377000.0
Dollar General Corp,DG,,29534,2011.0,Q2,2011-04-30,2011-07-29,,,,68385000.0,-114094000.0,,371600000.0,-538221000.0,-126059000.0,174867000.0,-538221000.0,-126059000.0,174867000.0,-489413000.0,146042000.0,146042000.0,74534000.0,-11000.0,,-126165000.0,-909810000.0,,106000.0
Dollar General Corp,DG,,29534,2011.0,Q2YTD,2011-01-29,2011-07-29,2012-09-05 08:19:50+00:00,,,135871000.0,-124803000.0,,371600000.0,-565185000.0,-217650000.0,398439000.0,-565185000.0,-217650000.0,398439000.0,-384396000.0,303011000.0,303011000.0,84360000.0,176000.0,,-218123000.0,-936961000.0,,473000.0
Dollar General Corp,DG,,29534,2011.0,Q1TTM,2010-05-01,2011-04-29,,314123000.0,244752000.0,259161000.0,10857000.0,-285000.0,,-157492000.0,-419798000.0,957044000.0,-157492000.0,-419798000.0,957044000.0,379754000.0,648830000.0,648830000.0,38196000.0,-3806000.0,,-421355000.0,-157868000.0,4467000.0,1557000.0
Dollar General Corp,DG,,29534,2011.0,Q1,2011-01-29,2011-04-29,2012-06-04 16:12:03+00:00,,,67486000.0,-10709000.0,,,-26964000.0,-91591000.0,223572000.0,-26964000.0,-91591000.0,223572000.0,105017000.0,156969000.0,156969000.0,9826000.0,187000.0,,-91958000.0,-27151000.0,,367000.0
Dollar General Corp,DG,,29534,2012.0,Q4,2012-11-03,2013-02-01,,422333000.0,121712000.0,80513000.0,41415000.0,,583300000.0,-324883000.0,-117354000.0,440466000.0,-324883000.0,-117354000.0,440466000.0,-1771000.0,317422000.0,317422000.0,1116000.0,2163000.0,,-117970000.0,-835329000.0,-75017000.0,616000.0
Dollar General Corp,DG,,29534,2012.0,FY,2012-02-04,2013-02-01,2015-03-20 16:31:21+00:00,422333000.0,121712000.0,302911000.0,-95527000.0,,2786700000.0,-546833000.0,-569836000.0,1131352000.0,-546833000.0,-569836000.0,1131352000.0,14683000.0,952662000.0,952662000.0,-28694000.0,16359000.0,,-571596000.0,-2678433000.0,-671459000.0,1760000.0
Dollar General Corp,DG,,29534,2012.0,Q3TTM,2011-10-29,2012-11-02,,382294000.0,209351000.0,293035000.0,-63922000.0,,2712100000.0,-508920000.0,-603947000.0,1136867000.0,-508920000.0,-603947000.0,1136867000.0,24000000.0,927750000.0,927750000.0,-19996000.0,17166000.0,,-605388000.0,-2455147000.0,-783039000.0,1441000.0
Dollar General Corp,DG,,29534,2012.0,Q3,2012-08-04,2012-11-02,,,,76138000.0,48322000.0,,668000000.0,-160051000.0,-148920000.0,317394000.0,-160051000.0,-148920000.0,317394000.0,8423000.0,207685000.0,207685000.0,-14751000.0,3382000.0,,-149638000.0,-534991000.0,-296442000.0,718000.0
Dollar General Corp,DG,,29534,2012.0,Q3YTD,2012-02-04,2012-11-02,2013-12-05 08:50:35+00:00,,,222398000.0,-136942000.0,,2203400000.0,-221950000.0,-452482000.0,690886000.0,-221950000.0,-452482000.0,690886000.0,16454000.0,635240000.0,635240000.0,-29810000.0,14196000.0,,-453626000.0,-1843104000.0,-596442000.0,1144000.0
Dollar General Corp,DG,,29534,2012.0,Q2TTM,2011-07-30,2012-08-03,,382294000.0,209351000.0,285797000.0,-148715000.0,,2321600000.0,-404679000.0,-599747000.0,1025533000.0,-404679000.0,-599747000.0,1025533000.0,21107000.0,891229000.0,891229000.0,-2778000.0,16521000.0,,-600726000.0,-2256203000.0,-486597000.0,979000.0
Dollar General Corp,DG,,29534,2012.0,Q2,2012-05-05,2012-08-03,,,,73989000.0,-101590000.0,,950500000.0,-21402000.0,-157824000.0,180853000.0,-21402000.0,-157824000.0,180853000.0,1627000.0,214140000.0,214140000.0,-5686000.0,6546000.0,,-158131000.0,-978448000.0,,307000.0
Dollar General Corp,DG,,29534,2012.0,Q2YTD,2012-02-04,2012-08-03,2013-09-04 08:54:52+00:00,,,146260000.0,-185264000.0,,1535400000.0,-61899000.0,-303562000.0,373492000.0,-61899000.0,-303562000.0,373492000.0,8031000.0,427555000.0,427555000.0,-15059000.0,10814000.0,,-303988000.0,-1308113000.0,-300000000.0,426000.0
Dollar General Corp,DG,,29534,2012.0,Q1TTM,2011-04-30,2012-05-04,,382294000.0,209351000.0,280193000.0,-161219000.0,,1742700000.0,-921498000.0,-567982000.0,1019547000.0,-921498000.0,-567982000.0,1019547000.0,-469933000.0,823131000.0,823131000.0,77442000.0,9964000.0,,-568760000.0,-2187565000.0,-486597000.0,778000.0
Dollar General Corp,DG,,29534,2012.0,Q1,2012-02-04,2012-05-04,2013-06-04 09:00:53+00:00,,,72271000.0,-83674000.0,,584900000.0,-40497000.0,-145738000.0,192639000.0,-40497000.0,-145738000.0,192639000.0,6404000.0,213415000.0,213415000.0,-9373000.0,4268000.0,,-145857000.0,-329665000.0,-300000000.0,119000.0
Dollar General Corp,DG,,29534,2013.0,FY,2013-02-02,2014-01-31,2016-03-22 08:40:41+00:00,646811000.0,73464000.0,332837000.0,-140983000.0,,3470077000.0,-598330000.0,-249978000.0,1213065000.0,-598330000.0,-249978000.0,1213065000.0,364757000.0,1025116000.0,1025116000.0,-3905000.0,-8568000.0,,-538444000.0,-3439787000.0,-620052000.0,288466000.0
Dollar General Corp,DG,,29534,2013.0,Q4,2013-11-02,2014-01-31,,646811000.0,73464000.0,85165000.0,52585000.0,,2000000.0,-305691000.0,193050000.0,452490000.0,-305691000.0,193050000.0,452490000.0,339849000.0,322173000.0,322173000.0,-7433000.0,618000.0,,-94466000.0,-108231000.0,-200078000.0,287516000.0
Dollar General Corp,DG,,29534,2013.0,Q3TTM,2012-11-03,2013-11-01,,422333000.0,121712000.0,328185000.0,-152153000.0,,4051377000.0,-617522000.0,-560382000.0,1201041000.0,-617522000.0,-560382000.0,1201041000.0,23137000.0,1020365000.0,1020365000.0,4644000.0,-7023000.0,,-561948000.0,-4166885000.0,-494991000.0,1566000.0
Dollar General Corp,DG,,29534,2013.0,Q3,2013-08-03,2013-11-01,,,,84435000.0,-43067000.0,,347000000.0,-145203000.0,-134760000.0,276460000.0,-145203000.0,-134760000.0,276460000.0,-3503000.0,237385000.0,237385000.0,-2293000.0,1014000.0,,-135452000.0,-293224000.0,-199993000.0,692000.0
Dollar General Corp,DG,,29534,2013.0,Q3YTD,2013-02-02,2013-11-01,2014-12-04 08:44:02+00:00,,,247672000.0,-193568000.0,,3468077000.0,-292639000.0,-443028000.0,760575000.0,-292639000.0,-443028000.0,760575000.0,24908000.0,702943000.0,702943000.0,3528000.0,-9186000.0,,-443978000.0,-3331556000.0,-419974000.0,950000.0
Dollar General Corp,DG,,29534,2013.0,Q2TTM,2012-08-04,2013-08-02,,422333000.0,121712000.0,319888000.0,-60764000.0,,4372377000.0,-632370000.0,-574542000.0,1241975000.0,-632370000.0,-574542000.0,1241975000.0,35063000.0,990665000.0,990665000.0,-7814000.0,-4655000.0,,-576134000.0,-4408652000.0,-591440000.0,1592000.0
Dollar General Corp,DG,,29534,2013.0,Q2,2013-05-04,2013-08-02,,,,82744000.0,5545000.0,,329000000.0,-164504000.0,-158691000.0,336889000.0,-164504000.0,-158691000.0,336889000.0,13694000.0,245475000.0,245475000.0,3125000.0,755000.0,,-158874000.0,-294278000.0,-199981000.0,183000.0
Dollar General Corp,DG,,29534,2013.0,Q2YTD,2013-02-02,2013-08-02,2014-08-28 08:40:40+00:00,,,163237000.0,-150501000.0,,3121077000.0,-147436000.0,-308268000.0,484115000.0,-147436000.0,-308268000.0,484115000.0,28411000.0,465558000.0,465558000.0,5821000.0,-10200000.0,,-308526000.0,-3038332000.0,-219981000.0,258000.0
Dollar General Corp,DG,,29534,2013.0,Q1TTM,2012-05-05,2013-05-03,,422333000.0,121712000.0,311133000.0,-167899000.0,,4993877000.0,-489268000.0,-573675000.0,1085939000.0,-489268000.0,-573675000.0,1085939000.0,22996000.0,959330000.0,959330000.0,-16625000.0,1136000.0,,-575391000.0,-5092822000.0,-391459000.0,1716000.0
Dollar General Corp,DG,,29534,2013.0,Q1,2013-02-02,2013-05-03,2014-06-03 08:00:42+00:00,,,80493000.0,-156046000.0,,2792077000.0,17068000.0,-149577000.0,147226000.0,17068000.0,-149577000.0,147226000.0,14717000.0,220083000.0,220083000.0,2696000.0,-10955000.0,,-149652000.0,-2744054000.0,-20000000.0,75000.0
Dollar General Corp,DG,,29534,2014.0,FY,2014-02-01,2015-01-30,2017-03-24 16:28:06+00:00,631483000.0,82447000.0,342353000.0,-126696000.0,,1023000000.0,-880935000.0,-371699000.0,1326891000.0,-880935000.0,-371699000.0,1326891000.0,74257000.0,1065345000.0,1065345000.0,45889000.0,-2373000.0,,-373967000.0,-1101467000.0,-800095000.0,2268000.0
Dollar General Corp,DG,,29534,2014.0,Q4,2014-11-01,2015-01-30,,631483000.0,82447000.0,86594000.0,22103000.0,,,-37926000.0,-84750000.0,486344000.0,-37926000.0,-84750000.0,486344000.0,363668000.0,355371000.0,355371000.0,22276000.0,-11373000.0,,-85430000.0,-26553000.0,,680000.0
Dollar General Corp,DG,,29534,2014.0,Q3YTD,2014-02-01,2014-10-31,2015-12-03 07:22:33+00:00,,,255759000.0,-148799000.0,,1023000000.0,-843009000.0,-286949000.0,840547000.0,-843009000.0,-286949000.0,840547000.0,-289411000.0,709974000.0,709974000.0,23613000.0,9000000.0,,-288537000.0,-1074914000.0,-800095000.0,1588000.0
Dollar General Corp,DG,,29534,2014.0,Q3TTM,2013-11-02,2014-10-31,,646811000.0,73464000.0,340924000.0,-96214000.0,,1025000000.0,-1148700000.0,-93899000.0,1293037000.0,-1148700000.0,-93899000.0,1293037000.0,50438000.0,1032147000.0,1032147000.0,16180000.0,9618000.0,,-383003000.0,-1183145000.0,-1000173000.0,289104000.0
Dollar General Corp,DG,,29534,2014.0,Q3,2014-08-02,2014-10-31,,,,86261000.0,18298000.0,,51000000.0,-213715000.0,-96227000.0,353623000.0,-213715000.0,-96227000.0,353623000.0,43681000.0,236316000.0,236316000.0,12748000.0,1527000.0,,-97123000.0,-266242000.0,,896000.0
Dollar General Corp,DG,,29534,2014.0,Q2TTM,2013-08-03,2014-08-01,,646811000.0,73464000.0,339098000.0,-157579000.0,,1321000000.0,-1080188000.0,-132432000.0,1215874000.0,-1080188000.0,-132432000.0,1215874000.0,3254000.0,1033216000.0,1033216000.0,1139000.0,9105000.0,,-421332000.0,-1210127000.0,-1200166000.0,288900000.0
Dollar General Corp,DG,,29534,2014.0,Q2,2014-05-03,2014-08-01,,,,85340000.0,-112423000.0,,541000000.0,-122583000.0,-106737000.0,235464000.0,-122583000.0,-106737000.0,235464000.0,6144000.0,251260000.0,251260000.0,11287000.0,2655000.0,,-107326000.0,-666238000.0,,589000.0
Dollar General Corp,DG,,29534,2014.0,Q2YTD,2014-02-01,2014-08-01,2015-08-27 08:12:08+00:00,,,169498000.0,-167097000.0,,972000000.0,-629294000.0,-190722000.0,486924000.0,-629294000.0,-190722000.0,486924000.0,-333092000.0,473658000.0,473658000.0,10865000.0,7473000.0,,-191414000.0,-808672000.0,-800095000.0,692000.0
Dollar General Corp,DG,,29534,2014.0,Q1TTM,2013-05-04,2014-05-02,,646811000.0,73464000.0,336502000.0,-39611000.0,,1109000000.0,-1122109000.0,-184386000.0,1317299000.0,-1122109000.0,-184386000.0,1317299000.0,10804000.0,1027431000.0,1027431000.0,-7023000.0,7205000.0,,-472880000.0,-838167000.0,-1400147000.0,288494000.0
Dollar General Corp,DG,,29534,2014.0,Q1,2014-02-01,2014-05-02,2015-06-02 08:21:18+00:00,,,84158000.0,-54674000.0,,431000000.0,-506711000.0,-83985000.0,251460000.0,-506711000.0,-83985000.0,251460000.0,-339236000.0,222398000.0,222398000.0,-422000.0,4818000.0,,-84088000.0,-142434000.0,-800095000.0,103000.0
Dollar General Corp,DG,,29534,2015.0,FY,2015-01-31,2016-01-29,2018-03-23 17:09:36+00:00,697357000.0,76354000.0,352431000.0,-172495000.0,,2533320000.0,-1310179000.0,-503383000.0,1391686000.0,-1310179000.0,-503383000.0,1391686000.0,-421876000.0,1165080000.0,1165080000.0,46670000.0,6934000.0,-258328000.0,-504806000.0,-2292492000.0,-1299613000.0,1423000.0
Dollar General Corp,DG,,29534,2015.0,Q4,2015-10-31,2016-01-29,,697357000.0,76354000.0,89144000.0,106931000.0,,732000000.0,-489831000.0,-117310000.0,582574000.0,-489831000.0,-117310000.0,582574000.0,-24567000.0,376175000.0,376175000.0,10324000.0,791000.0,-63159000.0,-117920000.0,-869261000.0,-290202000.0,610000.0
Dollar General Corp,DG,,29534,2015.0,Q3YTD,2015-01-31,2015-10-30,2016-12-01 07:53:36+00:00,,,263287000.0,-279426000.0,,1801320000.0,-820348000.0,-386073000.0,809112000.0,-820348000.0,-386073000.0,809112000.0,-397309000.0,788905000.0,788905000.0,36346000.0,6143000.0,-195169000.0,-386886000.0,-1423231000.0,-1009411000.0,813000.0
Dollar General Corp,DG,,29534,2015.0,Q3TTM,2014-11-01,2015-10-30,,631483000.0,82447000.0,349881000.0,-257323000.0,,1801320000.0,-858274000.0,-470823000.0,1295456000.0,-858274000.0,-470823000.0,1295456000.0,-33641000.0,1144276000.0,1144276000.0,58622000.0,-5230000.0,-195169000.0,-472316000.0,-1449784000.0,-1009411000.0,1493000.0
Dollar General Corp,DG,,29534,2015.0,Q3,2015-08-01,2015-10-30,,,,88553000.0,-126713000.0,,1356220000.0,-82863000.0,-139279000.0,224131000.0,-82863000.0,-139279000.0,224131000.0,1989000.0,253321000.0,253321000.0,8970000.0,485000.0,-63965000.0,-139835000.0,-1100526000.0,-275077000.0,556000.0
Dollar General Corp,DG,,29534,2015.0,Q2YTD,2015-01-31,2015-07-31,2016-08-25 07:49:56+00:00,,,174734000.0,-152713000.0,,445100000.0,-737485000.0,-246794000.0,584981000.0,-737485000.0,-246794000.0,584981000.0,-399298000.0,535584000.0,535584000.0,27376000.0,5658000.0,-131204000.0,-247051000.0,-322705000.0,-734334000.0,257000.0
Dollar General Corp,DG,,29534,2015.0,Q2TTM,2014-08-02,2015-07-31,,631483000.0,82447000.0,347589000.0,-112312000.0,,496100000.0,-989126000.0,-427771000.0,1424948000.0,-989126000.0,-427771000.0,1424948000.0,8051000.0,1127271000.0,1127271000.0,62400000.0,-4188000.0,-131204000.0,-429604000.0,-615500000.0,-734334000.0,1833000.0
Dollar General Corp,DG,,29534,2015.0,Q2,2015-05-02,2015-07-31,,,,87582000.0,-171004000.0,,432100000.0,-112334000.0,-147028000.0,214771000.0,-112334000.0,-147028000.0,214771000.0,-44591000.0,282349000.0,282349000.0,15844000.0,4772000.0,-65167000.0,-147122000.0,-284359000.0,-199680000.0,94000.0
Dollar General Corp,DG,,29534,2015.0,Q1,2015-01-31,2015-05-01,2016-05-26 08:03:03+00:00,,,87152000.0,18291000.0,,13000000.0,-625151000.0,-99766000.0,370210000.0,-625151000.0,-99766000.0,370210000.0,-354707000.0,253235000.0,253235000.0,11532000.0,886000.0,-66037000.0,-99929000.0,-38346000.0,-534654000.0,163000.0
Dollar General Corp,DG,,29534,2015.0,Q1TTM,2014-05-03,2015-05-01,,631483000.0,82447000.0,345347000.0,-53731000.0,,605000000.0,-999375000.0,-387480000.0,1445641000.0,-999375000.0,-387480000.0,1445641000.0,58786000.0,1096182000.0,1096182000.0,57843000.0,-6305000.0,-66037000.0,-389808000.0,-997379000.0,-534654000.0,2328000.0
Dollar General Corp,DG,,29534,2016.0,FY,2016-01-30,2017-02-03,2019-03-22 16:33:57+00:00,679633000.0,92952000.0,379931000.0,-59365000.0,,2074500000.0,-1024137000.0,-550936000.0,1605041000.0,-1024137000.0,-550936000.0,1605041000.0,29968000.0,1251133000.0,1251133000.0,33342000.0,11110000.0,-281135000.0,-560296000.0,-1838138000.0,-990474000.0,9360000.0
Dollar General Corp,DG,,29534,2016.0,Q4,2016-10-29,2017-02-03,,679633000.0,92952000.0,97545000.0,-34825000.0,,37500000.0,-343578000.0,-149370000.0,480627000.0,-343578000.0,-149370000.0,480627000.0,-12321000.0,414176000.0,414176000.0,3731000.0,702000.0,-68886000.0,-154397000.0,-1836000.0,-311058000.0,5027000.0
Dollar General Corp,DG,,29534,2016.0,Q3YTD,2016-01-30,2016-10-28,2017-12-07 07:31:03+00:00,,,282386000.0,-24540000.0,,2037000000.0,-680559000.0,-401566000.0,1124414000.0,-680559000.0,-401566000.0,1124414000.0,42289000.0,836957000.0,836957000.0,29611000.0,10408000.0,-212249000.0,-405899000.0,-1836302000.0,-679416000.0,4333000.0
Dollar General Corp,DG,,29534,2016.0,Q3TTM,2015-10-31,2016-10-28,,697357000.0,76354000.0,371530000.0,82391000.0,,2769000000.0,-1170390000.0,-518876000.0,1706988000.0,-1170390000.0,-518876000.0,1706988000.0,17722000.0,1213132000.0,1213132000.0,39935000.0,11199000.0,-275408000.0,-523819000.0,-2705563000.0,-969618000.0,4943000.0
Dollar General Corp,DG,,29534,2016.0,Q3,2016-07-30,2016-10-28,,,,95444000.0,-7721000.0,,454000000.0,-179697000.0,-136180000.0,331080000.0,-179697000.0,-136180000.0,331080000.0,15203000.0,235315000.0,235315000.0,8042000.0,-215000.0,-70088000.0,-138087000.0,-338486000.0,-224908000.0,1907000.0
Dollar General Corp,DG,,29534,2016.0,Q2YTD,2016-01-30,2016-07-29,2017-08-31 08:03:06+00:00,,,186942000.0,-16819000.0,,1583000000.0,-500862000.0,-265386000.0,793334000.0,-500862000.0,-265386000.0,793334000.0,27086000.0,601642000.0,601642000.0,21569000.0,10623000.0,-142161000.0,-267812000.0,-1497816000.0,-454508000.0,2426000.0
Dollar General Corp,DG,,29534,2016.0,Q2TTM,2015-08-01,2016-07-29,,697357000.0,76354000.0,364639000.0,-36601000.0,,3671220000.0,-1073556000.0,-521975000.0,1600039000.0,-1073556000.0,-521975000.0,1600039000.0,4508000.0,1231138000.0,1231138000.0,40863000.0,11899000.0,-269285000.0,-525567000.0,-3467603000.0,-1019787000.0,3592000.0
Dollar General Corp,DG,,29534,2016.0,Q2,2016-04-30,2016-07-29,,,,94618000.0,-23511000.0,,832000000.0,-225294000.0,-166741000.0,389381000.0,-225294000.0,-166741000.0,389381000.0,-2654000.0,306518000.0,306518000.0,11756000.0,3425000.0,-70853000.0,-168844000.0,-766319000.0,-223547000.0,2103000.0
Dollar General Corp,DG,,29534,2016.0,Q1,2016-01-30,2016-04-29,2017-06-01 07:51:50+00:00,,,92324000.0,6692000.0,,751000000.0,-275568000.0,-98645000.0,403953000.0,-275568000.0,-98645000.0,403953000.0,29740000.0,295124000.0,295124000.0,9813000.0,7198000.0,-71308000.0,-98968000.0,-731497000.0,-230961000.0,323000.0
Dollar General Corp,DG,,29534,2016.0,Q1TTM,2015-05-02,2016-04-29,,697357000.0,76354000.0,357603000.0,-184094000.0,,3271320000.0,-960596000.0,-502262000.0,1425429000.0,-960596000.0,-502262000.0,1425429000.0,-37429000.0,1206969000.0,1206969000.0,44951000.0,13246000.0,-263599000.0,-503845000.0,-2985643000.0,-995920000.0,1583000.0
Dollar General Corp,DG,,29534,2017.0,FY,2017-02-04,2018-02-02,2020-03-19 06:47:17+00:00,660510000.0,88749000.0,404231000.0,-189996000.0,,599556000.0,-1077554000.0,-645028000.0,1802108000.0,-1077554000.0,-645028000.0,1802108000.0,79526000.0,1538960000.0,1538960000.0,48913000.0,8033000.0,-282931000.0,-646456000.0,-822500000.0,-579712000.0,1428000.0
Dollar General Corp,DG,,29534,2017.0,Q4,2017-11-04,2018-02-02,,660510000.0,88749000.0,105660000.0,-166263000.0,,-59400000.0,-460562000.0,-157417000.0,659228000.0,-460562000.0,-157417000.0,659228000.0,41249000.0,712155000.0,712155000.0,7676000.0,10861000.0,-69997000.0,-157840000.0,-61049000.0,-280977000.0,423000.0
Dollar General Corp,DG,,29534,2017.0,Q3YTD,2017-02-04,2017-11-03,2018-12-04 07:26:13+00:00,,,298571000.0,-23733000.0,,658956000.0,-616992000.0,-487611000.0,1142880000.0,-616992000.0,-487611000.0,1142880000.0,38277000.0,826805000.0,826805000.0,41237000.0,-2828000.0,-212934000.0,-488616000.0,-761451000.0,-298735000.0,1005000.0
Dollar General Corp,DG,,29534,2017.0,Q3TTM,2016-10-29,2017-11-03,,679633000.0,92952000.0,396116000.0,-58558000.0,,696456000.0,-960570000.0,-636981000.0,1623507000.0,-960570000.0,-636981000.0,1623507000.0,25956000.0,1240981000.0,1240981000.0,44968000.0,-2126000.0,-281820000.0,-643013000.0,-763287000.0,-609793000.0,6032000.0
Dollar General Corp,DG,,29534,2017.0,Q3,2017-08-05,2017-11-03,,,,100955000.0,-6375000.0,,34400000.0,-170727000.0,-173904000.0,356650000.0,-170727000.0,-173904000.0,356650000.0,12019000.0,252533000.0,252533000.0,9537000.0,1810000.0,-70595000.0,-174566000.0,-1343000.0,-134999000.0,662000.0
Dollar General Corp,DG,,29534,2017.0,Q2YTD,2017-02-04,2017-08-04,2018-08-30 08:11:08+00:00,,,197616000.0,-17358000.0,,624556000.0,-446265000.0,-313707000.0,786230000.0,-446265000.0,-313707000.0,786230000.0,26258000.0,574272000.0,574272000.0,31700000.0,-4638000.0,-142339000.0,-314050000.0,-760108000.0,-163736000.0,343000.0
Dollar General Corp,DG,,29534,2017.0,Q2TTM,2016-07-30,2017-08-04,,679633000.0,92952000.0,390605000.0,-59904000.0,,1116056000.0,-969540000.0,-599257000.0,1597937000.0,-969540000.0,-599257000.0,1597937000.0,29140000.0,1223763000.0,1223763000.0,43473000.0,-4151000.0,-281313000.0,-606534000.0,-1100430000.0,-699702000.0,7277000.0
Dollar General Corp,DG,,29534,2017.0,Q2,2017-05-06,2017-08-04,,,,99030000.0,-135189000.0,,25000000.0,-97253000.0,-170319000.0,275768000.0,-97253000.0,-170319000.0,275768000.0,8196000.0,294783000.0,294783000.0,17144000.0,1346000.0,-71045000.0,-170531000.0,22427000.0,-74981000.0,212000.0
