company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Expeditors International of Washington Inc,EXPD,,746515,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:26:57+00:00,,1483000.0,146353000.0,83000.0,39303000.0,13185000.0,-14758000.0,64985000.0,,-174558000.0,-87971000.0,312585000.0,-174558000.0,-87971000.0,312585000.0,63241000.0,269858000.0,269858000.0,16699000.0,28105000.0,-5679000.0,-60064000.0,-10000.0,-82786000.0,-207584000.0,,504000.0
Expeditors International of Washington Inc,EXPD,,746515,2008.0,Q4,2008-10-01,2008-12-31,,,1618000.0,48147000.0,7000.0,9953000.0,-9092000.0,2944000.0,4572000.0,,-37554000.0,-11255000.0,102580000.0,-37554000.0,-11255000.0,102580000.0,44679000.0,78706000.0,78706000.0,9359000.0,1074000.0,-486000.0,-33942000.0,-72000.0,-10569000.0,-9258000.0,-210000.0,82000.0
Expeditors International of Washington Inc,EXPD,,746515,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:39:55+00:00,,1618000.0,172146000.0,173000.0,40003000.0,-22566000.0,29164000.0,51460000.0,,-160746000.0,-59225000.0,408966000.0,-160746000.0,-59225000.0,408966000.0,166429000.0,302979000.0,302979000.0,35202000.0,10954000.0,204000.0,-68982000.0,-72000.0,-59726000.0,-154178000.0,,369000.0
Expeditors International of Washington Inc,EXPD,,746515,2008.0,Q3,2008-07-01,2008-09-30,,,,32114000.0,20000.0,10222000.0,-26041000.0,-17571000.0,26737000.0,,-48880000.0,-23896000.0,91678000.0,-48880000.0,-23896000.0,91678000.0,-7139000.0,86146000.0,86146000.0,12881000.0,485000.0,635000.0,-770000.0,,-24631000.0,-75332000.0,-6000.0,106000.0
Expeditors International of Washington Inc,EXPD,,746515,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 17:06:12+00:00,,,123999000.0,166000.0,30050000.0,-13474000.0,26220000.0,46888000.0,,-123192000.0,-47970000.0,306386000.0,-123192000.0,-47970000.0,306386000.0,121750000.0,224273000.0,224273000.0,25843000.0,9880000.0,690000.0,-35040000.0,,-49157000.0,-144920000.0,210000.0,287000.0
Expeditors International of Washington Inc,EXPD,,746515,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 16:13:07+00:00,,,91885000.0,146000.0,19828000.0,12567000.0,43791000.0,20151000.0,0.0,-74312000.0,-24074000.0,214708000.0,-74312000.0,-24074000.0,214708000.0,128889000.0,138127000.0,138127000.0,12962000.0,9395000.0,55000.0,-34270000.0,,-24526000.0,-69588000.0,216000.0,181000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q4,2009-10-01,2009-12-31,,,1520000.0,37028000.0,100000.0,9910000.0,-1762000.0,-58716000.0,4414000.0,,-44758000.0,-5790000.0,30970000.0,-44758000.0,-5790000.0,30970000.0,-21340000.0,69650000.0,69650000.0,8606000.0,-1384000.0,3445000.0,-40354000.0,,-9364000.0,-7434000.0,-22000.0,151000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:08:04+00:00,,1520000.0,158745000.0,497000.0,40035000.0,12797000.0,14677000.0,46925000.0,,-117348000.0,-41348000.0,330800000.0,-117348000.0,-41348000.0,330800000.0,184901000.0,240397000.0,240397000.0,34171000.0,1875000.0,-6950000.0,-81639000.0,,-34700000.0,-84509000.0,26000.0,276000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q3TTM,2008-10-01,2009-09-30,,,1618000.0,169864000.0,404000.0,40078000.0,5467000.0,76337000.0,47083000.0,,-110144000.0,-46813000.0,402410000.0,-110144000.0,-46813000.0,402410000.0,250920000.0,249453000.0,249453000.0,34924000.0,4333000.0,-10881000.0,-75227000.0,-72000.0,-35905000.0,-86333000.0,-162000.0,207000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q3,2009-07-01,2009-09-30,,,,46607000.0,317000.0,9923000.0,9493000.0,-35168000.0,25107000.0,,-9759000.0,-10909000.0,42462000.0,-9759000.0,-10909000.0,42462000.0,31287000.0,57564000.0,57564000.0,10143000.0,246000.0,-1460000.0,-1009000.0,,-9514000.0,-34103000.0,17000.0,48000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 11:56:32+00:00,,,121717000.0,397000.0,30125000.0,14559000.0,73393000.0,42511000.0,,-72590000.0,-35558000.0,299830000.0,-72590000.0,-35558000.0,299830000.0,206241000.0,170747000.0,170747000.0,25565000.0,3259000.0,-10395000.0,-41285000.0,,-25336000.0,-77075000.0,48000.0,125000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q2TTM,2008-07-01,2009-06-30,,,1618000.0,155371000.0,107000.0,40377000.0,-30067000.0,93934000.0,48713000.0,,-149265000.0,-59800000.0,451626000.0,-149265000.0,-59800000.0,451626000.0,212494000.0,278035000.0,278035000.0,37662000.0,4572000.0,-8786000.0,-74988000.0,-72000.0,-51022000.0,-127562000.0,-185000.0,265000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q2,2009-04-01,2009-06-30,,,,59746000.0,65000.0,10244000.0,14911000.0,12446000.0,8868000.0,,-53095000.0,-14599000.0,85086000.0,-53095000.0,-14599000.0,85086000.0,32303000.0,53814000.0,53814000.0,8582000.0,2073000.0,-7453000.0,-40276000.0,,-7166000.0,-23760000.0,-13000.0,33000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 15:50:03+00:00,,,75110000.0,80000.0,20202000.0,5066000.0,108561000.0,17404000.0,,-62831000.0,-24649000.0,257368000.0,-62831000.0,-24649000.0,257368000.0,174954000.0,113183000.0,113183000.0,15422000.0,3013000.0,-8935000.0,-40276000.0,,-15822000.0,-42972000.0,31000.0,77000.0
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:39:21+00:00,,,15364000.0,15000.0,9958000.0,-9845000.0,96115000.0,8536000.0,,-9736000.0,-10050000.0,172282000.0,-9736000.0,-10050000.0,172282000.0,142651000.0,59369000.0,59369000.0,6840000.0,940000.0,-1482000.0,,,-8656000.0,-19212000.0,44000.0,44000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:19:24+00:00,,,171618000.0,110000.0,36900000.0,13785000.0,-10096000.0,99784000.0,,-208588000.0,-42179000.0,395518000.0,-208588000.0,-42179000.0,395518000.0,158536000.0,344205000.0,344205000.0,24509000.0,23863000.0,229000.0,-85923000.0,,-42408000.0,-246312000.0,,
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q4,2010-10-01,2010-12-31,,,,42369000.0,57000.0,9310000.0,6947000.0,29902000.0,38826000.0,,-98325000.0,-16214000.0,134831000.0,-98325000.0,-16214000.0,134831000.0,27239000.0,96448000.0,96448000.0,-829000.0,12274000.0,-84000.0,-42563000.0,,-15755000.0,-106862000.0,-107000.0,-268000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q3TTM,2009-10-01,2010-09-30,,,1520000.0,166277000.0,153000.0,37500000.0,5076000.0,-98714000.0,65372000.0,,-155021000.0,-31755000.0,291657000.0,-155021000.0,-31755000.0,291657000.0,109957000.0,317407000.0,317407000.0,33944000.0,10205000.0,3758000.0,-83714000.0,,-36017000.0,-146884000.0,85000.0,419000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q3,2010-07-01,2010-09-30,,,,52407000.0,9000.0,9085000.0,20975000.0,-1095000.0,37718000.0,,-27557000.0,-9510000.0,113018000.0,-27557000.0,-9510000.0,113018000.0,96926000.0,96038000.0,96038000.0,8990000.0,3470000.0,1208000.0,-963000.0,30000.0,-10953000.0,-67782000.0,107000.0,98000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 14:36:52+00:00,,,129249000.0,53000.0,27590000.0,6838000.0,-39998000.0,60958000.0,,-110263000.0,-25965000.0,260687000.0,-110263000.0,-25965000.0,260687000.0,131297000.0,247757000.0,247757000.0,25338000.0,11589000.0,313000.0,-43360000.0,,-26653000.0,-139450000.0,107000.0,268000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q2TTM,2009-07-01,2010-06-30,,,1520000.0,160477000.0,461000.0,38338000.0,-6406000.0,-132787000.0,52761000.0,,-137223000.0,-33154000.0,221101000.0,-137223000.0,-33154000.0,221101000.0,44318000.0,278933000.0,278933000.0,35097000.0,6981000.0,1090000.0,-83760000.0,-30000.0,-34578000.0,-113205000.0,-5000.0,369000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q2,2010-04-01,2010-06-30,,,,56846000.0,-43000.0,9110000.0,-12267000.0,-85509000.0,11020000.0,,-80919000.0,-8708000.0,20546000.0,-80919000.0,-8708000.0,20546000.0,-81348000.0,90409000.0,90409000.0,6536000.0,4107000.0,-707000.0,-42397000.0,6000.0,-8118000.0,-53649000.0,,111000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:07:03+00:00,,,76842000.0,44000.0,18505000.0,-14137000.0,-38903000.0,23240000.0,,-82706000.0,-16455000.0,147669000.0,-82706000.0,-16455000.0,147669000.0,34371000.0,151719000.0,151719000.0,16348000.0,8119000.0,-895000.0,-42397000.0,-30000.0,-15700000.0,-71668000.0,,170000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q1TTM,2009-04-01,2010-03-31,,,1520000.0,163377000.0,569000.0,39472000.0,20772000.0,-34832000.0,50609000.0,,-109399000.0,-39045000.0,285641000.0,-109399000.0,-39045000.0,285641000.0,157969000.0,242338000.0,242338000.0,37143000.0,4947000.0,-5656000.0,-81639000.0,-36000.0,-33626000.0,-83316000.0,-18000.0,291000.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 16:31:27+00:00,,,19996000.0,87000.0,9395000.0,-1870000.0,46606000.0,12220000.0,,-1787000.0,-7747000.0,127123000.0,-1787000.0,-7747000.0,127123000.0,115719000.0,61310000.0,61310000.0,9812000.0,4012000.0,-188000.0,,-36000.0,-7582000.0,-18019000.0,,59000.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q4,2011-10-01,2011-12-31,,,,83454000.0,-65000.0,9146000.0,-1134000.0,-5838000.0,2055000.0,,-54342000.0,-18918000.0,107936000.0,-54342000.0,-18918000.0,107936000.0,33542000.0,93140000.0,93140000.0,11488000.0,232000.0,423000.0,-53130000.0,,-19261000.0,-3499000.0,29000.0,-109000.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:27:51+00:00,,,266621000.0,,36776000.0,-9810000.0,-8689000.0,56646000.0,,-157091000.0,-80339000.0,457131000.0,-157091000.0,-80339000.0,457131000.0,209891000.0,386243000.0,386243000.0,42801000.0,5300000.0,-2253000.0,-106966000.0,0.0,-78115000.0,-112071000.0,29000.0,
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q3TTM,2010-10-01,2011-09-30,,,,225536000.0,122000.0,36940000.0,-1729000.0,27051000.0,93417000.0,,-201074000.0,-77635000.0,484026000.0,-201074000.0,-77635000.0,484026000.0,203588000.0,389551000.0,389551000.0,30484000.0,17342000.0,-2760000.0,-96399000.0,,-74609000.0,-215434000.0,-107000.0,-159000.0
