company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Expeditors International of Washington Inc,EXPD,,746515,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:39:21+00:00,0.28,0.28,,9958000.0,0.27,40249000.0,6222000.0,59369000.0,59369000.0,59260000.0,109000.0,782103000.0,912685000.0,4553000.0,,22928000.0,782103000.0,130582000.0,15000.0,3606000.0,39108000.0,91474000.0,8144000.0,99618000.0,912685000.0,211600000.0,212100504.0,216319959.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q4,2010-10-01,2010-12-31,,0.45,0.45,0.2,9310000.0,0.45,55171000.0,9593000.0,96448000.0,96448000.0,96502000.0,-54000.0,1366595000.0,1582135000.0,1181000.0,19988000.0,28077000.0,1366595000.0,215540000.0,198000.0,2064000.0,66968000.0,148572000.0,3047000.0,151619000.0,1582135000.0,212500000.0,212283966.0,216446656.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:19:24+00:00,1.62,1.62,0.4,36900000.0,1.59,219863000.0,32055000.0,344205000.0,344205000.0,344172000.0,33000.0,5168919000.0,5967573000.0,10412000.0,77209000.0,105260000.0,5168919000.0,798654000.0,576000.0,7002000.0,251424000.0,547230000.0,16838000.0,564068000.0,5967573000.0,212500000.0,212283966.0,216446656.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.17,1.17,0.2,27590000.0,1.14,164692000.0,22462000.0,247757000.0,247757000.0,247670000.0,87000.0,3802324000.0,4385438000.0,9231000.0,57221000.0,77183000.0,3802324000.0,583114000.0,378000.0,4938000.0,184456000.0,398658000.0,13791000.0,412449000.0,4385438000.0,213600000.0,212392286.0,216342380.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.5,1.5,0.39,37500000.0,1.46,207592000.0,30447000.0,317407000.0,317407000.0,316805000.0,602000.0,4827359000.0,5632349000.0,9598000.0,131545000.0,96486000.0,4827359000.0,804990000.0,473000.0,6862000.0,295978000.0,509012000.0,15987000.0,524999000.0,5632349000.0,213600000.0,212392286.0,216342380.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 14:36:52+00:00,0.45,0.45,0.0,9085000.0,0.44,63456000.0,7877000.0,96038000.0,96038000.0,96105000.0,-67000.0,1444173000.0,1667559000.0,-1666000.0,19295000.0,27508000.0,1444173000.0,223386000.0,140000.0,1679000.0,63765000.0,159621000.0,-127000.0,159494000.0,1667559000.0,213600000.0,212392286.0,216342380.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.72,0.72,0.2,18505000.0,0.7,101236000.0,14585000.0,151719000.0,151719000.0,151565000.0,154000.0,2358151000.0,2717879000.0,10897000.0,37926000.0,49675000.0,2358151000.0,359728000.0,238000.0,3259000.0,120691000.0,239037000.0,13918000.0,252955000.0,2717879000.0,210000000.0,212332375.0,216460977.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.32,1.32,0.39,38338000.0,1.29,185899000.0,29111000.0,278933000.0,278933000.0,278452000.0,481000.0,4286927000.0,5002117000.0,12456000.0,112250000.0,89854000.0,4286927000.0,715190000.0,658000.0,7397000.0,269553000.0,445637000.0,19195000.0,464832000.0,5002117000.0,210000000.0,212332375.0,216460977.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 16:07:03+00:00,0.43,0.43,0.2,9110000.0,0.42,59708000.0,7550000.0,90409000.0,90409000.0,90318000.0,91000.0,1319017000.0,1516770000.0,10288000.0,18699000.0,23898000.0,1319017000.0,197753000.0,151000.0,1484000.0,59257000.0,138496000.0,11621000.0,150117000.0,1516770000.0,210000000.0,212332375.0,216460977.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.14,1.14,0.38,39472000.0,1.12,163754000.0,27108000.0,242338000.0,242338000.0,242204000.0,134000.0,3740742000.0,4380707000.0,4249000.0,93551000.0,85766000.0,3740742000.0,639965000.0,571000.0,8346000.0,245897000.0,394068000.0,12024000.0,406092000.0,4380707000.0,211200000.0,212192710.0,216630436.0
Expeditors International of Washington Inc,EXPD,,746515,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 16:31:27+00:00,0.29,0.29,,9395000.0,0.28,41528000.0,7035000.0,61310000.0,61310000.0,61247000.0,63000.0,1039134000.0,1201109000.0,609000.0,19227000.0,25777000.0,1039134000.0,161975000.0,87000.0,1775000.0,61434000.0,100541000.0,2297000.0,102838000.0,1201109000.0,211200000.0,212192710.0,216630436.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q4,2011-10-01,2011-12-31,,0.44,0.44,0.25,9146000.0,0.43,62061000.0,10447000.0,93140000.0,93140000.0,92843000.0,297000.0,1273676000.0,1512953000.0,-3300000.0,30691000.0,33929000.0,1273676000.0,239277000.0,-722000.0,2715000.0,84213000.0,155064000.0,137000.0,155201000.0,1512953000.0,211900000.0,212117511.0,215033580.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:27:51+00:00,1.82,1.82,0.5,36776000.0,1.79,251785000.0,38974000.0,386243000.0,386243000.0,385679000.0,564000.0,5247379000.0,6161537000.0,9466000.0,94778000.0,125303000.0,5247379000.0,914158000.0,,10235000.0,295831000.0,618327000.0,19701000.0,638028000.0,6161537000.0,211900000.0,212117511.0,215033580.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.38,1.38,0.25,27630000.0,1.36,189724000.0,28527000.0,293103000.0,293103000.0,292836000.0,267000.0,3973703000.0,4648584000.0,12766000.0,64087000.0,91374000.0,3973703000.0,674881000.0,722000.0,7520000.0,211618000.0,463263000.0,19564000.0,482827000.0,4648584000.0,213200000.0,212256119.0,214717451.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.83,1.83,0.45,36940000.0,1.81,244895000.0,38120000.0,389551000.0,389551000.0,389338000.0,213000.0,5340298000.0,6230719000.0,13947000.0,84075000.0,119451000.0,5340298000.0,890421000.0,920000.0,9584000.0,278586000.0,611835000.0,22611000.0,634446000.0,6230719000.0,213200000.0,212256119.0,214717451.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q3,2011-07-01,2011-09-30,2012-11-07 16:19:39+00:00,0.5,0.5,0.0,9199000.0,0.5,70283000.0,9342000.0,106876000.0,106876000.0,106604000.0,272000.0,1371034000.0,1606368000.0,10792000.0,21352000.0,31683000.0,1371034000.0,235334000.0,279000.0,2888000.0,71576000.0,163758000.0,13401000.0,177159000.0,1606368000.0,213200000.0,212256119.0,214717451.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.88,0.88,0.25,18431000.0,0.86,119441000.0,19185000.0,186227000.0,186227000.0,186232000.0,-5000.0,2602669000.0,3042216000.0,1974000.0,42735000.0,59691000.0,2602669000.0,439547000.0,443000.0,4632000.0,140042000.0,299505000.0,6163000.0,305668000.0,3042216000.0,211100000.0,212136164.0,215659043.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.78,1.78,0.45,36826000.0,1.75,238068000.0,36655000.0,378713000.0,378713000.0,378839000.0,-126000.0,5413437000.0,6291910000.0,1489000.0,82018000.0,115276000.0,5413437000.0,878473000.0,781000.0,8375000.0,270775000.0,607698000.0,9083000.0,616781000.0,6291910000.0,211100000.0,212136164.0,215659043.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 14:28:56+00:00,0.45,0.45,0.25,9257000.0,0.44,60195000.0,10022000.0,95020000.0,95020000.0,95000000.0,20000.0,1357921000.0,1581368000.0,857000.0,21354000.0,30539000.0,1357921000.0,223447000.0,229000.0,2312000.0,71172000.0,152275000.0,2940000.0,155215000.0,1581368000.0,211100000.0,212136164.0,215659043.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.76,1.76,0.4,36679000.0,1.73,237581000.0,34183000.0,374102000.0,374102000.0,374157000.0,-55000.0,5374533000.0,6227312000.0,10920000.0,79363000.0,108635000.0,5374533000.0,852779000.0,703000.0,7547000.0,258860000.0,593919000.0,17764000.0,611683000.0,6227312000.0,212200000.0,212088860.0,215863386.0
Expeditors International of Washington Inc,EXPD,,746515,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 16:19:46+00:00,0.43,0.43,,9174000.0,0.42,59246000.0,9163000.0,91207000.0,91207000.0,91232000.0,-25000.0,1244748000.0,1460848000.0,1117000.0,21381000.0,29152000.0,1244748000.0,216100000.0,214000.0,2320000.0,68870000.0,147230000.0,3223000.0,150453000.0,1460848000.0,212200000.0,212088860.0,215863386.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 11:51:48+00:00,1.58,1.58,0.56,39940000.0,1.57,217424000.0,34184000.0,332969000.0,332969000.0,333360000.0,-391000.0,5151897000.0,5992215000.0,6832000.0,98580000.0,136816000.0,5151897000.0,840318000.0,,12763000.0,309520000.0,530798000.0,19595000.0,550393000.0,5992215000.0,211000000.0,210422945.0,211935171.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q4,2012-10-01,2012-12-31,,0.4,0.4,0.28,10695000.0,0.4,49893000.0,8814000.0,83499000.0,83499000.0,84208000.0,-709000.0,1320315000.0,1544229000.0,1845000.0,35247000.0,41133000.0,1320315000.0,223914000.0,,3522000.0,95889000.0,128025000.0,5367000.0,133392000.0,1544229000.0,211000000.0,210422945.0,211935171.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.18,1.18,0.28,29245000.0,1.17,167531000.0,25370000.0,249470000.0,249470000.0,249152000.0,318000.0,3831582000.0,4447986000.0,4987000.0,63333000.0,95683000.0,3831582000.0,616404000.0,,9241000.0,213631000.0,402773000.0,14228000.0,417001000.0,4447986000.0,210700000.0,210135763.0,211397602.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.62,1.62,0.53,38391000.0,1.6,229592000.0,35817000.0,342610000.0,342610000.0,341995000.0,615000.0,5105258000.0,5960939000.0,1687000.0,94024000.0,129612000.0,5105258000.0,855681000.0,-722000.0,11956000.0,297844000.0,557837000.0,14365000.0,572202000.0,5960939000.0,210700000.0,210135763.0,211397602.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 16:08:22+00:00,0.42,0.42,0.0,10030000.0,0.42,60253000.0,7847000.0,88727000.0,88727000.0,88490000.0,237000.0,1319425000.0,1531664000.0,1050000.0,21304000.0,27959000.0,1319425000.0,212239000.0,,2831000.0,67140000.0,145099000.0,3881000.0,148980000.0,1531664000.0,210700000.0,210135763.0,211397602.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.76,0.76,0.28,19215000.0,0.75,107278000.0,17523000.0,160743000.0,160743000.0,160662000.0,81000.0,2512157000.0,2916322000.0,3937000.0,42029000.0,67724000.0,2512157000.0,404165000.0,,6410000.0,146491000.0,257674000.0,10347000.0,268021000.0,2916322000.0,209900000.0,211724082.0,213212912.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.7,1.7,0.53,37560000.0,1.68,239622000.0,37312000.0,360759000.0,360759000.0,360109000.0,650000.0,5156867000.0,6035643000.0,11429000.0,94072000.0,133336000.0,5156867000.0,878776000.0,-443000.0,12013000.0,302280000.0,576496000.0,23885000.0,600381000.0,6035643000.0,209900000.0,211724082.0,213212912.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 16:21:08+00:00,0.4,0.4,0.28,9670000.0,0.39,54892000.0,8860000.0,84021000.0,84021000.0,83955000.0,66000.0,1301226000.0,1504952000.0,3460000.0,20853000.0,31940000.0,1301226000.0,203726000.0,,3050000.0,71323000.0,132403000.0,6510000.0,138913000.0,1504952000.0,209900000.0,211724082.0,213212912.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.75,1.75,0.5,37147000.0,1.73,244925000.0,38474000.0,371758000.0,371758000.0,371154000.0,604000.0,5213562000.0,6112059000.0,8826000.0,94573000.0,131935000.0,5213562000.0,898497000.0,-214000.0,11275000.0,302129000.0,596368000.0,20315000.0,616683000.0,6112059000.0,213100000.0,212097662.0,214199510.0
Expeditors International of Washington Inc,EXPD,,746515,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 14:22:13+00:00,0.36,0.36,,9545000.0,0.36,52386000.0,8663000.0,76722000.0,76722000.0,76707000.0,15000.0,1210931000.0,1411370000.0,477000.0,21176000.0,35784000.0,1210931000.0,200439000.0,,3360000.0,75168000.0,125271000.0,3837000.0,129108000.0,1411370000.0,213100000.0,212097662.0,214199510.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 12:27:46+00:00,1.69,1.69,0.6,48071000.0,1.68,222585000.0,33243000.0,350011000.0,350011000.0,348526000.0,1485000.0,5230005000.0,6080257000.0,8713000.0,98437000.0,118428000.0,5230005000.0,850252000.0,,11810000.0,298179000.0,552073000.0,20523000.0,572596000.0,6080257000.0,206200000.0,205995000.0,206895000.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q4,2013-10-01,2013-12-31,,0.4,0.4,0.3,12490000.0,0.39,53829000.0,9352000.0,84009000.0,84009000.0,83496000.0,513000.0,1414789000.0,1625859000.0,1645000.0,24990000.0,30575000.0,1414789000.0,211070000.0,,2530000.0,77407000.0,133663000.0,4175000.0,137838000.0,1625859000.0,206200000.0,205995000.0,206895000.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.29,1.29,0.3,35581000.0,1.29,168756000.0,23891000.0,266002000.0,266002000.0,265030000.0,972000.0,3815216000.0,4454398000.0,7068000.0,73447000.0,87853000.0,3815216000.0,639182000.0,,9280000.0,220772000.0,418410000.0,16348000.0,434758000.0,4454398000.0,205300000.0,206516194.0,207368792.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.69,1.69,0.58,46276000.0,1.69,218649000.0,32705000.0,349501000.0,349501000.0,349238000.0,263000.0,5135531000.0,5998627000.0,8913000.0,108694000.0,128986000.0,5135531000.0,863096000.0,,12802000.0,316661000.0,546435000.0,21715000.0,568150000.0,5998627000.0,205300000.0,206516194.0,207368792.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 16:08:32+00:00,0.45,0.45,0.0,12629000.0,0.45,57763000.0,8306000.0,92729000.0,92729000.0,92400000.0,329000.0,1314677000.0,1537966000.0,1212000.0,24542000.0,31499000.0,1314677000.0,223289000.0,,2967000.0,76976000.0,146313000.0,4179000.0,150492000.0,1537966000.0,205300000.0,206516194.0,207368792.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.84,0.84,0.3,22952000.0,0.84,110993000.0,15585000.0,173273000.0,173273000.0,172630000.0,643000.0,2500539000.0,2916432000.0,5856000.0,48905000.0,56354000.0,2500539000.0,415893000.0,,6313000.0,143796000.0,272097000.0,12169000.0,284266000.0,2916432000.0,205100000.0,206444464.0,207192534.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.66,1.66,0.58,43677000.0,1.66,221139000.0,32246000.0,345499000.0,345499000.0,345328000.0,171000.0,5140279000.0,5992325000.0,8751000.0,105456000.0,125446000.0,5140279000.0,852046000.0,,12666000.0,306825000.0,545221000.0,21417000.0,566638000.0,5992325000.0,205100000.0,206444464.0,207192534.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 12:54:00+00:00,0.45,0.45,0.3,11674000.0,0.45,58311000.0,8328000.0,92663000.0,92663000.0,92315000.0,348000.0,1286921000.0,1503224000.0,4325000.0,24712000.0,28010000.0,1286921000.0,216303000.0,,3070000.0,72724000.0,143579000.0,7395000.0,150974000.0,1503224000.0,205100000.0,206444464.0,207192534.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.61,1.61,0.56,41673000.0,1.6,217720000.0,32778000.0,336857000.0,336857000.0,336968000.0,-111000.0,5154584000.0,5994053000.0,7886000.0,101597000.0,129376000.0,5154584000.0,839469000.0,,12646000.0,305424000.0,534045000.0,20532000.0,554577000.0,5994053000.0,205900000.0,206475095.0,207613863.0
Expeditors International of Washington Inc,EXPD,,746515,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 16:43:59+00:00,0.39,0.39,,11278000.0,0.39,52682000.0,7257000.0,80610000.0,80610000.0,80315000.0,295000.0,1213618000.0,1413208000.0,1531000.0,24193000.0,28344000.0,1213618000.0,199590000.0,,3243000.0,71072000.0,128518000.0,4774000.0,133292000.0,1413208000.0,205900000.0,206475095.0,207613863.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:12:35+00:00,1.92,1.92,0.64,49292000.0,1.92,231429000.0,38125000.0,379460000.0,379460000.0,376888000.0,2572000.0,5648623000.0,6564721000.0,5468000.0,102810000.0,131223000.0,5648623000.0,916098000.0,,10773000.0,321450000.0,594648000.0,16241000.0,610889000.0,6564721000.0,196300000.0,196147000.0,196768000.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q4,2014-10-01,2014-12-31,,0.51,0.51,0.32,11752000.0,0.51,59873000.0,11421000.0,100740000.0,100740000.0,99381000.0,1359000.0,1526031000.0,1768830000.0,223000.0,25851000.0,35904000.0,1526031000.0,242799000.0,,2519000.0,84928000.0,157871000.0,2742000.0,160613000.0,1768830000.0,196300000.0,196147000.0,196768000.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:10:18+00:00,0.53,0.53,0.0,12741000.0,0.53,61463000.0,9240000.0,102797000.0,102797000.0,102381000.0,416000.0,1464397000.0,1705105000.0,2336000.0,26396000.0,33200000.0,1464397000.0,240708000.0,,2793000.0,81577000.0,159131000.0,5129000.0,164260000.0,1705105000.0,193200000.0,194419071.0,195001267.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.41,1.41,0.32,37540000.0,1.41,171556000.0,26704000.0,278720000.0,278720000.0,277507000.0,1213000.0,4122592000.0,4795891000.0,5245000.0,76959000.0,95319000.0,4122592000.0,673299000.0,,8254000.0,236522000.0,436777000.0,13499000.0,450276000.0,4795891000.0,193200000.0,194419071.0,195001267.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.81,1.81,0.62,50030000.0,1.8,225385000.0,36056000.0,362729000.0,362729000.0,361003000.0,1726000.0,5537381000.0,6421750000.0,6890000.0,101949000.0,125894000.0,5537381000.0,884369000.0,,10784000.0,313929000.0,570440000.0,17674000.0,588114000.0,6421750000.0,193200000.0,194419071.0,195001267.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 11:27:37+00:00,0.46,0.46,0.32,12417000.0,0.46,56669000.0,9291000.0,91728000.0,91728000.0,91302000.0,426000.0,1375194000.0,1599141000.0,3190000.0,25401000.0,34395000.0,1375194000.0,223947000.0,,2764000.0,81504000.0,142443000.0,5954000.0,148397000.0,1599141000.0,198500000.0,196451912.0,197126243.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.88,0.88,0.32,24799000.0,0.88,110093000.0,17464000.0,175923000.0,175923000.0,175126000.0,797000.0,2658195000.0,3090786000.0,2909000.0,50563000.0,62119000.0,2658195000.0,432591000.0,,5461000.0,154945000.0,277646000.0,8370000.0,286016000.0,3090786000.0,198500000.0,196451912.0,197126243.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.73,1.73,0.62,49918000.0,1.72,221685000.0,35122000.0,352661000.0,352661000.0,351022000.0,1639000.0,5387661000.0,6254611000.0,5766000.0,100095000.0,124193000.0,5387661000.0,866950000.0,,10958000.0,309328000.0,557622000.0,16724000.0,574346000.0,6254611000.0,198500000.0,196451912.0,197126243.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 11:29:27+00:00,0.42,0.42,,12382000.0,0.42,53424000.0,8173000.0,84195000.0,84195000.0,83824000.0,371000.0,1283001000.0,1491645000.0,-281000.0,25162000.0,27724000.0,1283001000.0,208644000.0,,2697000.0,73441000.0,135203000.0,2416000.0,137619000.0,1491645000.0,199600000.0,201118390.0,201843858.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q1TTM,2013-04-01,2014-03-31,,1.72,1.72,0.6,49175000.0,1.71,223327000.0,34159000.0,353596000.0,353596000.0,352035000.0,1561000.0,5299388000.0,6158694000.0,6901000.0,99406000.0,117808000.0,5299388000.0,859306000.0,,11264000.0,300548000.0,558758000.0,18165000.0,576923000.0,6158694000.0,199600000.0,201118390.0,201843858.0
Expeditors International of Washington Inc,EXPD,,746515,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 10:05:38+00:00,2.42,2.42,0.72,46012000.0,2.4,277192000.0,41990000.0,459497000.0,459497000.0,457223000.0,2274000.0,5572366000.0,6616632000.0,4784000.0,102470000.0,132310000.0,5572366000.0,1044266000.0,,10421000.0,322782000.0,721484000.0,15205000.0,736689000.0,6616632000.0,188900000.0,188941000.0,190223000.0
