company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Comcast Corp,CMCSA,,1166691,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 15:47:53+00:00,1101000000.0,0.84,0.84,0.0,5107000000.0,0.83,1800000000.0,,2549000000.0,2549000000.0,2587000000.0,-38000000.0,12334000000.0,31060000000.0,459000000.0,,6940000000.0,12334000000.0,18726000000.0,2289000000.0,601000000.0,13148000000.0,5578000000.0,-1229000000.0,4349000000.0,31060000000.0,3079800000.0,3079800000.0,3116900000.0
Comcast Corp,CMCSA,,1166691,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:02:27+00:00,943000000.0,0.87,0.87,0.25,5457000000.0,0.86,1533000000.0,,2525000000.0,2525000000.0,2547000000.0,-22000000.0,13662000000.0,34423000000.0,-324000000.0,,7629000000.0,13662000000.0,20761000000.0,2439000000.0,89000000.0,14029000000.0,6732000000.0,-2674000000.0,4058000000.0,34423000000.0,2939000000.0,2939000000.0,2939000000.0
Comcast Corp,CMCSA,,1166691,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 11:37:13+00:00,235000000.0,0.26,0.26,0.06,1332000000.0,0.26,401000000.0,,756000000.0,756000000.0,771000000.0,-15000000.0,,8549000000.0,14000000.0,,5312000000.0,,8549000000.0,601000000.0,74000000.0,6879000000.0,1670000000.0,-513000000.0,1157000000.0,8549000000.0,2965400000.0,2965400000.0,2965400000.0
Comcast Corp,CMCSA,,1166691,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 12:17:45+00:00,230000000.0,0.21,0.21,0.06,1371000000.0,0.21,455000000.0,,619000000.0,619000000.0,632000000.0,-13000000.0,,8553000000.0,12000000.0,,5202000000.0,,8553000000.0,618000000.0,-70000000.0,6803000000.0,1750000000.0,-676000000.0,1074000000.0,8553000000.0,3009500000.0,3009500000.0,3009500000.0
Comcast Corp,CMCSA,,1166691,2009.0,Q4,2009-10-01,2009-12-31,,257000000.0,0.34,0.34,0.09,1335000000.0,0.33,390000000.0,,960000000.0,960000000.0,955000000.0,5000000.0,22042000000.0,9067000000.0,-11000000.0,,-16384000000.0,22042000000.0,-12975000000.0,520000000.0,64000000.0,-14792000000.0,1817000000.0,-467000000.0,1350000000.0,9067000000.0,2875000000.0,2875000000.0,2875000000.0
Comcast Corp,CMCSA,,1166691,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 07:06:40+00:00,1017000000.0,1.27,1.27,0.297,5483000000.0,1.26,1478000000.0,,3628000000.0,3628000000.0,3638000000.0,-10000000.0,22042000000.0,35756000000.0,-42000000.0,,,22042000000.0,13714000000.0,2348000000.0,282000000.0,6500000000.0,7214000000.0,-2108000000.0,5106000000.0,35756000000.0,2875000000.0,2875000000.0,2875000000.0
Comcast Corp,CMCSA,,1166691,2009.0,Q3,2009-07-01,2009-09-30,2010-10-27 15:25:46+00:00,253000000.0,0.33,0.33,0.0675,1362000000.0,0.33,203000000.0,,934000000.0,934000000.0,944000000.0,-10000000.0,,8845000000.0,-15000000.0,,5519000000.0,,8845000000.0,707000000.0,148000000.0,7134000000.0,1711000000.0,-574000000.0,1137000000.0,8845000000.0,2860600000.0,2860600000.0,2860600000.0
Comcast Corp,CMCSA,,1166691,2009.0,Q3YTD,2009-01-01,2009-09-30,,760000000.0,0.94,0.94,0.2,4148000000.0,0.94,1088000000.0,,2668000000.0,2668000000.0,2683000000.0,-15000000.0,,26689000000.0,-31000000.0,,16384000000.0,,26689000000.0,1828000000.0,218000000.0,21292000000.0,5397000000.0,-1641000000.0,3756000000.0,26689000000.0,2860600000.0,2860600000.0,2860600000.0
Comcast Corp,CMCSA,,1166691,2009.0,Q2,2009-04-01,2009-06-30,2010-07-28 13:10:57+00:00,254000000.0,0.33,0.33,0.0675,1406000000.0,0.33,424000000.0,,956000000.0,956000000.0,967000000.0,-11000000.0,,8978000000.0,-1000000.0,,5443000000.0,,8978000000.0,551000000.0,57000000.0,7103000000.0,1875000000.0,-495000000.0,1380000000.0,8978000000.0,2930300000.0,2930300000.0,2930300000.0
Comcast Corp,CMCSA,,1166691,2009.0,Q2YTD,2009-01-01,2009-06-30,,507000000.0,0.59,0.59,0.13,2786000000.0,0.59,885000000.0,,1734000000.0,1734000000.0,1739000000.0,-5000000.0,,17844000000.0,-16000000.0,,10865000000.0,,17844000000.0,1121000000.0,70000000.0,14158000000.0,3686000000.0,-1067000000.0,2619000000.0,17844000000.0,2930300000.0,2930300000.0,2930300000.0
Comcast Corp,CMCSA,,1166691,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 15:07:49+00:00,253000000.0,0.27,0.27,0.0675,1380000000.0,0.27,461000000.0,,778000000.0,778000000.0,772000000.0,6000000.0,,8866000000.0,-15000000.0,,5422000000.0,,8866000000.0,570000000.0,13000000.0,7055000000.0,1811000000.0,-572000000.0,1239000000.0,8866000000.0,2859300000.0,2859300000.0,2859300000.0
Comcast Corp,CMCSA,,1166691,2010.0,Q4,2010-10-01,2010-12-31,,331000000.0,0.36,0.36,0.09,1372000000.0,0.36,673000000.0,2409000000.0,1033000000.0,1033000000.0,1018000000.0,15000000.0,8537000000.0,9721000000.0,159000000.0,,-4941000000.0,8537000000.0,1184000000.0,544000000.0,78000000.0,-829000000.0,2013000000.0,-307000000.0,1706000000.0,9721000000.0,2808000000.0,2808000000.0,2808000000.0
Comcast Corp,CMCSA,,1166691,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 18:48:53+00:00,1077000000.0,1.29,1.29,0.37799999999999995,5539000000.0,1.29,2436000000.0,2409000000.0,3668000000.0,3668000000.0,3635000000.0,33000000.0,8537000000.0,37937000000.0,-8000000.0,,12395000000.0,8537000000.0,29400000000.0,2156000000.0,288000000.0,21420000000.0,7980000000.0,-1876000000.0,6104000000.0,37937000000.0,2808000000.0,2808000000.0,2808000000.0
Comcast Corp,CMCSA,,1166691,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 16:31:53+00:00,247000000.0,0.31,0.31,0.0945,1377000000.0,0.31,584000000.0,,870000000.0,870000000.0,867000000.0,3000000.0,,9489000000.0,-64000000.0,,5911000000.0,,9489000000.0,545000000.0,109000000.0,7535000000.0,1954000000.0,-500000000.0,1454000000.0,9489000000.0,2796800000.0,2796800000.0,2796800000.0
