company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Comcast Corp,CMCSA,,1166691,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 15:47:53+00:00,-1725000000.0,1101000000.0,5107000000.0,,-30000000.0,412000000.0,3775000000.0,-316000000.0,-8149000000.0,8189000000.0,-316000000.0,-8149000000.0,8189000000.0,-276000000.0,2549000000.0,2549000000.0,-538000000.0,,62000000.0,0.0,-2089000000.0,-6158000000.0,-1401000000.0,-3102000000.0,1761000000.0,
Comcast Corp,CMCSA,,1166691,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:02:27+00:00,-1265000000.0,943000000.0,5457000000.0,,479000000.0,53000000.0,3535000000.0,-2522000000.0,-7477000000.0,10231000000.0,-2522000000.0,-7477000000.0,10231000000.0,232000000.0,2525000000.0,2525000000.0,827000000.0,,-32000000.0,-547000000.0,-1167000000.0,-5750000000.0,-2763000000.0,-2800000000.0,737000000.0,
Comcast Corp,CMCSA,,1166691,2008.0,Q3,2008-07-01,2008-09-30,,-369000000.0,,,,,11000000.0,1504000000.0,187000000.0,-1685000000.0,,187000000.0,-1685000000.0,2445000000.0,947000000.0,,,,-13000000.0,-1422000000.0,-182000000.0,-26000000.0,,-312000000.0,-821000000.0,132000000.0,
Comcast Corp,CMCSA,,1166691,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 07:06:40+00:00,-610000000.0,349000000.0,6500000000.0,,-476000000.0,1000000.0,1564000000.0,-4908000000.0,-5897000000.0,10281000000.0,-4908000000.0,-5897000000.0,10281000000.0,-524000000.0,3628000000.0,3628000000.0,280000000.0,,74000000.0,-810000000.0,-346000000.0,-5117000000.0,-4898000000.0,-765000000.0,102000000.0,
Comcast Corp,CMCSA,,1166691,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-27 15:25:46+00:00,-419000000.0,,,,,,1843000000.0,-4057000000.0,-4001000000.0,,-4057000000.0,-4001000000.0,7725000000.0,-333000000.0,,,,,37000000.0,-568000000.0,-142000000.0,-3508000000.0,-4894000000.0,-438000000.0,31000000.0,
Comcast Corp,CMCSA,,1166691,2009.0,Q3,2009-07-01,2009-09-30,,-151000000.0,,,,,,-679000000.0,-4308000000.0,-1431000000.0,,-4308000000.0,-1431000000.0,2612000000.0,-3127000000.0,,,,,7000000.0,-193000000.0,-75000000.0,-1227000000.0,-3106000000.0,-330000000.0,15000000.0,
Comcast Corp,CMCSA,,1166691,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-28 13:10:57+00:00,-268000000.0,,,,,,2522000000.0,251000000.0,-2570000000.0,,251000000.0,-2570000000.0,5113000000.0,2794000000.0,,,,,30000000.0,-375000000.0,-67000000.0,-2281000000.0,-1788000000.0,-108000000.0,16000000.0,
Comcast Corp,CMCSA,,1166691,2009.0,Q2,2009-04-01,2009-06-30,,-128000000.0,,,,,,2502000000.0,763000000.0,-1254000000.0,,763000000.0,-1254000000.0,2601000000.0,2110000000.0,,,,,6000000.0,-195000000.0,-20000000.0,-1121000000.0,-1436000000.0,-108000000.0,9000000.0,
Comcast Corp,CMCSA,,1166691,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 15:07:49+00:00,-140000000.0,,,,,,20000000.0,-512000000.0,-1316000000.0,,-512000000.0,-1316000000.0,2512000000.0,684000000.0,,,,,24000000.0,-180000000.0,-47000000.0,-1160000000.0,-352000000.0,0.0,7000000.0,
Comcast Corp,CMCSA,,1166691,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 18:48:53+00:00,-719000000.0,187000000.0,6616000000.0,,393000000.0,34000000.0,3420000000.0,-155000000.0,-5711000000.0,11179000000.0,-155000000.0,-5711000000.0,11179000000.0,5313000000.0,3668000000.0,3668000000.0,315000000.0,,-60000000.0,-1131000000.0,-260000000.0,-4961000000.0,-1278000000.0,-1200000000.0,289000000.0,
