company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,nonoperatingincome,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q2YTD,2014-01-01,2014-06-30,,4.23,4.23,1.31,161000000.0,4.23,194000000.0,,,509000000.0,488000000.0,21000000.0,487000000.0,22000000.0,,132000000.0,-36000000.0,,,,702000000.0,2079000000.0,62000000.0,304000000.0,,,,1361000000.0,2079000000.0,682000000.0,2079000000.0,115300000.0,115000000.0,116000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.91,3.91,1.97,252000000.0,3.91,265000000.0,,56000000.0,434000000.0,513000000.0,-79000000.0,450000000.0,-16000000.0,-56000000.0,193000000.0,-249000000.0,,,,905000000.0,3085000000.0,179000000.0,473000000.0,,56000000.0,,2002000000.0,3085000000.0,778000000.0,3029000000.0,115300000.0,115000000.0,116000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 08:32:11+00:00,1.96,1.96,0.65,81000000.0,1.95,93000000.0,,,235000000.0,227000000.0,8000000.0,226000000.0,9000000.0,,65000000.0,-7000000.0,,,,356000000.0,1016000000.0,37000000.0,150000000.0,,,,689000000.0,1016000000.0,320000000.0,1016000000.0,115300000.0,115000000.0,116000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q1TTM,2013-03-06,2014-03-31,,3.29,3.29,1.31,204000000.0,3.29,231000000.0,,56000000.0,357000000.0,444000000.0,-87000000.0,378000000.0,-21000000.0,-56000000.0,150000000.0,-250000000.0,,,,566000000.0,2441000000.0,150000000.0,390000000.0,,56000000.0,,1460000000.0,2441000000.0,675000000.0,2385000000.0,114500000.0,115000000.0,116000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 08:29:14+00:00,2.28,2.28,1.0,80000000.0,2.27,101000000.0,,,274000000.0,261000000.0,13000000.0,261000000.0,13000000.0,,67000000.0,-29000000.0,,,,346000000.0,1063000000.0,25000000.0,154000000.0,,,,672000000.0,1063000000.0,362000000.0,1063000000.0,114500000.0,115000000.0,116000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,FY,2015-01-01,2015-12-31,2018-02-07 08:34:03+00:00,2.29,2.29,0.58,374000000.0,2.28,358000000.0,,97000000.0,1295000000.0,1295000000.0,,1274000000.0,21000000.0,-97000000.0,260000000.0,0.0,,,,1599000000.0,4682000000.0,88000000.0,611000000.0,,97000000.0,,2932000000.0,4682000000.0,1653000000.0,4585000000.0,556300000.0,556000000.0,559000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,Q3,2015-07-01,2015-09-30,2016-11-01 08:24:15+00:00,2.77,2.77,0.75,94000000.0,2.76,113000000.0,,21000000.0,310000000.0,310000000.0,,306000000.0,4000000.0,-21000000.0,63000000.0,4000000.0,,,,432000000.0,1187000000.0,8000000.0,150000000.0,,21000000.0,,747000000.0,1187000000.0,423000000.0,1166000000.0,110500000.0,110000000.0,111000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 08:21:36+00:00,2.81,2.81,0.65,89000000.0,112000000.0,118000000.0,,,323000000.0,323000000.0,,315000000.0,8000000.0,-23000000.0,67000000.0,2000000.0,23000000.0,,,392000000.0,1180000000.0,19000000.0,151000000.0,,23000000.0,,718000000.0,1180000000.0,441000000.0,1157000000.0,112100000.0,112100000.0,0.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,Q1TTM,2014-04-01,2015-03-31,,9.23,9.23,2.64,342000000.0,9.23,419000000.0,,96000000.0,1065000000.0,1067000000.0,-2000000.0,1035000000.0,30000000.0,-119000000.0,266000000.0,86000000.0,23000000.0,,,1630000000.0,4469000000.0,123000000.0,589000000.0,,119000000.0,,2950000000.0,4469000000.0,1486000000.0,4350000000.0,112100000.0,112100000.0,0.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,FY,2016-01-01,2016-12-31,2019-02-07 08:32:23+00:00,2.4,2.4,0.68,610000000.0,2.39,586000000.0,,178000000.0,1457000000.0,1457000000.0,,1430000000.0,27000000.0,-175000000.0,444000000.0,46000000.0,,3000000.0,5971000000.0,1712000000.0,,80000000.0,953000000.0,,178000000.0,3000000.0,3799000000.0,5971000000.0,2043000000.0,5796000000.0,595800000.0,595000000.0,599000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q4,2016-10-01,2016-12-31,,0.59,0.59,0.17,140000000.0,0.59,177000000.0,,88000000.0,367000000.0,367000000.0,,354000000.0,13000000.0,-85000000.0,132000000.0,31000000.0,,3000000.0,5971000000.0,1898000000.0,-4327000000.0,19000000.0,245000000.0,,88000000.0,3000000.0,1740000000.0,1644000000.0,544000000.0,1559000000.0,595800000.0,595000000.0,599000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q3,2016-07-01,2016-09-30,2017-11-02 08:34:54+00:00,0.58,0.58,0.17,181000000.0,0.57,93000000.0,,44000000.0,350000000.0,350000000.0,,344000000.0,6000000.0,-44000000.0,110000000.0,13000000.0,,,,401000000.0,1416000000.0,14000000.0,236000000.0,,44000000.0,,942000000.0,1416000000.0,443000000.0,1372000000.0,593100000.0,596000000.0,600000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q3YTD,2016-01-01,2016-09-30,,1.81,1.81,0.52,470000000.0,1.81,409000000.0,,90000000.0,1090000000.0,1090000000.0,,1076000000.0,14000000.0,-90000000.0,312000000.0,15000000.0,,,,-186000000.0,4327000000.0,61000000.0,708000000.0,,90000000.0,,2059000000.0,4327000000.0,1499000000.0,4237000000.0,593100000.0,596000000.0,600000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q2YTD,2016-01-01,2016-06-30,,6.05,6.05,1.69,289000000.0,6.05,316000000.0,,46000000.0,740000000.0,740000000.0,,732000000.0,8000000.0,-46000000.0,202000000.0,2000000.0,,,,-587000000.0,2911000000.0,47000000.0,472000000.0,,46000000.0,,1117000000.0,2911000000.0,1056000000.0,2865000000.0,121000000.0,121000000.0,0.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q1,2016-01-01,2016-03-31,2017-05-03 08:31:25+00:00,0.62,0.62,0.17,143000000.0,0.62,163000000.0,,46000000.0,377000000.0,377000000.0,,369000000.0,8000000.0,-46000000.0,110000000.0,2000000.0,,,,454000000.0,1554000000.0,27000000.0,236000000.0,,46000000.0,,970000000.0,1554000000.0,540000000.0,1508000000.0,595200000.0,595000000.0,598000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q1TTM,2015-04-01,2016-03-31,,2.23,2.23,0.61,428000000.0,2.23,403000000.0,,143000000.0,1349000000.0,1349000000.0,,1328000000.0,21000000.0,-120000000.0,303000000.0,,-23000000.0,,,1661000000.0,5056000000.0,96000000.0,696000000.0,,120000000.0,,3184000000.0,5056000000.0,1752000000.0,4936000000.0,595200000.0,595000000.0,598000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,FY,2017-01-01,2017-12-31,2020-02-06 08:33:20+00:00,4.29,4.29,0.8,535000000.0,4.25,-28000000.0,8000000.0,187000000.0,2554000000.0,2554000000.0,,2526000000.0,28000000.0,-187000000.0,466000000.0,326000000.0,,,5843000000.0,1481000000.0,,36000000.0,946000000.0,,187000000.0,,3464000000.0,5851000000.0,2526000000.0,5664000000.0,588800000.0,589000000.0,594000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q4,2017-10-01,2017-12-31,,2.09,2.09,0.2,131000000.0,2.09,-568000000.0,8000000.0,50000000.0,1239000000.0,1239000000.0,,1233000000.0,6000000.0,-50000000.0,120000000.0,121000000.0,,,2912000000.0,360000000.0,-1471000000.0,9000000.0,229000000.0,,50000000.0,,849000000.0,1449000000.0,671000000.0,1399000000.0,588800000.0,589000000.0,594000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q3,2017-07-01,2017-09-30,2018-10-31 08:30:21+00:00,0.63,0.63,0.2,128000000.0,0.63,186000000.0,,47000000.0,377000000.0,377000000.0,,371000000.0,6000000.0,-47000000.0,116000000.0,14000000.0,,,1435000000.0,357000000.0,,4000000.0,234000000.0,,47000000.0,,839000000.0,1435000000.0,563000000.0,1388000000.0,588900000.0,588000000.0,592000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q3YTD,2017-01-01,2017-09-30,,2.2,2.2,0.61,404000000.0,2.2,540000000.0,,137000000.0,1315000000.0,1315000000.0,,1293000000.0,22000000.0,-137000000.0,346000000.0,205000000.0,,,2931000000.0,1121000000.0,1471000000.0,27000000.0,717000000.0,,137000000.0,,2615000000.0,4402000000.0,1855000000.0,4265000000.0,588900000.0,588000000.0,592000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q3TTM,2016-10-01,2017-09-30,,2.8,2.8,0.78,544000000.0,2.8,717000000.0,,225000000.0,1682000000.0,1682000000.0,,1647000000.0,35000000.0,-222000000.0,478000000.0,236000000.0,,3000000.0,8902000000.0,3019000000.0,-2856000000.0,46000000.0,962000000.0,,225000000.0,3000000.0,4355000000.0,6046000000.0,2399000000.0,5824000000.0,588900000.0,588000000.0,592000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q2,2017-04-01,2017-06-30,2018-08-02 08:30:30+00:00,0.71,0.71,0.2,142000000.0,0.71,140000000.0,,45000000.0,427000000.0,427000000.0,,419000000.0,8000000.0,-45000000.0,114000000.0,3000000.0,,,1496000000.0,386000000.0,,9000000.0,236000000.0,,45000000.0,,887000000.0,1496000000.0,567000000.0,1451000000.0,590100000.0,591000000.0,595000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q2YTD,2017-01-01,2017-06-30,,1.56,1.56,0.4,276000000.0,1.56,354000000.0,,90000000.0,938000000.0,938000000.0,,922000000.0,16000000.0,-90000000.0,230000000.0,191000000.0,,,1496000000.0,764000000.0,1471000000.0,23000000.0,483000000.0,,90000000.0,,1776000000.0,2967000000.0,1292000000.0,2877000000.0,590100000.0,591000000.0,595000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q2TTM,2016-07-01,2017-06-30,,2.74,2.74,0.75,597000000.0,2.74,624000000.0,,222000000.0,1655000000.0,1655000000.0,,1620000000.0,35000000.0,-219000000.0,472000000.0,235000000.0,,3000000.0,7467000000.0,3063000000.0,-1440000000.0,56000000.0,964000000.0,,222000000.0,3000000.0,4458000000.0,6027000000.0,2279000000.0,5808000000.0,590100000.0,591000000.0,595000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 08:30:46+00:00,0.84,0.85,0.2,134000000.0,0.84,214000000.0,,45000000.0,511000000.0,511000000.0,,503000000.0,8000000.0,-45000000.0,116000000.0,188000000.0,,,,378000000.0,1471000000.0,14000000.0,247000000.0,,45000000.0,,889000000.0,1471000000.0,725000000.0,1426000000.0,598800000.0,594000000.0,599000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q1TTM,2016-04-01,2017-03-31,,2.63,2.63,0.72,601000000.0,2.63,637000000.0,,177000000.0,1591000000.0,1591000000.0,,1564000000.0,27000000.0,-174000000.0,450000000.0,232000000.0,,3000000.0,5971000000.0,1636000000.0,-83000000.0,67000000.0,964000000.0,,177000000.0,3000000.0,3718000000.0,5888000000.0,2228000000.0,5714000000.0,598800000.0,594000000.0,599000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,FY,2018-01-01,2018-12-31,2020-02-06 08:33:20+00:00,3.46,3.46,0.96,586000000.0,3.43,500000000.0,22000000.0,244000000.0,2020000000.0,2020000000.0,,1988000000.0,32000000.0,-244000000.0,500000000.0,159000000.0,,,6276000000.0,1579000000.0,,34000000.0,994000000.0,,244000000.0,,3693000000.0,6298000000.0,2520000000.0,6054000000.0,574600000.0,575000000.0,579000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q4,2018-10-01,2018-12-31,,1.06,1.06,0.24,157000000.0,1.06,119000000.0,22000000.0,71000000.0,619000000.0,619000000.0,,611000000.0,8000000.0,-86000000.0,130000000.0,126000000.0,,-15000000.0,1677000000.0,451000000.0,,1000000.0,262000000.0,,71000000.0,-15000000.0,1001000000.0,1699000000.0,738000000.0,1613000000.0,574600000.0,575000000.0,579000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q3,2018-07-01,2018-09-30,2019-10-31 08:31:49+00:00,0.8,0.8,,148000000.0,0.79,89000000.0,,66000000.0,465000000.0,465000000.0,,458000000.0,7000000.0,-60000000.0,124000000.0,12000000.0,,6000000.0,1463000000.0,332000000.0,,6000000.0,251000000.0,,66000000.0,6000000.0,861000000.0,1463000000.0,554000000.0,1403000000.0,572500000.0,572000000.0,576000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q3YTD,2018-01-01,2018-09-30,,2.41,2.41,0.73,429000000.0,2.41,381000000.0,,173000000.0,1401000000.0,1401000000.0,,1377000000.0,24000000.0,-158000000.0,370000000.0,33000000.0,,15000000.0,4599000000.0,1128000000.0,,33000000.0,732000000.0,,173000000.0,15000000.0,2692000000.0,4599000000.0,1782000000.0,4441000000.0,572500000.0,572000000.0,576000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q3TTM,2017-10-01,2018-09-30,,4.56,4.56,0.94,560000000.0,4.56,-187000000.0,8000000.0,223000000.0,2640000000.0,2640000000.0,,2610000000.0,30000000.0,-208000000.0,490000000.0,154000000.0,,15000000.0,7511000000.0,1488000000.0,-1471000000.0,42000000.0,961000000.0,,223000000.0,15000000.0,3541000000.0,6048000000.0,2453000000.0,5840000000.0,572500000.0,572000000.0,576000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q2,2018-04-01,2018-06-30,2019-08-01 08:35:16+00:00,0.79,0.79,,143000000.0,0.78,149000000.0,,55000000.0,462000000.0,462000000.0,,455000000.0,7000000.0,-50000000.0,124000000.0,6000000.0,,5000000.0,1556000000.0,378000000.0,,15000000.0,241000000.0,,55000000.0,5000000.0,901000000.0,1556000000.0,611000000.0,1506000000.0,575900000.0,578000000.0,581000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.59,1.59,0.48,281000000.0,1.59,292000000.0,,107000000.0,936000000.0,936000000.0,,919000000.0,17000000.0,-98000000.0,246000000.0,21000000.0,,9000000.0,3136000000.0,796000000.0,,27000000.0,481000000.0,,107000000.0,9000000.0,1831000000.0,3136000000.0,1228000000.0,3038000000.0,575900000.0,578000000.0,581000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q2TTM,2017-07-01,2018-06-30,,4.37,4.37,0.89,540000000.0,4.37,-90000000.0,8000000.0,204000000.0,2552000000.0,2552000000.0,,2523000000.0,29000000.0,-195000000.0,482000000.0,156000000.0,,9000000.0,7483000000.0,1513000000.0,-1471000000.0,40000000.0,944000000.0,,204000000.0,9000000.0,3519000000.0,6020000000.0,2462000000.0,5825000000.0,575900000.0,578000000.0,581000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 16:45:40+00:00,0.8,0.8,0.24,138000000.0,0.79,143000000.0,,52000000.0,474000000.0,474000000.0,,464000000.0,10000000.0,-48000000.0,122000000.0,15000000.0,,4000000.0,1580000000.0,418000000.0,,12000000.0,240000000.0,,52000000.0,4000000.0,930000000.0,1580000000.0,617000000.0,1532000000.0,580000000.0,582000000.0,586000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q1TTM,2017-04-01,2018-03-31,,4.27,4.27,0.85,539000000.0,4.27,-99000000.0,8000000.0,194000000.0,2517000000.0,2517000000.0,,2487000000.0,30000000.0,-190000000.0,472000000.0,153000000.0,,4000000.0,7423000000.0,1521000000.0,-1471000000.0,34000000.0,939000000.0,,194000000.0,4000000.0,3505000000.0,5960000000.0,2418000000.0,5770000000.0,580000000.0,582000000.0,586000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q4,2019-10-01,2019-12-31,,0.8,0.8,,189000000.0,0.79,134000000.0,35000000.0,71000000.0,453000000.0,453000000.0,,448000000.0,5000000.0,-98000000.0,139000000.0,28000000.0,,-27000000.0,1667000000.0,442000000.0,,1000000.0,274000000.0,,71000000.0,-27000000.0,1045000000.0,1702000000.0,587000000.0,1604000000.0,561900000.0,561000000.0,565000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,FY,2019-01-01,2019-12-31,2020-02-06 08:33:20+00:00,3.44,3.44,1.1,662000000.0,3.42,521000000.0,35000000.0,285000000.0,1960000000.0,1960000000.0,,1933000000.0,27000000.0,-285000000.0,537000000.0,58000000.0,,,6547000000.0,1631000000.0,,2000000.0,1042000000.0,,285000000.0,,3874000000.0,6582000000.0,2481000000.0,6297000000.0,561900000.0,561000000.0,565000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q3YTD,2019-01-01,2019-09-30,,2.64,2.64,,473000000.0,2.63,387000000.0,,214000000.0,1507000000.0,1507000000.0,,1485000000.0,22000000.0,-187000000.0,398000000.0,30000000.0,,27000000.0,4880000000.0,1189000000.0,,1000000.0,768000000.0,,214000000.0,27000000.0,2829000000.0,4880000000.0,1894000000.0,4693000000.0,556800000.0,559000000.0,563000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q3TTM,2018-10-01,2019-09-30,,3.75,3.75,1.08,630000000.0,3.75,506000000.0,22000000.0,285000000.0,2126000000.0,2126000000.0,,2096000000.0,30000000.0,-273000000.0,528000000.0,156000000.0,,12000000.0,6557000000.0,1640000000.0,,2000000.0,1030000000.0,,285000000.0,12000000.0,3830000000.0,6579000000.0,2632000000.0,6306000000.0,556800000.0,559000000.0,563000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q3,2019-07-01,2019-09-30,2019-10-31 08:31:49+00:00,0.95,0.95,,158000000.0,0.94,103000000.0,,72000000.0,537000000.0,537000000.0,,529000000.0,8000000.0,-64000000.0,143000000.0,-2000000.0,,8000000.0,1663000000.0,395000000.0,,0.0,261000000.0,,72000000.0,8000000.0,957000000.0,1663000000.0,640000000.0,1599000000.0,556800000.0,559000000.0,563000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.69,1.69,,315000000.0,1.69,284000000.0,,142000000.0,970000000.0,970000000.0,,956000000.0,14000000.0,-123000000.0,255000000.0,32000000.0,,19000000.0,3217000000.0,794000000.0,,1000000.0,507000000.0,,142000000.0,19000000.0,1872000000.0,3217000000.0,1254000000.0,3094000000.0,561900000.0,563000000.0,566000000.0
