company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2012.0,FY,,2012-12-31,2014-02-14 16:25:29+00:00,,-52000000.0,1612000000.0,0.0,1904000000.0,31883000000.0,1938000000.0,799000000.0,31883000000.0,,969000000.0,144000000.0,33000000.0,198000000.0,323000000.0,200000000.0,0.0,250000000.0,2509000000.0,163000000.0,37215000000.0,3644000000.0,3644000000.0,3677000000.0,33538000000.0,37215000000.0,0.0,391000000.0,-717000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2013.0,FY,,2013-12-31,2015-02-05 08:30:33+00:00,58000000.0,125000000.0,961000000.0,0.0,9795000000.0,42216000000.0,9189000000.0,9323000000.0,42216000000.0,,3923000000.0,889000000.0,32000000.0,1082000000.0,3475000000.0,827000000.0,322000000.0,438000000.0,2482000000.0,1220000000.0,64422000000.0,12349000000.0,12349000000.0,12381000000.0,51719000000.0,64422000000.0,0.0,324000000.0,-53000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2013.0,Q3,,2013-09-30,2013-11-05 11:24:17+00:00,,0.0,10.0,0.0,10.0,,,,,,,,,1329000.0,,1329000.0,,,0.0,,1329010.0,10.0,10.0,10.0,1329000.0,1329010.0,,,
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2013.0,Q2,,2013-06-30,2013-08-07 09:02:48+00:00,,0.0,10.0,0.0,10.0,,,,,,,,,,,,,,0.0,,10.0,10.0,10.0,10.0,0.0,10.0,,,
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,FY,,2014-12-31,2016-02-04 08:31:47+00:00,,-46000000.0,652000000.0,0.0,9939000000.0,,8535000000.0,7780000000.0,47458000000.0,47458000000.0,2235000000.0,874000000.0,32000000.0,1950000000.0,3026000000.0,799000000.0,165000000.0,626000000.0,3210000000.0,2179000000.0,68254000000.0,12360000000.0,12360000000.0,12392000000.0,55697000000.0,68254000000.0,0.0,379000000.0,-743000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q3,,2014-09-30,2014-11-04 08:32:04+00:00,,244000000.0,638000000.0,0.0,9910000000.0,46527000000.0,8471000000.0,7754000000.0,46527000000.0,,2247000000.0,839000000.0,29000000.0,2017000000.0,2915000000.0,921000000.0,144000000.0,544000000.0,3000000000.0,1889000000.0,67286000000.0,12614000000.0,12614000000.0,12643000000.0,54499000000.0,67286000000.0,0.0,496000000.0,-540000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q2,,2014-06-30,2014-08-07 08:31:39+00:00,,582000000.0,2057000000.0,0.0,9873000000.0,46872000000.0,8583000000.0,7957000000.0,46872000000.0,,2248000000.0,845000000.0,36000000.0,1064000000.0,3024000000.0,1115000000.0,261000000.0,547000000.0,2878000000.0,1683000000.0,68482000000.0,13243000000.0,13243000000.0,13279000000.0,54942000000.0,68482000000.0,0.0,557000000.0,-90000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2014.0,Q1,,2014-03-31,2014-05-08 08:23:03+00:00,,464000000.0,964000000.0,0.0,9836000000.0,42826000000.0,9482000000.0,9410000000.0,42826000000.0,,3584000000.0,898000000.0,31000000.0,1456000000.0,3698000000.0,1280000000.0,290000000.0,501000000.0,2704000000.0,1297000000.0,65921000000.0,12915000000.0,12915000000.0,12946000000.0,52685000000.0,65921000000.0,0.0,384000000.0,-89000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,FY,,2015-12-31,2016-11-01 08:24:15+00:00,,-188000000.0,627000000.0,0.0,12296000000.0,,12079000000.0,10758000000.0,51169000000.0,51169000000.0,4717000000.0,1037000000.0,32000000.0,1098000000.0,3652000000.0,867000000.0,35000000.0,920000000.0,4148000000.0,2707000000.0,77987000000.0,14808000000.0,14808000000.0,14840000000.0,63112000000.0,77987000000.0,0.0,299000000.0,-1448000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,Q3,,2015-09-30,2015-10-28 08:29:35+00:00,,-191000000.0,687000000.0,0.0,10058000000.0,,8507000000.0,7653000000.0,46308000000.0,46308000000.0,2247000000.0,904000000.0,30000000.0,931000000.0,2741000000.0,866000000.0,40000000.0,613000000.0,3863000000.0,1284000000.0,65856000000.0,12340000000.0,12340000000.0,12370000000.0,53446000000.0,65856000000.0,0.0,253000000.0,-1390000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,Q2,,2015-06-30,2015-08-05 08:32:11+00:00,,-68000000.0,678000000.0,0.0,10018000000.0,43351000000.0,8532000000.0,7700000000.0,43351000000.0,,2247000000.0,911000000.0,33000000.0,975000000.0,2794000000.0,1045000000.0,40000000.0,616000000.0,3641000000.0,1184000000.0,63104000000.0,12410000000.0,12410000000.0,12443000000.0,50621000000.0,63104000000.0,0.0,341000000.0,-1181000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2015.0,Q1,,2015-03-31,2015-05-05 08:29:14+00:00,,-153000000.0,752000000.0,0.0,9984000000.0,45600000000.0,8504000000.0,7724000000.0,45600000000.0,,2247000000.0,879000000.0,28000000.0,2067000000.0,2889000000.0,1160000000.0,169000000.0,593000000.0,3441000000.0,2038000000.0,66428000000.0,12297000000.0,12297000000.0,12325000000.0,53934000000.0,66428000000.0,0.0,309000000.0,-975000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,FY,,2016-12-31,2018-02-07 08:34:03+00:00,,-344000000.0,407000000.0,0.0,11312000000.0,,12291000000.0,10420000000.0,55150000000.0,55150000000.0,3871000000.0,1129000000.0,37000000.0,1231000000.0,3725000000.0,843000000.0,36000000.0,943000000.0,4789000000.0,2624000000.0,82003000000.0,15717000000.0,15717000000.0,15754000000.0,66213000000.0,82003000000.0,0.0,432000000.0,-40000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q3,,2016-09-30,2016-11-01 08:24:15+00:00,,-316000000.0,458000000.0,0.0,12416000000.0,,12009000000.0,10359000000.0,49832000000.0,49832000000.0,4720000000.0,1080000000.0,32000000.0,1251000000.0,3644000000.0,904000000.0,34000000.0,891000000.0,4911000000.0,1618000000.0,76296000000.0,15512000000.0,15512000000.0,15544000000.0,60718000000.0,76296000000.0,0.0,416000000.0,-1499000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q2,,2016-06-30,2016-08-03 08:23:46+00:00,,-258000000.0,390000000.0,0.0,12377000000.0,,12046000000.0,10493000000.0,48501000000.0,48501000000.0,4719000000.0,1048000000.0,38000000.0,1335000000.0,3704000000.0,931000000.0,33000000.0,984000000.0,4669000000.0,2006000000.0,75224000000.0,15292000000.0,15292000000.0,15330000000.0,59861000000.0,75224000000.0,0.0,427000000.0,-1496000000.0
