company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2016.0,Q1,,2016-03-31,2016-05-04 08:21:36+00:00,,-208000000.0,468000000.0,0.0,12335000000.0,,12104000000.0,10630000000.0,52329000000.0,52329000000.0,4718000000.0,1018000000.0,32000000.0,1340000000.0,3692000000.0,1162000000.0,34000000.0,919000000.0,4415000000.0,2145000000.0,79160000000.0,15048000000.0,15048000000.0,15080000000.0,64046000000.0,79160000000.0,0.0,352000000.0,-1494000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,FY,,2017-12-31,2019-02-07 08:32:23+00:00,,-223000000.0,535000000.0,0.0,11398000000.0,,12216000000.0,10269000000.0,51222000000.0,51222000000.0,4267000000.0,1246000000.0,28000000.0,1743000000.0,2837000000.0,992000000.0,0.0,1033000000.0,6858000000.0,1961000000.0,78264000000.0,16957000000.0,16957000000.0,16985000000.0,61279000000.0,78264000000.0,0.0,,-1076000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q3,,2017-09-30,2017-11-02 08:34:54+00:00,,-322000000.0,419000000.0,0.0,11429000000.0,,12016000000.0,10056000000.0,52401000000.0,52401000000.0,4865000000.0,1192000000.0,27000000.0,2008000000.0,3634000000.0,970000000.0,0.0,1026000000.0,5718000000.0,1229000000.0,79118000000.0,15992000000.0,15992000000.0,16019000000.0,63099000000.0,79118000000.0,0.0,0.0,-833000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q2,,2017-06-30,2017-08-03 08:30:10+00:00,,-367000000.0,398000000.0,0.0,11387000000.0,,12001000000.0,10103000000.0,53585000000.0,53585000000.0,3874000000.0,1161000000.0,35000000.0,2043000000.0,3698000000.0,1030000000.0,0.0,1033000000.0,5468000000.0,2204000000.0,80324000000.0,15898000000.0,15898000000.0,15933000000.0,64391000000.0,80324000000.0,0.0,0.0,-590000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2017.0,Q1,,2017-03-31,2017-05-03 08:31:25+00:00,,-427000000.0,360000000.0,0.0,11357000000.0,,12302000000.0,10356000000.0,52354000000.0,52354000000.0,3872000000.0,1132000000.0,32000000.0,1952000000.0,3761000000.0,1186000000.0,37000000.0,1007000000.0,5171000000.0,2466000000.0,79463000000.0,15755000000.0,15755000000.0,15787000000.0,63639000000.0,79463000000.0,0.0,0.0,-346000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,FY,,2018-12-31,2019-10-31 08:31:49+00:00,,-315000000.0,724000000.0,0.0,11553000000.0,,13085000000.0,10462000000.0,63955000000.0,63955000000.0,6490000000.0,1241000000.0,30000000.0,2176000000.0,2891000000.0,1097000000.0,71000000.0,1148000000.0,8317000000.0,1056000000.0,92791000000.0,17201000000.0,17201000000.0,17231000000.0,75489000000.0,92791000000.0,0.0,,-2354000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q3,,2018-09-30,2018-10-31 08:30:21+00:00,,-274000000.0,515000000.0,0.0,11501000000.0,,12934000000.0,10445000000.0,58764000000.0,58764000000.0,6488000000.0,1206000000.0,22000000.0,2231000000.0,2835000000.0,1082000000.0,,1147000000.0,7818000000.0,1219000000.0,87242000000.0,16832000000.0,16832000000.0,16854000000.0,70388000000.0,87242000000.0,0.0,,-2213000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q2,,2018-06-30,2018-08-02 08:30:30+00:00,,-265000000.0,532000000.0,0.0,11483000000.0,,12484000000.0,10223000000.0,54991000000.0,54991000000.0,4271000000.0,1220000000.0,35000000.0,2249000000.0,2842000000.0,1049000000.0,,1148000000.0,7498000000.0,2854000000.0,82847000000.0,16805000000.0,16805000000.0,16840000000.0,66007000000.0,82847000000.0,0.0,,-1911000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2018.0,Q1,,2018-03-31,2018-05-03 08:30:46+00:00,,-190000000.0,523000000.0,0.0,11434000000.0,,12514000000.0,10326000000.0,53979000000.0,53979000000.0,4269000000.0,1235000000.0,28000000.0,2350000000.0,2841000000.0,1224000000.0,,1135000000.0,7182000000.0,2743000000.0,82062000000.0,16978000000.0,16978000000.0,17006000000.0,65056000000.0,82062000000.0,0.0,,-1448000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,FY,,2019-12-31,2020-04-30 08:30:32+00:00,,-243000000.0,841000000.0,0.0,11748000000.0,,13342000000.0,10258000000.0,64987000000.0,64987000000.0,5250000000.0,1536000000.0,31000000.0,2182000000.0,3063000000.0,1122000000.0,78000000.0,1347000000.0,9629000000.0,2707000000.0,94493000000.0,17255000000.0,17255000000.0,17286000000.0,77129000000.0,94493000000.0,0.0,,-3879000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q3,,2019-09-30,2019-10-31 08:31:49+00:00,,-348000000.0,655000000.0,0.0,11712000000.0,,13310000000.0,10330000000.0,65988000000.0,65988000000.0,6496000000.0,1505000000.0,24000000.0,2217000000.0,3052000000.0,1183000000.0,72000000.0,1334000000.0,9335000000.0,1363000000.0,95339000000.0,17161000000.0,17161000000.0,17185000000.0,78082000000.0,95339000000.0,0.0,,-3538000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q2,,2019-06-30,2019-08-01 08:35:16+00:00,,-309000000.0,837000000.0,0.0,11657000000.0,,13308000000.0,10446000000.0,61353000000.0,61353000000.0,6494000000.0,1525000000.0,31000000.0,2227000000.0,3087000000.0,1308000000.0,72000000.0,1234000000.0,8961000000.0,1470000000.0,90930000000.0,17115000000.0,17115000000.0,17146000000.0,73712000000.0,90930000000.0,0.0,,-3194000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2019.0,Q1,,2019-03-31,2019-05-02 16:45:40+00:00,,-290000000.0,653000000.0,0.0,11603000000.0,,13098000000.0,10406000000.0,64564000000.0,64564000000.0,6492000000.0,1538000000.0,24000000.0,2360000000.0,3129000000.0,1396000000.0,71000000.0,1238000000.0,8644000000.0,1075000000.0,93857000000.0,17106000000.0,17106000000.0,17130000000.0,76656000000.0,93857000000.0,0.0,,-2851000000.0
Intercontinental Exchange Inc,ICE,5493000F4ZO33MV32P92,1571949,2020.0,Q1,,2020-03-31,2020-04-30 08:30:32+00:00,,-333000000.0,583000000.0,0.0,11816000000.0,,13527000000.0,10212000000.0,108863000000.0,108863000000.0,5252000000.0,1503000000.0,26000000.0,2810000000.0,3061000000.0,1427000000.0,97000000.0,1403000000.0,10103000000.0,3236000000.0,138901000000.0,16939000000.0,16939000000.0,16965000000.0,121839000000.0,138901000000.0,0.0,,-4647000000.0
