company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2008.0,FY,,2008-12-31,2010-02-26 13:43:14+00:00,1751000000.0,8958000000.0,-4569000000.0,2122000000.0,,70726000000.0,5034000000.0,12112000000.0,1667000000.0,2159000000.0,21464000000.0,17721000000.0,7963000000.0,11478000000.0,4381000000.0,13287000000.0,184000000.0,6568000000.0,4122000000.0,2959000000.0,5839000000.0,824000000.0,,,148000000.0,,-425000000.0,,3070000000.0,49142000000.0,9320000000.0,21609000000.0,111148000000.0,57483000000.0,43076000000.0,27009000000.0,57556000000.0,57740000000.0,53408000000.0,111148000000.0,54785000000.0,26399000000.0,73000000.0,-57391000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2009.0,FY,,2009-12-31,2011-02-28 10:00:55+00:00,4370000000.0,14645000000.0,552000000.0,1978000000.0,,70940000000.0,6962000000.0,23690000000.0,2242000000.0,1454000000.0,42376000000.0,68015000000.0,43193000000.0,13122000000.0,12403000000.0,22780000000.0,432000000.0,9000000000.0,4986000000.0,17839000000.0,9635000000.0,1195000000.0,,,496000000.0,,-333000000.0,,5611000000.0,40426000000.0,5469000000.0,23991000000.0,212949000000.0,89953000000.0,61670000000.0,37225000000.0,90014000000.0,90446000000.0,122503000000.0,212949000000.0,128499000000.0,85278000000.0,61000000.0,-21632000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2009.0,Q3,,2009-09-27,2009-11-05 17:15:33+00:00,2481000000.0,10552000000.0,-1896000000.0,4234000000.0,,70816000000.0,,2301000000.0,1678000000.0,1000000.0,21796000000.0,16125000000.0,32402000000.0,12166000000.0,5058000000.0,13173000000.0,93000000.0,6843000000.0,,2419000000.0,6252000000.0,791000000.0,4679000000.0,10577000000.0,231000000.0,,-298000000.0,4250000000.0,3136000000.0,54835000000.0,6954000000.0,48239000000.0,141294000000.0,66093000000.0,73784000000.0,23992000000.0,66157000000.0,66250000000.0,75044000000.0,141294000000.0,54337000000.0,51052000000.0,64000000.0,-57364000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2009.0,Q2,,2009-06-28,2009-08-06 17:20:32+00:00,2595000000.0,10446000000.0,-2079000000.0,2244000000.0,,70757000000.0,,607000000.0,1549000000.0,1081000000.0,21794000000.0,16611000000.0,31864000000.0,12576000000.0,4993000000.0,13194000000.0,194000000.0,7029000000.0,,2356000000.0,5761000000.0,935000000.0,5310000000.0,12632000000.0,219000000.0,,-304000000.0,3614000000.0,2985000000.0,51965000000.0,7645000000.0,47403000000.0,139339000000.0,62975000000.0,71550000000.0,26109000000.0,63041000000.0,63235000000.0,76104000000.0,139339000000.0,54595000000.0,49995000000.0,66000000.0,-57364000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2010.0,FY,,2010-12-31,2012-02-28 17:07:08+00:00,3994000000.0,13380000000.0,-3440000000.0,1735000000.0,0.0,71204000000.0,9440000000.0,15207000000.0,2080000000.0,1601000000.0,43928000000.0,57555000000.0,38410000000.0,9747000000.0,8275000000.0,18645000000.0,452000000.0,6245000000.0,4126000000.0,18628000000.0,9229000000.0,467000000.0,,,1439000000.0,151000000.0,-7000000.0,,5601000000.0,42716000000.0,5603000000.0,26277000000.0,195014000000.0,87761000000.0,61013000000.0,28636000000.0,87813000000.0,88265000000.0,106749000000.0,195014000000.0,115356000000.0,78113000000.0,52000000.0,-22712000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2010.0,Q3,,2010-10-03,2010-11-12 10:11:48+00:00,3206000000.0,14302000000.0,-3698000000.0,2176000000.0,,71121000000.0,7284000000.0,13954000000.0,1853000000.0,1000000.0,43787000000.0,58627000000.0,39010000000.0,10344000000.0,8771000000.0,19450000000.0,433000000.0,8578000000.0,5118000000.0,16940000000.0,8454000000.0,774000000.0,,,494000000.0,,-8000000.0,,6193000000.0,42873000000.0,5158000000.0,20288000000.0,191415000000.0,87581000000.0,54089000000.0,24172000000.0,87635000000.0,88068000000.0,103347000000.0,191415000000.0,117876000000.0,79175000000.0,54000000.0,-22707000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2010.0,Q2,,2010-07-04,2010-08-12 16:54:27+00:00,3078000000.0,14012000000.0,-4407000000.0,1877000000.0,,71011000000.0,7113000000.0,12855000000.0,1789000000.0,1450000000.0,43142000000.0,62231000000.0,37765000000.0,10524000000.0,9511000000.0,20041000000.0,439000000.0,9538000000.0,4032000000.0,17344000000.0,9215000000.0,515000000.0,,,682000000.0,,-25000000.0,,5650000000.0,42010000000.0,5509000000.0,17391000000.0,191071000000.0,86383000000.0,51101000000.0,24681000000.0,86439000000.0,86878000000.0,104193000000.0,191071000000.0,119929000000.0,79512000000.0,56000000.0,-22206000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2010.0,Q1,,2010-04-04,2010-05-13 16:44:46+00:00,3028000000.0,13611000000.0,-1941000000.0,1759000000.0,,70899000000.0,7502000000.0,13066000000.0,2060000000.0,1000000.0,42648000000.0,64480000000.0,38281000000.0,12081000000.0,10132000000.0,21651000000.0,423000000.0,8338000000.0,4337000000.0,17460000000.0,9358000000.0,919000000.0,,,490000000.0,,-89000000.0,,5670000000.0,42429000000.0,7769000000.0,15503000000.0,195113000000.0,89601000000.0,49916000000.0,25924000000.0,89659000000.0,90082000000.0,105031000000.0,195113000000.0,123546000000.0,79107000000.0,58000000.0,-21697000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2011.0,FY,,2011-12-31,2013-02-28 16:57:54+00:00,3678000000.0,13058000000.0,-4129000000.0,3182000000.0,0.0,71868000000.0,9380000000.0,16075000000.0,2120000000.0,1796000000.0,44569000000.0,51184000000.0,34926000000.0,9814000000.0,6610000000.0,15921000000.0,431000000.0,6886000000.0,5697000000.0,18861000000.0,9699000000.0,,,,5317000000.0,1224000000.0,-3000000.0,,6100000000.0,46210000000.0,4016000000.0,23270000000.0,188002000000.0,82145000000.0,60817000000.0,28909000000.0,82190000000.0,82621000000.0,105381000000.0,188002000000.0,111264000000.0,76472000000.0,45000000.0,-31801000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2011.0,Q3,,2011-10-02,2011-11-10 16:50:30+00:00,3765000000.0,15749000000.0,-1211000000.0,3706000000.0,0.0,71680000000.0,9288000000.0,16455000000.0,1999000000.0,,45409000000.0,55597000000.0,35399000000.0,9468000000.0,8426000000.0,17721000000.0,483000000.0,6900000000.0,5205000000.0,20415000000.0,8793000000.0,184000000.0,,,122000000.0,,-3000000.0,,6239000000.0,48121000000.0,5637000000.0,25257000000.0,196132000000.0,90001000000.0,62732000000.0,27856000000.0,90047000000.0,90530000000.0,105602000000.0,196132000000.0,115679000000.0,77746000000.0,46000000.0,-28586000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2011.0,Q2,,2011-07-03,2011-08-11 15:51:15+00:00,3698000000.0,15192000000.0,-952000000.0,3096000000.0,,71540000000.0,9271000000.0,17152000000.0,1815000000.0,1637000000.0,45107000000.0,57059000000.0,35723000000.0,10207000000.0,8597000000.0,18281000000.0,482000000.0,6829000000.0,4761000000.0,20072000000.0,8909000000.0,462000000.0,,,1478000000.0,181000000.0,-3000000.0,,4932000000.0,44320000000.0,5988000000.0,22388000000.0,195899000000.0,88434000000.0,60484000000.0,30471000000.0,88481000000.0,88963000000.0,106936000000.0,195899000000.0,117134000000.0,76465000000.0,47000000.0,-26471000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2011.0,Q1,,2011-04-03,2011-05-12 15:48:27+00:00,3750000000.0,15182000000.0,-2056000000.0,730000000.0,,71369000000.0,8755000000.0,17296000000.0,1849000000.0,1000000.0,44853000000.0,58497000000.0,35308000000.0,9811000000.0,8467000000.0,18833000000.0,466000000.0,6590000000.0,4718000000.0,19414000000.0,8970000000.0,406000000.0,,,1425000000.0,182000000.0,-6000000.0,,4970000000.0,44926000000.0,6093000000.0,23279000000.0,194956000000.0,90018000000.0,58244000000.0,29171000000.0,90067000000.0,90533000000.0,104423000000.0,194956000000.0,117879000000.0,75252000000.0,49000000.0,-24215000000.0
Pfizer Inc,PFE,765LHXWGK1KXCLTFYQ30,78003,2012.0,FY,,2012-12-31,2014-02-28 16:38:15+00:00,2921000000.0,10675000000.0,-5953000000.0,10081000000.0,0.0,73056000000.0,6170000000.0,979000000.0,1875000000.0,1733000000.0,43661000000.0,45146000000.0,31036000000.0,14149000000.0,6076000000.0,13213000000.0,418000000.0,,1565000000.0,27774000000.0,11273000000.0,,3567000000.0,13812000000.0,5944000000.0,1442000000.0,,3233000000.0,4851000000.0,54240000000.0,6424000000.0,22318000000.0,185798000000.0,81221000000.0,64831000000.0,29186000000.0,81260000000.0,81678000000.0,104120000000.0,185798000000.0,107754000000.0,74934000000.0,39000000.0,-40122000000.0
