company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 07:55:49+00:00,,1.93,1.93,,1.88,,52435000.0,83497000.0,84181000.0,-684000.0,83497000.0,0.0,2697255000.0,3364515000.0,90966000.0,444733000.0,2697255000.0,667260000.0,16673000.0,21728000.0,535699000.0,131561000.0,5055000.0,136616000.0,3364515000.0,43300000.0,43275187.0,44398955.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2009.0,FY,2009-01-01,2009-12-31,2012-02-21 08:39:43+00:00,,2.0,1.94,,1.89,,48841000.0,86245000.0,88667000.0,-2422000.0,83671000.0,2574000.0,3290920000.0,4102864000.0,225888000.0,447921000.0,3290920000.0,811944000.0,16318000.0,15691000.0,673809000.0,138135000.0,-627000.0,137508000.0,4102864000.0,41800000.0,43034791.0,44316467.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2009.0,Q3,2009-07-01,2009-09-30,2010-10-25 18:57:53+00:00,,0.49,0.49,,0.48,,12426000.0,23810000.0,25270000.0,-1460000.0,21268000.0,2542000.0,818905000.0,1038234000.0,51295000.0,130024000.0,818905000.0,219329000.0,4064000.0,3750000.0,181319000.0,38010000.0,-314000.0,37696000.0,1038234000.0,43400000.0,43001870.0,44291604.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2009.0,Q2,2009-04-01,2009-06-30,2010-07-26 19:08:58+00:00,,0.47,0.47,,0.46,,11789000.0,19419000.0,19904000.0,-485000.0,20230000.0,-811000.0,770265000.0,1039469000.0,108548000.0,129221000.0,770265000.0,269204000.0,4160000.0,4418000.0,237769000.0,31435000.0,258000.0,31693000.0,1039469000.0,43000000.0,43001157.0,44242339.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q4,2010-10-01,2010-12-31,,,0.44,0.52,,0.5,,16958000.0,26319000.0,26384000.0,-65000.0,25399000.0,920000.0,1008542000.0,1180969000.0,50233000.0,76693000.0,1008542000.0,172427000.0,5452000.0,3293000.0,126926000.0,45501000.0,-2159000.0,43342000.0,1180969000.0,50700000.0,48754947.0,50447888.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 06:35:44+00:00,,1.87,1.95,,1.88,0.0,59900000.0,98271000.0,94382000.0,3889000.0,94836000.0,3435000.0,3648371000.0,4448323000.0,165118000.0,477765000.0,3648371000.0,799952000.0,17992000.0,15205000.0,642883000.0,157069000.0,-2787000.0,154282000.0,4448323000.0,50700000.0,48754947.0,50447888.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q3YTD,2010-01-01,2010-09-30,,,1.43,1.43,,1.38,,42942000.0,71952000.0,67998000.0,3954000.0,69437000.0,2515000.0,2639829000.0,3267354000.0,114885000.0,401072000.0,2639829000.0,627525000.0,12540000.0,11912000.0,515957000.0,111568000.0,-628000.0,110940000.0,3267354000.0,49300000.0,49238406.0,50938357.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q3,2010-07-01,2010-09-30,2011-10-24 17:57:31+00:00,,0.46,0.46,,0.44,,13163000.0,23200000.0,22940000.0,260000.0,22662000.0,538000.0,907927000.0,1121861000.0,41591000.0,132095000.0,907927000.0,213934000.0,4858000.0,713000.0,173686000.0,40248000.0,-4145000.0,36103000.0,1121861000.0,49300000.0,49238406.0,50938357.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q2YTD,2010-01-01,2010-06-30,,,0.97,0.97,,0.94,,29779000.0,48752000.0,45058000.0,3694000.0,46775000.0,1977000.0,1731902000.0,2145493000.0,73294000.0,268977000.0,1731902000.0,413591000.0,7682000.0,11199000.0,342271000.0,71320000.0,3517000.0,74837000.0,2145493000.0,49500000.0,49135552.0,50866318.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q2,2010-04-01,2010-06-30,2011-07-25 18:35:43+00:00,,0.46,0.46,,0.45,,17254000.0,24502000.0,24728000.0,-226000.0,22773000.0,1729000.0,875042000.0,1076772000.0,26551000.0,133470000.0,875042000.0,201730000.0,3869000.0,4142000.0,160021000.0,41709000.0,273000.0,41982000.0,1076772000.0,49500000.0,49135552.0,50866318.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q1,2010-01-01,2010-03-31,2011-04-25 17:52:56+00:00,,0.51,0.51,,0.49,,12525000.0,24250000.0,20330000.0,3920000.0,24002000.0,248000.0,856860000.0,1068721000.0,46743000.0,135507000.0,856860000.0,211861000.0,3813000.0,7057000.0,182250000.0,29611000.0,3244000.0,32855000.0,1068721000.0,47100000.0,47260714.0,48761528.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,Q4,2011-10-01,2011-12-31,,,0.77,0.59,,0.57,,21471000.0,29264000.0,38564000.0,-9300000.0,30112000.0,-848000.0,1117658000.0,1378071000.0,48726000.0,150831000.0,1117658000.0,260413000.0,4797000.0,3976000.0,199557000.0,60856000.0,-821000.0,60035000.0,1378071000.0,46300000.0,50198954.0,52474238.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 16:15:24+00:00,,2.4,2.22,,2.12,0.0,70687000.0,108363000.0,117663000.0,-9300000.0,111218000.0,-2855000.0,4269382000.0,5211477000.0,160394000.0,577898000.0,4269382000.0,942095000.0,28808000.0,13355000.0,738292000.0,203803000.0,-15453000.0,188350000.0,5211477000.0,46300000.0,50198954.0,52474238.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,Q3,2011-07-01,2011-09-30,2012-10-22 18:16:08+00:00,,0.58,0.58,,0.55,0.0,18459000.0,28213000.0,28213000.0,,28987000.0,-774000.0,1073549000.0,1302035000.0,37005000.0,142934000.0,1073549000.0,228486000.0,4572000.0,2697000.0,179939000.0,48547000.0,-1875000.0,46672000.0,1302035000.0,50000000.0,50345512.0,52620350.0
