company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2009.0,FY,,2009-12-31,2011-02-22 07:55:49+00:00,132001000.0,103456000.0,7348000.0,403752000.0,,281852000.0,91644000.0,224587000.0,22479000.0,307085000.0,525497000.0,230421000.0,18582000.0,64866000.0,470932000.0,4506000.0,20685000.0,36829000.0,59561000.0,46417000.0,383000.0,,358907000.0,646000.0,39554000.0,1702364000.0,600845000.0,616134000.0,715908000.0,600845000.0,619427000.0,1082937000.0,1702364000.0,855809000.0,367029000.0,,-47262000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,FY,,2010-12-31,2012-02-21 08:39:43+00:00,188320000.0,136243000.0,6424000.0,434166000.0,0.0,384258000.0,117344000.0,278051000.0,29109000.0,327824000.0,595879000.0,326341000.0,3116000.0,65066000.0,456765000.0,,,34923000.0,53757000.0,22758000.0,,,453743000.0,2817000.0,21346000.0,1943882000.0,793939000.0,656821000.0,765246000.0,793939000.0,797055000.0,1146827000.0,1943882000.0,960720000.0,381581000.0,,-50486000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q3,,2010-09-30,2010-10-25 18:57:53+00:00,145877000.0,182379000.0,9661000.0,397666000.0,,400265000.0,52936000.0,247757000.0,24608000.0,263513000.0,479164000.0,311195000.0,13638000.0,63408000.0,457085000.0,1678000.0,4531000.0,28398000.0,66355000.0,28067000.0,285000.0,,428344000.0,663000.0,30857000.0,1795177000.0,790294000.0,675988000.0,661092000.0,790294000.0,803932000.0,991245000.0,1795177000.0,807994000.0,330153000.0,,-47976000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2010.0,Q2,,2010-06-30,2010-07-26 19:08:58+00:00,167613000.0,164420000.0,9400000.0,265600000.0,,395978000.0,5695000.0,244304000.0,24589000.0,252028000.0,537399000.0,313839000.0,15938000.0,83843000.0,455375000.0,2314000.0,7365000.0,35557000.0,64870000.0,32012000.0,652000.0,,405682000.0,771000.0,29660000.0,1733537000.0,763230000.0,545837000.0,636819000.0,763230000.0,779168000.0,954369000.0,1733537000.0,873861000.0,317550000.0,,-47830000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,FY,,2011-12-31,2013-02-19 06:35:44+00:00,216504000.0,157450000.0,5761000.0,573698000.0,0.0,422035000.0,9890000.0,281981000.0,27430000.0,348344000.0,506140000.0,349622000.0,785000.0,78363000.0,607985000.0,,,58335000.0,67960000.0,26818000.0,,,564961000.0,3234000.0,130499000.0,2190336000.0,935634000.0,940010000.0,837613000.0,935634000.0,936419000.0,1253917000.0,2190336000.0,900704000.0,416304000.0,,-57123000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,Q3,,2011-09-30,2011-10-24 17:57:31+00:00,173708000.0,139467000.0,6478000.0,451657000.0,0.0,411977000.0,54764000.0,281981000.0,28795000.0,348093000.0,530452000.0,345600000.0,1389000.0,68908000.0,498705000.0,,,57526000.0,54926000.0,26768000.0,,,534849000.0,3203000.0,106344000.0,2037498000.0,902710000.0,766376000.0,730380000.0,902710000.0,904099000.0,1133399000.0,2037498000.0,925522000.0,403019000.0,,-50594000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,Q2,,2011-06-30,2011-07-25 18:35:43+00:00,152578000.0,152135000.0,7183000.0,474450000.0,,405764000.0,111110000.0,281981000.0,30342000.0,336468000.0,518490000.0,340392000.0,1838000.0,69143000.0,482913000.0,,,38041000.0,53899000.0,26662000.0,,,505862000.0,3172000.0,78808000.0,2010444000.0,868466000.0,774536000.0,749773000.0,868466000.0,870304000.0,1140140000.0,2010444000.0,895516000.0,390367000.0,,-50343000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2011.0,Q1,,2011-03-31,2011-04-25 17:52:56+00:00,214900000.0,132023000.0,5969000.0,492045000.0,,396433000.0,127451000.0,278105000.0,27813000.0,302326000.0,556806000.0,334180000.0,2194000.0,67062000.0,471659000.0,0.0,0.0,36470000.0,53116000.0,26482000.0,0.0,,477488000.0,3037000.0,52699000.0,2003685000.0,829002000.0,743829000.0,817047000.0,829002000.0,831196000.0,1172489000.0,2003685000.0,925676000.0,355442000.0,,-50888000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2012.0,FY,,2012-12-31,2014-02-21 16:15:24+00:00,219066000.0,251473000.0,5189000.0,843952000.0,0.0,450911000.0,34597000.0,256288000.0,20268000.0,535481000.0,554770000.0,375893000.0,711000.0,93322000.0,815161000.0,78977000.0,157116000.0,64278000.0,54987000.0,96583000.0,357000.0,,566820000.0,3373000.0,138101000.0,2773905000.0,953056000.0,1405825000.0,1229313000.0,953056000.0,953767000.0,1820138000.0,2773905000.0,992187000.0,590825000.0,,-69864000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2012.0,Q3,,2012-09-30,2012-10-22 18:16:08+00:00,162778000.0,316123000.0,6702000.0,796621000.0,0.0,458795000.0,131967000.0,256288000.0,21375000.0,391973000.0,559714000.0,381781000.0,-6915000.0,123841000.0,982032000.0,,,61764000.0,61785000.0,33509000.0,,,557759000.0,3337000.0,139920000.0,2690936000.0,963979000.0,1376505000.0,1280114000.0,963979000.0,957064000.0,1733872000.0,2690936000.0,932650000.0,453758000.0,,-59277000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2012.0,Q2,,2012-06-30,2012-07-23 20:09:39+00:00,142766000.0,400194000.0,5842000.0,421894000.0,,450560000.0,29133000.0,256288000.0,22481000.0,405462000.0,630866000.0,379970000.0,-3441000.0,98805000.0,859035000.0,,,53011000.0,61865000.0,33496000.0,,,553940000.0,3302000.0,152545000.0,2449550000.0,951428000.0,1073438000.0,1034236000.0,951428000.0,947987000.0,1501563000.0,2449550000.0,996142000.0,467327000.0,,-58914000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2012.0,Q1,,2012-03-31,2012-04-23 18:38:39+00:00,158356000.0,278233000.0,6237000.0,432998000.0,0.0,443165000.0,17977000.0,281981000.0,26122000.0,347162000.0,605866000.0,352710000.0,-590000.0,82925000.0,708754000.0,,,58730000.0,68544000.0,37361000.0,,,588939000.0,3235000.0,126221000.0,2283147000.0,979709000.0,920377000.0,888322000.0,979709000.0,979119000.0,1304028000.0,2283147000.0,1010060000.0,415706000.0,,-58632000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2013.0,FY,,2013-12-31,2015-02-23 16:11:57+00:00,338000000.0,429000000.0,-3000000.0,1038000000.0,0.0,594000000.0,38000000.0,348000000.0,49000000.0,666000000.0,792000000.0,395000000.0,9000000.0,217000000.0,1150000000.0,14000000.0,30000000.0,60000000.0,60000000.0,85000000.0,1000000.0,0.0,732000000.0,3000000.0,102000000.0,3529000000.0,1234000000.0,1800000000.0,1559000000.0,1234000000.0,1243000000.0,2286000000.0,3529000000.0,1334000000.0,727000000.0,,-89000000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2013.0,Q3,,2013-09-30,2013-10-21 18:56:05+00:00,270381000.0,355947000.0,-1845000.0,741281000.0,0.0,578246000.0,41873000.0,347548000.0,50541000.0,517931000.0,816910000.0,390200000.0,5552000.0,148576000.0,1071672000.0,,,124492000.0,49043000.0,40911000.0,,,678679000.0,3046000.0,122631000.0,3139037000.0,1179539000.0,1368435000.0,1386972000.0,1179539000.0,1185091000.0,1953946000.0,3139037000.0,1380402000.0,566974000.0,,-75541000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2013.0,Q2,,2013-06-30,2013-07-22 19:05:14+00:00,216330000.0,357908000.0,-4061000.0,688712000.0,0.0,563931000.0,21811000.0,344822000.0,52219000.0,548473000.0,769905000.0,388965000.0,4067000.0,164410000.0,1079402000.0,,,107673000.0,53916000.0,39291000.0,,,629306000.0,3029000.0,131330000.0,3045235000.0,1118207000.0,1342360000.0,1320572000.0,1118207000.0,1122274000.0,1922961000.0,3045235000.0,1313910000.0,602389000.0,,-70969000.0
Centene Corp,CNC,549300Z7JJ4TQSQGT333,1071739,2013.0,Q1,,2013-03-31,2013-04-23 06:16:12+00:00,180338000.0,320371000.0,4900000.0,730791000.0,0.0,461415000.0,38175000.0,256288000.0,19287000.0,532734000.0,748307000.0,382853000.0,822000.0,178002000.0,1085162000.0,,,65807000.0,60799000.0,39344000.0,,,589822000.0,3419000.0,146107000.0,2887157000.0,985708000.0,1375271000.0,1307094000.0,985708000.0,986530000.0,1900627000.0,2887157000.0,1129033000.0,593533000.0,,-70429000.0
