company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentnotereceivables,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
PulteGroup Inc,PHM,,822416,2012.0,Q2,,2012-06-30,2012-07-26 09:38:16+00:00,214254000.0,,1340179000.0,,1310478000.0,1975047000.0,28897000.0,212477000.0,117320000.0,,155798000.0,3093548000.0,31576000.0,4691239000.0,10482000.0,,,234334000.0,,403226000.0,,86795000.0,,,6952825000.0,1975047000.0,6117409000.0,1884230000.0,1975047000.0,1975047000.0,4977778000.0,6952825000.0,824934000.0,3093548000.0,
PulteGroup Inc,PHM,,822416,2012.0,Q1,,2012-03-31,2012-04-26 09:39:41+00:00,170609000.0,,1382330000.0,,1211735000.0,1928828000.0,29673000.0,215150000.0,71580000.0,0.0,159073000.0,3090946000.0,34146000.0,4720648000.0,26121000.0,,,184164000.0,,404014000.0,,89869000.0,,,6859443000.0,1928828000.0,6051925000.0,1839669000.0,1928828000.0,1928828000.0,4930615000.0,6859443000.0,781397000.0,3090946000.0,
PulteGroup Inc,PHM,,822416,2013.0,FY,,2013-12-31,2015-02-04 11:43:07+00:00,202736000.0,,1377750000.0,-795000.0,1580329000.0,3055829000.0,,206015000.0,134858000.0,,136148000.0,2163832000.0,45323000.0,4040296000.0,24024000.0,,2086754000.0,287933000.0,,460621000.0,,72715000.0,1593918000.0,,8734143000.0,4648952000.0,5693340000.0,1921359000.0,4648952000.0,4648952000.0,4085191000.0,8734143000.0,3016779000.0,2163832000.0,0.0
PulteGroup Inc,PHM,,822416,2013.0,Q3,,2013-09-30,2013-10-24 09:52:18+00:00,214098000.0,,1445649000.0,,1349994000.0,4491685000.0,,196870000.0,173665000.0,,139423000.0,2056657000.0,45006000.0,4216064000.0,27612000.0,,2108756000.0,296922000.0,,440524000.0,,69421000.0,,115098000.0,8693722000.0,4491685000.0,5635479000.0,2145380000.0,4491685000.0,4491685000.0,4202037000.0,8693722000.0,3030631000.0,2056657000.0,
PulteGroup Inc,PHM,,822416,2013.0,Q2,,2013-06-30,2013-07-25 09:54:08+00:00,207750000.0,,1406656000.0,,1212668000.0,2328215000.0,,200646000.0,167076000.0,,142698000.0,2082062000.0,44378000.0,4272834000.0,33751000.0,,,237595000.0,,441904000.0,,66443000.0,,59866000.0,6452271000.0,2328215000.0,5551945000.0,2041994000.0,2328215000.0,2328215000.0,4124056000.0,6452271000.0,866575000.0,2082062000.0,
PulteGroup Inc,PHM,,822416,2013.0,Q1,,2013-03-31,2013-04-25 10:08:58+00:00,176696000.0,,1397638000.0,,1592924000.0,2275515000.0,,196863000.0,126069000.0,,145973000.0,2511729000.0,44744000.0,4204950000.0,38988000.0,,,238204000.0,,408781000.0,,66577000.0,,56631000.0,6741141000.0,2275515000.0,5864451000.0,1953897000.0,2275515000.0,2275515000.0,4465626000.0,6741141000.0,837702000.0,2511729000.0,
PulteGroup Inc,PHM,,822416,2014.0,FY,,2014-12-31,2015-07-23 09:57:07+00:00,,,,,1292862000.0,4804954000.0,,,,,123115000.0,1958802000.0,40368000.0,4493290000.0,30186000.0,142642000.0,1720668000.0,339531000.0,,513032000.0,1663012000.0,16358000.0,,,8569410000.0,4804954000.0,5802510000.0,,4804954000.0,4804954000.0,3764456000.0,8569410000.0,2736714000.0,3764456000.0,
PulteGroup Inc,PHM,,822416,2014.0,Q3,,2014-09-30,2014-10-23 09:50:33+00:00,299004000.0,,1327819000.0,,1221817000.0,4710409000.0,,196214000.0,192551000.0,,126340000.0,1888648000.0,40295000.0,4524963000.0,16817000.0,,1922294000.0,236372000.0,,500744000.0,,25003000.0,,,8614645000.0,4710409000.0,5771783000.0,2015588000.0,4710409000.0,4710409000.0,3904236000.0,8614645000.0,2826045000.0,1888648000.0,
PulteGroup Inc,PHM,,822416,2014.0,Q2,,2014-06-30,2014-07-24 09:53:57+00:00,253915000.0,,1301186000.0,,1170934000.0,4638044000.0,,193146000.0,206991000.0,,129598000.0,1815548000.0,40131000.0,4277449000.0,27294000.0,,2001726000.0,221607000.0,,496990000.0,,101607000.0,,58506000.0,8467336000.0,4638044000.0,5549990000.0,2013744000.0,4638044000.0,4638044000.0,3829292000.0,8467336000.0,2890052000.0,1815548000.0,
PulteGroup Inc,PHM,,822416,2014.0,Q1,,2014-03-31,2014-04-24 10:19:49+00:00,205234000.0,,1257854000.0,,1268162000.0,4664063000.0,,205810000.0,168573000.0,,132873000.0,1814041000.0,40120000.0,4106825000.0,22200000.0,,2034668000.0,209921000.0,,461046000.0,,75596000.0,,35836000.0,8351411000.0,4664063000.0,5450583000.0,1873307000.0,4664063000.0,4664063000.0,3687348000.0,8351411000.0,2878628000.0,1814041000.0,
PulteGroup Inc,PHM,,822416,2015.0,FY,,2015-12-31,2017-02-01 12:35:36+00:00,327725000.0,,1516783000.0,-609000.0,754161000.0,3097293000.0,,57050000.0,186141000.0,,110215000.0,2342382000.0,41267000.0,5531550000.0,,,1394879000.0,442715000.0,,893345000.0,,21274000.0,1662641000.0,,9189406000.0,4759325000.0,6306985000.0,2087699000.0,4759325000.0,4759325000.0,4430081000.0,9189406000.0,2882421000.0,2342382000.0,0.0
PulteGroup Inc,PHM,,822416,2015.0,Q3,,2015-09-30,2015-10-22 10:56:32+00:00,372498000.0,,1373910000.0,,734153000.0,4571605000.0,,50906000.0,241047000.0,,113440000.0,2191612000.0,41509000.0,5326062000.0,102548000.0,,1549304000.0,270658000.0,,637962000.0,,25942000.0,,,8801578000.0,4571605000.0,6086157000.0,2038361000.0,4571605000.0,4571605000.0,4229973000.0,8801578000.0,2612873000.0,2191612000.0,
PulteGroup Inc,PHM,,822416,2015.0,Q2,,2015-06-30,2015-07-23 09:57:07+00:00,290436000.0,,1292321000.0,,460361000.0,4606259000.0,,48774000.0,217315000.0,,116665000.0,1702851000.0,40232000.0,4977073000.0,98264000.0,,1617609000.0,269544000.0,,561034000.0,,17174000.0,,,8157956000.0,4606259000.0,5454608000.0,1848846000.0,4606259000.0,4606259000.0,3551697000.0,8157956000.0,2605084000.0,1702851000.0,
PulteGroup Inc,PHM,,822416,2015.0,Q1,,2015-03-31,2015-04-23 09:59:26+00:00,271165000.0,,1307387000.0,,1053927000.0,4741994000.0,,47346000.0,177763000.0,,119890000.0,1887630000.0,41474000.0,4723579000.0,62261000.0,,1679863000.0,226292000.0,,511665000.0,,14334000.0,,,8433285000.0,4741994000.0,5791840000.0,1803661000.0,4741994000.0,4741994000.0,3691291000.0,8433285000.0,2579184000.0,1887630000.0,
PulteGroup Inc,PHM,,822416,2016.0,FY,,2016-12-31,2018-02-07 17:06:48+00:00,405455000.0,,1429712000.0,-526000.0,698882000.0,3119681000.0,,34860000.0,187891000.0,,154792000.0,3460919000.0,51447000.0,6802383000.0,,,1049408000.0,539496000.0,,857426000.0,,24366000.0,1540208000.0,,10178200000.0,4659363000.0,7525631000.0,2057918000.0,4659363000.0,4659363000.0,5518837000.0,10178200000.0,2652569000.0,3460919000.0,0.0
PulteGroup Inc,PHM,,822416,2016.0,Q3,,2016-09-30,2016-10-20 09:48:30+00:00,378423000.0,,1270353000.0,,434205000.0,4672032000.0,,33562000.0,248302000.0,,158242000.0,3268860000.0,51768000.0,7007710000.0,,,1195905000.0,349012000.0,,647706000.0,,26984000.0,,,9871532000.0,4672032000.0,7468899000.0,1930640000.0,4672032000.0,4672032000.0,5199500000.0,9871532000.0,2402633000.0,3268860000.0,
PulteGroup Inc,PHM,,822416,2016.0,Q2,,2016-06-30,2016-07-21 10:29:30+00:00,340847000.0,,1269263000.0,,229187000.0,4818117000.0,,33980000.0,252259000.0,,161372000.0,2792590000.0,52500000.0,6715245000.0,,,1277096000.0,364004000.0,,681168000.0,,26484000.0,,,9507056000.0,4818117000.0,6970916000.0,1896349000.0,4818117000.0,4818117000.0,4688939000.0,9507056000.0,2536140000.0,2792590000.0,
PulteGroup Inc,PHM,,822416,2016.0,Q1,,2016-03-31,2016-04-21 10:02:10+00:00,331932000.0,,1294892000.0,,995696000.0,4773527000.0,,33460000.0,223692000.0,,163185000.0,3185977000.0,53090000.0,6287496000.0,,,1344853000.0,290578000.0,,686163000.0,,22419000.0,,,9843480000.0,4773527000.0,7305611000.0,1883976000.0,4773527000.0,4773527000.0,5069953000.0,9843480000.0,2537869000.0,3185977000.0,
PulteGroup Inc,PHM,,822416,2017.0,FY,,2017-12-31,2018-07-26 16:18:22+00:00,393815000.0,,1356333000.0,,272683000.0,4154026000.0,,86925000.0,250779000.0,,140992000.0,3444771000.0,62957000.0,7215514000.0,,,645295000.0,570600000.0,,745123000.0,,33485000.0,,,9686649000.0,4154026000.0,7521682000.0,2087852000.0,4154026000.0,4154026000.0,5532623000.0,9686649000.0,2164967000.0,3444771000.0,
PulteGroup Inc,PHM,,822416,2017.0,Q3,,2017-09-30,2017-10-24 10:56:27+00:00,441481000.0,,1439254000.0,,158237000.0,4345085000.0,,,306641000.0,,144442000.0,3355808000.0,61497000.0,7466301000.0,,,939759000.0,364734000.0,,797439000.0,83000000.0,38860000.0,,,9971269000.0,4345085000.0,7663398000.0,2187376000.0,4345085000.0,4345085000.0,5626184000.0,9971269000.0,2307871000.0,3438808000.0,
PulteGroup Inc,PHM,,822416,2017.0,Q2,,2017-06-30,2017-07-25 10:00:39+00:00,407691000.0,,1406598000.0,,208203000.0,4444002000.0,,,290890000.0,,147892000.0,3263697000.0,59617000.0,7194816000.0,,,986787000.0,364939000.0,,818972000.0,,31652000.0,,,9812878000.0,4444002000.0,7434671000.0,2105179000.0,4444002000.0,4444002000.0,5368876000.0,9812878000.0,2378207000.0,3263697000.0,
PulteGroup Inc,PHM,,822416,2017.0,Q1,,2017-03-31,2017-04-25 09:50:24+00:00,367180000.0,,1360418000.0,,397758000.0,4660145000.0,,41941000.0,240745000.0,,151342000.0,3250385000.0,65293000.0,7076898000.0,,,1028414000.0,345379000.0,,829625000.0,,26105000.0,,,9920814000.0,4660145000.0,7500761000.0,2010284000.0,4660145000.0,4660145000.0,5260669000.0,9920814000.0,2420053000.0,3250385000.0,
PulteGroup Inc,PHM,,822416,2018.0,FY,,2018-12-31,2020-01-30 14:10:58+00:00,352029000.0,,1360483000.0,-345000.0,1110088000.0,3204198000.0,,11580000.0,254624000.0,,127192000.0,3376478000.0,54590000.0,7290202000.0,,,275579000.0,461354000.0,,830359000.0,,23612000.0,1613929000.0,,10172976000.0,4817782000.0,8423902000.0,1978716000.0,4817782000.0,4817782000.0,5355194000.0,10172976000.0,1749074000.0,3376478000.0,0.0
PulteGroup Inc,PHM,,822416,2018.0,Q3,,2018-09-30,2018-10-23 16:18:27+00:00,465833000.0,,1251518000.0,,728631000.0,4728878000.0,,10324000.0,342400000.0,,130642000.0,3256151000.0,54278000.0,7555359000.0,,,408029000.0,349784000.0,,797976000.0,,30381000.0,,,10055080000.0,4728878000.0,8314371000.0,2070075000.0,4728878000.0,4728878000.0,5326202000.0,10055080000.0,1740709000.0,3256151000.0,
PulteGroup Inc,PHM,,822416,2018.0,Q2,,2018-06-30,2018-07-26 16:18:22+00:00,399330000.0,,1242349000.0,,367091000.0,4526712000.0,,22484000.0,354968000.0,,134092000.0,3269733000.0,61718000.0,7577606000.0,,,511381000.0,369634000.0,,759230000.0,,34824000.0,,,9815576000.0,4526712000.0,7979521000.0,2019131000.0,4526712000.0,4526712000.0,5288864000.0,9815576000.0,1836055000.0,3269733000.0,
PulteGroup Inc,PHM,,822416,2018.0,Q1,,2018-03-31,2018-04-24 10:23:04+00:00,446304000.0,,1226233000.0,,150821000.0,4274657000.0,,115667000.0,308864000.0,,137542000.0,3334670000.0,64810000.0,7534550000.0,,,614898000.0,385453000.0,,784355000.0,,33966000.0,,,9706395000.0,4274657000.0,7719337000.0,2097068000.0,4274657000.0,4274657000.0,5431738000.0,9706395000.0,1987058000.0,3334670000.0,
PulteGroup Inc,PHM,,822416,2019.0,FY,,2019-12-31,2020-04-23 16:07:57+00:00,435916000.0,,1399368000.0,,1217913000.0,5458180000.0,,36093000.0,,,124992000.0,3091613000.0,59766000.0,7704623000.0,,,170107000.0,508967000.0,294427000.0,895686000.0,0.0,33543000.0,,,10715597000.0,5458180000.0,8956079000.0,2165804000.0,5458180000.0,5458180000.0,5257417000.0,10715597000.0,1759518000.0,3091613000.0,
PulteGroup Inc,PHM,,822416,2019.0,Q3,,2019-09-30,2019-10-22 16:01:18+00:00,389843000.0,,1327241000.0,,736986000.0,5181592000.0,,38624000.0,333700000.0,,128592000.0,2993541000.0,62182000.0,7864554000.0,,,191802000.0,383893000.0,,864846000.0,,31658000.0,,,10264513000.0,5181592000.0,8633198000.0,2089408000.0,5181592000.0,5181592000.0,5082921000.0,10264513000.0,1631315000.0,2993541000.0,
PulteGroup Inc,PHM,,822416,2019.0,Q2,,2019-06-30,2019-07-23 15:59:23+00:00,380363000.0,,1308459000.0,,631309000.0,5069807000.0,,27913000.0,334484000.0,,132192000.0,2974511000.0,58246000.0,7840710000.0,,,224104000.0,343732000.0,,837279000.0,,27965000.0,,,10095537000.0,5069807000.0,8499984000.0,2051219000.0,5069807000.0,5069807000.0,5025730000.0,10095537000.0,1595553000.0,2974511000.0,
PulteGroup Inc,PHM,,822416,2019.0,Q1,,2019-03-31,2019-04-23 16:22:09+00:00,444322000.0,,1270367000.0,,1055457000.0,4933439000.0,,18108000.0,294548000.0,,123742000.0,3246552000.0,55725000.0,7545974000.0,,,250881000.0,326995000.0,,823066000.0,,25496000.0,,,10207336000.0,4933439000.0,8626927000.0,2027345000.0,4933439000.0,4933439000.0,5273897000.0,10207336000.0,1580409000.0,3246552000.0,
PulteGroup Inc,PHM,,822416,2020.0,Q1,,2020-03-31,2020-04-23 16:07:57+00:00,429724000.0,,1319808000.0,,1816778000.0,5530391000.0,,72546000.0,,,178553000.0,3025932000.0,54495000.0,7889300000.0,,,150387000.0,363854000.0,344973000.0,935532000.0,700000000.0,34475000.0,,,11423374000.0,5530391000.0,9740553000.0,2167051000.0,5530391000.0,5530391000.0,5892983000.0,11423374000.0,1682821000.0,3725932000.0,
