company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
PulteGroup Inc,PHM,,822416,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 09:09:55+00:00,,-194666000.0,10002000.0,73980000.0,0.0,-1841000.0,1040814000.0,4543000.0,,-567654000.0,-55944000.0,1220392000.0,-567654000.0,-55944000.0,1220392000.0,594953000.0,-1473113000.0,-1473113000.0,1578711000.0,,,-41119000.0,-54619000.0,-18878000.0,-525818000.0,-5260000.0,12239000.0,5314000.0
PulteGroup Inc,PHM,,822416,2009.0,Q4,2009-10-01,2009-12-31,,-35144000.0,5674000.0,16056000.0,14904000.0,,-570000.0,-346301000.0,2177000.0,,-48010000.0,-18488000.0,398844000.0,-48010000.0,-18488000.0,398844000.0,331776000.0,-116897000.0,-116897000.0,847138000.0,,,,28451000.0,-13794000.0,-49258000.0,-929000.0,1495000.0,504000.0
PulteGroup Inc,PHM,,822416,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 09:52:17+00:00,-35144000.0,-357190000.0,42362000.0,54246000.0,1748742000.0,,244477000.0,4782000.0,,-2230031000.0,1693811000.0,729355000.0,-2230031000.0,1693811000.0,729355000.0,193135000.0,-1182567000.0,-1182567000.0,1613199000.0,,0.0,,,-39252000.0,-2227429000.0,-7384000.0,17414000.0,2051000.0
PulteGroup Inc,PHM,,822416,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 07:13:19+00:00,,-362864000.0,26306000.0,39342000.0,1748742000.0,570000.0,590778000.0,2605000.0,,-2182021000.0,1712299000.0,330511000.0,-2182021000.0,1712299000.0,330511000.0,-138641000.0,-1065670000.0,-1065670000.0,766061000.0,,,,-28451000.0,-25458000.0,-2178171000.0,-6455000.0,15919000.0,1547000.0
PulteGroup Inc,PHM,,822416,2009.0,Q3,2009-07-01,2009-09-30,,,1167000.0,22573000.0,14539000.0,1748742000.0,-1090000.0,42352000.0,2014000.0,,-1792769000.0,1743881000.0,-69439000.0,-1792769000.0,1743881000.0,-69439000.0,-119417000.0,-361387000.0,-361387000.0,235057000.0,,,,-15341000.0,-3138000.0,-1789933000.0,-4850000.0,13183000.0,435000.0
PulteGroup Inc,PHM,,822416,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 16:09:45+00:00,,-364031000.0,3733000.0,24803000.0,,1660000.0,548426000.0,591000.0,,-389252000.0,-31582000.0,399950000.0,-389252000.0,-31582000.0,399950000.0,-19224000.0,-704283000.0,-704283000.0,531004000.0,,,,-13110000.0,-22320000.0,-388238000.0,-1605000.0,2736000.0,1112000.0
PulteGroup Inc,PHM,,822416,2010.0,FY,2010-01-01,2010-12-31,2013-02-06 15:14:15+00:00,-22890000.0,-941283000.0,18367000.0,45660000.0,,,687310000.0,8668000.0,,-949666000.0,-19455000.0,592124000.0,-949666000.0,-19455000.0,592124000.0,-376997000.0,-1096729000.0,-1096729000.0,955883000.0,,0.0,,,-15179000.0,-954311000.0,-4023000.0,16834000.0,1780000.0
PulteGroup Inc,PHM,,822416,2010.0,Q4,2010-10-01,2010-12-31,,-224000.0,-56681000.0,31238000.0,10730000.0,,,-223874000.0,,,-935410000.0,-173000.0,-206462000.0,-935410000.0,-173000.0,-206462000.0,-1142045000.0,-165428000.0,-165428000.0,172110000.0,,-9898000.0,,,-3532000.0,-934502000.0,-908000.0,12941000.0,540000.0
PulteGroup Inc,PHM,,822416,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-28 16:26:50+00:00,-22666000.0,-884602000.0,-12871000.0,34930000.0,,,911184000.0,8668000.0,,-14256000.0,-19282000.0,798586000.0,-14256000.0,-19282000.0,798586000.0,765048000.0,-931301000.0,-931301000.0,783773000.0,,9898000.0,,,-11647000.0,-19809000.0,-3115000.0,3893000.0,1240000.0
PulteGroup Inc,PHM,,822416,2010.0,Q3TTM,2009-10-01,2010-09-30,,-57810000.0,-878928000.0,3185000.0,49834000.0,,-570000.0,564883000.0,10845000.0,,-62266000.0,-37770000.0,1197430000.0,-62266000.0,-37770000.0,1197430000.0,1096824000.0,-1048198000.0,-1048198000.0,1630911000.0,,9898000.0,,28451000.0,-25441000.0,-69067000.0,-4044000.0,5388000.0,1744000.0
PulteGroup Inc,PHM,,822416,2010.0,Q3,2010-07-01,2010-09-30,,-3047000.0,5507000.0,-17283000.0,10574000.0,,,200160000.0,51000.0,-57008000.0,-76668000.0,4805000.0,-51481000.0,-76668000.0,4805000.0,-51481000.0,-123344000.0,-995116000.0,-995116000.0,732901000.0,,10429000.0,,,-2949000.0,-18345000.0,-1366000.0,200000.0,172000.0
PulteGroup Inc,PHM,,822416,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-01 08:01:27+00:00,-19619000.0,-890109000.0,4412000.0,24356000.0,,,711024000.0,8617000.0,57008000.0,62412000.0,-24087000.0,850067000.0,62412000.0,-24087000.0,850067000.0,888392000.0,63815000.0,63815000.0,50872000.0,,-531000.0,,,-8698000.0,-1464000.0,-1749000.0,3693000.0,1068000.0
PulteGroup Inc,PHM,,822416,2010.0,Q2TTM,2009-07-01,2010-06-30,,-54763000.0,-883268000.0,43041000.0,53799000.0,1748742000.0,-1660000.0,407075000.0,12808000.0,57008000.0,-1778367000.0,1701306000.0,1179472000.0,-1778367000.0,1701306000.0,1179472000.0,1100751000.0,-414469000.0,-414469000.0,1133067000.0,,-531000.0,,13110000.0,-25630000.0,-1840655000.0,-7528000.0,18371000.0,2007000.0
PulteGroup Inc,PHM,,822416,2010.0,Q2,2010-04-01,2010-06-30,,-19619000.0,-103879000.0,-6575000.0,11470000.0,,,49644000.0,528000.0,16758000.0,15900000.0,-23426000.0,172500000.0,15900000.0,-23426000.0,172500000.0,164974000.0,76303000.0,76303000.0,35083000.0,,-531000.0,,1217000.0,-5373000.0,-1334000.0,-52000.0,288000.0,592000.0
PulteGroup Inc,PHM,,822416,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 17:17:43+00:00,,-786230000.0,10987000.0,12886000.0,,,661380000.0,8089000.0,40250000.0,46512000.0,-661000.0,677567000.0,46512000.0,-661000.0,677567000.0,723418000.0,-12488000.0,-12488000.0,15789000.0,,,,-1217000.0,-3325000.0,-130000.0,-1697000.0,3405000.0,476000.0
PulteGroup Inc,PHM,,822416,2011.0,Q4,2011-10-01,2011-12-31,,0.0,-56502000.0,19834000.0,7469000.0,,,116770000.0,,,-253597000.0,,177245000.0,-253597000.0,381000.0,177245000.0,-75971000.0,13821000.0,13821000.0,39185000.0,,0.0,,,0.0,-252782000.0,-815000.0,0.0,0.0
PulteGroup Inc,PHM,,822416,2011.0,FY,2011-01-01,2011-12-31,2014-02-05 15:49:29+00:00,-4603000.0,-62167000.0,-9623000.0,32098000.0,,,-119341000.0,0.0,0.0,-323969000.0,-93629000.0,17279000.0,-323969000.0,-93629000.0,17279000.0,-400319000.0,-210388000.0,-210388000.0,314910000.0,,-83199000.0,0.0,,-21238000.0,-321133000.0,-2836000.0,4856000.0,10555000.0
PulteGroup Inc,PHM,,822416,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 09:51:22+00:00,-3749000.0,-5665000.0,-29457000.0,24629000.0,,,-236111000.0,0.0,,-70372000.0,-94459000.0,-159966000.0,-70372000.0,-94010000.0,-159966000.0,-324348000.0,-224209000.0,-224209000.0,275725000.0,,-89385000.0,,,-15162000.0,-68351000.0,-2021000.0,4388000.0,9449000.0
PulteGroup Inc,PHM,,822416,2011.0,Q3TTM,2010-10-01,2011-09-30,,-3973000.0,-62346000.0,1781000.0,35359000.0,,,-459985000.0,,,-1005782000.0,-94632000.0,-366428000.0,-1005782000.0,-94183000.0,-366428000.0,-1466393000.0,-389637000.0,-389637000.0,447835000.0,,-99283000.0,,,-18694000.0,-1002853000.0,-2929000.0,17329000.0,9989000.0
PulteGroup Inc,PHM,,822416,2011.0,Q3,2011-07-01,2011-09-30,,0.0,-1814000.0,-23542000.0,7656000.0,,,-73000000.0,,,415000.0,,59361000.0,415000.0,10409000.0,59361000.0,70185000.0,-129298000.0,-129298000.0,254003000.0,,0.0,,,0.0,480000.0,-65000.0,0.0,0.0
PulteGroup Inc,PHM,,822416,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 09:38:16+00:00,-3184000.0,-3851000.0,-5915000.0,16973000.0,,,-163111000.0,,,-70787000.0,-104938000.0,-219327000.0,-70787000.0,-104419000.0,-219327000.0,-394533000.0,-94911000.0,-94911000.0,21722000.0,,-103940000.0,,,-10848000.0,-68831000.0,-1956000.0,3856000.0,9178000.0
PulteGroup Inc,PHM,,822416,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.0,-55025000.0,8040000.0,38277000.0,,,-186825000.0,51000.0,-57008000.0,-1082865000.0,,-477270000.0,-1082865000.0,-99787000.0,-477270000.0,-1659922000.0,-1255455000.0,-1255455000.0,926733000.0,,0.0,,,0.0,-1021678000.0,-4230000.0,0.0,0.0
PulteGroup Inc,PHM,,822416,2011.0,Q2,2011-04-01,2011-06-30,,0.0,-929000.0,17918000.0,8003000.0,,,-137707000.0,,,-56506000.0,,-169686000.0,-56506000.0,9627000.0,-169686000.0,-216565000.0,-55385000.0,-55385000.0,15403000.0,,0.0,,,0.0,-55519000.0,-987000.0,0.0,0.0
PulteGroup Inc,PHM,,822416,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 09:39:41+00:00,-1968000.0,-2922000.0,-23833000.0,8970000.0,,,-25404000.0,,,-14281000.0,-114046000.0,-49641000.0,-14281000.0,-114046000.0,-49641000.0,-177968000.0,-39526000.0,-39526000.0,6319000.0,,-109667000.0,,,-6128000.0,-13312000.0,-969000.0,1276000.0,2441000.0
PulteGroup Inc,PHM,,822416,2011.0,Q1TTM,2010-04-01,2011-03-31,,-24858000.0,-157975000.0,-16453000.0,41744000.0,,,526000.0,579000.0,-40250000.0,-1010459000.0,-132840000.0,-135084000.0,-1010459000.0,-132840000.0,-135084000.0,-1278383000.0,-1123767000.0,-1123767000.0,946413000.0,,-109667000.0,,1217000.0,-17982000.0,-967493000.0,-3295000.0,14705000.0,3745000.0
PulteGroup Inc,PHM,,822416,2012.0,Q4,2012-10-01,2012-12-31,,-15190000.0,-421000.0,26602000.0,7749000.0,,,222101000.0,6338000.0,35795000.0,-483213000.0,-12664000.0,338908000.0,-485135000.0,-12664000.0,338908000.0,-158891000.0,58742000.0,58742000.0,50316000.0,,1821000.0,,,-3345000.0,-526307000.0,961000.0,1169000.0,2881000.0
PulteGroup Inc,PHM,,822416,2012.0,FY,2012-01-01,2012-12-31,2015-02-04 11:43:07+00:00,-16456000.0,-13322000.0,-1470000.0,30027000.0,,,438020000.0,33770000.0,138795000.0,-446235000.0,9706000.0,760140000.0,-448157000.0,9706000.0,760140000.0,321689000.0,206145000.0,206145000.0,85948000.0,,28653000.0,0.0,,-13942000.0,-618800000.0,,3865000.0,7586000.0
PulteGroup Inc,PHM,,822416,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-24 09:52:18+00:00,-1266000.0,-12901000.0,-28072000.0,22278000.0,,,215919000.0,27432000.0,103000000.0,36978000.0,22370000.0,421232000.0,36978000.0,22370000.0,421232000.0,480580000.0,147403000.0,147403000.0,35632000.0,,26832000.0,0.0,,-10597000.0,-92493000.0,-961000.0,2696000.0,4705000.0
PulteGroup Inc,PHM,,822416,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.0,-69403000.0,-8238000.0,29747000.0,,,332689000.0,27432000.0,103000000.0,-216619000.0,,598477000.0,-216619000.0,22751000.0,598477000.0,404609000.0,161224000.0,161224000.0,74817000.0,,0.0,,,0.0,-345275000.0,-1776000.0,0.0,0.0
PulteGroup Inc,PHM,,822416,2012.0,Q3,2012-07-01,2012-09-30,,-408000.0,-1145000.0,-22232000.0,7450000.0,,,71161000.0,27432000.0,102600000.0,37486000.0,5995000.0,209692000.0,37486000.0,5995000.0,209692000.0,253173000.0,116633000.0,116633000.0,14448000.0,,9925000.0,,,-3600000.0,-92493000.0,-53000.0,,78000.0
PulteGroup Inc,PHM,,822416,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-25 09:54:08+00:00,-858000.0,-11756000.0,-5840000.0,14828000.0,,,144758000.0,0.0,400000.0,-508000.0,16375000.0,211540000.0,-508000.0,16375000.0,211540000.0,227407000.0,30770000.0,30770000.0,21184000.0,,16907000.0,,,-6997000.0,0.0,-908000.0,2696000.0,4627000.0
PulteGroup Inc,PHM,,822416,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.0,-70072000.0,-9548000.0,29953000.0,,,188528000.0,,400000.0,-253690000.0,,448146000.0,-253690000.0,27165000.0,448146000.0,221621000.0,-84707000.0,-84707000.0,314372000.0,,0.0,,,0.0,-252302000.0,-1788000.0,0.0,0.0
PulteGroup Inc,PHM,,822416,2012.0,Q2,2012-04-01,2012-06-30,,-809000.0,-614000.0,16968000.0,7435000.0,,,37353000.0,,-1520000.0,-1583000.0,3476000.0,96850000.0,-1583000.0,3476000.0,96850000.0,98743000.0,42436000.0,42436000.0,9626000.0,,4676000.0,,,-3239000.0,,-63000.0,2696000.0,152000.0
PulteGroup Inc,PHM,,822416,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 10:08:58+00:00,-49000.0,-11142000.0,-22808000.0,7393000.0,,,107405000.0,0.0,1920000.0,1075000.0,12899000.0,114690000.0,1075000.0,12899000.0,114690000.0,128664000.0,-11666000.0,-11666000.0,11558000.0,,12231000.0,,,-3758000.0,0.0,-845000.0,0.0,4475000.0
PulteGroup Inc,PHM,,822416,2012.0,Q1TTM,2011-04-01,2012-03-31,,-2684000.0,-70387000.0,-8598000.0,30521000.0,,,13468000.0,,1920000.0,-308613000.0,33316000.0,181610000.0,-308613000.0,33316000.0,181610000.0,-93687000.0,-182528000.0,-182528000.0,320149000.0,,38699000.0,,,-18868000.0,-307821000.0,-2712000.0,3580000.0,12589000.0
