company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PulteGroup Inc,PHM,,822416,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 09:09:55+00:00,-5.81,-5.81,0.16,-5.81,,-209486000.0,-1473113000.0,-1473113000.0,-1473113000.0,7102257000.0,6263054000.0,-39571000.0,814508000.0,7102257000.0,-839203000.0,2908000.0,13591000.0,814508000.0,-1653711000.0,-28888000.0,-1682599000.0,6263054000.0,253500000.0,253512000.0,253512000.0
PulteGroup Inc,PHM,,822416,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 09:52:17+00:00,-3.94,-3.94,0.0,-3.94,,-792552000.0,-1182567000.0,-1182567000.0,-1182567000.0,4658498000.0,4084389000.0,-685829000.0,672434000.0,4658498000.0,-574109000.0,2262000.0,-40485000.0,672434000.0,-1246543000.0,-728576000.0,-1975119000.0,4084389000.0,300100000.0,300179000.0,300179000.0
PulteGroup Inc,PHM,,822416,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 07:13:19+00:00,-1.15,-1.15,,-1.15,,2668000.0,-361387000.0,-361387000.0,-361387000.0,1135669000.0,1091094000.0,-89819000.0,221538000.0,1135669000.0,-44575000.0,431000.0,-2356000.0,221538000.0,-266113000.0,-92606000.0,-358719000.0,1091094000.0,314200000.0,312996000.0,312996000.0
PulteGroup Inc,PHM,,822416,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 16:09:45+00:00,-0.74,-0.74,0.0,-0.74,,2536000.0,-189465000.0,-189465000.0,-189465000.0,766327000.0,678580000.0,23375000.0,122263000.0,766327000.0,-87747000.0,436000.0,142000.0,122263000.0,-210010000.0,23081000.0,-186929000.0,678580000.0,256000000.0,254764000.0,254764000.0
PulteGroup Inc,PHM,,822416,2010.0,Q4,2010-10-01,2010-12-31,,-0.44,-0.44,,-0.44,,-25047000.0,-165428000.0,-165428000.0,-165428000.0,1158980000.0,1185270000.0,-68613000.0,150738000.0,1158980000.0,26290000.0,440000.0,3026000.0,150738000.0,-124448000.0,-66027000.0,-190475000.0,1185270000.0,378200000.0,378585000.0,378585000.0
PulteGroup Inc,PHM,,822416,2010.0,FY,2010-01-01,2010-12-31,2013-02-06 15:14:15+00:00,-2.9,-2.9,,-2.9,,-137817000.0,-1096729000.0,-1096729000.0,-1096729000.0,4176062000.0,4569290000.0,-742385000.0,895102000.0,4176062000.0,393228000.0,2729000.0,12442000.0,895102000.0,-501874000.0,-732672000.0,-1234546000.0,4569290000.0,378200000.0,378585000.0,378585000.0
PulteGroup Inc,PHM,,822416,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 16:26:50+00:00,-2.63,-2.63,0.0,-2.63,,-28721000.0,-995116000.0,-995116000.0,-995116000.0,981087000.0,1057764000.0,-672979000.0,425643000.0,981087000.0,76677000.0,789000.0,-1103000.0,425643000.0,-348966000.0,-674871000.0,-1023837000.0,1057764000.0,378400000.0,378842000.0,378842000.0
PulteGroup Inc,PHM,,822416,2010.0,Q3YTD,2010-01-01,2010-09-30,,-2.46,-2.46,,-2.46,,-112770000.0,-931301000.0,-931301000.0,-931301000.0,3017082000.0,3384020000.0,-673772000.0,744364000.0,3017082000.0,366938000.0,2289000.0,9416000.0,744364000.0,-377426000.0,-666645000.0,-1044071000.0,3384020000.0,378400000.0,378842000.0,378842000.0
PulteGroup Inc,PHM,,822416,2010.0,Q2,2010-04-01,2010-06-30,2011-08-01 08:01:27+00:00,0.2,0.2,,0.2,,-82029000.0,76303000.0,76303000.0,76303000.0,1151791000.0,1305898000.0,-9234000.0,157415000.0,1151791000.0,154107000.0,1018000.0,7834000.0,157415000.0,-3308000.0,-2418000.0,-5726000.0,1305898000.0,381500000.0,378618000.0,380412000.0
PulteGroup Inc,PHM,,822416,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.17,0.17,,0.17,,-84049000.0,63815000.0,63815000.0,63815000.0,2035995000.0,2326256000.0,-793000.0,318721000.0,2035995000.0,290261000.0,1500000.0,10519000.0,318721000.0,-28460000.0,8226000.0,-20234000.0,2326256000.0,381500000.0,378618000.0,380412000.0
