company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2008.0,FY,,2008-12-31,2010-02-26 14:46:36+00:00,1922399000.0,879622000.0,-596341000.0,376671000.0,,582644000.0,441556000.0,70063000.0,91816000.0,,2251830000.0,,375822000.0,3934865000.0,201921000.0,161321000.0,972209000.0,127723000.0,738391000.0,1419964000.0,1455746000.0,78108000.0,,,,,417685000.0,823322000.0,,374165000.0,4179904000.0,770501000.0,21551000.0,8810236000.0,-287762000.0,3043082000.0,3226272000.0,-286779000.0,-286779000.0,8722850000.0,8810236000.0,4794945000.0,5496578000.0,983000.0,-4453969000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,FY,,2009-12-31,2011-02-25 21:09:10+00:00,1748254000.0,816852000.0,-459792000.0,412737000.0,,579471000.0,447786000.0,101248000.0,144385000.0,,2286904000.0,,316417000.0,4213640000.0,233359000.0,156502000.0,875111000.0,145388000.0,872655000.0,1355442000.0,1370918000.0,98297000.0,,,,,387182000.0,625079000.0,,296370000.0,4291393000.0,226022000.0,14682000.0,8571039000.0,-4024000.0,2971236000.0,2566447000.0,-3152000.0,-3152000.0,8277821000.0,8571039000.0,4724692000.0,5711374000.0,872000.0,-4415096000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,Q3,,2009-09-30,2009-11-06 13:32:28+00:00,1693697000.0,772077000.0,-461550000.0,441128000.0,,574611000.0,452380000.0,73386000.0,112908000.0,,2294594000.0,,319040000.0,4218646000.0,231088000.0,176626000.0,903100000.0,66280000.0,660197000.0,1370460000.0,1365631000.0,98736000.0,,,,,414215000.0,783750000.0,,374165000.0,4380513000.0,170783000.0,17660000.0,8544021000.0,76615000.0,2945244000.0,2429768000.0,77495000.0,77495000.0,8092361000.0,8544021000.0,4695677000.0,5662593000.0,880000.0,-4416959000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,Q2,,2009-06-30,2009-08-05 16:45:09+00:00,1722404000.0,796119000.0,-533571000.0,445262000.0,,572650000.0,491073000.0,91465000.0,103042000.0,,2276151000.0,,341612000.0,4209129000.0,212235000.0,171267000.0,912657000.0,58044000.0,617553000.0,1382681000.0,1365188000.0,102911000.0,,,,,389188000.0,788244000.0,,374165000.0,4351845000.0,292869000.0,23399000.0,8568179000.0,-31276000.0,2995611000.0,2609388000.0,-30300000.0,-30300000.0,8224314000.0,8568179000.0,4659911000.0,5614926000.0,976000.0,-4422200000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2010.0,Q3,,2010-09-30,2010-11-05 15:32:17+00:00,1694745000.0,725667000.0,-451880000.0,386046000.0,,571138000.0,461573000.0,112719000.0,130114000.0,,2312304000.0,,304186000.0,4242845000.0,241125000.0,187875000.0,774255000.0,108546000.0,851079000.0,1245798000.0,1308821000.0,102838000.0,,,,,484376000.0,573447000.0,,296370000.0,4293549000.0,135674000.0,21351000.0,8315907000.0,-70748000.0,2845317000.0,2422106000.0,-69940000.0,-69940000.0,8089477000.0,8315907000.0,4696335000.0,5667371000.0,808000.0,-4483555000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2010.0,Q2,,2010-06-30,2010-08-05 16:41:54+00:00,1661401000.0,710019000.0,-583181000.0,459451000.0,,568000000.0,465972000.0,146859000.0,139593000.0,,2211544000.0,,280829000.0,4233469000.0,232820000.0,182974000.0,786103000.0,107963000.0,861432000.0,1226406000.0,1329000000.0,99856000.0,,,,,481404000.0,590429000.0,,296370000.0,4280409000.0,149082000.0,21839000.0,8277067000.0,-121509000.0,2949998000.0,2416048000.0,-120681000.0,-120681000.0,8101378000.0,8277067000.0,4540966000.0,5685330000.0,828000.0,-4386737000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2010.0,Q1,,2010-03-31,2010-05-05 16:12:13+00:00,1661467000.0,765438000.0,-483232000.0,476940000.0,,570260000.0,482849000.0,82095000.0,155871000.0,,2254115000.0,,294014000.0,4215728000.0,242666000.0,162070000.0,832608000.0,108023000.0,847766000.0,1307670000.0,1336028000.0,101014000.0,,,,,386457000.0,610424000.0,,296370000.0,4309185000.0,103533000.0,19211000.0,8368349000.0,-6504000.0,2942796000.0,2403720000.0,-5659000.0,-5659000.0,8077638000.0,8368349000.0,4592945000.0,5673918000.0,845000.0,-4402717000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2011.0,FY,,2011-12-31,2013-02-22 18:27:46+00:00,1840465000.0,723630000.0,-661645000.0,856238000.0,,563922000.0,458425000.0,102556000.0,242972000.0,,2147088000.0,,212603000.0,3683909000.0,138271000.0,178599000.0,404146000.0,89992000.0,370784000.0,1105791000.0,1251090000.0,,,,,659000.0,789355000.0,743165000.0,134774000.0,296370000.0,4600217000.0,550000000.0,12971000.0,8147104000.0,-38990000.0,3259858000.0,3091862000.0,-38986000.0,-38986000.0,7889720000.0,8147104000.0,4483100000.0,4797858000.0,4000.0,-4542143000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2011.0,Q3,,2011-09-30,2011-11-04 14:47:18+00:00,1664217000.0,674997000.0,-477431000.0,715194000.0,0.0,561651000.0,450874000.0,67263000.0,341349000.0,,2248942000.0,,243349000.0,4243547000.0,133995000.0,178553000.0,414342000.0,127986000.0,716520000.0,1116336000.0,1261611000.0,118191000.0,,,,724000.0,808442000.0,493532000.0,,296370000.0,4416646000.0,1941000.0,53866000.0,8163067000.0,-45287000.0,3069675000.0,2458381000.0,-45283000.0,-45283000.0,7911980000.0,8163067000.0,4679050000.0,5453599000.0,4000.0,-4546877000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2011.0,Q2,,2011-06-30,2011-08-05 14:21:32+00:00,1748628000.0,724831000.0,-379162000.0,578448000.0,0.0,558842000.0,481239000.0,70890000.0,231982000.0,,2336796000.0,,273830000.0,4239965000.0,262052000.0,177504000.0,429737000.0,134569000.0,851737000.0,1173859000.0,1280577000.0,113052000.0,,,,741000.0,767142000.0,517725000.0,,296370000.0,4318692000.0,2477000.0,45667000.0,8368954000.0,-1173000.0,2990969000.0,2464326000.0,-1169000.0,-1169000.0,8073753000.0,8368954000.0,4948248000.0,5609427000.0,4000.0,-4500286000.0
