company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 14:46:36+00:00,-594110000.0,,178469000.0,236697000.0,383141000.0,,8316000.0,64549000.0,107517000.0,640765000.0,0.0,-223610000.0,-726339000.0,1079707000.0,,,-223610000.0,-726339000.0,1079707000.0,138074000.0,386023000.0,386023000.0,,245994000.0,,62666000.0,,-308032000.0,-2214000.0,-264656000.0,-263864000.0,-399996000.0,0.0,42367000.0,29608000.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2008.0,Q4,2008-10-01,2008-12-31,,1287000.0,,38609000.0,26215000.0,90528000.0,,-9358000.0,-48922000.0,3593000.0,-218309000.0,,-293481000.0,-32632000.0,253356000.0,,,-293481000.0,-32632000.0,253356000.0,-82115000.0,78573000.0,78573000.0,,133177000.0,,16742000.0,,-76785000.0,831000.0,-67330000.0,-1980000.0,,,15838000.0,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 21:09:10+00:00,-67689000.0,,164354000.0,235816000.0,379117000.0,,-14966000.0,-24854000.0,20154000.0,451172000.0,0.0,-760836000.0,-234118000.0,1009415000.0,,,-760836000.0,-234118000.0,1009415000.0,-505000.0,440548000.0,440548000.0,,214604000.0,,33359000.0,,-312366000.0,,-237308000.0,-576565000.0,-333231000.0,-10000000.0,37520000.0,0.0
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2008.0,Q3,2008-07-01,2008-09-30,,-473000.0,,31581000.0,88724000.0,94607000.0,,-8439000.0,40308000.0,5114000.0,319550000.0,,-180915000.0,-66883000.0,285611000.0,,,-180915000.0,-66883000.0,285611000.0,29374000.0,104769000.0,104769000.0,,45927000.0,,-1835000.0,,-79285000.0,-831000.0,-54632000.0,-355476000.0,-60818000.0,-10000000.0,-9112000.0,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 13:32:28+00:00,-68976000.0,,125745000.0,209601000.0,288589000.0,,-5608000.0,24068000.0,16561000.0,669481000.0,,-467355000.0,-201486000.0,756059000.0,,,-467355000.0,-201486000.0,756059000.0,81610000.0,361975000.0,361975000.0,,81427000.0,,16617000.0,,-235581000.0,-831000.0,-169978000.0,-574585000.0,-333231000.0,-10000000.0,21682000.0,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-05 16:45:09+00:00,-68503000.0,,94164000.0,120877000.0,193982000.0,,2831000.0,-16240000.0,11447000.0,349931000.0,,-286440000.0,-134603000.0,470448000.0,,,-286440000.0,-134603000.0,470448000.0,52236000.0,257206000.0,257206000.0,,35500000.0,,18452000.0,,-156296000.0,,-115346000.0,-219109000.0,-272413000.0,,30794000.0,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,Q4,2009-10-01,2009-12-31,,,,-133808000.0,-169219000.0,-262683000.0,,-11469000.0,-126153000.0,-8984000.0,-297513000.0,,525859000.0,153577000.0,-732424000.0,,,525859000.0,153577000.0,-732424000.0,-64457000.0,-338605000.0,-338605000.0,,-4983000.0,,6236000.0,,236896000.0,20832000.0,126509000.0,595460000.0,,,,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,Q3TTM,2008-10-01,2009-09-30,,1287000.0,,172417000.0,195434000.0,353211000.0,,2111000.0,77231000.0,12577000.0,79204000.0,,-819340000.0,-186209000.0,985780000.0,,,-819340000.0,-186209000.0,985780000.0,-17658000.0,417178000.0,417178000.0,,138160000.0,,10506000.0,,-313681000.0,-20001000.0,-193839000.0,-597440000.0,,,15838000.0,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,Q3,2009-07-01,2009-09-30,,,,14676000.0,70116000.0,87443000.0,,5558000.0,40113000.0,3884000.0,,,-194672000.0,-64057000.0,249037000.0,,,-194672000.0,-64057000.0,249037000.0,-4134000.0,107849000.0,107849000.0,,13632000.0,,-7768000.0,,-79181000.0,-19970000.0,-36319000.0,-119375000.0,,,,
Pitney Bowes Inc,PBI,549300N2O26NW4ST6W55,78814,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 15:32:17+00:00,0.0,,133808000.0,169219000.0,262683000.0,,11469000.0,126153000.0,8984000.0,297513000.0,,-525859000.0,-153577000.0,732424000.0,,,-525859000.0,-153577000.0,732424000.0,64457000.0,338605000.0,338605000.0,,4983000.0,,-6236000.0,,-236896000.0,-20832000.0,-126509000.0,-595460000.0,0.0,,,
