company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2008.0,FY,2008-01-01,2008-12-31,2011-02-10 15:36:39+00:00,4.16,4.16,2.03,1634000000.0,4.13,,1317000000.0,,2737000000.0,2717000000.0,20000000.0,2737000000.0,,11148000000.0,18867000000.0,,,,-407000000.0,778000000.0,,,11148000000.0,7719000000.0,832000000.0,-26000000.0,2412000000.0,5307000000.0,-1265000000.0,4034000000.0,18867000000.0,657900000.0,658000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2008.0,Q3,2008-07-01,2008-09-30,2009-10-23 15:55:43+00:00,1.06,1.06,0.5,851000000.0,1.06,,715000000.0,,1458000000.0,1458000000.0,,1457000000.0,,7286000000.0,10453000000.0,,,,11000000.0,431000000.0,,1000000.0,7286000000.0,3167000000.0,-269000000.0,8000000.0,1282000000.0,1885000000.0,288000000.0,2173000000.0,10453000000.0,1374500000.0,658000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2008.0,Q2,2008-04-01,2008-06-30,2009-07-24 15:31:30+00:00,1.14,1.14,0.5,402000000.0,1.13,,419000000.0,186000000.0,749000000.0,749000000.0,,748000000.0,,2604000000.0,4622000000.0,,,,-40000000.0,,,,2604000000.0,2018000000.0,214000000.0,-8000000.0,588000000.0,1430000000.0,-262000000.0,1168000000.0,4622000000.0,656100000.0,657000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2009.0,FY,2009-01-01,2009-12-31,2011-02-10 15:36:39+00:00,4.1,4.1,2.1,1834000000.0,4.09,,1712000000.0,,2707000000.0,2707000000.0,0.0,2707000000.0,,9956000000.0,17330000000.0,,,,427000000.0,778000000.0,,,9956000000.0,7374000000.0,731000000.0,-27000000.0,2612000000.0,4762000000.0,-331000000.0,4419000000.0,17330000000.0,660200000.0,659000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2009.0,Q3,2009-07-01,2009-09-30,2010-10-22 15:39:59+00:00,1.15,1.15,0.53,485000000.0,1.14,,598000000.0,,757000000.0,757000000.0,,757000000.0,,2239000000.0,4339000000.0,,,,148000000.0,212000000.0,,,2239000000.0,2100000000.0,188000000.0,-8000000.0,697000000.0,1403000000.0,-48000000.0,1355000000.0,4339000000.0,658300000.0,660000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 15:21:52+00:00,1.08,1.08,0.53,436000000.0,1.08,,311000000.0,,712000000.0,712000000.0,,712000000.0,,2831000000.0,4722000000.0,,,,-37000000.0,200000000.0,,,2831000000.0,1891000000.0,187000000.0,-8000000.0,636000000.0,1255000000.0,-232000000.0,1023000000.0,4722000000.0,659300000.0,659000000.0,661000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 18:53:50+00:00,,3.88,2.1,2075000000.0,3.87,,1658000000.0,,2563000000.0,2563000000.0,,2563000000.0,0.0,11035000000.0,18644000000.0,,,,312000000.0,808000000.0,0.0,,11035000000.0,7609000000.0,817000000.0,,2883000000.0,4726000000.0,-505000000.0,4221000000.0,18644000000.0,,661000000.0,663000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q4,2010-10-01,2010-12-31,,-3.08,0.8,0.51,464000000.0,0.8,,367000000.0,,524000000.0,524000000.0,,524000000.0,,2897000000.0,4494000000.0,,,,135000000.0,193000000.0,,,2897000000.0,1597000000.0,184000000.0,,657000000.0,940000000.0,-49000000.0,891000000.0,4494000000.0,,661000000.0,663000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q3YTD,2010-01-01,2010-09-30,,3.08,3.08,1.59,1611000000.0,3.07,,1291000000.0,,2039000000.0,2039000000.0,,2039000000.0,,8138000000.0,14150000000.0,,,,177000000.0,615000000.0,,,8138000000.0,6012000000.0,633000000.0,,2226000000.0,3786000000.0,-456000000.0,3330000000.0,14150000000.0,660200000.0,662000000.0,663000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q3,2010-07-01,2010-09-30,2011-10-26 14:02:57+00:00,1.28,1.28,0.53,578000000.0,1.27,,552000000.0,,845000000.0,845000000.0,,845000000.0,,3115000000.0,5291000000.0,,,,206000000.0,232000000.0,,,3115000000.0,2176000000.0,175000000.0,0.0,810000000.0,1366000000.0,31000000.0,1397000000.0,5291000000.0,660200000.0,662000000.0,663000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.8,1.8,1.06,1033000000.0,1.8,,739000000.0,,1194000000.0,1194000000.0,,1194000000.0,,5023000000.0,8859000000.0,,,,-29000000.0,383000000.0,,,5023000000.0,3836000000.0,458000000.0,,1416000000.0,2420000000.0,-487000000.0,1933000000.0,8859000000.0,664200000.0,661000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 16:25:51+00:00,0.67,0.67,0.53,519000000.0,0.67,,176000000.0,,445000000.0,445000000.0,,445000000.0,,2675000000.0,4398000000.0,,,,-122000000.0,186000000.0,,,2675000000.0,1723000000.0,275000000.0,0.0,705000000.0,1018000000.0,-397000000.0,621000000.0,4398000000.0,664200000.0,661000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q1TTM,2009-04-01,2010-03-31,,4.15,4.15,2.1,1912000000.0,4.14,,1964000000.0,,2744000000.0,2744000000.0,,2744000000.0,,9473000000.0,17069000000.0,,,,557000000.0,775000000.0,,,9473000000.0,7596000000.0,727000000.0,-19000000.0,2687000000.0,4909000000.0,-189000000.0,4708000000.0,17069000000.0,662800000.0,661000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 16:57:38+00:00,1.13,1.13,0.53,514000000.0,1.13,,563000000.0,,749000000.0,749000000.0,,749000000.0,,2348000000.0,4461000000.0,,,,93000000.0,197000000.0,,,2348000000.0,2113000000.0,183000000.0,0.0,711000000.0,1402000000.0,-90000000.0,1312000000.0,4461000000.0,662800000.0,661000000.0,662000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2011.0,Q4,2011-10-01,2011-12-31,,-2.85,-2.85,0.51,359000000.0,0.91,,424000000.0,,1878000000.0,1878000000.0,,1881000000.0,3000000.0,-289000000.0,2350000000.0,,,247000000.0,287000000.0,330000000.0,1000000.0,-7000000.0,-289000000.0,2639000000.0,181000000.0,,690000000.0,1949000000.0,106000000.0,2055000000.0,2350000000.0,,663000000.0,665000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 19:23:41+00:00,,,2.1,1347000000.0,3.75,,1457000000.0,,2499000000.0,2499000000.0,,2495000000.0,4000000.0,12314000000.0,19072000000.0,,,,203000000.0,931000000.0,1000000.0,,12314000000.0,6758000000.0,726000000.0,,2279000000.0,4479000000.0,-523000000.0,3956000000.0,19072000000.0,,663000000.0,665000000.0
Exelon Corp,EXC,3SOUA6IRML7435B56G12,1109357,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.85,2.85,1.59,988000000.0,2.84,,1033000000.0,,621000000.0,621000000.0,,614000000.0,1000000.0,12603000000.0,16722000000.0,,,-247000000.0,-84000000.0,601000000.0,,7000000.0,12603000000.0,4119000000.0,545000000.0,,1589000000.0,2530000000.0,-629000000.0,1901000000.0,16722000000.0,-5500000.0,663000000.0,665000000.0
