company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2008.0,FY,,2008-12-31,2010-02-26 14:29:23+00:00,606000000.0,591000000.0,,-120000000.0,230000000.0,,708000000.0,338000000.0,71000000.0,4387000000.0,2091000000.0,3850000000.0,,298000000.0,,537000000.0,294000000.0,,1016000000.0,841000000.0,353000000.0,310000000.0,,,3895000000.0,255000000.0,,9331000000.0,2594000000.0,2202000000.0,2040000000.0,2594000000.0,2594000000.0,6737000000.0,9331000000.0,6831000000.0,4697000000.0,0.0,-1889000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2009.0,FY,,2009-12-31,2011-02-24 13:44:55+00:00,565000000.0,554000000.0,,-69000000.0,363000000.0,,729000000.0,337000000.0,46000000.0,4371000000.0,2006000000.0,3382000000.0,,293000000.0,,580000000.0,314000000.0,,,,431000000.0,229000000.0,,,4371000000.0,259000000.0,,8378000000.0,3026000000.0,1277000000.0,1161000000.0,3026000000.0,3026000000.0,5352000000.0,8378000000.0,6808000000.0,4191000000.0,0.0,-2005000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2009.0,Q3,,2009-09-30,2009-11-06 15:55:42+00:00,102000000.0,518000000.0,453000000.0,-89000000.0,278000000.0,,724000000.0,301000000.0,45000000.0,4368000000.0,2020000000.0,3773000000.0,,288000000.0,,568000000.0,268000000.0,,886000000.0,729000000.0,425000000.0,252000000.0,,,4253000000.0,4000000.0,,9096000000.0,2914000000.0,1995000000.0,1589000000.0,2914000000.0,2914000000.0,6182000000.0,9096000000.0,6813000000.0,4593000000.0,0.0,-1974000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2009.0,Q2,,2009-06-30,2009-08-06 15:00:07+00:00,101000000.0,542000000.0,457000000.0,-93000000.0,309000000.0,0.0,718000000.0,311000000.0,63000000.0,4407000000.0,2068000000.0,3751000000.0,,292000000.0,,543000000.0,292000000.0,,867000000.0,783000000.0,350000000.0,279000000.0,,,4138000000.0,129000000.0,,9190000000.0,2836000000.0,2073000000.0,1781000000.0,2836000000.0,2836000000.0,6354000000.0,9190000000.0,6825000000.0,4573000000.0,0.0,-1927000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2010.0,FY,,2010-12-31,2012-02-24 12:26:48+00:00,537000000.0,572000000.0,,-50000000.0,563000000.0,0.0,752000000.0,351000000.0,37000000.0,4377000000.0,1879000000.0,3353000000.0,,267000000.0,,627000000.0,245000000.0,,,,341000000.0,181000000.0,,,4867000000.0,3000000.0,,8281000000.0,3229000000.0,1417000000.0,891000000.0,3229000000.0,3229000000.0,5052000000.0,8281000000.0,6597000000.0,4161000000.0,0.0,-2340000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2010.0,Q3,,2010-09-30,2010-11-05 14:56:23+00:00,534000000.0,543000000.0,,-69000000.0,743000000.0,,744000000.0,327000000.0,55000000.0,4377000000.0,1911000000.0,3453000000.0,,270000000.0,,617000000.0,331000000.0,,,,323000000.0,202000000.0,,,4751000000.0,253000000.0,61000000.0,8614000000.0,3228000000.0,1733000000.0,1114000000.0,3228000000.0,3228000000.0,5386000000.0,8614000000.0,6611000000.0,4272000000.0,0.0,-2198000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2010.0,Q2,,2010-06-30,2010-08-05 12:13:45+00:00,470000000.0,500000000.0,,-76000000.0,338000000.0,,738000000.0,318000000.0,42000000.0,4375000000.0,1941000000.0,3381000000.0,,273000000.0,,585000000.0,266000000.0,,,,447000000.0,249000000.0,,,4619000000.0,58000000.0,,8182000000.0,3121000000.0,1146000000.0,846000000.0,3121000000.0,3121000000.0,5061000000.0,8182000000.0,6763000000.0,4215000000.0,0.0,-2160000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2010.0,Q1,,2010-03-31,2010-05-06 15:29:57+00:00,510000000.0,514000000.0,,-70000000.0,416000000.0,,731000000.0,347000000.0,44000000.0,4369000000.0,1970000000.0,3381000000.0,,281000000.0,,583000000.0,270000000.0,,,,445000000.0,237000000.0,,,4492000000.0,133000000.0,,8309000000.0,3118000000.0,1244000000.0,990000000.0,3118000000.0,3118000000.0,5191000000.0,8309000000.0,6784000000.0,4201000000.0,0.0,-2035000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2011.0,FY,,2011-12-31,2013-02-22 16:37:10+00:00,836000000.0,666000000.0,,-78000000.0,337000000.0,0.0,779000000.0,369000000.0,44000000.0,4720000000.0,1881000000.0,3216000000.0,,258000000.0,,617000000.0,309000000.0,,,,333000000.0,73000000.0,,,5339000000.0,179000000.0,,8548000000.0,3258000000.0,1356000000.0,1384000000.0,3258000000.0,3258000000.0,5290000000.0,8548000000.0,6934000000.0,3906000000.0,0.0,-2782000000.0
Fiserv Inc,FISV,GI7UBEJLXYLGR2C7GV83,798354,2011.0,Q3,,2011-09-30,2011-11-02 16:20:53+00:00,717000000.0,579000000.0,,-79000000.0,281000000.0,0.0,769000000.0,321000000.0,47000000.0,4709000000.0,1950000000.0,3514000000.0,,262000000.0,,644000000.0,304000000.0,,,,319000000.0,99000000.0,,,5196000000.0,4000000.0,,8451000000.0,3152000000.0,1211000000.0,1042000000.0,3152000000.0,3152000000.0,5299000000.0,8451000000.0,6978000000.0,4257000000.0,0.0,-2734000000.0
