company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:01:51+00:00,1.26,1.26,,670000000.0,1.25,,236000000.0,449000000.0,449000000.0,449000000.0,,43244000000.0,45530000000.0,229000000.0,75000000.0,-4000000.0,842000000.0,43244000000.0,2361000000.0,,61000000.0,1737000000.0,624000000.0,61000000.0,685000000.0,45605000000.0,356300000.0,356000000.0,358000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:04:19+00:00,1.75,1.75,,941000000.0,1.74,,400000000.0,623000000.0,623000000.0,623000000.0,,59532000000.0,62487000000.0,247000000.0,37000000.0,-11000000.0,874000000.0,59532000000.0,2992000000.0,,82000000.0,2051000000.0,941000000.0,82000000.0,1023000000.0,62524000000.0,356000000.0,356000000.0,358000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 13:57:07+00:00,0.78,0.78,,234000000.0,0.77,,162000000.0,277000000.0,277000000.0,277000000.0,,14966000000.0,15897000000.0,59000000.0,8000000.0,-5000000.0,226000000.0,14966000000.0,939000000.0,,14000000.0,514000000.0,425000000.0,14000000.0,439000000.0,15905000000.0,356000000.0,356000000.0,356000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,Q2,2010-04-01,2010-06-30,2011-08-09 13:42:12+00:00,1.14,1.14,,269000000.0,1.13,,235000000.0,405000000.0,405000000.0,405000000.0,,14629000000.0,15795000000.0,63000000.0,10000000.0,-2000000.0,228000000.0,14629000000.0,1176000000.0,,22000000.0,558000000.0,618000000.0,22000000.0,640000000.0,15805000000.0,356000000.0,356000000.0,356000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q4,2011-10-01,2011-12-31,,-0.22,-0.22,0.25,230000000.0,-0.21,,-105000000.0,-75000000.0,-75000000.0,-75000000.0,,19065000000.0,19420000000.0,49000000.0,10000000.0,-2000000.0,255000000.0,19065000000.0,365000000.0,,-13000000.0,532000000.0,-167000000.0,-13000000.0,-180000000.0,19430000000.0,356600000.0,356000000.0,357000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 14:59:24+00:00,6.7,6.7,0.45,891000000.0,6.67,,1330000000.0,2389000000.0,2389000000.0,2389000000.0,0.0,72825000000.0,78638000000.0,239000000.0,59000000.0,-12000000.0,1059000000.0,72825000000.0,5872000000.0,,24000000.0,2177000000.0,3695000000.0,24000000.0,3719000000.0,78697000000.0,356600000.0,356000000.0,357000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q3YTD,2011-01-01,2011-09-30,,6.92,6.92,0.2,661000000.0,6.88,,1435000000.0,2464000000.0,2464000000.0,2464000000.0,,53760000000.0,59218000000.0,190000000.0,49000000.0,-10000000.0,804000000.0,53760000000.0,5507000000.0,,37000000.0,1645000000.0,3862000000.0,37000000.0,3899000000.0,59267000000.0,356300000.0,356000000.0,357000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 13:29:30+00:00,3.18,3.18,0.2,227000000.0,3.16,,611000000.0,1133000000.0,1133000000.0,1133000000.0,,18305000000.0,20616000000.0,63000000.0,17000000.0,-5000000.0,299000000.0,18305000000.0,2328000000.0,,0.0,584000000.0,1744000000.0,,1744000000.0,20633000000.0,356300000.0,356000000.0,357000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q2YTD,2011-01-01,2011-06-30,,3.74,3.74,,434000000.0,3.72,,824000000.0,1331000000.0,1331000000.0,1331000000.0,,35455000000.0,38602000000.0,127000000.0,32000000.0,-5000000.0,505000000.0,35455000000.0,3179000000.0,,37000000.0,1061000000.0,2118000000.0,37000000.0,2155000000.0,38634000000.0,356400000.0,356000000.0,358000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 16:34:14+00:00,2.25,2.25,,218000000.0,2.24,,531000000.0,802000000.0,802000000.0,802000000.0,,18904000000.0,20760000000.0,59000000.0,13000000.0,-4000000.0,288000000.0,18904000000.0,1869000000.0,,25000000.0,561000000.0,1308000000.0,25000000.0,1333000000.0,20773000000.0,356400000.0,356000000.0,358000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 16:47:15+00:00,1.49,1.49,,216000000.0,1.48,,293000000.0,529000000.0,529000000.0,529000000.0,,16551000000.0,17842000000.0,68000000.0,19000000.0,-1000000.0,217000000.0,16551000000.0,1310000000.0,,12000000.0,500000000.0,810000000.0,12000000.0,822000000.0,17861000000.0,355000000.0,356000000.0,358000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 13:44:04+00:00,9.95,9.95,1.2,995000000.0,9.89,,1845000000.0,3393000000.0,3393000000.0,3389000000.0,4000000.0,74657000000.0,82446000000.0,270000000.0,46000000.0,,1223000000.0,74657000000.0,7835000000.0,109000000.0,,2488000000.0,5347000000.0,-109000000.0,5238000000.0,82492000000.0,340600000.0,340000000.0,342000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q4,2012-10-01,2012-12-31,,2.22,2.22,0.34,283000000.0,2.22,,385000000.0,759000000.0,759000000.0,755000000.0,4000000.0,18859000000.0,20889000000.0,66000000.0,18000000.0,178000000.0,314000000.0,18859000000.0,2048000000.0,70000000.0,7000000.0,841000000.0,1207000000.0,-63000000.0,1144000000.0,20907000000.0,340600000.0,340000000.0,342000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3YTD,2012-01-01,2012-09-30,,7.79,7.79,0.86,712000000.0,7.79,,1460000000.0,2634000000.0,2634000000.0,2634000000.0,,55798000000.0,61557000000.0,204000000.0,28000000.0,-178000000.0,909000000.0,55798000000.0,5787000000.0,39000000.0,-7000000.0,1647000000.0,4140000000.0,-46000000.0,4094000000.0,61585000000.0,339100000.0,338000000.0,340000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3TTM,2011-10-01,2012-09-30,,7.57,7.57,3.44,942000000.0,7.57,,1355000000.0,2559000000.0,2559000000.0,2559000000.0,,74863000000.0,80977000000.0,253000000.0,38000000.0,-180000000.0,1164000000.0,74863000000.0,6152000000.0,39000000.0,-20000000.0,2179000000.0,3973000000.0,-59000000.0,3914000000.0,81015000000.0,339100000.0,338000000.0,340000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 09:04:43+00:00,3.61,3.61,0.35,246000000.0,3.59,,646000000.0,1224000000.0,1224000000.0,1224000000.0,0.0,18749000000.0,21049000000.0,66000000.0,18000000.0,-175000000.0,293000000.0,18749000000.0,2318000000.0,,-18000000.0,430000000.0,1888000000.0,-18000000.0,1870000000.0,21067000000.0,339100000.0,338000000.0,340000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q2YTD,2012-01-01,2012-06-30,,4.15,4.15,0.51,466000000.0,4.15,,814000000.0,1410000000.0,1410000000.0,1410000000.0,,37049000000.0,40508000000.0,138000000.0,10000000.0,-3000000.0,616000000.0,37049000000.0,3469000000.0,39000000.0,11000000.0,1217000000.0,2252000000.0,-28000000.0,2224000000.0,40518000000.0,340600000.0,340000000.0,341000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q2TTM,2011-07-01,2012-06-30,,7.26,7.26,3.28,923000000.0,7.26,,1320000000.0,2468000000.0,2468000000.0,2468000000.0,,74419000000.0,80544000000.0,250000000.0,37000000.0,-10000000.0,1170000000.0,74419000000.0,6162000000.0,39000000.0,-2000000.0,2333000000.0,3829000000.0,-41000000.0,3788000000.0,80581000000.0,340600000.0,340000000.0,341000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 11:29:11+00:00,2.39,2.39,0.25,236000000.0,2.38,,476000000.0,814000000.0,814000000.0,814000000.0,0.0,18285000000.0,20243000000.0,64000000.0,4000000.0,-1000000.0,365000000.0,18285000000.0,1962000000.0,17000000.0,9000000.0,664000000.0,1298000000.0,-8000000.0,1290000000.0,20247000000.0,340600000.0,340000000.0,341000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q1TTM,2011-04-01,2012-03-31,,6.92,6.92,0.7,905000000.0,6.89,,1375000000.0,2456000000.0,2456000000.0,2456000000.0,,75038000000.0,81061000000.0,245000000.0,46000000.0,-13000000.0,1093000000.0,75038000000.0,6069000000.0,22000000.0,14000000.0,2230000000.0,3839000000.0,-8000000.0,3831000000.0,81107000000.0,348500000.0,348000000.0,350000000.0
