company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 16:01:13+00:00,1.71,1.71,0.25,230000000.0,1.7,,338000000.0,596000000.0,596000000.0,596000000.0,0.0,18764000000.0,20265000000.0,74000000.0,6000000.0,-2000000.0,251000000.0,18764000000.0,1507000000.0,22000000.0,2000000.0,553000000.0,954000000.0,-20000000.0,934000000.0,20271000000.0,348500000.0,348000000.0,350000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 14:59:20+00:00,3.34,3.34,0.77,1220000000.0,3.32,,1113000000.0,2133000000.0,2133000000.0,2112000000.0,21000000.0,94021000000.0,100202000000.0,340000000.0,52000000.0,,1248000000.0,94021000000.0,6233000000.0,179000000.0,,2808000000.0,3425000000.0,-179000000.0,3246000000.0,100254000000.0,632300000.0,630000000.0,634000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q4,2013-10-01,2013-12-31,,0.99,0.99,0.21,332000000.0,0.99,,338000000.0,631000000.0,631000000.0,626000000.0,5000000.0,23175000000.0,24939000000.0,81000000.0,12000000.0,3000000.0,336000000.0,23175000000.0,1776000000.0,179000000.0,124000000.0,752000000.0,1024000000.0,-55000000.0,969000000.0,24951000000.0,632300000.0,630000000.0,634000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q3YTD,2013-01-01,2013-09-30,,4.81,4.81,1.21,888000000.0,4.81,,775000000.0,1502000000.0,1502000000.0,1486000000.0,16000000.0,70846000000.0,75263000000.0,259000000.0,40000000.0,-3000000.0,912000000.0,70846000000.0,4457000000.0,,-124000000.0,2056000000.0,2401000000.0,-124000000.0,2277000000.0,75303000000.0,311100000.0,309000000.0,311000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q3TTM,2012-10-01,2013-09-30,,7.25,7.25,1.58,1171000000.0,7.25,,1160000000.0,2261000000.0,2261000000.0,2241000000.0,20000000.0,89705000000.0,96152000000.0,325000000.0,58000000.0,175000000.0,1226000000.0,89705000000.0,6505000000.0,70000000.0,-117000000.0,2897000000.0,3608000000.0,-187000000.0,3421000000.0,96210000000.0,311100000.0,309000000.0,311000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q3,2013-07-01,2013-09-30,2014-11-03 15:11:22+00:00,0.54,0.54,0.42,299000000.0,0.54,,81000000.0,173000000.0,173000000.0,168000000.0,5000000.0,25287000000.0,26256000000.0,82000000.0,8000000.0,-1000000.0,305000000.0,25287000000.0,977000000.0,,-38000000.0,685000000.0,292000000.0,-38000000.0,254000000.0,26264000000.0,311100000.0,309000000.0,311000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q2YTD,2013-01-01,2013-06-30,,4.09,4.09,0.74,589000000.0,4.09,,694000000.0,1329000000.0,1329000000.0,1318000000.0,11000000.0,45559000000.0,49007000000.0,177000000.0,32000000.0,-2000000.0,607000000.0,45559000000.0,3480000000.0,,-86000000.0,1371000000.0,2109000000.0,-86000000.0,2023000000.0,49039000000.0,322300000.0,322000000.0,324000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q2TTM,2012-07-01,2013-06-30,,10.24,10.24,1.47,1118000000.0,10.24,,1725000000.0,3312000000.0,3312000000.0,3297000000.0,15000000.0,83167000000.0,90945000000.0,309000000.0,68000000.0,1000000.0,1214000000.0,83167000000.0,7846000000.0,70000000.0,-97000000.0,2642000000.0,5204000000.0,-167000000.0,5037000000.0,91013000000.0,322300000.0,322000000.0,324000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q2,2013-04-01,2013-06-30,2014-08-04 13:59:53+00:00,1.84,1.84,0.35,302000000.0,1.83,,316000000.0,599000000.0,599000000.0,593000000.0,6000000.0,23995000000.0,25677000000.0,88000000.0,18000000.0,-1000000.0,358000000.0,23995000000.0,1700000000.0,,-38000000.0,747000000.0,953000000.0,-38000000.0,915000000.0,25695000000.0,322300000.0,322000000.0,324000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q1TTM,2012-04-01,2013-03-31,,10.63,10.63,1.33,1052000000.0,10.63,,1885000000.0,3527000000.0,3527000000.0,3518000000.0,9000000.0,77457000000.0,85511000000.0,285000000.0,54000000.0,1000000.0,1221000000.0,77457000000.0,8108000000.0,87000000.0,-50000000.0,2559000000.0,5549000000.0,-137000000.0,5412000000.0,85565000000.0,331100000.0,331000000.0,333000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 16:43:31+00:00,2.19,2.19,0.35,287000000.0,2.17,,378000000.0,730000000.0,730000000.0,725000000.0,5000000.0,21564000000.0,23330000000.0,89000000.0,14000000.0,-1000000.0,249000000.0,21564000000.0,1780000000.0,,-48000000.0,624000000.0,1156000000.0,-48000000.0,1108000000.0,23344000000.0,331100000.0,331000000.0,333000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 14:17:13+00:00,4.42,4.42,0.92,1326000000.0,4.39,0.0,1280000000.0,2555000000.0,2555000000.0,2524000000.0,31000000.0,90960000000.0,97991000000.0,390000000.0,111000000.0,,1375000000.0,90960000000.0,7142000000.0,216000000.0,,3091000000.0,4051000000.0,-216000000.0,3835000000.0,98102000000.0,571000000.0,570000000.0,574000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q4,2014-10-01,2014-12-31,,1.4,1.4,0.25,359000000.0,1.4,,382000000.0,805000000.0,805000000.0,798000000.0,7000000.0,20252000000.0,22289000000.0,102000000.0,54000000.0,,371000000.0,20252000000.0,2091000000.0,72000000.0,,832000000.0,1259000000.0,-72000000.0,1187000000.0,22343000000.0,571000000.0,570000000.0,574000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q3,2014-07-01,2014-09-30,2015-11-02 12:29:05+00:00,1.19,1.19,0.25,322000000.0,1.18,,333000000.0,679000000.0,679000000.0,672000000.0,7000000.0,23669000000.0,25469000000.0,86000000.0,12000000.0,,342000000.0,23669000000.0,1812000000.0,50000000.0,,750000000.0,1062000000.0,-50000000.0,1012000000.0,25481000000.0,564700000.0,565000000.0,569000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.05,3.05,0.72,967000000.0,3.05,,898000000.0,1750000000.0,1750000000.0,1726000000.0,24000000.0,70708000000.0,75702000000.0,288000000.0,57000000.0,,1004000000.0,70708000000.0,5051000000.0,144000000.0,,2259000000.0,2792000000.0,-144000000.0,2648000000.0,75759000000.0,564700000.0,565000000.0,569000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.16,4.16,0.95,1299000000.0,4.16,,1236000000.0,2381000000.0,2381000000.0,2352000000.0,29000000.0,93883000000.0,100641000000.0,369000000.0,69000000.0,3000000.0,1340000000.0,93883000000.0,6827000000.0,323000000.0,124000000.0,3011000000.0,3816000000.0,-199000000.0,3617000000.0,100710000000.0,564700000.0,565000000.0,569000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q2,2014-04-01,2014-06-30,2015-08-03 11:29:41+00:00,1.49,1.49,0.21,325000000.0,1.48,,457000000.0,864000000.0,864000000.0,855000000.0,9000000.0,24825000000.0,26912000000.0,98000000.0,21000000.0,,316000000.0,24825000000.0,2108000000.0,48000000.0,,739000000.0,1369000000.0,-48000000.0,1321000000.0,26933000000.0,573800000.0,574000000.0,578000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.84,1.84,0.45,645000000.0,1.84,,565000000.0,1071000000.0,1071000000.0,1054000000.0,17000000.0,47039000000.0,50233000000.0,202000000.0,45000000.0,,662000000.0,47039000000.0,3239000000.0,94000000.0,,1509000000.0,1730000000.0,-94000000.0,1636000000.0,50278000000.0,573800000.0,574000000.0,578000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.22,3.22,0.91,1276000000.0,3.22,,984000000.0,1875000000.0,1875000000.0,1848000000.0,27000000.0,95501000000.0,101428000000.0,365000000.0,65000000.0,2000000.0,1303000000.0,95501000000.0,5992000000.0,273000000.0,86000000.0,2946000000.0,3046000000.0,-187000000.0,2859000000.0,101493000000.0,573800000.0,574000000.0,578000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q1,2014-01-01,2014-03-31,2015-05-04 14:18:02+00:00,0.68,0.68,0.42,320000000.0,0.67,,108000000.0,207000000.0,207000000.0,199000000.0,8000000.0,22214000000.0,23321000000.0,104000000.0,24000000.0,,346000000.0,22214000000.0,1131000000.0,46000000.0,,770000000.0,361000000.0,-46000000.0,315000000.0,23345000000.0,292600000.0,293000000.0,295000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2014.0,Q1TTM,2013-04-01,2014-03-31,,5.41,5.41,1.75,1253000000.0,5.41,,843000000.0,1610000000.0,1610000000.0,1586000000.0,24000000.0,94671000000.0,100193000000.0,355000000.0,62000000.0,1000000.0,1345000000.0,94671000000.0,5584000000.0,225000000.0,48000000.0,2954000000.0,2630000000.0,-177000000.0,2453000000.0,100255000000.0,292600000.0,293000000.0,295000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 15:37:13+00:00,5.29,5.29,1.14,1502000000.0,5.26,144000000.0,1506000000.0,2868000000.0,2868000000.0,2852000000.0,16000000.0,63583000000.0,72146000000.0,761000000.0,112000000.0,,1576000000.0,63583000000.0,8675000000.0,318000000.0,,3983000000.0,4692000000.0,-318000000.0,4374000000.0,72258000000.0,539100000.0,538000000.0,542000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q4,2015-10-01,2015-12-31,,0.35,0.35,0.34,413000000.0,0.35,,67000000.0,168000000.0,168000000.0,187000000.0,-19000000.0,14030000000.0,15638000000.0,465000000.0,41000000.0,,433000000.0,14030000000.0,1649000000.0,103000000.0,,1311000000.0,338000000.0,-103000000.0,235000000.0,15679000000.0,539100000.0,538000000.0,542000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q3,2015-07-01,2015-09-30,2016-10-31 13:08:51+00:00,1.77,1.77,0.32,364000000.0,1.76,144000000.0,521000000.0,958000000.0,958000000.0,948000000.0,10000000.0,16214000000.0,18741000000.0,95000000.0,17000000.0,,392000000.0,16214000000.0,2544000000.0,70000000.0,,995000000.0,1549000000.0,-70000000.0,1479000000.0,18758000000.0,535600000.0,535000000.0,538000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q3YTD,2015-01-01,2015-09-30,,4.98,4.98,0.88,1089000000.0,4.98,144000000.0,1439000000.0,2700000000.0,2700000000.0,2665000000.0,35000000.0,49553000000.0,56508000000.0,296000000.0,71000000.0,,1143000000.0,49553000000.0,7026000000.0,215000000.0,,2672000000.0,4354000000.0,-215000000.0,4139000000.0,56579000000.0,535600000.0,535000000.0,538000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q3TTM,2014-10-01,2015-09-30,,6.47,6.47,1.15,1448000000.0,6.47,144000000.0,1821000000.0,3505000000.0,3505000000.0,3463000000.0,42000000.0,69805000000.0,78797000000.0,398000000.0,125000000.0,,1514000000.0,69805000000.0,9117000000.0,287000000.0,,3504000000.0,5613000000.0,-287000000.0,5326000000.0,78922000000.0,535600000.0,535000000.0,538000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q2,2015-04-01,2015-06-30,2016-08-02 19:43:40+00:00,1.52,1.52,0.25,362000000.0,1.51,0.0,432000000.0,839000000.0,839000000.0,826000000.0,13000000.0,18387000000.0,20556000000.0,104000000.0,25000000.0,,393000000.0,18387000000.0,2194000000.0,64000000.0,,859000000.0,1335000000.0,-64000000.0,1271000000.0,20581000000.0,543400000.0,541000000.0,544000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q2YTD,2015-01-01,2015-06-30,,3.17,3.17,0.54,725000000.0,3.17,,918000000.0,1742000000.0,1742000000.0,1717000000.0,25000000.0,33339000000.0,37767000000.0,201000000.0,54000000.0,,751000000.0,33339000000.0,4482000000.0,145000000.0,,1677000000.0,2805000000.0,-145000000.0,2660000000.0,37821000000.0,543400000.0,541000000.0,544000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q2TTM,2014-07-01,2015-06-30,,5.89,5.89,1.08,1406000000.0,5.89,,1633000000.0,3226000000.0,3226000000.0,3187000000.0,39000000.0,77260000000.0,85525000000.0,389000000.0,120000000.0,,1464000000.0,77260000000.0,8385000000.0,267000000.0,,3259000000.0,5126000000.0,-267000000.0,4859000000.0,85645000000.0,543400000.0,541000000.0,544000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q1,2015-01-01,2015-03-31,2016-05-02 16:59:29+00:00,1.63,1.63,0.25,363000000.0,1.62,0.0,486000000.0,903000000.0,903000000.0,891000000.0,12000000.0,14952000000.0,17211000000.0,97000000.0,29000000.0,,358000000.0,14952000000.0,2288000000.0,81000000.0,,818000000.0,1470000000.0,-81000000.0,1389000000.0,17240000000.0,546600000.0,545000000.0,549000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2015.0,Q1TTM,2014-04-01,2015-03-31,,5.9,5.9,1.04,1369000000.0,5.9,,1658000000.0,3251000000.0,3251000000.0,3216000000.0,35000000.0,83698000000.0,91881000000.0,383000000.0,116000000.0,,1387000000.0,83698000000.0,8299000000.0,251000000.0,,3139000000.0,5160000000.0,-251000000.0,4909000000.0,91997000000.0,546600000.0,545000000.0,549000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 14:17:56+00:00,2.22,2.22,1.36,2001000000.0,2.21,130000000.0,609000000.0,1213000000.0,1213000000.0,1174000000.0,39000000.0,57185000000.0,63186000000.0,65000000.0,178000000.0,,1597000000.0,57185000000.0,6179000000.0,564000000.0,,3793000000.0,2386000000.0,-564000000.0,1822000000.0,63364000000.0,528800000.0,528000000.0,530000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2016.0,Q4,2016-10-01,2016-12-31,,0.43,0.43,0.65,504000000.0,0.43,,128000000.0,289000000.0,289000000.0,227000000.0,62000000.0,15718000000.0,17212000000.0,103000000.0,72000000.0,,398000000.0,15718000000.0,1566000000.0,144000000.0,,1005000000.0,561000000.0,-144000000.0,417000000.0,17284000000.0,528800000.0,528000000.0,530000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2016.0,Q3,2016-07-01,2016-09-30,2017-10-30 11:42:27+00:00,0.28,0.28,0.36,507000000.0,0.27,0.0,75000000.0,219000000.0,219000000.0,145000000.0,74000000.0,14986000000.0,16411000000.0,112000000.0,49000000.0,,420000000.0,14986000000.0,1474000000.0,141000000.0,,1039000000.0,435000000.0,-141000000.0,294000000.0,16460000000.0,517900000.0,527000000.0,530000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2016.0,Q3YTD,2016-01-01,2016-09-30,,1.8,1.8,1.74,1497000000.0,1.8,130000000.0,481000000.0,924000000.0,924000000.0,947000000.0,-23000000.0,41467000000.0,45974000000.0,-38000000.0,106000000.0,,1199000000.0,41467000000.0,4613000000.0,420000000.0,,2788000000.0,1825000000.0,-420000000.0,1405000000.0,46080000000.0,517900000.0,527000000.0,530000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2016.0,Q3TTM,2015-10-01,2016-09-30,,2.15,2.15,2.09,1910000000.0,2.15,130000000.0,548000000.0,1092000000.0,1092000000.0,1134000000.0,-42000000.0,55497000000.0,61612000000.0,427000000.0,147000000.0,,1632000000.0,55497000000.0,6262000000.0,523000000.0,,4099000000.0,2163000000.0,-523000000.0,1640000000.0,61759000000.0,517900000.0,527000000.0,530000000.0
