company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,FY,,2010-12-31,2012-02-29 15:01:51+00:00,6794000000.0,4398000000.0,-623000000.0,118000000.0,0.0,,524000000.0,266000000.0,837000000.0,3231000000.0,312000000.0,3071000000.0,11724000000.0,,277000000.0,1367000000.0,1493000000.0,65000000.0,84000000.0,8867000000.0,303000000.0,,286000000.0,,,666000000.0,2404000000.0,23232000000.0,8244000000.0,10056000000.0,8620000000.0,8244000000.0,8244000000.0,14988000000.0,23232000000.0,1452000000.0,6368000000.0,0.0,
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,FY,,2011-12-31,2013-02-28 17:04:19+00:00,8189000000.0,5461000000.0,-879000000.0,3079000000.0,0.0,9486000000.0,558000000.0,312000000.0,842000000.0,3292000000.0,302000000.0,3320000000.0,12228000000.0,,264000000.0,1310000000.0,1783000000.0,141000000.0,180000000.0,,372000000.0,0.0,337000000.0,,898000000.0,15000000.0,,25745000000.0,9505000000.0,12001000000.0,9591000000.0,9505000000.0,9505000000.0,16240000000.0,25745000000.0,1516000000.0,6649000000.0,,
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q3,,2011-09-30,2011-11-09 13:57:07+00:00,6988000000.0,4914000000.0,-601000000.0,2957000000.0,0.0,9588000000.0,983000000.0,267000000.0,842000000.0,3285000000.0,321000000.0,3615000000.0,12026000000.0,,284000000.0,1473000000.0,1522000000.0,183000000.0,125000000.0,,367000000.0,,235000000.0,,1062000000.0,14000000.0,,25225000000.0,10049000000.0,11669000000.0,8612000000.0,10049000000.0,10049000000.0,15176000000.0,25225000000.0,1530000000.0,6564000000.0,,
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q2,,2011-06-30,2011-08-09 13:42:12+00:00,7329000000.0,5042000000.0,-596000000.0,1622000000.0,0.0,9573000000.0,436000000.0,222000000.0,842000000.0,3262000000.0,323000000.0,3679000000.0,11935000000.0,,304000000.0,1383000000.0,1489000000.0,170000000.0,247000000.0,,351000000.0,,303000000.0,,0.0,12000000.0,,23964000000.0,8977000000.0,10513000000.0,8549000000.0,8977000000.0,8977000000.0,14987000000.0,23964000000.0,1516000000.0,6438000000.0,0.0,
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,FY,,2012-12-31,2014-02-28 14:59:24+00:00,6785000000.0,4610000000.0,-464000000.0,4860000000.0,0.0,9531000000.0,598000000.0,364000000.0,930000000.0,3342000000.0,321000000.0,3449000000.0,12643000000.0,411000000.0,257000000.0,2050000000.0,1266000000.0,110000000.0,112000000.0,,300000000.0,0.0,325000000.0,,3880000000.0,19000000.0,,27223000000.0,11694000000.0,13029000000.0,8203000000.0,11694000000.0,12105000000.0,15118000000.0,27223000000.0,1551000000.0,6915000000.0,,-1253000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3,,2012-09-30,2012-11-09 13:29:30+00:00,6951000000.0,5101000000.0,-489000000.0,3387000000.0,0.0,9567000000.0,709000000.0,287000000.0,930000000.0,3329000000.0,300000000.0,3889000000.0,12532000000.0,,255000000.0,1954000000.0,1270000000.0,139000000.0,77000000.0,,305000000.0,0.0,264000000.0,,3241000000.0,20000000.0,,26583000000.0,11467000000.0,12516000000.0,8308000000.0,11467000000.0,11467000000.0,15116000000.0,26583000000.0,1535000000.0,6808000000.0,,-852000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q2,,2012-06-30,2012-08-08 16:34:14+00:00,6155000000.0,4708000000.0,-497000000.0,1895000000.0,0.0,9430000000.0,604000000.0,225000000.0,925000000.0,3316000000.0,302000000.0,4030000000.0,12414000000.0,,300000000.0,1823000000.0,1348000000.0,73000000.0,204000000.0,,334000000.0,0.0,361000000.0,,2136000000.0,19000000.0,,24681000000.0,10326000000.0,10706000000.0,7568000000.0,10326000000.0,10326000000.0,14355000000.0,24681000000.0,1561000000.0,6787000000.0,,-743000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q1,,2012-03-31,2012-05-09 16:47:15+00:00,7803000000.0,5867000000.0,-862000000.0,2205000000.0,0.0,9414000000.0,582000000.0,261000000.0,842000000.0,3304000000.0,302000000.0,3352000000.0,12246000000.0,,267000000.0,1509000000.0,1809000000.0,156000000.0,201000000.0,,336000000.0,,337000000.0,,1407000000.0,17000000.0,,25306000000.0,9216000000.0,11580000000.0,9201000000.0,9216000000.0,9216000000.0,16090000000.0,25306000000.0,1480000000.0,6889000000.0,0.0,-743000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,FY,,2013-12-31,2015-02-27 13:44:04+00:00,8234000000.0,5559000000.0,-204000000.0,2292000000.0,0.0,9772000000.0,513000000.0,406000000.0,938000000.0,3373000000.0,463000000.0,4689000000.0,13921000000.0,412000000.0,781000000.0,2304000000.0,771000000.0,197000000.0,275000000.0,,326000000.0,0.0,373000000.0,,5507000000.0,23000000.0,,28385000000.0,10920000000.0,12737000000.0,9824000000.0,10920000000.0,11332000000.0,17053000000.0,28385000000.0,1727000000.0,7229000000.0,,-4155000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2013.0,Q3,,2013-09-30,2013-11-07 09:04:43+00:00,8961000000.0,5593000000.0,-205000000.0,2018000000.0,0.0,9752000000.0,609000000.0,341000000.0,938000000.0,3380000000.0,417000000.0,5714000000.0,13795000000.0,413000000.0,835000000.0,2228000000.0,895000000.0,206000000.0,190000000.0,,322000000.0,,277000000.0,,5007000000.0,23000000.0,,29003000000.0,10851000000.0,13531000000.0,10401000000.0,10851000000.0,11264000000.0,17739000000.0,29003000000.0,1677000000.0,7338000000.0,0.0,-3703000000.0
