company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:01:51+00:00,-23000000.0,,670000000.0,88000000.0,1432000000.0,,15000000.0,,209000000.0,-2644000000.0,2455000000.0,209000000.0,-2644000000.0,2455000000.0,20000000.0,449000000.0,449000000.0,-96000000.0,,22000000.0,207000000.0,-16755000000.0,-2891000000.0,-13000000.0,,16915000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,Q4,2010-10-01,2010-12-31,,-20000000.0,,218000000.0,764000000.0,1446000000.0,,6930000000.0,,-243000000.0,-1683000000.0,1927000000.0,-243000000.0,-1683000000.0,1927000000.0,1000000.0,230000000.0,230000000.0,33000000.0,,7000000.0,-343000000.0,-3675000000.0,-296000000.0,-6830000000.0,,1537000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:04:19+00:00,-45000000.0,,941000000.0,807000000.0,685000000.0,,18804000000.0,,-82000000.0,-2145000000.0,2217000000.0,-82000000.0,-2145000000.0,2217000000.0,-10000000.0,623000000.0,623000000.0,-32000000.0,,,-1330000000.0,-9709000000.0,-1217000000.0,-17556000000.0,,8019000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,Q3,2010-07-01,2010-09-30,,-8000000.0,,234000000.0,15000000.0,-409000000.0,,6341000000.0,,258000000.0,-290000000.0,-5000000.0,258000000.0,-290000000.0,-5000000.0,-37000000.0,277000000.0,277000000.0,-107000000.0,,-5000000.0,-487000000.0,-11000000.0,-287000000.0,-5596000000.0,,6000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 13:57:07+00:00,-25000000.0,,723000000.0,43000000.0,-761000000.0,,11874000000.0,,161000000.0,-462000000.0,290000000.0,161000000.0,-462000000.0,290000000.0,-11000000.0,393000000.0,393000000.0,-65000000.0,,-7000000.0,-987000000.0,-6034000000.0,-921000000.0,-10726000000.0,,6482000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 13:42:12+00:00,-17000000.0,,489000000.0,28000000.0,-352000000.0,,5533000000.0,,-97000000.0,-172000000.0,295000000.0,-97000000.0,-172000000.0,295000000.0,26000000.0,116000000.0,116000000.0,42000000.0,,-2000000.0,-500000000.0,-6023000000.0,-634000000.0,-5130000000.0,,6476000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q4,2011-10-01,2011-12-31,,53000000.0,,230000000.0,-50000000.0,652000000.0,,,,-176000000.0,-340000000.0,638000000.0,-176000000.0,-340000000.0,638000000.0,122000000.0,-75000000.0,-75000000.0,-169000000.0,,1000000.0,-872000000.0,-56000000.0,-341000000.0,-3000000.0,699000000.0,53000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 14:59:24+00:00,-74000000.0,,891000000.0,144000000.0,133000000.0,1000000.0,10737000000.0,,-1643000000.0,1295000000.0,3309000000.0,-1643000000.0,1295000000.0,3309000000.0,2961000000.0,2389000000.0,2389000000.0,-104000000.0,0.0,9000000.0,-943000000.0,-10382000000.0,-1185000000.0,-11438000000.0,0.0,12783000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q3TTM,2010-10-01,2011-09-30,,-147000000.0,,879000000.0,958000000.0,927000000.0,1000000.0,17667000000.0,,-1710000000.0,-48000000.0,4598000000.0,-1710000000.0,-48000000.0,4598000000.0,2840000000.0,2694000000.0,2694000000.0,98000000.0,,15000000.0,-414000000.0,-14001000000.0,-1140000000.0,-18265000000.0,-699000000.0,14267000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q3,2011-07-01,2011-09-30,,-11000000.0,,227000000.0,26000000.0,345000000.0,1000000.0,,,-75000000.0,-309000000.0,1719000000.0,-75000000.0,-309000000.0,1719000000.0,1335000000.0,1133000000.0,1133000000.0,14000000.0,,3000000.0,-71000000.0,,-327000000.0,-5000000.0,,
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-09 13:29:30+00:00,-127000000.0,,661000000.0,194000000.0,-519000000.0,1000000.0,10737000000.0,,-1467000000.0,1635000000.0,2671000000.0,-1467000000.0,1635000000.0,2671000000.0,2839000000.0,2464000000.0,2464000000.0,65000000.0,,8000000.0,-71000000.0,-10326000000.0,-844000000.0,-11435000000.0,-699000000.0,12730000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q2TTM,2010-07-01,2011-06-30,,-144000000.0,,886000000.0,947000000.0,173000000.0,,24008000000.0,,-1377000000.0,-29000000.0,2874000000.0,-1377000000.0,-29000000.0,2874000000.0,1468000000.0,1838000000.0,1838000000.0,-23000000.0,,7000000.0,-830000000.0,-14012000000.0,-1100000000.0,-23856000000.0,-699000000.0,14273000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q2,2011-04-01,2011-06-30,,-92000000.0,,218000000.0,24000000.0,-990000000.0,-287000000.0,3345000000.0,,-1062000000.0,2428000000.0,37000000.0,-1062000000.0,2428000000.0,37000000.0,1403000000.0,802000000.0,802000000.0,7000000.0,,5000000.0,,-6972000000.0,-274000000.0,-3421000000.0,-699000000.0,9737000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-08 16:34:14+00:00,-116000000.0,,434000000.0,168000000.0,-864000000.0,,10737000000.0,,-1392000000.0,1944000000.0,952000000.0,-1392000000.0,1944000000.0,952000000.0,1504000000.0,1331000000.0,1331000000.0,51000000.0,,5000000.0,,-10326000000.0,-517000000.0,-11430000000.0,-699000000.0,12730000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 16:47:15+00:00,-24000000.0,,216000000.0,144000000.0,126000000.0,287000000.0,7392000000.0,,-330000000.0,-484000000.0,915000000.0,-330000000.0,-484000000.0,915000000.0,101000000.0,529000000.0,529000000.0,44000000.0,,,,-3354000000.0,-243000000.0,-8009000000.0,,2993000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 13:44:04+00:00,-190000000.0,,995000000.0,53000000.0,117000000.0,515000000.0,6000000.0,,-1259000000.0,-1452000000.0,4492000000.0,-1259000000.0,-1452000000.0,4492000000.0,1781000000.0,3393000000.0,3393000000.0,-13000000.0,0.0,3000000.0,-407000000.0,-57000000.0,-1369000000.0,-23000000.0,-1350000000.0,108000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q4,2012-10-01,2012-12-31,,,,283000000.0,1000000.0,968000000.0,461000000.0,6000000.0,,-151000000.0,-419000000.0,2043000000.0,-151000000.0,-419000000.0,2043000000.0,1473000000.0,759000000.0,759000000.0,33000000.0,,,-116000000.0,-31000000.0,-403000000.0,-2000000.0,-500000000.0,14000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3TTM,2011-10-01,2012-09-30,,-137000000.0,,942000000.0,2000000.0,-199000000.0,54000000.0,,,-1284000000.0,-1373000000.0,3087000000.0,-1284000000.0,-1373000000.0,3087000000.0,430000000.0,2559000000.0,2559000000.0,-215000000.0,,4000000.0,-1163000000.0,-82000000.0,-1307000000.0,-24000000.0,-151000000.0,147000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3,2012-07-01,2012-09-30,,-27000000.0,,246000000.0,46000000.0,597000000.0,22000000.0,,,-106000000.0,-235000000.0,1833000000.0,-106000000.0,-235000000.0,1833000000.0,1492000000.0,1224000000.0,1224000000.0,-234000000.0,,1000000.0,-119000000.0,-15000000.0,-331000000.0,-9000000.0,,91000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-07 09:04:43+00:00,-190000000.0,,712000000.0,52000000.0,-851000000.0,54000000.0,,,-1108000000.0,-1033000000.0,2449000000.0,-1108000000.0,-1033000000.0,2449000000.0,308000000.0,2634000000.0,2634000000.0,-46000000.0,0.0,3000000.0,-291000000.0,-26000000.0,-966000000.0,-21000000.0,-850000000.0,94000000.0
Marathon Petroleum Corp,MPC,3BNYRYQHD39K4LCKQF12,1510295,2012.0,Q2TTM,2011-07-01,2012-06-30,,-121000000.0,,923000000.0,-18000000.0,-451000000.0,33000000.0,,,-1253000000.0,-1447000000.0,2973000000.0,-1253000000.0,-1447000000.0,2973000000.0,273000000.0,2468000000.0,2468000000.0,33000000.0,,6000000.0,-1115000000.0,-67000000.0,-1303000000.0,-20000000.0,-151000000.0,56000000.0
