company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,premiumsearned,propertyliabilityinsuranceclaims,restructuringcharge,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 16:28:38+00:00,1504000000.0,1.06,1.06,9.625,1.05,213000000.0,570000000.0,555000000.0,15000000.0,520000000.0,50000000.0,12220000000.0,,60000000.0,,,7273000000.0,2176000000.0,65354000000.0,69365000000.0,11094000000.0,84139000000.0,84847000000.0,708000000.0,84847000000.0,490600000.0,490600000.0,495200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q3YTD,2012-01-01,2012-09-30,,1194000000.0,1.38,1.38,,1.32,594000000.0,752000000.0,740000000.0,12000000.0,701000000.0,51000000.0,9045000000.0,,58000000.0,2111000000.0,,4391000000.0,1563000000.0,23356000000.0,26716000000.0,8154000000.0,37627000000.0,38903000000.0,1276000000.0,38903000000.0,435800000.0,435800000.0,435800000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q3TTM,2011-10-01,2012-09-30,,2379000000.0,1.39,1.39,9.63,1.33,1249000000.0,2814000000.0,2758000000.0,56000000.0,2739000000.0,75000000.0,19139000000.0,,173000000.0,1153000000.0,,11192000000.0,3607000000.0,41573000000.0,47143000000.0,16094000000.0,69223000000.0,73057000000.0,3834000000.0,73057000000.0,435800000.0,435800000.0,435800000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 16:23:06+00:00,182000000.0,-1.34,-1.34,,-1.34,-328000000.0,-559000000.0,-557000000.0,-2000000.0,-584000000.0,25000000.0,1988000000.0,,45000000.0,,,2129000000.0,517000000.0,9027000000.0,10633000000.0,2742000000.0,14074000000.0,13144000000.0,-930000000.0,13144000000.0,435800000.0,435800000.0,435800000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q2YTD,2012-01-01,2012-06-30,,1012000000.0,2.72,2.72,,2.66,922000000.0,1311000000.0,1297000000.0,14000000.0,1285000000.0,26000000.0,7057000000.0,,13000000.0,2111000000.0,,2262000000.0,1046000000.0,14329000000.0,16083000000.0,5412000000.0,23553000000.0,25759000000.0,2206000000.0,25759000000.0,468200000.0,468200000.0,474200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q2TTM,2011-07-01,2012-06-30,,3707000000.0,2.85,2.85,9.63,2.79,2437000000.0,4977000000.0,4928000000.0,49000000.0,4917000000.0,60000000.0,23012000000.0,,195000000.0,2111000000.0,,11091000000.0,3769000000.0,38630000000.0,44181000000.0,16017000000.0,67674000000.0,74844000000.0,7170000000.0,74844000000.0,468200000.0,468200000.0,474200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 16:11:30+00:00,1237000000.0,4.75,4.75,,4.69,743000000.0,2239000000.0,2232000000.0,7000000.0,2224000000.0,15000000.0,5121000000.0,,6000000.0,1062000000.0,,2397000000.0,604000000.0,7556000000.0,8674000000.0,2652000000.0,13167000000.0,16136000000.0,2969000000.0,16136000000.0,468200000.0,468200000.0,474200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q1TTM,2011-04-01,2012-03-31,,2470000000.0,-1.9,-1.9,9.63,-1.9,1694000000.0,2738000000.0,2696000000.0,42000000.0,2693000000.0,45000000.0,17891000000.0,,189000000.0,1049000000.0,,8694000000.0,3165000000.0,31074000000.0,35507000000.0,13365000000.0,54507000000.0,58708000000.0,4201000000.0,58708000000.0,462600000.0,462600000.0,462600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 16:06:09+00:00,-225000000.0,-2.03,-2.03,,-2.03,179000000.0,-928000000.0,-935000000.0,7000000.0,-939000000.0,11000000.0,1936000000.0,,7000000.0,1049000000.0,,-135000000.0,442000000.0,6773000000.0,7409000000.0,2760000000.0,10386000000.0,9623000000.0,-763000000.0,9623000000.0,462600000.0,462600000.0,462600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,FY,2013-01-01,2013-12-31,2016-02-19 16:22:47+00:00,240000000.0,-1.55,-1.55,1.73,-1.55,-1058000000.0,-560000000.0,-567000000.0,7000000.0,-667000000.0,107000000.0,9523000000.0,,59000000.0,,,5701000000.0,2050000000.0,26237000000.0,29844000000.0,11011000000.0,43145000000.0,41461000000.0,-1684000000.0,41461000000.0,430300000.0,430300000.0,430300000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q4,2013-10-01,2013-12-31,,254000000.0,-0.92,-0.92,-3.09,-0.89,-453000000.0,-428000000.0,-424000000.0,-4000000.0,-460000000.0,32000000.0,2381000000.0,,5000000.0,,,1468000000.0,463000000.0,6090000000.0,7161000000.0,2943000000.0,10821000000.0,9939000000.0,-882000000.0,9939000000.0,430300000.0,430300000.0,430300000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q3YTD,2013-01-01,2013-09-30,,-14000000.0,-0.63,-0.63,4.82,-0.66,-605000000.0,-132000000.0,-143000000.0,11000000.0,-207000000.0,75000000.0,7142000000.0,,54000000.0,,,4233000000.0,1587000000.0,20147000000.0,22683000000.0,8068000000.0,32324000000.0,31522000000.0,-802000000.0,31522000000.0,496100000.0,496100000.0,503400000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q3TTM,2012-10-01,2013-09-30,,296000000.0,-0.95,-0.95,14.45,-0.93,-986000000.0,-314000000.0,-328000000.0,14000000.0,-388000000.0,74000000.0,10317000000.0,,56000000.0,-2111000000.0,,7115000000.0,2200000000.0,62145000000.0,65332000000.0,11008000000.0,78836000000.0,77466000000.0,-1370000000.0,77466000000.0,496100000.0,496100000.0,503400000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 16:43:12+00:00,-452000000.0,2.07,2.07,2.41,2.04,497000000.0,1040000000.0,1032000000.0,8000000.0,1027000000.0,13000000.0,1540000000.0,,3000000.0,,,3629000000.0,582000000.0,6141000000.0,6996000000.0,2658000000.0,9784000000.0,11310000000.0,1526000000.0,11310000000.0,496100000.0,496100000.0,503400000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q2YTD,2013-01-01,2013-06-30,,438000000.0,-2.7,-2.7,2.41,-2.7,-1102000000.0,-1172000000.0,-1175000000.0,3000000.0,-1234000000.0,62000000.0,5602000000.0,,51000000.0,,,604000000.0,1005000000.0,14006000000.0,15687000000.0,5410000000.0,22540000000.0,20212000000.0,-2328000000.0,20212000000.0,458900000.0,458900000.0,458900000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q2TTM,2012-07-01,2013-06-30,,930000000.0,-4.36,-4.36,12.04,-4.31,-1811000000.0,-1913000000.0,-1917000000.0,4000000.0,-1999000000.0,86000000.0,10765000000.0,,98000000.0,-2111000000.0,,5615000000.0,2135000000.0,65031000000.0,68969000000.0,11092000000.0,83126000000.0,79300000000.0,-3826000000.0,79300000000.0,458900000.0,458900000.0,458900000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 16:26:06+00:00,220000000.0,-1.12,-1.12,2.41,-1.12,-275000000.0,-487000000.0,-489000000.0,2000000.0,-514000000.0,27000000.0,2687000000.0,,5000000.0,,,432000000.0,445000000.0,6922000000.0,7418000000.0,2727000000.0,10810000000.0,10041000000.0,-769000000.0,10041000000.0,458900000.0,458900000.0,458900000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q1TTM,2012-04-01,2013-03-31,,1947000000.0,1.51,1.51,9.63,1.5,-793000000.0,813000000.0,804000000.0,9000000.0,739000000.0,74000000.0,13199000000.0,,99000000.0,-1049000000.0,,7580000000.0,2294000000.0,65665000000.0,70225000000.0,11017000000.0,85483000000.0,85395000000.0,-88000000.0,85395000000.0,455700000.0,455700000.0,455700000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 16:13:52+00:00,218000000.0,-1.58,-1.58,,-1.58,-827000000.0,-685000000.0,-686000000.0,1000000.0,-720000000.0,35000000.0,2915000000.0,,46000000.0,,,172000000.0,560000000.0,7084000000.0,8269000000.0,2683000000.0,11730000000.0,10171000000.0,-1559000000.0,10171000000.0,455700000.0,455700000.0,455700000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 16:20:56+00:00,1973000000.0,3.25,3.25,2.17,3.23,349000000.0,1438000000.0,1426000000.0,12000000.0,1381000000.0,57000000.0,16892000000.0,,16000000.0,,11807000000.0,7920000000.0,2716000000.0,29293000000.0,35850000000.0,,52346000000.0,54105000000.0,1759000000.0,54105000000.0,424900000.0,424900000.0,427600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q4,2014-10-01,2014-12-31,,708000000.0,-2.64,-2.64,0.58,-2.57,-294000000.0,-1447000000.0,-1451000000.0,4000000.0,-1459000000.0,12000000.0,4567000000.0,,5000000.0,,11807000000.0,445000000.0,660000000.0,10713000000.0,12589000000.0,-8289000000.0,17475000000.0,15725000000.0,-1750000000.0,15725000000.0,424900000.0,424900000.0,427600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q3YTD,2014-01-01,2014-09-30,,1265000000.0,5.89,5.89,1.59,5.8,643000000.0,2885000000.0,2877000000.0,8000000.0,2840000000.0,45000000.0,12325000000.0,,11000000.0,,,7475000000.0,2056000000.0,18580000000.0,23261000000.0,8289000000.0,34871000000.0,38380000000.0,3509000000.0,38380000000.0,512000000.0,512000000.0,517200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q3TTM,2013-10-01,2014-09-30,,1519000000.0,4.97,4.97,-1.5,4.91,190000000.0,2457000000.0,2453000000.0,4000000.0,2380000000.0,77000000.0,14706000000.0,,16000000.0,,,8943000000.0,2519000000.0,24670000000.0,30422000000.0,11232000000.0,45692000000.0,48319000000.0,2627000000.0,48319000000.0,512000000.0,512000000.0,517200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:20:23+00:00,346000000.0,1.0,1.0,0.53,0.99,-234000000.0,523000000.0,523000000.0,0.0,512000000.0,11000000.0,3916000000.0,,5000000.0,,,1820000000.0,745000000.0,6644000000.0,8216000000.0,2789000000.0,12096000000.0,12380000000.0,284000000.0,12380000000.0,512000000.0,512000000.0,517200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q2YTD,2014-01-01,2014-06-30,,919000000.0,4.89,4.89,1.06,4.81,877000000.0,2362000000.0,2354000000.0,8000000.0,2328000000.0,34000000.0,8409000000.0,,6000000.0,,,5655000000.0,1311000000.0,11936000000.0,15045000000.0,5500000000.0,22775000000.0,26000000000.0,3225000000.0,26000000000.0,459400000.0,459400000.0,491000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q2TTM,2013-07-01,2014-06-30,,721000000.0,6.04,6.04,0.38,5.96,921000000.0,2974000000.0,2962000000.0,12000000.0,2895000000.0,79000000.0,12330000000.0,,14000000.0,,,10752000000.0,2356000000.0,24167000000.0,29202000000.0,11101000000.0,43380000000.0,47249000000.0,3869000000.0,47249000000.0,459400000.0,459400000.0,491000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 16:04:21+00:00,482000000.0,2.26,2.26,0.53,2.22,404000000.0,1113000000.0,1109000000.0,4000000.0,1090000000.0,23000000.0,4363000000.0,,6000000.0,,,2715000000.0,711000000.0,6068000000.0,7644000000.0,2802000000.0,11639000000.0,13146000000.0,1507000000.0,13146000000.0,459400000.0,459400000.0,491000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q1TTM,2013-04-01,2014-03-31,,459000000.0,2.66,2.66,2.26,2.62,242000000.0,1374000000.0,1364000000.0,10000000.0,1291000000.0,83000000.0,10654000000.0,,13000000.0,,,8469000000.0,2090000000.0,25021000000.0,28976000000.0,11026000000.0,42551000000.0,44144000000.0,1593000000.0,44144000000.0,460900000.0,460900000.0,460900000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 16:14:44+00:00,437000000.0,2.63,2.63,0.53,2.59,473000000.0,1249000000.0,1245000000.0,4000000.0,1238000000.0,11000000.0,4046000000.0,,0.0,,,2940000000.0,600000000.0,5868000000.0,7401000000.0,2698000000.0,11136000000.0,12854000000.0,1718000000.0,12854000000.0,460900000.0,460900000.0,460900000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 16:19:47+00:00,2120000000.0,12.37,12.37,2.44,12.17,2072000000.0,5712000000.0,5712000000.0,,5642000000.0,70000000.0,18854000000.0,,15000000.0,,10912000000.0,9744000000.0,2212000000.0,28521000000.0,34106000000.0,,49350000000.0,57119000000.0,7769000000.0,57119000000.0,451700000.0,451700000.0,451700000.0
