company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,premiumsearned,propertyliabilityinsuranceclaims,restructuringcharge,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:48:39+00:00,,7.61,7.61,1.15,7.51,1220000000.0,3729000000.0,3709000000.0,20000000.0,3662000000.0,67000000.0,12628000000.0,,246000000.0,3131000000.0,8820000000.0,4267000000.0,2903000000.0,14351000000.0,17971000000.0,,29694000000.0,34377000000.0,4683000000.0,34377000000.0,481200000.0,481200000.0,487600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:36:09+00:00,1424000000.0,-2.53,-2.53,0.58,-2.53,-517000000.0,-1081000000.0,-1156000000.0,75000000.0,-1117000000.0,36000000.0,9404000000.0,,-447000000.0,3138000000.0,,980000000.0,2218000000.0,15468000000.0,18866000000.0,7708000000.0,30216000000.0,28990000000.0,-1226000000.0,28990000000.0,429700000.0,429700000.0,429700000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:18:22+00:00,,-0.25,-0.25,,-0.25,-149000000.0,-171000000.0,-176000000.0,5000000.0,-176000000.0,5000000.0,2658000000.0,,-129000000.0,711000000.0,1997000000.0,43000000.0,779000000.0,3618000000.0,4450000000.0,,7226000000.0,7030000000.0,-196000000.0,7030000000.0,704000000.0,704000000.0,704000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:10:54+00:00,,1.33,1.33,,1.32,60000000.0,589000000.0,592000000.0,-3000000.0,581000000.0,8000000.0,2128000000.0,,24000000.0,824000000.0,2161000000.0,824000000.0,158000000.0,3927000000.0,4756000000.0,,7075000000.0,7703000000.0,628000000.0,7703000000.0,436800000.0,436800000.0,440200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2009.0,Q4,2009-10-01,2009-12-31,,,-3.62,-3.62,,-3.61,318000000.0,-1215000000.0,-1189000000.0,-26000000.0,-1259000000.0,44000000.0,-5957000000.0,,-30000000.0,-2052000000.0,-6527000000.0,-3617000000.0,-842000000.0,-12321000000.0,-15737000000.0,,-23106000000.0,-23947000000.0,-841000000.0,-23947000000.0,,,
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2009.0,Q3YTD,2009-01-01,2009-09-30,,,3.62,3.62,,3.61,-318000000.0,1215000000.0,1189000000.0,26000000.0,1259000000.0,-44000000.0,5957000000.0,,30000000.0,2052000000.0,6527000000.0,3617000000.0,842000000.0,12321000000.0,15737000000.0,,23106000000.0,23947000000.0,841000000.0,23947000000.0,461200000.0,461200000.0,461200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 17:35:18+00:00,,2.36,2.36,,2.35,-153000000.0,1032000000.0,1032000000.0,0.0,1082000000.0,-50000000.0,2410000000.0,,31000000.0,613000000.0,1887000000.0,1420000000.0,566000000.0,4100000000.0,5242000000.0,,7695000000.0,8543000000.0,848000000.0,8543000000.0,461200000.0,461200000.0,461200000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2009.0,Q2YTD,2009-01-01,2009-06-30,,,1.26,1.26,,1.26,-165000000.0,183000000.0,157000000.0,26000000.0,177000000.0,6000000.0,3547000000.0,,-1000000.0,1439000000.0,4640000000.0,2197000000.0,276000000.0,8221000000.0,10495000000.0,,15411000000.0,15404000000.0,-7000000.0,15404000000.0,130400000.0,130400000.0,130400000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 16:12:20+00:00,,1.25,1.25,,1.25,-163000000.0,180000000.0,158000000.0,22000000.0,163000000.0,17000000.0,560000000.0,,5000000.0,713000000.0,1627000000.0,1419000000.0,277000000.0,4187000000.0,4985000000.0,,6889000000.0,6879000000.0,-10000000.0,6879000000.0,130400000.0,130400000.0,130400000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 17:01:47+00:00,,0.01,0.01,,0.01,-2000000.0,3000000.0,-1000000.0,4000000.0,14000000.0,-11000000.0,2987000000.0,,-6000000.0,726000000.0,3013000000.0,778000000.0,-1000000.0,4034000000.0,5510000000.0,,8522000000.0,8525000000.0,3000000.0,8525000000.0,1400000000.0,1400000000.0,1400000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q4,2010-10-01,2010-12-31,,-333000000.0,-1.75,-1.75,9.63,-1.74,466000000.0,1237000000.0,1222000000.0,15000000.0,1227000000.0,10000000.0,4956000000.0,,63000000.0,1648000000.0,,1987000000.0,1154000000.0,9392000000.0,10898000000.0,4639000000.0,16358000000.0,17983000000.0,1625000000.0,17983000000.0,150050000000.0,150050000000.0,150050000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 16:36:17+00:00,1085000000.0,0.02,0.02,9.625,0.02,1243000000.0,3012000000.0,2979000000.0,33000000.0,3001000000.0,11000000.0,12915000000.0,,82000000.0,3323000000.0,,3741000000.0,2189000000.0,18238000000.0,22494000000.0,8309000000.0,34077000000.0,38217000000.0,4140000000.0,38217000000.0,150050000000.0,150050000000.0,150050000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q3YTD,2010-01-01,2010-09-30,,1418000000.0,1.77,1.77,,1.76,777000000.0,1775000000.0,1757000000.0,18000000.0,1774000000.0,1000000.0,7959000000.0,,19000000.0,1675000000.0,,1754000000.0,1035000000.0,8846000000.0,11596000000.0,3670000000.0,17719000000.0,20234000000.0,2515000000.0,20234000000.0,,,
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q3TTM,2009-10-01,2010-09-30,,1418000000.0,-1.85,-1.85,,-1.85,1095000000.0,560000000.0,568000000.0,-8000000.0,515000000.0,45000000.0,2002000000.0,,-11000000.0,-377000000.0,-6527000000.0,-1863000000.0,193000000.0,-3475000000.0,-4141000000.0,3670000000.0,-5387000000.0,-3713000000.0,1674000000.0,-3713000000.0,,,
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 17:21:22+00:00,992000000.0,1.24,1.24,,1.23,426000000.0,1104000000.0,1089000000.0,15000000.0,1077000000.0,27000000.0,4698000000.0,,9000000.0,859000000.0,,826000000.0,518000000.0,4604000000.0,6118000000.0,1853000000.0,9481000000.0,10987000000.0,1506000000.0,10987000000.0,868500000.0,868500000.0,875600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q2YTD,2010-01-01,2010-06-30,,1418000000.0,1.77,1.77,,1.76,777000000.0,1775000000.0,1757000000.0,18000000.0,1774000000.0,1000000.0,7959000000.0,,19000000.0,1675000000.0,,1754000000.0,1035000000.0,8846000000.0,11596000000.0,3670000000.0,17719000000.0,20234000000.0,2515000000.0,20234000000.0,868500000.0,868500000.0,875600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q2TTM,2009-07-01,2010-06-30,,1418000000.0,0.51,0.51,,0.5,942000000.0,1592000000.0,1600000000.0,-8000000.0,1597000000.0,-5000000.0,4412000000.0,,20000000.0,236000000.0,-4640000000.0,-443000000.0,759000000.0,625000000.0,1101000000.0,3670000000.0,2308000000.0,4830000000.0,2522000000.0,4830000000.0,868500000.0,868500000.0,875600000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:24:39+00:00,426000000.0,0.53,0.53,,0.53,351000000.0,671000000.0,668000000.0,3000000.0,697000000.0,-26000000.0,3261000000.0,,10000000.0,816000000.0,,928000000.0,517000000.0,4242000000.0,5478000000.0,1817000000.0,8238000000.0,9247000000.0,1009000000.0,9247000000.0,1315100000.0,1315100000.0,1315100000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2010.0,Q1TTM,2009-04-01,2010-03-31,,426000000.0,0.52,0.52,,0.52,353000000.0,668000000.0,669000000.0,-1000000.0,683000000.0,-15000000.0,274000000.0,,16000000.0,90000000.0,-3013000000.0,150000000.0,518000000.0,208000000.0,-32000000.0,1817000000.0,-284000000.0,722000000.0,1006000000.0,722000000.0,1315100000.0,1315100000.0,1315100000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,Q4,2011-10-01,2011-12-31,,1185000000.0,0.01,0.01,9.63,0.01,655000000.0,2062000000.0,2018000000.0,44000000.0,2038000000.0,24000000.0,10094000000.0,,115000000.0,-958000000.0,,6801000000.0,2044000000.0,18217000000.0,20427000000.0,7940000000.0,31596000000.0,34154000000.0,2558000000.0,34154000000.0,27938500000.0,27938500000.0,27938500000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:24:20+00:00,2695000000.0,0.13,0.13,9.625,0.13,1515000000.0,3666000000.0,3631000000.0,35000000.0,3632000000.0,34000000.0,15955000000.0,,182000000.0,,,8829000000.0,2723000000.0,24301000000.0,28098000000.0,10605000000.0,44121000000.0,49085000000.0,4964000000.0,49085000000.0,27938500000.0,27938500000.0,27938500000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,Q3YTD,2011-01-01,2011-09-30,,1510000000.0,0.12,0.12,,0.12,860000000.0,1604000000.0,1613000000.0,-9000000.0,1594000000.0,10000000.0,5861000000.0,,67000000.0,958000000.0,,2028000000.0,679000000.0,6084000000.0,7671000000.0,2665000000.0,12525000000.0,14931000000.0,2406000000.0,14931000000.0,13283300000.0,13283300000.0,13283300000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,Q3TTM,2010-10-01,2011-09-30,,1177000000.0,-1.63,-1.63,9.63,-1.62,1326000000.0,2841000000.0,2835000000.0,6000000.0,2821000000.0,20000000.0,10817000000.0,,130000000.0,2606000000.0,,4015000000.0,1833000000.0,15476000000.0,18569000000.0,7304000000.0,28883000000.0,32914000000.0,4031000000.0,32914000000.0,13283300000.0,13283300000.0,13283300000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:24:47+00:00,1510000000.0,0.12,0.12,,0.12,860000000.0,1604000000.0,1613000000.0,-9000000.0,1594000000.0,10000000.0,5861000000.0,,67000000.0,958000000.0,,2028000000.0,679000000.0,6084000000.0,7671000000.0,2665000000.0,12525000000.0,14931000000.0,2406000000.0,14931000000.0,13283300000.0,13283300000.0,13283300000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,Q2TTM,2010-07-01,2011-06-30,,-333000000.0,-1.75,-1.75,9.63,-1.74,466000000.0,1237000000.0,1222000000.0,15000000.0,1227000000.0,10000000.0,4956000000.0,,63000000.0,1648000000.0,,1987000000.0,1154000000.0,9392000000.0,10898000000.0,4639000000.0,16358000000.0,17983000000.0,1625000000.0,17983000000.0,,,
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2011.0,Q1TTM,2010-04-01,2011-03-31,,659000000.0,-0.51,-0.51,9.63,-0.51,892000000.0,2341000000.0,2311000000.0,30000000.0,2304000000.0,37000000.0,9654000000.0,,72000000.0,2507000000.0,,2813000000.0,1672000000.0,13996000000.0,17016000000.0,6492000000.0,25839000000.0,28970000000.0,3131000000.0,28970000000.0,,,
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q4,2012-10-01,2012-12-31,,310000000.0,-0.32,-0.32,9.63,-0.27,-381000000.0,-182000000.0,-185000000.0,3000000.0,-181000000.0,-1000000.0,3175000000.0,,2000000.0,-2111000000.0,,2882000000.0,613000000.0,41998000000.0,42649000000.0,2940000000.0,46512000000.0,45944000000.0,-568000000.0,45944000000.0,490600000.0,490600000.0,495200000.0
