company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,longtermdebt,mortgageservicingrights,noncontrollinginterests,otherassets,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2012.0,Q3,,2012-09-30,2012-11-08 16:24:47+00:00,2870000000.0,9650000000.0,13906000000.0,,24354000000.0,13666000000.0,183162000000.0,23845000000.0,36822000000.0,691000000.0,36670000000.0,23538000000.0,143231000000.0,16896000000.0,247510000000.0,247510000000.0,11046000000.0,671698000000.0,38675000000.0,38675000000.0,39366000000.0,632332000000.0,671698000000.0,0.0,320254000000.0,-12225000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,FY,,2013-12-31,2015-02-20 16:28:38+00:00,3089000000.0,8681000000.0,11439000000.0,,24481000000.0,16512000000.0,206859000000.0,26855000000.0,41008000000.0,603000000.0,36977000000.0,24387000000.0,142172000000.0,14531000000.0,285060000000.0,285060000000.0,10567000000.0,731781000000.0,35278000000.0,35278000000.0,35881000000.0,695900000000.0,731781000000.0,0.0,337696000000.0,-12415000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q3,,2013-09-30,2013-11-07 16:23:06+00:00,3157000000.0,6899000000.0,12650000000.0,,24419000000.0,16228000000.0,209177000000.0,26065000000.0,39497000000.0,758000000.0,37721000000.0,24221000000.0,143180000000.0,15335000000.0,275091000000.0,275091000000.0,10276000000.0,723126000000.0,34358000000.0,34358000000.0,35116000000.0,688010000000.0,723126000000.0,0.0,338782000000.0,-12295000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q2,,2013-06-30,2013-08-08 16:11:30+00:00,3113000000.0,8449000000.0,13045000000.0,,24389000000.0,14968000000.0,204190000000.0,25789000000.0,38069000000.0,760000000.0,37253000000.0,23870000000.0,142237000000.0,14486000000.0,264054000000.0,264054000000.0,9567000000.0,705615000000.0,35148000000.0,35148000000.0,35908000000.0,669707000000.0,705615000000.0,0.0,335113000000.0,-12176000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2013.0,Q1,,2013-03-31,2013-05-03 16:06:09+00:00,3143000000.0,12418000000.0,14477000000.0,,24360000000.0,14374000000.0,210918000000.0,27384000000.0,38458000000.0,703000000.0,36544000000.0,24123000000.0,145768000000.0,15203000000.0,266308000000.0,266308000000.0,8930000000.0,724097000000.0,39963000000.0,39963000000.0,40666000000.0,683431000000.0,724097000000.0,0.0,350793000000.0,-12018000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,FY,,2014-12-31,2016-02-19 16:22:47+00:00,3130000000.0,16050000000.0,14918000000.0,0.0,24565000000.0,15971000000.0,217766000000.0,25889000000.0,46432000000.0,579000000.0,36185000000.0,27159000000.0,143811000000.0,14888000000.0,296435000000.0,296435000000.0,13246000000.0,766655000000.0,41764000000.0,41770000000.0,42349000000.0,724306000000.0,766655000000.0,0.0,353584000000.0,-13739000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q3,,2014-09-30,2014-11-06 16:43:12+00:00,3209000000.0,13501000000.0,17222000000.0,,24531000000.0,16585000000.0,215847000000.0,27994000000.0,44836000000.0,583000000.0,35166000000.0,25833000000.0,146037000000.0,16616000000.0,292616000000.0,292616000000.0,13468000000.0,764147000000.0,41769000000.0,41769000000.0,42352000000.0,721795000000.0,764147000000.0,0.0,354513000000.0,-12879000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q2,,2014-06-30,2014-08-07 16:26:06+00:00,3162000000.0,13077000000.0,12160000000.0,,24484000000.0,16669000000.0,215219000000.0,28061000000.0,42964000000.0,612000000.0,35055000000.0,25328000000.0,145731000000.0,16357000000.0,296801000000.0,296801000000.0,12590000000.0,765537000000.0,41195000000.0,41195000000.0,41807000000.0,723730000000.0,765537000000.0,0.0,358726000000.0,-12723000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2014.0,Q1,,2014-03-31,2014-05-08 16:13:52+00:00,3134000000.0,10798000000.0,12472000000.0,,24441000000.0,16617000000.0,211540000000.0,26666000000.0,42392000000.0,641000000.0,35739000000.0,25374000000.0,143763000000.0,15517000000.0,288161000000.0,288161000000.0,12367000000.0,746735000000.0,38223000000.0,38223000000.0,38864000000.0,707871000000.0,746735000000.0,0.0,348220000000.0,-12533000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2015.0,FY,,2015-12-31,2017-02-17 16:20:56+00:00,3110000000.0,12285000000.0,17612000000.0,0.0,24488000000.0,16718000000.0,224384000000.0,19594000000.0,50559000000.0,33000000.0,36815000000.0,34324000000.0,142362000000.0,18931000000.0,285570000000.0,285570000000.0,9098000000.0,757255000000.0,41890000000.0,41890000000.0,41923000000.0,715332000000.0,757255000000.0,0.0,346871000000.0,-13814000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2015.0,Q3,,2015-09-30,2015-11-05 16:20:23+00:00,3156000000.0,13463000000.0,20207000000.0,0.0,24348000000.0,16206000000.0,222220000000.0,28699000000.0,50048000000.0,50000000.0,36953000000.0,27509000000.0,142773000000.0,18515000000.0,280616000000.0,280616000000.0,9940000000.0,754527000000.0,42714000000.0,42720000000.0,42770000000.0,711757000000.0,754527000000.0,0.0,347341000000.0,-13612000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2015.0,Q2,,2015-06-30,2015-08-06 16:04:21+00:00,3117000000.0,13404000000.0,17038000000.0,0.0,24397000000.0,16569000000.0,216555000000.0,27719000000.0,48569000000.0,569000000.0,35043000000.0,26182000000.0,142158000000.0,17314000000.0,296341000000.0,296341000000.0,11484000000.0,762731000000.0,41717000000.0,41723000000.0,42292000000.0,720439000000.0,762731000000.0,0.0,346054000000.0,-13398000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2015.0,Q1,,2015-03-31,2015-05-07 16:14:44+00:00,3135000000.0,17752000000.0,19119000000.0,,24352000000.0,15639000000.0,220840000000.0,26533000000.0,47478000000.0,530000000.0,34778000000.0,28700000000.0,143480000000.0,16173000000.0,302706000000.0,302706000000.0,10779000000.0,778612000000.0,45044000000.0,45044000000.0,45574000000.0,733038000000.0,778612000000.0,0.0,355757000000.0,-13233000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2016.0,FY,,2016-12-31,2018-02-16 16:19:47+00:00,3204000000.0,14621000000.0,14127000000.0,0.0,24612000000.0,17661000000.0,240908000000.0,18041000000.0,,225000000.0,89136000000.0,31634000000.0,150916000000.0,21946000000.0,287636000000.0,287636000000.0,8739000000.0,783962000000.0,45863000000.0,45863000000.0,46088000000.0,737874000000.0,783962000000.0,0.0,372198000000.0,-15316000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2016.0,Q3,,2016-09-30,2016-11-04 16:20:29+00:00,3279000000.0,24925000000.0,24728000000.0,0.0,24526000000.0,16975000000.0,252228000000.0,18758000000.0,52273000000.0,543000000.0,34847000000.0,38559000000.0,154059000000.0,21969000000.0,291550000000.0,291550000000.0,7737000000.0,819865000000.0,56431000000.0,56431000000.0,56974000000.0,762891000000.0,819865000000.0,0.0,396213000000.0,-14989000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2016.0,Q2,,2016-06-30,2016-08-05 17:20:50+00:00,3211000000.0,24667000000.0,24142000000.0,0.0,24463000000.0,16152000000.0,242950000000.0,18986000000.0,51447000000.0,29000000.0,33238000000.0,36522000000.0,150011000000.0,20451000000.0,284832000000.0,284832000000.0,8011000000.0,796490000000.0,55149000000.0,55149000000.0,55178000000.0,741312000000.0,796490000000.0,0.0,383468000000.0,-14432000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2016.0,Q1,,2016-03-31,2016-05-06 16:19:24+00:00,3180000000.0,19066000000.0,22492000000.0,0.0,24426000000.0,15998000000.0,234728000000.0,22554000000.0,50798000000.0,23000000.0,32906000000.0,29503000000.0,146118000000.0,19843000000.0,281501000000.0,281501000000.0,9326000000.0,772995000000.0,49242000000.0,49242000000.0,49265000000.0,723730000000.0,772995000000.0,0.0,366120000000.0,-14093000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2017.0,FY,,2017-12-31,2019-02-15 16:21:00+00:00,3325000000.0,17074000000.0,14490000000.0,0.0,24775000000.0,18992000000.0,257317000000.0,17172000000.0,,275000000.0,106950000000.0,32139000000.0,154600000000.0,28671000000.0,306617000000.0,306617000000.0,9780000000.0,832136000000.0,54236000000.0,54236000000.0,54511000000.0,777625000000.0,832136000000.0,0.0,381762000000.0,-16284000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2017.0,Q3,,2017-09-30,2017-11-03 16:18:10+00:00,3278000000.0,16598000000.0,14541000000.0,0.0,24727000000.0,18724000000.0,252339000000.0,17153000000.0,,192000000.0,91233000000.0,34792000000.0,154669000000.0,25060000000.0,301110000000.0,301110000000.0,10503000000.0,821131000000.0,50373000000.0,50373000000.0,50565000000.0,770566000000.0,821131000000.0,0.0,392245000000.0,-16012000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2017.0,Q2,,2017-06-30,2017-08-04 16:18:29+00:00,3228000000.0,16362000000.0,16605000000.0,0.0,24677000000.0,18715000000.0,250706000000.0,17626000000.0,,196000000.0,88458000000.0,33750000000.0,153839000000.0,23146000000.0,297433000000.0,297433000000.0,10596000000.0,812590000000.0,48444000000.0,48444000000.0,48640000000.0,763950000000.0,812590000000.0,0.0,388151000000.0,-15741000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2017.0,Q1,,2017-03-31,2017-05-05 16:18:15+00:00,3231000000.0,14643000000.0,13308000000.0,0.0,24633000000.0,18197000000.0,244705000000.0,17893000000.0,53660000000.0,190000000.0,35005000000.0,31116000000.0,152922000000.0,22983000000.0,293805000000.0,293805000000.0,9950000000.0,797365000000.0,46784000000.0,46784000000.0,46974000000.0,750391000000.0,797365000000.0,0.0,380159000000.0,-15475000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2018.0,FY,,2018-12-31,2020-02-14 16:24:04+00:00,3318000000.0,10906000000.0,15353000000.0,0.0,24834000000.0,20058000000.0,273846000000.0,17378000000.0,,414000000.0,110809000000.0,28838000000.0,154448000000.0,30470000000.0,279136000000.0,279136000000.0,12401000000.0,815078000000.0,48617000000.0,48617000000.0,49031000000.0,766047000000.0,815078000000.0,0.0,386404000000.0,-17593000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2018.0,Q3,,2018-09-30,2018-11-08 16:18:23+00:00,3180000000.0,9150000000.0,12466000000.0,0.0,24816000000.0,19789000000.0,260797000000.0,17421000000.0,,357000000.0,109721000000.0,28796000000.0,153642000000.0,30005000000.0,303441000000.0,303441000000.0,11569000000.0,822748000000.0,46725000000.0,46725000000.0,47082000000.0,775666000000.0,822748000000.0,0.0,374151000000.0,-17246000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2018.0,Q2,,2018-06-30,2018-08-03 16:18:31+00:00,3235000000.0,11655000000.0,14918000000.0,0.0,24769000000.0,19643000000.0,260435000000.0,16732000000.0,,360000000.0,108631000000.0,29630000000.0,154217000000.0,28713000000.0,298658000000.0,298658000000.0,11596000000.0,819860000000.0,48232000000.0,48232000000.0,48592000000.0,771268000000.0,819860000000.0,0.0,374775000000.0,-16905000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2018.0,Q1,,2018-03-31,2018-05-04 16:17:35+00:00,3169000000.0,14761000000.0,15676000000.0,0.0,24728000000.0,19649000000.0,261144000000.0,18143000000.0,,345000000.0,109037000000.0,32251000000.0,155363000000.0,28898000000.0,300585000000.0,300585000000.0,10016000000.0,829677000000.0,51830000000.0,51830000000.0,52175000000.0,777502000000.0,829677000000.0,0.0,381561000000.0,-16557000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2019.0,FY,,2019-12-31,2020-05-08 16:21:55+00:00,3330000000.0,24039000000.0,16327000000.0,0.0,25538000000.0,19912000000.0,293527000000.0,18646000000.0,,604000000.0,118670000000.0,36393000000.0,159098000000.0,32991000000.0,312281000000.0,312281000000.0,11614000000.0,896552000000.0,63115000000.0,63115000000.0,63719000000.0,832833000000.0,896552000000.0,0.0,426032000000.0,-19453000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2019.0,Q3,,2019-09-30,2019-11-05 16:20:57+00:00,3248000000.0,27558000000.0,18289000000.0,0.0,25357000000.0,19484000000.0,291742000000.0,19151000000.0,,516000000.0,116696000000.0,36379000000.0,160075000000.0,32269000000.0,301234000000.0,301234000000.0,10731000000.0,885626000000.0,65798000000.0,65798000000.0,66314000000.0,819312000000.0,885626000000.0,0.0,426675000000.0,-19386000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2019.0,Q2,,2019-06-30,2019-08-02 16:21:43+00:00,3355000000.0,23982000000.0,15421000000.0,0.0,24831000000.0,19540000000.0,285527000000.0,17841000000.0,,493000000.0,114128000000.0,34338000000.0,157986000000.0,31263000000.0,303580000000.0,303580000000.0,12400000000.0,873825000000.0,61660000000.0,61660000000.0,62153000000.0,811672000000.0,873825000000.0,0.0,417801000000.0,-18416000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2019.0,Q1,,2019-03-31,2019-05-03 16:21:44+00:00,3233000000.0,17218000000.0,14699000000.0,0.0,24788000000.0,19978000000.0,277085000000.0,18309000000.0,60875000000.0,440000000.0,53504000000.0,32230000000.0,156584000000.0,30966000000.0,297244000000.0,297244000000.0,12422000000.0,849324000000.0,55010000000.0,55010000000.0,55450000000.0,793874000000.0,849324000000.0,0.0,399791000000.0,-17962000000.0
Prudential Financial Inc,PRU,5PRBRS5FEH7NREC8OR45,1137774,2020.0,Q1,,2020-03-31,2020-05-08 16:21:55+00:00,3221000000.0,22600000000.0,31646000000.0,0.0,25512000000.0,19738000000.0,310817000000.0,20149000000.0,,625000000.0,123454000000.0,32366000000.0,162294000000.0,32176000000.0,272667000000.0,272667000000.0,13096000000.0,873712000000.0,60447000000.0,60447000000.0,61072000000.0,812640000000.0,873712000000.0,0.0,422986000000.0,-19841000000.0
