company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,restructuringcharge,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.52,0.52,,218275000.0,0.52,8192000.0,,,146552000.0,146552000.0,,132518000.0,494000.0,,29776000.0,10947000.0,537074000.0,146307000.0,1081000.0,13540000.0,,,402550000.0,538155000.0,135605000.0,538155000.0,255700000.0,253375546.0,253973745.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.08,1.08,,428352000.0,1.09,13435000.0,,,297476000.0,297476000.0,,269393000.0,1003000.0,,56215000.0,22297000.0,1057831000.0,287532000.0,2882000.0,27080000.0,,,785534000.0,1060713000.0,275179000.0,1060713000.0,255700000.0,253375546.0,253973745.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q1,2016-01-01,2016-03-31,2017-04-26 16:10:41+00:00,0.25,0.25,,107933000.0,0.25,1923000.0,,,70484000.0,70484000.0,,63473000.0,241000.0,,15105000.0,2289000.0,265906000.0,73960000.0,1210000.0,6770000.0,,,198921000.0,267116000.0,68195000.0,267116000.0,253900000.0,250173815.0,250698023.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.07,1.07,,419111000.0,1.07,10396000.0,,,287758000.0,287758000.0,,259665000.0,1013000.0,,56481000.0,17314000.0,1039701000.0,287102000.0,3833000.0,27080000.0,,,773090000.0,1043534000.0,270444000.0,1043534000.0,253900000.0,250173815.0,250698023.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,FY,2017-01-01,2017-12-31,2020-02-24 06:05:54+00:00,1.1,1.1,2.5269999999999997,498788000.0,1.1,14751000.0,6044000.0,247413000.0,319318000.0,319318000.0,,301514000.0,520000.0,-247413000.0,69480000.0,-1528000.0,1212306000.0,58446000.0,3462000.0,17284000.0,,247413000.0,641465000.0,1215768000.0,326890000.0,968355000.0,274100000.0,273465680.0,273936752.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q4,2017-10-01,2017-12-31,,0.21,0.21,,127033000.0,0.21,6679000.0,6044000.0,247413000.0,60951000.0,60951000.0,,60852000.0,99000.0,-247413000.0,16652000.0,-19218000.0,307191000.0,-173337000.0,3462000.0,,,247413000.0,-22973000.0,310653000.0,86213000.0,63240000.0,274100000.0,273465680.0,273936752.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q3,2017-07-01,2017-09-30,2018-11-01 16:24:08+00:00,0.32,0.32,,127569000.0,0.32,365000.0,,,88073000.0,88073000.0,,87940000.0,133000.0,,17267000.0,4319000.0,306920000.0,77965000.0,,0.0,,,223166000.0,306920000.0,83754000.0,306920000.0,274800000.0,275511870.0,276050671.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q3YTD,2017-01-01,2017-09-30,,0.89,0.89,,371755000.0,0.89,8072000.0,,,258367000.0,258367000.0,,240662000.0,421000.0,,52828000.0,17690000.0,905115000.0,231783000.0,,17284000.0,,,664438000.0,905115000.0,240677000.0,905115000.0,274800000.0,275511870.0,276050671.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q3TTM,2016-10-01,2017-09-30,,1.23,1.23,,489506000.0,1.23,11781000.0,3262000.0,219974000.0,351090000.0,351090000.0,,326333000.0,703000.0,-219974000.0,70239000.0,24387000.0,1194357000.0,71493000.0,-1399000.0,24054000.0,,219974000.0,643019000.0,1192958000.0,329965000.0,972984000.0,274800000.0,275511870.0,276050671.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q2,2017-04-01,2017-06-30,2018-08-02 16:09:49+00:00,0.3,0.3,,123089000.0,0.3,2274000.0,,,81259000.0,81259000.0,,81136000.0,123000.0,,16486000.0,2839000.0,300170000.0,79901000.0,,0.0,,,221750000.0,300170000.0,78420000.0,300170000.0,270500000.0,272588332.0,273099487.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.57,0.57,,244186000.0,0.57,7707000.0,,,170294000.0,170294000.0,,152722000.0,288000.0,,35561000.0,13371000.0,598195000.0,153818000.0,,17284000.0,,,441272000.0,598195000.0,156923000.0,598195000.0,270500000.0,272588332.0,273099487.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q2TTM,2016-07-01,2017-06-30,,1.18,1.18,,475854000.0,1.18,20179000.0,3262000.0,219974000.0,340219000.0,340219000.0,,308695000.0,700000.0,-219974000.0,68650000.0,24403000.0,1164293000.0,59477000.0,-1081000.0,30824000.0,,219974000.0,624160000.0,1163212000.0,319078000.0,943238000.0,270500000.0,272588332.0,273099487.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 16:14:29+00:00,0.27,0.27,,121097000.0,0.27,5433000.0,,,89035000.0,89035000.0,,71586000.0,165000.0,,19075000.0,10532000.0,298025000.0,73917000.0,,17284000.0,,,219522000.0,298025000.0,78503000.0,298025000.0,265100000.0,263340491.0,263934304.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.15,1.15,,463107000.0,1.15,24174000.0,3262000.0,219974000.0,335028000.0,335028000.0,,296604000.0,830000.0,-219974000.0,66835000.0,30222000.0,1135291000.0,51923000.0,-1210000.0,37594000.0,,219974000.0,606039000.0,1134081000.0,308068000.0,914107000.0,265100000.0,263340491.0,263934304.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,FY,2018-01-01,2018-12-31,2020-02-24 06:05:54+00:00,1.26,1.26,2.6305,539780000.0,1.26,26269000.0,5340000.0,266020000.0,364598000.0,364598000.0,,363614000.0,984000.0,-266020000.0,66326000.0,24643000.0,1321546000.0,84148000.0,6292000.0,0.0,,266020000.0,716523000.0,1327838000.0,345295000.0,1061818000.0,288600000.0,289427430.0,289923984.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q4,2018-10-01,2018-12-31,,0.29,0.29,,137711000.0,0.29,1186000.0,5340000.0,266020000.0,85303000.0,85390000.0,,85072000.0,231000.0,-266020000.0,17732000.0,5812000.0,341181000.0,-164940000.0,1395000.0,,,266020000.0,-8349000.0,342576000.0,84905000.0,76556000.0,288600000.0,289427430.0,289923984.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q3,2018-07-01,2018-09-30,2019-11-05 16:13:44+00:00,0.34,0.34,,136967000.0,0.34,6862000.0,,,99283000.0,99232000.0,,98999000.0,284000.0,,15806000.0,7813000.0,337252000.0,86976000.0,829000.0,,,,246649000.0,338081000.0,91432000.0,338081000.0,291200000.0,290664368.0,291207186.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q3YTD,2018-01-01,2018-09-30,,0.97,0.97,,402069000.0,0.97,25083000.0,,,279295000.0,279208000.0,,278542000.0,753000.0,,48594000.0,18831000.0,980365000.0,249088000.0,4897000.0,,,,724872000.0,985262000.0,260390000.0,985262000.0,291200000.0,290664368.0,291207186.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q3TTM,2017-10-01,2018-09-30,,1.18,1.18,,529102000.0,1.18,31762000.0,6044000.0,247413000.0,340246000.0,340159000.0,,339394000.0,852000.0,-247413000.0,65246000.0,-387000.0,1287556000.0,75751000.0,8359000.0,,,247413000.0,701899000.0,1295915000.0,346603000.0,1048502000.0,291200000.0,290664368.0,291207186.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q2,2018-04-01,2018-06-30,2019-08-06 15:45:00+00:00,0.34,0.34,,133999000.0,0.34,4000000.0,,,96697000.0,96661000.0,,96380000.0,317000.0,,16236000.0,7800000.0,325265000.0,85790000.0,3621000.0,,,,240025000.0,328886000.0,88861000.0,328886000.0,283500000.0,284928969.0,285372256.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q2YTD,2018-01-01,2018-06-30,,0.63,0.63,,265102000.0,0.63,18221000.0,,,180012000.0,179976000.0,,179543000.0,469000.0,,32788000.0,11018000.0,643113000.0,162112000.0,4068000.0,,,,478223000.0,647181000.0,168958000.0,647181000.0,283500000.0,284928969.0,285372256.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q2TTM,2017-07-01,2018-06-30,,1.16,1.16,,519704000.0,1.16,25265000.0,6044000.0,247413000.0,329036000.0,329000000.0,,328335000.0,701000.0,-247413000.0,66707000.0,-3881000.0,1257224000.0,66740000.0,7530000.0,,,247413000.0,678416000.0,1264754000.0,338925000.0,1017341000.0,283500000.0,284928969.0,285372256.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 16:28:05+00:00,0.29,0.29,0.6505,131103000.0,0.29,14221000.0,,,83315000.0,83315000.0,,83163000.0,152000.0,,16552000.0,3218000.0,317848000.0,76322000.0,447000.0,,,,238198000.0,318295000.0,80097000.0,318295000.0,286800000.0,283917418.0,284345328.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q1TTM,2017-04-01,2018-03-31,,1.12,1.12,,508794000.0,1.12,23539000.0,6044000.0,247413000.0,313598000.0,313598000.0,,313091000.0,507000.0,-247413000.0,66957000.0,-8842000.0,1232129000.0,60851000.0,3909000.0,,,247413000.0,660141000.0,1236038000.0,328484000.0,988625000.0,286800000.0,283917418.0,284345328.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q4,2019-10-01,2019-12-31,,0.38,0.38,,156594000.0,0.38,8911000.0,4713000.0,290991000.0,129553000.0,129554000.0,,129297000.0,256000.0,-290991000.0,25253000.0,15951000.0,394217000.0,-202565000.0,3312000.0,,,290991000.0,-11804000.0,397529000.0,118342000.0,106538000.0,316300000.0,315837012.0,316159277.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,FY,2019-01-01,2019-12-31,2020-02-24 06:05:54+00:00,1.38,1.38,2.7105,593961000.0,1.38,40186000.0,6158000.0,290991000.0,437478000.0,437478000.0,,436482000.0,996000.0,-290991000.0,88585000.0,32251000.0,1484818000.0,66483000.0,6773000.0,0.0,,290991000.0,789215000.0,1491591000.0,411385000.0,1200600000.0,316300000.0,315837012.0,316159277.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q3YTD,2019-01-01,2019-09-30,,1.0,1.0,,437367000.0,1.0,31275000.0,1445000.0,,307925000.0,307924000.0,,307185000.0,740000.0,,63332000.0,16300000.0,1090601000.0,269048000.0,3461000.0,,,,801019000.0,1094062000.0,293043000.0,1094062000.0,315800000.0,319945932.0,320263017.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q3TTM,2018-10-01,2019-09-30,,1.29,1.29,,575078000.0,1.29,32461000.0,6785000.0,266020000.0,393228000.0,393314000.0,,392257000.0,971000.0,-266020000.0,81064000.0,22112000.0,1431782000.0,104108000.0,4856000.0,,,266020000.0,792670000.0,1436638000.0,377948000.0,1170618000.0,315800000.0,319945932.0,320263017.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q3,2019-07-01,2019-09-30,2019-11-05 16:13:44+00:00,0.32,0.32,,149424000.0,0.32,13503000.0,,,101275000.0,101304000.0,,101049000.0,226000.0,,20354000.0,2001000.0,372312000.0,91692000.0,1935000.0,,,,274970000.0,374247000.0,99277000.0,374247000.0,315800000.0,319945932.0,320263017.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q2YTD,2019-01-01,2019-06-30,,0.68,0.68,,287943000.0,0.68,17772000.0,1445000.0,,206650000.0,206620000.0,,206136000.0,514000.0,,42978000.0,14299000.0,718289000.0,177356000.0,1526000.0,,,,526049000.0,719815000.0,193766000.0,719815000.0,307100000.0,311032972.0,311322162.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q2TTM,2018-07-01,2019-06-30,,1.31,1.31,,562621000.0,1.31,25820000.0,6785000.0,266020000.0,391236000.0,391242000.0,,390207000.0,1029000.0,-266020000.0,76516000.0,27924000.0,1396722000.0,99392000.0,3750000.0,,,266020000.0,764349000.0,1400472000.0,370103000.0,1134452000.0,307100000.0,311032972.0,311322162.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q2,2019-04-01,2019-06-30,2019-08-06 15:45:00+00:00,0.31,0.31,,150426000.0,0.31,13100000.0,,,95420000.0,95390000.0,,95194000.0,226000.0,,21342000.0,7036000.0,364252000.0,92228000.0,1198000.0,,,,277096000.0,365450000.0,88354000.0,365450000.0,307100000.0,311032972.0,311322162.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q1,2019-01-01,2019-03-31,2020-05-05 16:13:44+00:00,0.37,0.37,0.672,137517000.0,0.37,4672000.0,1445000.0,,111230000.0,111230000.0,,110942000.0,288000.0,,21636000.0,7263000.0,354037000.0,85128000.0,328000.0,,,,248953000.0,354365000.0,105412000.0,354365000.0,299800000.0,303528336.0,303819878.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q1TTM,2018-04-01,2019-03-31,,1.34,1.34,,546194000.0,1.34,16720000.0,6785000.0,266020000.0,392513000.0,392513000.0,,391393000.0,1120000.0,-266020000.0,71410000.0,28688000.0,1357735000.0,92954000.0,6173000.0,,,266020000.0,727278000.0,1363908000.0,370610000.0,1097888000.0,299800000.0,303528336.0,303819878.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2020.0,Q1,2020-01-01,2020-03-31,2020-05-05 16:13:44+00:00,0.44,0.44,0.6925,164585000.0,0.44,4478000.0,2763000.0,,147143000.0,147143000.0,,146827000.0,316000.0,,25606000.0,27123000.0,412157000.0,96889000.0,2184000.0,,,,291558000.0,414341000.0,122783000.0,414341000.0,333700000.0,336624567.0,336976515.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2020.0,Q1TTM,2019-04-01,2020-03-31,,1.45,1.45,,621029000.0,1.45,39992000.0,7476000.0,290991000.0,473391000.0,473391000.0,,472367000.0,1024000.0,-290991000.0,92555000.0,52111000.0,1542938000.0,78244000.0,8629000.0,,,290991000.0,831820000.0,1551567000.0,428756000.0,1260576000.0,333700000.0,336624567.0,336976515.0
