company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q1TTM,2014-04-01,2015-03-31,,,-4490000.0,382728000.0,,6351000.0,528615000.0,1820115000.0,,112209000.0,-745509000.0,631348000.0,,112209000.0,-745509000.0,631348000.0,-1952000.0,281528000.0,281528000.0,,-34769000.0,-7518000.0,-17997000.0,-270420000.0,-827044000.0,-6008000.0,-1731833000.0,,-226750000.0,105540000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,FY,2016-01-01,2016-12-31,2018-02-22 16:47:24+00:00,,5490000.0,449943000.0,,29054000.0,383572000.0,4480989000.0,,866192000.0,-1700707000.0,799863000.0,,866192000.0,-1700707000.0,799863000.0,-34652000.0,316477000.0,316477000.0,,-1101000.0,159743000.0,,-640069000.0,-1798892000.0,-13426000.0,-3509017000.0,-9026000.0,,111611000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q4,2016-10-01,2016-12-31,,,1649000.0,117751000.0,,18758000.0,,1351026000.0,,482526000.0,-727338000.0,220653000.0,,482526000.0,-727338000.0,220653000.0,-24159000.0,92724000.0,92724000.0,,-10229000.0,78961000.0,7757000.0,-173141000.0,-770975000.0,-8131000.0,-774320000.0,,,44011000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-26 16:07:00+00:00,,3841000.0,332192000.0,,10296000.0,383572000.0,3129963000.0,,383666000.0,-973369000.0,579210000.0,,383666000.0,-973369000.0,579210000.0,-10493000.0,223753000.0,223753000.0,,9128000.0,80782000.0,-7757000.0,-466928000.0,-1027917000.0,-5295000.0,-2734697000.0,-9026000.0,,67600000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q3TTM,2015-10-01,2016-09-30,,,4205000.0,437931000.0,,48896000.0,900701000.0,3518963000.0,,381329000.0,-1190721000.0,799829000.0,,381329000.0,-1190721000.0,799829000.0,-9563000.0,306864000.0,306864000.0,,1933000.0,115310000.0,-28274000.0,-612493000.0,-1232931000.0,-10975000.0,-3532126000.0,-9026000.0,,81459000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q3,2016-07-01,2016-09-30,,,1312000.0,113917000.0,,22627000.0,47000.0,885963000.0,,173856000.0,-382281000.0,217783000.0,,173856000.0,-382281000.0,217783000.0,9358000.0,77202000.0,77202000.0,,2725000.0,40102000.0,9534000.0,-159866000.0,-409577000.0,-2361000.0,-583364000.0,-9026000.0,,20123000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-27 15:27:45+00:00,,2529000.0,218275000.0,,-12331000.0,383525000.0,2244000000.0,,209810000.0,-591088000.0,361427000.0,,209810000.0,-591088000.0,361427000.0,-19851000.0,146551000.0,146551000.0,,6403000.0,40680000.0,-17291000.0,-307062000.0,-618340000.0,-2934000.0,-2151333000.0,,,47477000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q2TTM,2015-07-01,2016-06-30,,,1406000.0,428352000.0,,3309000.0,900654000.0,2735000000.0,,164582000.0,-928454000.0,733284000.0,,164582000.0,-928454000.0,733284000.0,-30588000.0,297475000.0,297475000.0,,2742000.0,73776000.0,-38604000.0,-441398000.0,-960684000.0,-12005000.0,-3103450000.0,,,82839000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q2,2016-04-01,2016-06-30,,,1430000.0,110342000.0,,35813000.0,383525000.0,1035000000.0,,83006000.0,-296395000.0,225137000.0,,83006000.0,-296395000.0,225137000.0,11748000.0,76067000.0,76067000.0,,1485000.0,13552000.0,-13203000.0,-156077000.0,-305171000.0,-2032000.0,-1192994000.0,,,24011000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q1,2016-01-01,2016-03-31,2017-04-26 16:10:41+00:00,,1099000.0,107933000.0,,-48144000.0,,1209000000.0,,126804000.0,-294693000.0,136290000.0,,126804000.0,-294693000.0,136290000.0,-31599000.0,70484000.0,70484000.0,,4918000.0,27128000.0,-4088000.0,-150985000.0,-313169000.0,-902000.0,-958339000.0,,,23466000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q1TTM,2015-04-01,2016-03-31,,,2395000.0,419111000.0,,709000.0,793559000.0,2625000000.0,,595743000.0,-1343533000.0,712005000.0,,595743000.0,-1343533000.0,712005000.0,-35785000.0,287758000.0,287758000.0,,2032000.0,59074000.0,-22171000.0,-318235000.0,-1377273000.0,-11098000.0,-2563655000.0,,,67009000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q4,2017-10-01,2017-12-31,,-7500000.0,3453000.0,127033000.0,,16829000.0,,1597229000.0,,107756000.0,-360292000.0,234302000.0,,107756000.0,-360278000.0,234302000.0,-18220000.0,60952000.0,60952000.0,,26035000.0,130798000.0,,-177580000.0,-448551000.0,-3413000.0,-1442691000.0,,,99172000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,FY,2017-01-01,2017-12-31,2018-02-22 16:47:24+00:00,-7500000.0,8692000.0,498788000.0,,26004000.0,704938000.0,3498041000.0,,375118000.0,-1254507000.0,875850000.0,,375118000.0,-1254507000.0,875850000.0,-3539000.0,319318000.0,319318000.0,,23048000.0,607341000.0,,-627574000.0,-1413270000.0,-15247000.0,-3398878000.0,,-408750000.0,181510000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-01 16:24:08+00:00,,5239000.0,371755000.0,,9175000.0,704938000.0,1900812000.0,,267362000.0,-894215000.0,641548000.0,,267362000.0,-894229000.0,641548000.0,14681000.0,258366000.0,258366000.0,,-2987000.0,476543000.0,,-449994000.0,-964719000.0,-11834000.0,-1956187000.0,,-408750000.0,82338000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q3TTM,2016-10-01,2017-09-30,,,6888000.0,489506000.0,,27933000.0,704938000.0,3251838000.0,,749888000.0,-1621553000.0,862201000.0,,749888000.0,-1621567000.0,862201000.0,-9478000.0,351090000.0,351090000.0,,-13216000.0,555504000.0,7757000.0,-623135000.0,-1735694000.0,-19965000.0,-2730507000.0,,-408750000.0,126349000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q3,2017-07-01,2017-09-30,,,1795000.0,127569000.0,,-35613000.0,,417000000.0,,61189000.0,-232928000.0,179709000.0,,61189000.0,-232947000.0,179709000.0,7951000.0,88072000.0,88072000.0,,-2114000.0,430406000.0,,-167208000.0,-268603000.0,-2602000.0,-619009000.0,,,38277000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-02 16:09:49+00:00,,3444000.0,244186000.0,,44788000.0,704938000.0,1483812000.0,,206173000.0,-661287000.0,461839000.0,,206173000.0,-661282000.0,461839000.0,6730000.0,170294000.0,170294000.0,,-873000.0,46137000.0,,-282786000.0,-696116000.0,-9232000.0,-1337178000.0,,-408750000.0,44061000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q2TTM,2016-07-01,2017-06-30,,,6405000.0,475854000.0,,86173000.0,704985000.0,3720801000.0,,862555000.0,-1770906000.0,900275000.0,,862555000.0,-1770901000.0,900275000.0,-8071000.0,340220000.0,340220000.0,,-8377000.0,165200000.0,17291000.0,-615793000.0,-1876668000.0,-19724000.0,-2694862000.0,-9026000.0,-408750000.0,108195000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q2,2017-04-01,2017-06-30,,,1684000.0,123089000.0,,35642000.0,-74000.0,693000000.0,,35814000.0,-314227000.0,245820000.0,,35814000.0,-314222000.0,245820000.0,-32588000.0,81259000.0,81259000.0,,4146000.0,51554000.0,,-170472000.0,-321543000.0,-5483000.0,-129444000.0,,-408750000.0,12799000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 16:14:29+00:00,,1760000.0,121097000.0,,9146000.0,705012000.0,790812000.0,,170359000.0,-347060000.0,216019000.0,,170359000.0,-347060000.0,216019000.0,39318000.0,89035000.0,89035000.0,,-5019000.0,-5417000.0,,-112314000.0,-374573000.0,-3749000.0,-1207734000.0,,,31262000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2017.0,Q1TTM,2016-04-01,2017-03-31,,,6151000.0,463107000.0,,86344000.0,1088584000.0,4062801000.0,,909747000.0,-1753074000.0,879592000.0,,909747000.0,-1753074000.0,879592000.0,36265000.0,335028000.0,335028000.0,,-11038000.0,127198000.0,4088000.0,-601398000.0,-1860296000.0,-16273000.0,-3758412000.0,-9026000.0,,119407000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,FY,2018-01-01,2018-12-31,2020-02-24 06:05:54+00:00,-200000.0,6245000.0,539780000.0,0.0,11794000.0,0.0,2521500000.0,,707871000.0,-1639684000.0,940742000.0,,707871000.0,-1639684000.0,940742000.0,8929000.0,364598000.0,364598000.0,,18325000.0,1089225000.0,,-754398000.0,-1769335000.0,-25350000.0,-2148456000.0,,0.0,155201000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q4,2018-10-01,2018-12-31,,3075000.0,2075000.0,137711000.0,,17384000.0,,354000000.0,,26455000.0,-271988000.0,250916000.0,,26455000.0,-272012000.0,250900000.0,5343000.0,85303000.0,85303000.0,,8443000.0,515227000.0,,-195226000.0,-331958000.0,-2918000.0,-647546000.0,,,59813000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-05 16:13:44+00:00,-3275000.0,4170000.0,402069000.0,0.0,-5590000.0,0.0,2167500000.0,,681416000.0,-1367696000.0,689826000.0,,681416000.0,-1367672000.0,689842000.0,3586000.0,279295000.0,279295000.0,,9882000.0,573998000.0,,-559172000.0,-1437377000.0,-22432000.0,-1500910000.0,,,95388000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q3TTM,2017-10-01,2018-09-30,,-10775000.0,7623000.0,529102000.0,,11239000.0,,3764729000.0,,789172000.0,-1727988000.0,924128000.0,,789172000.0,-1727950000.0,924144000.0,-14634000.0,340247000.0,340247000.0,,35917000.0,704796000.0,,-736752000.0,-1885928000.0,-25845000.0,-2943601000.0,,,194560000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q3,2018-07-01,2018-09-30,,-3275000.0,1514000.0,136967000.0,,-26093000.0,,530000000.0,,335821000.0,-577464000.0,212524000.0,,335821000.0,-577466000.0,212573000.0,-29072000.0,99283000.0,99283000.0,,853000.0,287158000.0,,-190176000.0,-607559000.0,-5415000.0,-291161000.0,,,38785000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-06 15:45:00+00:00,0.0,2656000.0,265102000.0,0.0,20503000.0,0.0,1637500000.0,,345595000.0,-790232000.0,477302000.0,,345595000.0,-790206000.0,477269000.0,32658000.0,180012000.0,180012000.0,,9029000.0,286840000.0,,-368996000.0,-829818000.0,-17017000.0,-1209749000.0,,,56603000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q2TTM,2017-07-01,2018-06-30,,-7500000.0,7904000.0,519704000.0,,1719000.0,,3651729000.0,,514540000.0,-1383452000.0,891313000.0,,514540000.0,-1383431000.0,891280000.0,22389000.0,329036000.0,329036000.0,,32950000.0,848044000.0,,-713784000.0,-1546972000.0,-23032000.0,-3271449000.0,,,194052000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q2,2018-04-01,2018-06-30,,442000.0,1463000.0,133999000.0,,33699000.0,,579500000.0,,51849000.0,-297397000.0,263773000.0,,51849000.0,-297371000.0,263740000.0,18218000.0,96697000.0,96697000.0,,-2085000.0,293382000.0,,-185473000.0,-331370000.0,-8077000.0,-635560000.0,,,41608000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 16:28:05+00:00,-442000.0,1193000.0,131103000.0,,-13196000.0,,1058000000.0,,293746000.0,-492835000.0,213529000.0,,293746000.0,-492835000.0,213529000.0,14440000.0,83315000.0,83315000.0,,11114000.0,-6542000.0,,-183523000.0,-498448000.0,-8940000.0,-574189000.0,,,14995000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2018.0,Q1TTM,2017-04-01,2018-03-31,,-7942000.0,8125000.0,508794000.0,,3662000.0,-74000.0,3765229000.0,,498505000.0,-1400282000.0,873360000.0,,498505000.0,-1400282000.0,873360000.0,-28417000.0,313598000.0,313598000.0,,39181000.0,606216000.0,,-698783000.0,-1537145000.0,-20438000.0,-2765333000.0,,-408750000.0,165243000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q4,2019-10-01,2019-12-31,,-7430000.0,2068000.0,156594000.0,-9189000.0,8978000.0,,1199240000.0,,1056530000.0,-1531736000.0,291239000.0,,1061411000.0,-1531737000.0,291231000.0,-188284000.0,129553000.0,129553000.0,,-5954000.0,574350000.0,,-220613000.0,-1552915000.0,-7702000.0,-496447000.0,,,36311000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,FY,2019-01-01,2019-12-31,2020-02-24 06:05:54+00:00,-14603000.0,7385000.0,593961000.0,-9796000.0,15102000.0,845061000.0,3714296000.0,,2487721000.0,-3501809000.0,1068937000.0,,2492602000.0,-3501809000.0,1068937000.0,49934000.0,437478000.0,437478000.0,,15011000.0,1238623000.0,,-845039000.0,-3572581000.0,-23536000.0,-2465220000.0,,0.0,108911000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q3TTM,2018-10-01,2019-09-30,,-4098000.0,7392000.0,575078000.0,-607000.0,23508000.0,845061000.0,2869056000.0,,1457646000.0,-2242061000.0,1028614000.0,,1457646000.0,-2242084000.0,1028606000.0,243561000.0,393228000.0,393228000.0,,29408000.0,1179500000.0,,-819652000.0,-2351624000.0,-18752000.0,-2616319000.0,,,132413000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q3,2019-07-01,2019-09-30,,2446000.0,2065000.0,149424000.0,126000.0,22053000.0,,215282000.0,,326391000.0,-395212000.0,288114000.0,,326391000.0,-395163000.0,288043000.0,219397000.0,101275000.0,101275000.0,,13297000.0,566538000.0,,-214479000.0,-415091000.0,-4067000.0,-240950000.0,,,21500000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-05 16:13:44+00:00,-7173000.0,5317000.0,437367000.0,-607000.0,6124000.0,845061000.0,2515056000.0,,1431191000.0,-1970073000.0,777698000.0,,1431191000.0,-1970072000.0,777706000.0,238218000.0,307925000.0,307925000.0,,20965000.0,664273000.0,,-624426000.0,-2019666000.0,-15834000.0,-1968773000.0,,,72600000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q2TTM,2018-07-01,2019-06-30,,-9819000.0,6841000.0,562621000.0,-733000.0,-24638000.0,845061000.0,3183774000.0,,1467076000.0,-2424313000.0,953024000.0,,1467076000.0,-2424387000.0,953136000.0,-4908000.0,391236000.0,391236000.0,,16964000.0,900120000.0,,-795349000.0,-2544092000.0,-20100000.0,-2666530000.0,,,149698000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q2,2019-04-01,2019-06-30,,-9619000.0,1649000.0,150426000.0,-733000.0,21129000.0,845061000.0,1567774000.0,,817050000.0,-1076347000.0,277557000.0,,817050000.0,-1076395000.0,277636000.0,17558000.0,95420000.0,95420000.0,,8933000.0,122047000.0,,-207244000.0,-1086600000.0,-8772000.0,-1510588000.0,,,28644000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-06 15:45:00+00:00,-9619000.0,3252000.0,287943000.0,-733000.0,-15929000.0,845061000.0,2299774000.0,,1104800000.0,-1574861000.0,489584000.0,,1104800000.0,-1574909000.0,489663000.0,18821000.0,206650000.0,206650000.0,,7668000.0,97735000.0,,-409947000.0,-1604575000.0,-11767000.0,-1727823000.0,,,51100000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q1,2019-01-01,2019-03-31,2020-05-05 16:13:44+00:00,0.0,1603000.0,137517000.0,0.0,-37058000.0,0.0,732000000.0,,287750000.0,-498514000.0,212027000.0,,287750000.0,-498514000.0,212027000.0,1263000.0,111230000.0,111230000.0,,-1265000.0,-24312000.0,,-202703000.0,-517975000.0,-2995000.0,-217235000.0,,,22456000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2019.0,Q1TTM,2018-04-01,2019-03-31,,242000.0,6655000.0,546194000.0,,-12068000.0,,2195500000.0,,701875000.0,-1645363000.0,939240000.0,,701875000.0,-1645363000.0,939240000.0,-4248000.0,392513000.0,392513000.0,,5946000.0,1071455000.0,,-773578000.0,-1788862000.0,-19405000.0,-1791502000.0,,,162662000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2020.0,Q1,2020-01-01,2020-03-31,2020-05-05 16:13:44+00:00,-1280000.0,2227000.0,164585000.0,-2929000.0,-30946000.0,728883000.0,846532000.0,,155276000.0,-351411000.0,265216000.0,,155276000.0,-351411000.0,265216000.0,66152000.0,147143000.0,147143000.0,,-17793000.0,-5310000.0,,-231852000.0,-473245000.0,-3658000.0,-1182977000.0,,,126772000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2020.0,Q1TTM,2019-04-01,2020-03-31,,-15883000.0,8009000.0,621029000.0,-12725000.0,21214000.0,1573944000.0,3828828000.0,,2355247000.0,-3354706000.0,1122126000.0,,2360128000.0,-3354706000.0,1122126000.0,114823000.0,473391000.0,473391000.0,,-1517000.0,1257625000.0,,-874188000.0,-3527851000.0,-24199000.0,-3430962000.0,,,213227000.0
