company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2009.0,FY,,2009-12-31,2011-02-28 16:50:48+00:00,581800000.0,534900000.0,-63800000.0,210600000.0,,830800000.0,,212000000.0,2008300000.0,,2283900000.0,,881200000.0,1751500000.0,,,1013200000.0,219200000.0,271000000.0,416300000.0,53100000.0,,466300000.0,178000000.0,2397100000.0,312300000.0,6488300000.0,1581300000.0,2262200000.0,1430200000.0,1583000000.0,1583000000.0,4905300000.0,6488300000.0,2474600000.0,3475100000.0,-1582800000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2010.0,FY,,2010-12-31,2012-02-22 13:39:27+00:00,700300000.0,849700000.0,-82100000.0,152000000.0,0.0,893400000.0,220100000.0,258200000.0,2105300000.0,,2701600000.0,,1083900000.0,2048200000.0,140100000.0,221400000.0,963300000.0,,314100000.0,,,,468500000.0,,2829800000.0,110700000.0,6927700000.0,1518000000.0,2305700000.0,1383300000.0,1518000000.0,1658100000.0,5269600000.0,6927700000.0,2573800000.0,3886300000.0,-2123100000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2010.0,Q3,,2010-09-26,2010-11-03 19:27:12+00:00,811400000.0,1121300000.0,-88200000.0,168700000.0,,876500000.0,,235800000.0,2111500000.0,,2054800000.0,,898900000.0,1996100000.0,134600000.0,,1001000000.0,169200000.0,295600000.0,0.0,0.0,,513400000.0,247600000.0,2745300000.0,592500000.0,6979100000.0,1605800000.0,2358100000.0,1935300000.0,1605800000.0,1740400000.0,5238700000.0,6979100000.0,2624900000.0,3303400000.0,-1927800000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2010.0,Q2,,2010-06-27,2010-08-04 16:58:15+00:00,766400000.0,1062900000.0,-192700000.0,75000000.0,,859900000.0,,190600000.0,1887600000.0,,2157100000.0,,876200000.0,1656300000.0,1600000.0,,981000000.0,208200000.0,304300000.0,327600000.0,68800000.0,,524500000.0,153000000.0,2526900000.0,550700000.0,6618300000.0,1444800000.0,2549900000.0,1880800000.0,1444800000.0,1446400000.0,5171900000.0,6618300000.0,2412100000.0,3291100000.0,-1749300000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2011.0,FY,,2011-12-31,2013-02-22 13:48:42+00:00,847300000.0,910400000.0,-335200000.0,165800000.0,,941700000.0,,248300000.0,2247100000.0,,2696700000.0,,1072500000.0,2220200000.0,158900000.0,,1143700000.0,173200000.0,313100000.0,,,,495400000.0,210100000.0,3228300000.0,447400000.0,7284600000.0,1219100000.0,2321900000.0,1856100000.0,1219100000.0,1378000000.0,5906600000.0,7284600000.0,2742500000.0,4050500000.0,-2615700000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2011.0,Q3,,2011-10-02,2011-11-07 16:22:35+00:00,776800000.0,1107600000.0,-164900000.0,190100000.0,0.0,931200000.0,181600000.0,255400000.0,2283100000.0,,2977500000.0,,1094600000.0,2242500000.0,160300000.0,255000000.0,952300000.0,,274200000.0,,,,438900000.0,,3162000000.0,479200000.0,7538400000.0,1407700000.0,2573900000.0,1785600000.0,1407700000.0,1568000000.0,5970400000.0,7538400000.0,2722000000.0,4184800000.0,-2520600000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2011.0,Q2,,2011-07-03,2011-08-09 16:24:25+00:00,868700000.0,1215100000.0,-6000000.0,144800000.0,0.0,922100000.0,168000000.0,225300000.0,2372000000.0,,3124900000.0,,1196700000.0,2263000000.0,155400000.0,231800000.0,1007100000.0,,308300000.0,,,,490800000.0,,3040400000.0,349500000.0,7850400000.0,1579400000.0,2724600000.0,1751800000.0,1579400000.0,1734800000.0,6115600000.0,7850400000.0,2862800000.0,4363800000.0,-2377100000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2011.0,Q1,,2011-04-03,2011-05-10 13:16:27+00:00,854000000.0,1079600000.0,-9400000.0,193100000.0,,910500000.0,,205500000.0,2320200000.0,,3197300000.0,,1245700000.0,2217000000.0,154400000.0,,980800000.0,196000000.0,303900000.0,,,,531400000.0,239200000.0,2909200000.0,320000000.0,7783000000.0,1527900000.0,2714400000.0,1683400000.0,1527900000.0,1682300000.0,6100700000.0,7783000000.0,2851600000.0,4417300000.0,-2282400000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2012.0,FY,,2012-12-31,2014-02-24 13:11:42+00:00,946900000.0,930100000.0,-352400000.0,174100000.0,,1026300000.0,190800000.0,278400000.0,2359400000.0,,3085300000.0,,1044400000.0,2276700000.0,175400000.0,,1238100000.0,,240700000.0,,,,531600000.0,207900000.0,3580800000.0,219800000.0,7507100000.0,1114600000.0,2339400000.0,1685800000.0,1114600000.0,1290000000.0,6217100000.0,7507100000.0,2891000000.0,4531300000.0,-3140100000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2012.0,Q3,,2012-09-30,2012-11-09 13:06:15+00:00,906300000.0,1206300000.0,-291200000.0,181200000.0,,1008300000.0,,243700000.0,2249100000.0,,2932100000.0,,993000000.0,2220200000.0,171900000.0,,1061900000.0,189800000.0,278400000.0,,,,484400000.0,229800000.0,3525600000.0,401700000.0,7524000000.0,1298200000.0,2570300000.0,1830100000.0,1298200000.0,1470100000.0,6053900000.0,7524000000.0,2733500000.0,4223800000.0,-2944500000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2012.0,Q2,,2012-07-01,2012-08-03 14:26:48+00:00,852500000.0,1143100000.0,-353100000.0,123500000.0,0.0,993700000.0,209500000.0,216500000.0,2222300000.0,,2963500000.0,,1035600000.0,2203700000.0,166200000.0,195700000.0,1050400000.0,,320300000.0,,,,501800000.0,,3424700000.0,499200000.0,7439500000.0,1175200000.0,2511700000.0,1888500000.0,1175200000.0,1341400000.0,6098100000.0,7439500000.0,2724100000.0,4209600000.0,-2890100000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2012.0,Q1,,2012-04-01,2012-05-07 14:58:15+00:00,832600000.0,1101200000.0,-272000000.0,106800000.0,0.0,977800000.0,184300000.0,202900000.0,2281000000.0,,3130500000.0,,1124500000.0,2255600000.0,162900000.0,206600000.0,1061100000.0,,278600000.0,,,,506000000.0,,3300900000.0,498400000.0,7559400000.0,1185800000.0,2516800000.0,1812500000.0,1185800000.0,1348700000.0,6210700000.0,7559400000.0,2787000000.0,4398200000.0,-2820900000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2013.0,FY,,2013-12-31,2015-02-20 15:05:26+00:00,998800000.0,859400000.0,-249900000.0,416000000.0,,1078400000.0,167200000.0,241300000.0,2399700000.0,,3182500000.0,,1028300000.0,2372300000.0,191400000.0,261500000.0,1033000000.0,,264700000.0,,,,577500000.0,,3947700000.0,422600000.0,7820400000.0,1224600000.0,2470900000.0,1927400000.0,1224600000.0,1416000000.0,6404400000.0,7820400000.0,2977200000.0,4477000000.0,-3551600000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2013.0,Q3,,2013-09-30,2013-10-30 15:26:34+00:00,998800000.0,1087500000.0,-328100000.0,168200000.0,,1068300000.0,,232300000.0,2379800000.0,,3417500000.0,,980300000.0,2360100000.0,187400000.0,,1175700000.0,189400000.0,234600000.0,,,,543900000.0,229000000.0,3807300000.0,104500000.0,7709200000.0,1129400000.0,2425400000.0,1570200000.0,1129400000.0,1316800000.0,6392400000.0,7709200000.0,2923700000.0,4822200000.0,-3418100000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2013.0,Q2,,2013-06-30,2013-08-05 17:09:57+00:00,950200000.0,1123900000.0,-392400000.0,169500000.0,,1056000000.0,,205200000.0,2334900000.0,,3472600000.0,,1100400000.0,2306100000.0,180800000.0,,1149000000.0,225700000.0,253500000.0,,,,555100000.0,219200000.0,3710300000.0,358500000.0,7815600000.0,1026600000.0,2619500000.0,1767400000.0,1026600000.0,1207400000.0,6608200000.0,7815600000.0,2890000000.0,4840800000.0,-3347300000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2013.0,Q1,,2013-03-31,2013-05-06 11:12:28+00:00,915800000.0,1057700000.0,-399100000.0,208000000.0,,1046800000.0,,197200000.0,2319500000.0,,3405300000.0,,1143600000.0,2293500000.0,182600000.0,,1148900000.0,213400000.0,204300000.0,,,,540300000.0,221400000.0,3633900000.0,425600000.0,7776000000.0,1074900000.0,2622700000.0,1742900000.0,1074900000.0,1257500000.0,6518500000.0,7776000000.0,2859800000.0,4775600000.0,-3206700000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2014.0,FY,,2014-12-31,2016-02-16 16:54:03+00:00,1340000000.0,957100000.0,-522100000.0,191400000.0,,1131300000.0,148300000.0,269900000.0,2254500000.0,,2993800000.0,,1016700000.0,2430700000.0,206500000.0,152500000.0,1178300000.0,,221800000.0,,,,572300000.0,,4346900000.0,175100000.0,7571000000.0,1033100000.0,2313500000.0,2006800000.0,1033100000.0,1239600000.0,6331400000.0,7571000000.0,2826800000.0,4324600000.0,-3923000000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2014.0,Q3,,2014-09-30,2014-11-03 13:20:50+00:00,1251200000.0,1049400000.0,-325500000.0,189500000.0,,1119300000.0,,255800000.0,2300600000.0,,3009000000.0,,972700000.0,2371100000.0,200200000.0,229400000.0,939900000.0,167200000.0,208400000.0,,,,564400000.0,,4288100000.0,306500000.0,7614900000.0,1214500000.0,2378800000.0,2021900000.0,1214500000.0,1414700000.0,6200200000.0,7614900000.0,2865000000.0,4178300000.0,-3867400000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2014.0,Q2,,2014-06-30,2014-08-11 14:15:05+00:00,1116000000.0,1073500000.0,-253100000.0,155300000.0,,1105700000.0,,216600000.0,2385100000.0,,3129200000.0,,1028200000.0,2383300000.0,199700000.0,252700000.0,1009300000.0,162800000.0,233000000.0,,,,583200000.0,,4158300000.0,408000000.0,7771400000.0,1206900000.0,2419800000.0,1973600000.0,1206900000.0,1406600000.0,6364800000.0,7771400000.0,2968300000.0,4391200000.0,-3804000000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2014.0,Q1,,2014-03-31,2014-05-02 16:01:59+00:00,969900000.0,981100000.0,-256500000.0,175400000.0,,1093300000.0,,199600000.0,2398800000.0,,3357700000.0,,1081600000.0,2360200000.0,202500000.0,,991100000.0,166200000.0,238900000.0,,,,581200000.0,292300000.0,3989200000.0,412900000.0,7744500000.0,1079600000.0,2404300000.0,1821300000.0,1079600000.0,1282100000.0,6462400000.0,7744500000.0,2980000000.0,4641100000.0,-3746400000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2015.0,FY,,2015-12-31,2017-03-02 17:21:35+00:00,1501000000.0,885000000.0,-640000000.0,224000000.0,,962000000.0,,229000000.0,2177000000.0,195000000.0,4974000000.0,2154000000.0,898000000.0,2686000000.0,10000000.0,173000000.0,1147000000.0,177000000.0,335000000.0,,,-3628000000.0,301000000.0,,4557000000.0,77000000.0,9697000000.0,1251000000.0,2184000000.0,2142000000.0,1251000000.0,1261000000.0,8436000000.0,9697000000.0,4827000000.0,6294000000.0,
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2015.0,Q3,,2015-09-30,2015-10-30 16:14:02+00:00,1451400000.0,1097800000.0,-620100000.0,244400000.0,,1171300000.0,,213300000.0,2204100000.0,,2879400000.0,,876000000.0,2547300000.0,209700000.0,165100000.0,1159500000.0,164400000.0,332000000.0,,,,593000000.0,,4519600000.0,282900000.0,7727000000.0,1033700000.0,2382600000.0,2279600000.0,1033700000.0,1243400000.0,6483600000.0,7727000000.0,2797100000.0,4204000000.0,-4037100000.0
Ball Corp,BLL,0BGI85ALH27ZJP15DY16,9389,2015.0,Q2,,2015-06-30,2015-07-31 16:40:59+00:00,1444400000.0,1192000000.0,-603700000.0,227300000.0,,1160400000.0,,192700000.0,2209200000.0,,2982100000.0,,929000000.0,2483400000.0,204200000.0,169200000.0,1166500000.0,156800000.0,277000000.0,,,,655200000.0,,4492700000.0,278200000.0,7852900000.0,1138600000.0,2505100000.0,2192300000.0,1138600000.0,1342800000.0,6510100000.0,7852900000.0,2864400000.0,4317800000.0,-3910800000.0
