company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2009.0,FY,2008-04-27,2009-04-25,2011-06-29 16:09:14+00:00,1.7,1.7,,1.69,,120016000.0,199635000.0,199635000.0,,199635000.0,,2050703000.0,3094227000.0,3574000.0,697298000.0,2050703000.0,1043524000.0,30149000.0,,697298000.0,346226000.0,-26575000.0,319651000.0,3094227000.0,117400000.0,117716000.0,118355000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q4,2010-01-24,2010-04-24,,0.99,0.52,0.1,0.52,,34605000.0,61805000.0,61805000.0,,61805000.0,,524651000.0,812762000.0,8964000.0,187863000.0,524651000.0,288111000.0,6311000.0,-6491000.0,187863000.0,100248000.0,-3838000.0,96410000.0,812762000.0,118600000.0,118443000.0,119202000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,FY,2009-04-26,2010-04-24,2012-06-27 17:20:20+00:00,1.79,1.79,0.1,1.78,,126787000.0,212254000.0,212254000.0,,212254000.0,,2147975000.0,3237376000.0,9444000.0,734110000.0,2147975000.0,1089401000.0,25694000.0,,734110000.0,355291000.0,-16250000.0,339041000.0,3237376000.0,118600000.0,118443000.0,119202000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q3YTD,2009-04-26,2010-01-23,,0.8,1.27,,1.26,,92182000.0,150449000.0,150449000.0,,150449000.0,,1623324000.0,2424614000.0,480000.0,546247000.0,1623324000.0,801290000.0,19383000.0,6491000.0,546247000.0,255043000.0,-12412000.0,242631000.0,2424614000.0,,118518000.0,119434000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q3,2009-10-25,2010-01-23,2011-03-10 15:51:39+00:00,,0.47,0.0,0.47,,33424000.0,56049000.0,56049000.0,,56049000.0,,544015000.0,820084000.0,-10000.0,182302000.0,544015000.0,276069000.0,6406000.0,2122000.0,182302000.0,93767000.0,-4294000.0,89473000.0,820084000.0,,118518000.0,119434000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q2YTD,2009-04-26,2009-10-24,,0.8,0.8,,0.79,,58758000.0,94400000.0,94400000.0,,94400000.0,,1079309000.0,1604530000.0,490000.0,363945000.0,1079309000.0,525221000.0,12977000.0,4369000.0,363945000.0,161276000.0,-8118000.0,153158000.0,1604530000.0,117500000.0,118336000.0,119216000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q2,2009-07-26,2009-10-24,2010-12-09 16:12:52+00:00,0.42,0.42,0.0,0.41,,31383000.0,49343000.0,49343000.0,,49343000.0,,548414000.0,814951000.0,689000.0,182051000.0,548414000.0,266537000.0,6358000.0,1909000.0,182051000.0,84486000.0,-3760000.0,80726000.0,814951000.0,117500000.0,118336000.0,119216000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q1,2009-04-26,2009-07-25,2010-09-09 15:56:40+00:00,0.38,0.38,0.0,0.38,,27375000.0,45057000.0,45057000.0,,45057000.0,,530895000.0,789579000.0,-199000.0,181894000.0,530895000.0,258684000.0,6619000.0,2460000.0,181894000.0,76790000.0,-4358000.0,72432000.0,789579000.0,118600000.0,118119000.0,118643000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,Q4,2011-01-30,2011-04-30,,0.54,0.54,0.12,0.52,,35775000.0,62707000.0,62707000.0,,62707000.0,,579870000.0,883819000.0,7816000.0,199824000.0,579870000.0,303949000.0,6341000.0,-7118000.0,199824000.0,104125000.0,-5643000.0,98482000.0,883819000.0,118000000.0,118290000.0,119066000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,FY,2010-04-25,2011-04-30,2013-06-26 15:38:27+00:00,1.91,1.91,0.42,1.89,,130502000.0,225385000.0,225385000.0,,225385000.0,,2271445000.0,3415670000.0,5719000.0,768217000.0,2271445000.0,1144225000.0,25840000.0,,768217000.0,376008000.0,-20121000.0,355887000.0,3415670000.0,118000000.0,118290000.0,119066000.0
