company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2013.0,Q3,,2013-01-26,2013-03-07 11:43:36+00:00,220870000.0,421506000.0,110688000.0,26853000.0,472449000.0,1065000.0,,75469000.0,818784000.0,,203653000.0,725000000.0,352646000.0,191385000.0,,,111579000.0,,41527000.0,,,,-114585000.0,23961000.0,104730000.0,,,,1437400000.0,50000000.0,,2637490000.0,1350733000.0,1288128000.0,457027000.0,1350733000.0,1350733000.0,1286757000.0,2637490000.0,1157977000.0,829730000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2013.0,Q2,,2012-10-27,2012-12-06 10:53:10+00:00,223035000.0,407835000.0,102782000.0,29629000.0,500374000.0,1078000.0,,56897000.0,816515000.0,,207104000.0,725000000.0,330953000.0,192354000.0,,,102880000.0,,37861000.0,,,,-114585000.0,24364000.0,105780000.0,,,,1440624000.0,50000000.0,,2620240000.0,1356746000.0,1277023000.0,432714000.0,1356746000.0,1356746000.0,1263494000.0,2620240000.0,1150863000.0,830780000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2013.0,Q1,,2012-07-28,2012-09-06 16:47:48+00:00,202253000.0,413690000.0,131068000.0,21141000.0,580753000.0,1092000.0,,43033000.0,812163000.0,,207002000.0,725000000.0,318128000.0,193495000.0,,,101308000.0,,49039000.0,,,,-114585000.0,24894000.0,108376000.0,,,,1458094000.0,125000000.0,,2700472000.0,1365742000.0,1361610000.0,501354000.0,1365742000.0,1365742000.0,1334730000.0,2700472000.0,1145367000.0,833376000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2014.0,FY,,2014-04-26,2015-06-24 17:25:35+00:00,342056000.0,607580000.0,134840000.0,25370000.0,264908000.0,1040000.0,,66567000.0,844433000.0,,223150000.0,725000000.0,436463000.0,204939000.0,,94004000.0,90535000.0,,65991000.0,,,,-85944000.0,85903000.0,30546000.0,,,,1531198000.0,,40775000.0,2864677000.0,1471664000.0,1415717000.0,543463000.0,1471664000.0,1471664000.0,1393013000.0,2864677000.0,1244021000.0,849550000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2014.0,Q3,,2014-01-25,2014-03-06 12:56:16+00:00,330801000.0,557576000.0,140966000.0,38020000.0,423975000.0,1050000.0,,71415000.0,844158000.0,,228155000.0,725000000.0,451110000.0,204586000.0,,,76649000.0,,63877000.0,,,,-95124000.0,85467000.0,116616000.0,,,,1512404000.0,135000000.0,40595000.0,2976148000.0,1456350000.0,1537133000.0,678182000.0,1456350000.0,1456350000.0,1519798000.0,2976148000.0,1234429000.0,841616000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2014.0,Q2,,2013-10-26,2013-12-05 16:05:49+00:00,353399000.0,550769000.0,118101000.0,31462000.0,516058000.0,8688000.0,,60133000.0,839932000.0,,238776000.0,725000000.0,442125000.0,198917000.0,,,81276000.0,,57975000.0,,,,-95124000.0,23471000.0,116052000.0,,,,1496588000.0,135000000.0,,2949299000.0,1441614000.0,1566927000.0,666633000.0,1441614000.0,1441614000.0,1507685000.0,2949299000.0,1183455000.0,841052000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2014.0,Q1,,2013-07-27,2013-09-05 16:15:23+00:00,227786000.0,400540000.0,117195000.0,16811000.0,603369000.0,1053000.0,,47531000.0,822141000.0,,191810000.0,725000000.0,388260000.0,193688000.0,,,83480000.0,,54868000.0,,,,-95124000.0,23491000.0,113221000.0,,,,1473174000.0,135000000.0,,2761647000.0,1395914000.0,1447037000.0,527512000.0,1395914000.0,1395914000.0,1365733000.0,2761647000.0,1120922000.0,838221000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2015.0,FY,,2015-04-25,2016-06-29 14:25:50+00:00,323294000.0,586263000.0,142611000.0,-60346000.0,347260000.0,22059000.0,,72464000.0,299924000.0,,125025000.0,722542000.0,408422000.0,204133000.0,,41413000.0,71686000.0,,59561000.0,,118347000.0,39316000.0,-77738000.0,35461000.0,40071000.0,635794000.0,49414000.0,,1630148000.0,0.0,53372000.0,2945248000.0,1514123000.0,1573225000.0,577685000.0,1514123000.0,1514123000.0,1431125000.0,2945248000.0,1167890000.0,853440000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2015.0,Q3,,2015-01-24,2015-03-05 15:29:51+00:00,341425000.0,590260000.0,158167000.0,-60236000.0,289722000.0,13046000.0,,69470000.0,835097000.0,,205420000.0,725000000.0,514619000.0,225418000.0,,,67209000.0,,54340000.0,,,,-85944000.0,37122000.0,122782000.0,,,,1587822000.0,,52325000.0,2871532000.0,1454688000.0,1501266000.0,569062000.0,1454688000.0,1454688000.0,1416844000.0,2871532000.0,1144848000.0,847782000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2015.0,Q2,,2014-10-25,2014-12-04 15:59:18+00:00,337761000.0,587835000.0,147577000.0,-7312000.0,284872000.0,3644000.0,,61748000.0,839636000.0,,209527000.0,725000000.0,499893000.0,219541000.0,,,72793000.0,,59276000.0,,,,-85944000.0,26226000.0,121662000.0,,,,1553313000.0,,57850000.0,2857449000.0,1463701000.0,1489726000.0,547086000.0,1463701000.0,1463701000.0,1393748000.0,2857449000.0,1148182000.0,846662000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2015.0,Q1,,2014-07-26,2014-09-04 12:14:14+00:00,388171000.0,564458000.0,149629000.0,33371000.0,260740000.0,1029000.0,,45166000.0,845124000.0,,219287000.0,725000000.0,518857000.0,214453000.0,,,88335000.0,,59524000.0,,,,-85944000.0,86787000.0,123105000.0,,,,1519645000.0,,41607000.0,2899172000.0,1468101000.0,1445186000.0,582966000.0,1468101000.0,1468101000.0,1431071000.0,2899172000.0,1239533000.0,848105000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2016.0,FY,,2016-04-30,2017-06-28 12:37:48+00:00,566253000.0,796693000.0,151134000.0,-67964000.0,137453000.0,49468000.0,,75448000.0,816592000.0,,509297000.0,1022155000.0,722140000.0,293315000.0,,206896000.0,88248000.0,,91255000.0,,,,-68916000.0,65811000.0,20672000.0,,,,1529158000.0,36500000.0,,3520804000.0,1441746000.0,1747541000.0,829335000.0,1441746000.0,1441746000.0,2079058000.0,3520804000.0,1479948000.0,1249723000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2016.0,Q3,,2016-01-30,2016-03-10 11:42:55+00:00,503523000.0,698911000.0,136581000.0,-81863000.0,97701000.0,35360000.0,,60994000.0,815316000.0,,522215000.0,1030250000.0,814413000.0,278288000.0,,,145539000.0,,,,0.0,0.0,-77738000.0,83456000.0,247275000.0,0.0,0.0,99831000.0,1486788000.0,214500000.0,0.0,3555670000.0,1362547000.0,1710856000.0,915598000.0,1362547000.0,1362547000.0,2193123000.0,3555670000.0,1566526000.0,1277525000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2016.0,Q2,,2015-10-31,2015-12-10 14:26:35+00:00,492469000.0,734461000.0,162225000.0,-63626000.0,95451000.0,28754000.0,,47671000.0,817595000.0,,537079000.0,1034884000.0,752849000.0,272190000.0,,,75784000.0,,,,,,-77738000.0,83260000.0,255341000.0,,,83169000.0,1475867000.0,95991000.0,,3451838000.0,1363257000.0,1665930000.0,798356000.0,1363257000.0,1363257000.0,2088581000.0,3451838000.0,1513718000.0,1290225000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2016.0,Q1,,2015-08-01,2015-09-10 14:36:20+00:00,456259000.0,624340000.0,165276000.0,-71004000.0,186440000.0,25216000.0,,33077000.0,817481000.0,,551337000.0,1725000000.0,716707000.0,258964000.0,,,84269000.0,,94358000.0,,130306000.0,39523000.0,-77738000.0,89045000.0,257277000.0,636756000.0,49189000.0,,1637579000.0,,49651000.0,4239654000.0,1514053000.0,1801802000.0,694135000.0,1514053000.0,1514053000.0,2725601000.0,4239654000.0,2178888000.0,2031466000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2017.0,FY,,2017-04-29,2018-06-27 14:22:51+00:00,616859000.0,884803000.0,156437000.0,-92669000.0,94959000.0,73939000.0,,56881000.0,813547000.0,,425436000.0,998272000.0,711903000.0,298452000.0,,191686000.0,101529000.0,,111928000.0,,,,-68071000.0,65356000.0,19591000.0,,,,1481234000.0,73754000.0,,3507913000.0,1394433000.0,1803593000.0,903931000.0,1394433000.0,1394433000.0,2113480000.0,3507913000.0,1405868000.0,1209549000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2017.0,Q3,,2017-01-28,2017-03-08 12:10:53+00:00,547662000.0,810155000.0,155740000.0,-94833000.0,121739000.0,67248000.0,,72297000.0,813094000.0,,434386000.0,1001775000.0,827057000.0,300395000.0,,,107511000.0,,,,,,-68916000.0,67460000.0,217759000.0,,,112265000.0,1482576000.0,212754000.0,,3594062000.0,1386075000.0,1871216000.0,988453000.0,1386075000.0,1386075000.0,2207987000.0,3594062000.0,1422451000.0,1219534000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2017.0,Q2,,2016-10-29,2016-12-07 16:33:28+00:00,545366000.0,822734000.0,148407000.0,-101352000.0,110387000.0,58524000.0,,69271000.0,812419000.0,,479977000.0,1010211000.0,795454000.0,303342000.0,,,97114000.0,,,,,,-68916000.0,64684000.0,227436000.0,,,104257000.0,1517796000.0,183625000.0,,3590368000.0,1406052000.0,1832832000.0,946669000.0,1406052000.0,1406052000.0,2184316000.0,3590368000.0,1454194000.0,1237647000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2017.0,Q1,,2016-07-30,2016-09-08 14:10:21+00:00,523105000.0,719218000.0,148394000.0,-87788000.0,89978000.0,54841000.0,,38942000.0,814207000.0,,494981000.0,1016184000.0,799176000.0,298104000.0,,,135736000.0,,,,,,-68916000.0,65171000.0,228042000.0,,,82696000.0,1519900000.0,126563000.0,,3499267000.0,1418037000.0,1691068000.0,837004000.0,1418037000.0,1418037000.0,2081230000.0,3499267000.0,1510095000.0,1244226000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2018.0,FY,,2018-04-28,2019-06-26 16:08:19+00:00,610368000.0,826877000.0,136316000.0,-74974000.0,62984000.0,104724000.0,,69099000.0,815977000.0,,389424000.0,922030000.0,779834000.0,290590000.0,0.0,152104000.0,135175000.0,,103029000.0,,,,-65726000.0,67774000.0,27359000.0,,,,1497766000.0,92598000.0,,3471664000.0,1461790000.0,1772724000.0,908381000.0,1461790000.0,1461790000.0,2009874000.0,3471664000.0,1408350000.0,1101493000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2018.0,Q3,,2018-01-27,2018-03-07 12:28:56+00:00,654792000.0,863455000.0,138384000.0,-66763000.0,118005000.0,96813000.0,,53156000.0,816808000.0,,399566000.0,931419000.0,882018000.0,287439000.0,,,121675000.0,,,,,,-68071000.0,69082000.0,179863000.0,,,116310000.0,1501011000.0,253754000.0,,3674358000.0,1462990000.0,1979788000.0,1100086000.0,1462990000.0,1462990000.0,2211368000.0,3674358000.0,1407131000.0,1111282000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2018.0,Q2,,2017-10-28,2017-12-06 15:21:47+00:00,634594000.0,849205000.0,152132000.0,-83675000.0,101456000.0,89018000.0,,57151000.0,814224000.0,,406641000.0,991232000.0,796369000.0,286715000.0,,,111184000.0,,,,,,-68071000.0,66107000.0,219676000.0,,,96578000.0,1429668000.0,106754000.0,,3528479000.0,1366940000.0,1843608000.0,950631000.0,1366940000.0,1366940000.0,2161539000.0,3528479000.0,1398156000.0,1210908000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2018.0,Q1,,2017-07-29,2017-09-06 13:02:59+00:00,536020000.0,841284000.0,146723000.0,-80148000.0,99779000.0,82543000.0,,41567000.0,814422000.0,,416296000.0,998457000.0,777354000.0,294819000.0,,,88434000.0,,,,,,-68071000.0,65178000.0,210219000.0,,,97676000.0,1450178000.0,177754000.0,,3495242000.0,1384502000.0,1816093000.0,902064000.0,1384502000.0,1384502000.0,2110740000.0,3495242000.0,1384330000.0,1208676000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2019.0,FY,,2019-04-27,2020-06-24 16:45:03+00:00,648418000.0,582094000.0,129654000.0,-88269000.0,95646000.0,132413000.0,,73665000.0,816226000.0,305790000.0,351153000.0,725341000.0,761018000.0,305790000.0,3248000.0,163488000.0,113081000.0,,165605000.0,0.0,,,-50381000.0,78656000.0,24221000.0,,,,1483496000.0,23975000.0,,3269269000.0,1477259000.0,1604363000.0,875712000.0,1477259000.0,1480507000.0,1788762000.0,3269269000.0,1359116000.0,913050000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2019.0,Q3,,2019-01-26,2019-03-06 14:47:17+00:00,688125000.0,547180000.0,121317000.0,-83001000.0,117431000.0,123813000.0,,72125000.0,814874000.0,,359601000.0,732640000.0,845846000.0,290271000.0,3553000.0,,96946000.0,,,,,,-51722000.0,79167000.0,182490000.0,,,169209000.0,1480054000.0,51131000.0,,3320525000.0,1469144000.0,1679666000.0,932698000.0,1469144000.0,1472697000.0,1847828000.0,3320525000.0,1350588000.0,915130000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2019.0,Q2,,2018-10-27,2018-12-06 14:55:05+00:00,662731000.0,571232000.0,164301000.0,-86733000.0,165515000.0,117062000.0,,61602000.0,814348000.0,,368185000.0,738341000.0,792533000.0,289602000.0,3724000.0,,86513000.0,,,,,,-51722000.0,80307000.0,181305000.0,,,176019000.0,1473357000.0,80286000.0,,3344254000.0,1451964000.0,1705299000.0,968920000.0,1451964000.0,1455688000.0,1888566000.0,3344254000.0,1349353000.0,919646000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2019.0,Q1,,2018-07-28,2018-09-05 12:30:20+00:00,588041000.0,520578000.0,165275000.0,-83745000.0,91476000.0,109633000.0,,53572000.0,814800000.0,,378293000.0,743706000.0,845507000.0,289658000.0,3947000.0,,90953000.0,,,,,,-51722000.0,72530000.0,179626000.0,,,183963000.0,1468983000.0,110442000.0,,3287758000.0,1443149000.0,1641524000.0,917330000.0,1443149000.0,1447096000.0,1840662000.0,3287758000.0,1356576000.0,923332000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2020.0,FY,,2020-04-25,2020-06-24 16:45:03+00:00,862093000.0,416523000.0,113714000.0,-97039000.0,77944000.0,147565000.0,,68385000.0,138724000.0,303725000.0,313505000.0,587766000.0,812194000.0,303725000.0,2327000.0,134547000.0,214915000.0,,236104000.0,30706000.0,,,-16061000.0,201716000.0,81695000.0,,,,799652000.0,0.0,,2715350000.0,834117000.0,1542765000.0,1074898000.0,834117000.0,836444000.0,1878906000.0,2715350000.0,868860000.0,804008000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2020.0,Q3,,2020-01-25,2020-03-04 13:16:12+00:00,802610000.0,451255000.0,183613000.0,-77807000.0,106169000.0,146003000.0,,88687000.0,816642000.0,,323700000.0,587455000.0,866313000.0,306687000.0,2538000.0,,172232000.0,,,31547000.0,,,-31929000.0,201617000.0,252672000.0,,,268937000.0,1433163000.0,95000000.0,,3513552000.0,1469430000.0,1692674000.0,1201457000.0,1469430000.0,1471968000.0,2041584000.0,3513552000.0,1514191000.0,840127000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2020.0,Q2,,2019-10-26,2019-12-05 13:07:36+00:00,766485000.0,581288000.0,202421000.0,-87053000.0,129575000.0,139980000.0,,61493000.0,816257000.0,,332575000.0,663513000.0,787406000.0,308008000.0,2793000.0,,95937000.0,,,31028000.0,,,-31929000.0,195248000.0,251893000.0,,,189163000.0,1434833000.0,0.0,,3435457000.0,1455831000.0,1687432000.0,1061427000.0,1455831000.0,1458624000.0,1976833000.0,3435457000.0,1440017000.0,915406000.0
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2020.0,Q1,,2019-07-27,2019-09-04 15:21:54+00:00,625435000.0,502662000.0,146730000.0,-94221000.0,109781000.0,133678000.0,,44656000.0,815450000.0,,341075000.0,718145000.0,809643000.0,305443000.0,3013000.0,,102207000.0,,,31587000.0,,,-31929000.0,202783000.0,253873000.0,,,160578000.0,1492836000.0,25819000.0,,3349622000.0,1500364000.0,1582664000.0,874227000.0,1500364000.0,1503377000.0,1846245000.0,3349622000.0,1461515000.0,972018000.0
