company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2009.0,FY,2008-04-27,2009-04-25,2011-06-29 16:09:14+00:00,-124776000.0,7456000.0,109660000.0,31901000.0,22890000.0,,-23367000.0,-117553000.0,12244000.0,23801000.0,-93643000.0,-157094000.0,124005000.0,,,-93643000.0,-157094000.0,124005000.0,-150099000.0,199635000.0,199635000.0,,11577000.0,346000.0,,0.0,,-32318000.0,-130034000.0,0.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,FY,2009-04-26,2010-04-24,2012-06-27 17:20:20+00:00,-53672000.0,13782000.0,139504000.0,25628000.0,25692000.0,,20472000.0,-987000.0,12184000.0,1360000.0,-19955000.0,-83476000.0,265485000.0,,,-19955000.0,-83476000.0,265485000.0,182526000.0,212254000.0,212254000.0,,14744000.0,387000.0,,-11886000.0,,-29804000.0,-22000000.0,0.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q3YTD,2009-04-26,2010-01-23,2011-03-10 15:51:39+00:00,-28151000.0,10324000.0,,,17910000.0,,13871000.0,-34840000.0,9995000.0,0.0,-11624000.0,-45657000.0,153889000.0,,,-11624000.0,-45657000.0,153127000.0,109717000.0,150449000.0,150449000.0,,10046000.0,381000.0,,0.0,,-17506000.0,-22000000.0,0.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q2YTD,2009-04-26,2009-10-24,2010-12-09 16:12:52+00:00,-28151000.0,6741000.0,,,11928000.0,,14043000.0,-63721000.0,5620000.0,0.0,-16125000.0,-41284000.0,55452000.0,,,-16125000.0,-41284000.0,55452000.0,12086000.0,94400000.0,94400000.0,,6104000.0,255000.0,,0.0,,-13133000.0,-22000000.0,0.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2010.0,Q1,2009-04-26,2009-07-25,2010-09-09 15:56:40+00:00,-28113000.0,3103000.0,,,5754000.0,,11372000.0,-10195000.0,3120000.0,0.0,-4775000.0,-36121000.0,47046000.0,,,-4775000.0,-36121000.0,46836000.0,17312000.0,45057000.0,45057000.0,,3327000.0,105000.0,,0.0,,-8008000.0,-8000000.0,,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,Q4,2011-01-30,2011-04-30,,156000.0,4659000.0,112840000.0,24703000.0,5845000.0,,9242000.0,-5958000.0,2523000.0,-174000.0,-72306000.0,-7467000.0,71157000.0,,,-72306000.0,-7467000.0,71157000.0,626000.0,62707000.0,62707000.0,,3904000.0,,,-14449000.0,,-7623000.0,,-60206000.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,FY,2010-04-25,2011-04-30,2013-06-26 15:38:27+00:00,-52187000.0,16726000.0,112840000.0,24703000.0,24613000.0,,7693000.0,-18839000.0,11940000.0,707000.0,-133222000.0,-89009000.0,262612000.0,,,-133222000.0,-89009000.0,262612000.0,48074000.0,225385000.0,225385000.0,,14727000.0,1276000.0,,-49992000.0,,-36822000.0,,-97153000.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,Q3TTM,2010-01-24,2011-01-29,,-77864000.0,15525000.0,139504000.0,25628000.0,26550000.0,,5052000.0,20972000.0,11606000.0,2241000.0,-69247000.0,-119361000.0,303051000.0,,,-69247000.0,-119361000.0,303813000.0,120257000.0,224483000.0,224483000.0,,15521000.0,1282000.0,,-47429000.0,,-41497000.0,,-36947000.0,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,Q3,2010-10-31,2011-01-29,,-5661000.0,3867000.0,,,5915000.0,,806000.0,14956000.0,1682000.0,-365000.0,-132595000.0,-14814000.0,205898000.0,,,-132595000.0,-14814000.0,205898000.0,59295000.0,55396000.0,55396000.0,,125764000.0,-122103000.0,,-11809000.0,,-9153000.0,,,,
Patterson Companies Inc,PDCO,YM48Q2087CUE26GWEK09,891024,2011.0,Q3YTD,2010-04-25,2011-01-29,2012-03-12 16:32:01+00:00,-52343000.0,12067000.0,,,18768000.0,,-1549000.0,-12881000.0,9417000.0,881000.0,-60916000.0,-81542000.0,191455000.0,,,-60916000.0,-81542000.0,191455000.0,47448000.0,162678000.0,162678000.0,,10823000.0,1276000.0,,-35543000.0,,-29199000.0,,-36947000.0,,
